,plant_name,agent,basin,capacity,start_time,plant_id,phase,type,primary,auction,geometry
651,Pirapanema,Pirapanema Energia S.A.,Rio Fumaça,1.26,2013-02-28,CGH.PH.MG.031051-4,operation,mini_hydro,,,POINT (-4723589.31436752 -2340300.879952833)
652,Cambará,Hidrelétrica Cambará S.A.,Córrego Tenente Amaral,3.4992,2012-12-21,CGH.PH.MT.030813-7,operation,mini_hydro,,,POINT (-6132441.884810497 -1777858.3017936305)
653,Cachoeirinha,Cachoeirinha Energia S.A.,Rio da Cachoeirinha,1.25,2015-09-01,CGH.PH.MG.030242-2,operation,mini_hydro,,,POINT (-5166330.946766465 -2512532.560004506)
654,Catibiro,Enor Geração e Comercio de Energia Ltda.,Arroio Chimarão,0.9,2011-01-01,CGH.PH.RS.030074-8,operation,mini_hydro,,,POINT (-5728975.05160923 -3189769.9626791053)
655,Salto do Taió,Agro Industrial Bruno Heidrich S.A.,Rio Taió,0.917,1954-07-13,CGH.PH.SC.002641-7,operation,mini_hydro,,,POINT (-5578096.819549712 -3029409.3091907296)
656,Pirambeira,GESM - Geração de Energia Sul de Minas S.A.,Ribeirão das Furnas,0.528,1927-01-01,CGH.PH.MG.028018-6,operation,mini_hydro,,,POINT (-4986813.50522804 -2440978.446280391)
657,Rio Bonito Três Vales,Rio Bonito Três Vales Bioenergia Ltda.,Rio Bonito,0.796,2015-02-01,CGH.PH.RJ.030620-7,operation,mini_hydro,,,POINT (-4788243.075387438 -2474254.1912537143)
658,Do Parque,Terraplenagem Salvador Ltda.,Rio Prata,0.128,2002-12-01,CGH.PH.RS.028865-9,operation,mini_hydro,,,POINT (-5734747.0898809405 -3203310.9765247297)
659,Saltinho,CPFL Sul Centrais Elétricas Ltda.,Rio da Telha,0.8,1950-01-01,CGH.PH.RS.002572-0,operation,mini_hydro,,,POINT (-5716815.098424525 -3185876.1835551914)
660,Capitão Mor,Usina Capitão Mor Energia Ltda.,Rio Capitão Mor,0.288,1961-12-05,CGH.PH.SP.030861-7,operation,mini_hydro,,,POINT (-4949718.033750381 -2527357.934052386)
661,Floresta,Grão Mogol Energia,Ribeirão do Barulho,0.95,2014-10-24,CGH.PH.MG.031641-5,operation,mini_hydro,,,POINT (-4943280.578213083 -2449647.6610178743)
662,Tapuirama,Tapuirama Comércio de Energia SPE Ltda.,Ribeirão Rocinha,1.5,2017-11-20,CGH.PH.MG.028955-8,operation,mini_hydro,,,POINT (-5334274.115013762 -2129222.4499717033)
663,Conrado Heitor de Queiroz / Kamamu Ltda,Conrado Heitor de Queiroz/Kamamu Ltda.,Rio Sarare,0.8,1998-02-16,CGH.PH.MT.000816-8,operation,mini_hydro,,,POINT (-6614237.520097068 -1625549.2580550425)
664,Dois Irmãos,RCM Recuperação e Comércio de Metais Ltda.,Rio Carandaí,1.40024,2015-01-01,CGH.PH.MG.033151-1,operation,mini_hydro,,,POINT (-4917379.5220790915 -2341122.5023976993)
665,Rio Suspiro,Hidroelétrica Rio Suspiro Ltda.,Rio Suspiro,1.0,2010-10-30,CGH.PH.MT.029517-5,operation,mini_hydro,,,POINT (-6004944.398321374 -1676749.830073677)
666,Ribeirão do Inferno,Walter Jayme,Ribeirão do Inferno,0.5,2003-12-01,CGH.PH.GO.028903-5,operation,mini_hydro,,,POINT (-5446027.788333922 -1763269.8120599373)
667,Fazenda Rancho Fundo,Muraa Lopes da Silva Rossani,Córrego do Veado,0.1674,2017-05-25,CGH.PH.MT.029982-0,operation,mini_hydro,,,POINT (-6266916.266729092 -1322277.649282384)
668,Iguaçu-Salto Correntes-Hidro1,Iguaçu Celulose Papel S.A.,Rio Correntes,0.4,1970-12-01,CGH.PH.SC.035697-2,operation,mini_hydro,,,POINT (-5647212.393110116 -3025283.8716461244)
669,Henrique Portugal,GESM - Geração de Energia Sul de Minas S.A.,Rio do Bananal,0.8,1953-01-01,CGH.PH.MG.028022-4,operation,mini_hydro,,,POINT (-4911129.286221752 -2467492.954183197)
670,Itaquerê I,Eloi Brunetta e Outros,Córrego Corrente,0.072,1984-06-15,CGH.PH.MT.028056-9,operation,mini_hydro,,,POINT (-5954830.171172135 -1685892.0261880935)
671,Treze de Maio,Treze de Maio Geração de Energia Ltda.,Rio do Salto,0.85,2013-05-15,CGH.PH.SC.031118-9,operation,mini_hydro,,,POINT (-5468291.686492575 -3180057.7090258095)
672,Comendador Venâncio,Companhia Energética Paulista,Rio Muriaé,1.6,2005-03-29,CGH.PH.RJ.029111-0,operation,mini_hydro,,,POINT (-4686539.107064612 -2358382.4158981126)
673,Abaeté,Eletroligas Ltda.,Rio Abaeté,0.516,1961-03-01,CGH.PH.MG.000014-0,operation,mini_hydro,,,POINT (-5132809.436409983 -2138525.041219708)
674,Alto Brejaúba,Alto Brejaúba Energia S.A.,Ribeirão Brejaúba,1.35,1899-12-30,CGH.PH.MG.030687-8,operation,mini_hydro,,,POINT (-4724491.955471746 -2104062.0643036026)
675,Hans,Energisa Geração Usina Maurício S.A.,Ribeirão Santo Antônio,0.3,2012-01-01,CGH.PH.RJ.001083-9,operation,mini_hydro,,,POINT (-4732933.762968579 -2485666.6722403304)
676,Anjos,Anjos Energética Ltda.,Rio Bacalhau,0.831,2012-08-27,CGH.PH.MG.031130-8,operation,mini_hydro,,,POINT (-4788969.105336527 -2288659.811477117)
677,Embaúba,Hidrelétrica Embaúba S.A.,Córrego Tenente Amaral,4.5,2012-08-25,CGH.PH.MT.030814-5,operation,mini_hydro,,,POINT (-6131662.263543465 -1778505.76322536)
678,Cabeça de Pato,Cabeça de Pato Geração de Energia SPE Ltda.,Rio Bonito ou Pedrinho,1.6,2015-12-01,CGH.PH.PR.035484-8,operation,mini_hydro,,,POINT (-5727087.149187908 -2763269.3719922546)
679,Claudino Fernando Picolli,Cooperativa de Distribuição e Geração de Energia das Missões,Rio Comandai,0.4399,2007-02-23,CGH.PH.RS.029542-6,operation,mini_hydro,,,POINT (-6036047.608846608 -3133128.6468744064)
680,Ouro Branco,Central Hidrelétrica Ouro Branco Ltda.,Rio Mourão,4.0,2019-06-05,CGH.PH.PR.034015-4,operation,mini_hydro,,,POINT (-5814482.949179168 -2671145.1346972045)
681,Peixe,Ágape Participações Ltda.,Rio do Peixe,1.0,2011-03-05,CGH.PH.SP.030243-0,operation,mini_hydro,,,POINT (-5169937.530732339 -2516711.644972072)
682,Passo do Cervo,Usinas Hidrelétricas Bringhenti Ltda.,Lajeado Água Branca,0.75,2015-05-02,CGH.PH.RS.035444-9,operation,mini_hydro,,,POINT (-5877791.404356729 -3058657.5325756357)
683,Laje de Pedra,Laje de Pedra Geração de Energia Ltda.,Jacutinga,3.0,2019-04-20,CGH.PH.SC.040849-2,operation,mini_hydro,,,POINT (-5787654.936758536 -3019108.2786243083)
684,Evo,Evo Energia Ltda.,Rio Jacutinga,1.0,1899-12-30,CGH.PH.PR.030588-0,operation,mini_hydro,,,POINT (-5765455.43169329 -2724515.499698828)
685,Fazenda Aquidauana,Cleber Teixeira de Mello,Ribeirão do Carmo,0.012,1899-12-30,CGH.PH.MG.028720-2,operation,mini_hydro,,,POINT (-4850344.8242791705 -2423549.0028802985)
686,Santa Rita,Vilanova Energia Ltda.,Rio São João,0.297,2010-01-01,CGH.PH.MG.030652-5,operation,mini_hydro,,,POINT (-5177225.043274678 -2347731.0666790237)
687,Rio Formoso,Agropecuária Rio Formoso Ltda.,Rio Formoso,0.05,1976-11-01,CGH.PH.MS.030163-9,operation,mini_hydro,,,POINT (-6299707.791509698 -2363789.8380870405)
688,Martinuv,Central Hidrelétrica Martinuv Ltda.,Rio Pimenta Bueno,1.84,2005-09-30,CGH.PH.RO.029211-7,operation,mini_hydro,,,POINT (-6711768.834490623 -1427456.9505480917)
689,Goiabeira,Primo Tedesco S.A.,Rio do Peixe,0.2,1951-01-01,CGH.PH.SC.001035-9,operation,mini_hydro,,,POINT (-5678868.707215771 -2987168.8300729883)
690,Rio Vermelho,Centrais Elétricas de Rondônia S.A. - CERON,Rio Cabixi ou Branco,2.56,1986-11-04,CGH.PH.RO.002530-5,operation,mini_hydro,,,POINT (-6701102.313872095 -1435986.6548016616)
691,Antônio Viel,Roberto Viel,Rio do Peixe,2.9028,1959-11-01,CGH.PH.SC.029680-5,operation,mini_hydro,,,POINT (-5738316.388273924 -3035796.8506268403)
692,Salto do Vau,Copel Geração e Transmissão S.A.,Rio Palmital,0.94,1959-01-01,CGH.PH.PR.002642-5,operation,mini_hydro,,,POINT (-5698407.634483614 -2898164.169778953)
693,Cajuru,Usina Hidrelétrica Rio Grande Ltda.,Rio Cubatão,0.6064,1924-02-01,CGH.PH.SP.028719-9,operation,mini_hydro,,,POINT (-5265204.010678609 -2374727.6615591524)
694,Limeira,Limeira Energia S.A.,Rio Fumaça,1.26,2012-05-28,CGH.PH.MG.030866-8,operation,mini_hydro,,,POINT (-4726704.559036594 -2339266.121314713)
695,Santa Rita do Araguaia,PROMEDE ? Agrimensura e Engenharia Ltda.,Rio Araguaia,0.9,2011-01-01,CGH.PH.MT.030076-4,operation,mini_hydro,,,POINT (-5923946.134364063 -1928569.5667507853)
696,Kunz,Madeireira Sebaldo Kunz Ltda.,Rio Jacutinga,0.528,1944-11-16,CGH.PH.SC.033712-9,operation,mini_hydro,,,POINT (-5764029.690171751 -3013904.758231595)
697,Marmelos III,Mineração Corrêa Ltda.,Rio Sapucaí,0.36,1998-06-20,CGH.PH.SP.028341-0,operation,mini_hydro,,,POINT (-5063679.763011552 -2519376.9180029645)
698,Glicério Rocha,Caiana Energia Ltda.,Ribeirão Caiana,3.0,2016-09-01,CGH.PH.MT.035769-3,operation,mini_hydro,,,POINT (-6137341.065285105 -1666843.8443275706)
699,Dona Maria Piana,Maria Piana Geração de Energia S.A.,Rio Togas,1.0,2010-11-01,CGH.PH.RS.028204-9,operation,mini_hydro,,,POINT (-5711751.280541854 -3238276.8449177938)
700,Camifra I,"CAMIFRA S.A. - Madeiras, Agricultura e Pecuária",Rio Chopim,0.05,1973-06-05,CGH.PH.PR.000610-6,operation,mini_hydro,,,POINT (-5840506.190254169 -2914091.9318385995)
701,Rio Vermelho URVE,URVE - Usina Rio Vermelho de Energia Ltda.,Rio Vermelho,0.44,2013-12-01,CGH.PH.SC.031376-9,operation,mini_hydro,,,POINT (-5490187.123593234 -2928486.432554094)
702,Serra do Espelho,Empresa Central Energética Serra do Espelho Ltda.,Riacho Fervedouro,0.448,1978-09-22,CGH.PH.PE.028743-1,operation,mini_hydro,,,POINT (-3986538.7605088544 -973281.4778465538)
703,Apolo,Rover Energia Ltda.,Rio das Marombas,1.0,2017-02-16,CGH.PH.SC.035531-3,operation,mini_hydro,,,POINT (-5612139.500043531 -3033116.8632743326)
704,Santo Tessaro,C2LG Geração de Energia Ltda.,Rio Bonito,1.0,2014-04-01,CGH.PH.SC.031429-3,operation,mini_hydro,,,POINT (-5699682.351189701 -3017569.6162811047)
705,Santa Marta,Mario Antônio de Almeida Júnior,Ribeirão Borá,0.288,2008-11-01,CGH.PH.MG.029978-2,operation,mini_hydro,,,POINT (-5286581.199221963 -2216850.280524712)
706,Araguaia,Araguaia Geradora de Energia Ltda.,Rio Araguainha,1.0,2015-01-18,CGH.PH.MT.032204-0,operation,mini_hydro,,,POINT (-5932061.055070492 -1890792.4725613438)
707,Horst Purnhagen,INDUMA S.A. Indústria de Papel e Papelão,Ribeirão Pequeno,1.0,2014-12-12,CGH.PH.SC.032085-4,operation,mini_hydro,,,POINT (-5564616.835946993 -3012831.3395588384)
708,Jaguaricatu II,Sengés Papel e Celulose Ltda.,Rio Jaguaricatu,2.64,1981-08-31,CGH.PH.PR.001231-9,operation,mini_hydro,,,POINT (-5509368.989030259 -2690440.870288513)
709,Armando de Abreu Rios,José Sílvio Soares Rios,Rio Santana,0.12,1899-12-30,CGH.PH.MG.028711-3,operation,mini_hydro,,,POINT (-4729625.584256125 -2246229.474407479)
710,Barro Preto,Pedro Redemptor Guidi,Córrego Barro Preto,0.024,1980-01-01,CGH.PH.MG.028201-4,operation,mini_hydro,,,POINT (-5317332.476627948 -2168887.1341086575)
711,Invernadinha,Rondinha Geradora de Energia Ltda.,Rio Invernadinha,2.43,2012-07-01,CGH.PH.SC.030261-9,operation,mini_hydro,,,POINT (-5556309.9350939 -3162287.0185096804)
712,Itamonte,Valfilm MG Industria de Embalagens Ltda.,Ribeirão da Cachoeirinha,0.5,2011-01-01,CGH.PH.MG.030075-6,operation,mini_hydro,,,POINT (-4992059.338270525 -2475478.174769787)
713,Portal do Vale,Noah's Ark Participações Ltda. - ME,Rio Roncador,3.0,2015-05-15,CGH.PH.MT.035559-3,operation,mini_hydro,,,POINT (-6138674.650409592 -1682932.3975955548)
714,Dona Mirian,Consultoria Agropecuária Magrin Ltda.,Lajeado dos Ivos,0.632,2001-10-11,CGH.PH.RS.028941-8,operation,mini_hydro,,,POINT (-5732954.297496717 -3134265.6454516985)
715,Toca,Companhia Estadual de Geração e Transmissão de Energia Elétrica,Rio Santa Cruz,1.0,1937-10-19,CGH.PH.RS.002853-3,operation,mini_hydro,,,POINT (-5648407.890413772 -3260448.6563653997)
716,Salto Novo,Mendes e Ramalho Assessoria Empresarial Eireli - ME,Rio Jangada,0.99,2008-09-23,CGH.PH.SC.029883-2,operation,mini_hydro,,,POINT (-5702034.540490439 -2958890.7219865867)
717,Palma Sola,Palma Sola S.A. - Madeiras e Agricultura,Rio Capetinga,0.836,1962-06-26,CGH.PH.SC.029482-9,operation,mini_hydro,,,POINT (-5929689.843495161 -2940073.167394301)
718,Rio das Pedras,Marombas Indústria e Comércio de Madeiras e Papelão Ltda.,Rio das Marombas,1.0,2010-08-01,CGH.PH.SC.029099-8,operation,mini_hydro,,,POINT (-5626753.840166745 -3021255.476199701)
719,Dorvalino João Guzzi,Dorvalino João Guzzi,Rio Bonito,0.056,1978-09-29,CGH.PH.SC.031731-4,operation,mini_hydro,,,POINT (-5697708.276573192 -3018286.544080717)
720,Moinho 2,RCM Recuperação e Comércio de Metais Ltda.,Rio das Mortes Pequeno,0.736,2015-07-01,CGH.PH.MG.034197-5,operation,mini_hydro,,,POINT (-4933315.450313944 -2361399.6180407414)
721,AZL Zanella,"Leodete Tartari Zanella, Antônio José Zanella",Rio Pedras Grande,0.1,2017-08-01,CGH.PH.SC.038247-7,operation,mini_hydro,,,POINT (-5475290.768898442 -3165597.2369291647)
722,Cris,Piquirì Indústria e Comércio de Papéis Ltda.,Rio Pedrinho,0.08,1972-10-14,CGH.PH.PR.028251-0,operation,mini_hydro,,,POINT (-5725658.808578903 -2762699.3888147995)
723,Energia Maia Ltda,Energia Maia Ltda.,Ribeirão das Botas,0.6,2014-09-23,CGH.PH.MS.030049-7,operation,mini_hydro,,,POINT (-6055123.250108563 -2273693.6113715726)
724,Chiquinho Barbosa,Aloísio de Brito Barbosa,Ribeirão Três Pontas,0.06035,2019-02-20,CGH.PH.MG.028927-2,operation,mini_hydro,,,POINT (-5056842.479700695 -2367332.66002969)
725,Palmeiras,Carlos Olyntho Junqueira Franco,Ribeirão das Palmeiras,0.23,1931-03-26,CGH.PH.SP.029983-9,operation,mini_hydro,,,POINT (-5389166.113704766 -2309290.9934547944)
726,Retiro do Indaiá,Lowande Eletricidade Ltda.,Rio Lambari,0.99,2007-01-01,CGH.PH.MG.029739-9,operation,mini_hydro,,,POINT (-5020592.212366198 -2180029.6412850893)
727,Cascata do Barreiro,Cooperativa de Geração de Energia e Desenvolvimento - Creluz-G,Lajeado Grande,0.28,2005-12-07,CGH.PH.RS.029551-5,operation,mini_hydro,,,POINT (-5914975.943449523 -3104186.9036361356)
728,Salto do Leão,Brasil Foods S.A.,Rio do Leão,1.344,1944-01-09,CGH.PH.SC.001320-0,operation,mini_hydro,,,POINT (-5730471.913928919 -3040662.552989105)
729,Rota das Araucárias,"INCOMEX - Indústria, Comércio e Exportação Ltda.",Rio Chopim,1.0,2011-12-14,CGH.PH.PR.037383-4,operation,mini_hydro,,,POINT (-5756664.9830172 -2948883.965718589)
730,MAX-01 (Nova Lacerda),MaxEnergia - Geração e Comercialização de Energia Ltda.,Córrego do Ouro,2.5,2015-01-21,CGH.PH.MT.029696-1,operation,mini_hydro,,,POINT (-6625814.925139435 -1603793.016626783)
731,Juliana II,Juliana Energética Ltda.,Rio da Mariana,0.4,1899-12-30,CGH.PH.BA.029697-0,operation,mini_hydro,,,POINT (-4372132.769453618 -1541060.297729281)
732,Rio Alegre,Hidropan Geração de Energia Elétrica S.A.,Lajeado do Alegre,0.76,2000-01-01,CGH.PH.RS.002280-2,operation,mini_hydro,,,POINT (-5948986.07668459 -3139437.4373405045)
733,Pito,Pinhal Geradora de Energia S.A .,Lajeado do Curtume ou Passo Grande,4.0,2015-11-18,CGH.PH.SC.030794-7,operation,mini_hydro,,,POINT (-5716896.999847446 -3070504.6919061514)
734,Santa Bárbara,Santa Bárbara Energia S.A.,Ribeirão Pai Inácio,1.1,2013-10-25,CGH.PH.MG.031277-0,operation,mini_hydro,,,POINT (-4715899.423499452 -2316153.098006474)
735,Ponte Alta,Alvorada Energia S.A.,Rio Ponte Alta,0.28,1982-01-01,CGH.PH.TO.027569-7,operation,mini_hydro,,,POINT (-5174685.038846018 -1346692.8138551374)
736,Cascata do Pinheirinho,COPREL - Cooperativa de Geração de Energia e Desenvolvimento.,Rio Pinheirinho,0.895,1993-03-04,CGH.PH.RS.000706-4,operation,mini_hydro,,,POINT (-5927948.417263573 -3179933.09308976)
737,Braga,Cooperativa de Geração de Energia e Desenvolvimento,Rio Braga,0.52,2004-05-04,CGH.PH.RS.028510-2,operation,mini_hydro,,,POINT (-5930804.304550981 -3054851.820527275)
738,Rafael Arabutã,Cinética Energia Ltda.,Rio Engano,1.2,2019-08-16,CGH.PH.SC.045158-4,operation,mini_hydro,,,POINT (-5807722.748715746 -3017395.8138280464)
739,Rio Bonito,Rio Bonito Energia Ltda.,Rio Bonito,1.53,2012-12-11,CGH.PH.SC.030132-9,operation,mini_hydro,,,POINT (-5664326.854782744 -2945079.912330641)
740,Usina da Estação,Heidrich S.A. Cartões Reciclados,Ribeirão da Vargem,0.4,1989-08-20,CGH.PH.SC.029355-5,operation,mini_hydro,,,POINT (-5580446.073466797 -3016603.5900814617)
741,Limoeiro,Eduardo Raymundo de Oliveira & Cia Ltda. EPP,Rio Casca,0.256,1930-06-10,CGH.PH.MG.029235-4,operation,mini_hydro,,,POINT (-4749546.324241679 -2304401.7947762855)
742,Cachoeira da Onça,Santa Maria Geração e Transmissão de Energia S.A.,Rio São José,0.9,1972-06-30,CGH.PH.ES.000428-6,operation,mini_hydro,,,POINT (-4512935.868695074 -2120005.9588951706)
743,Figueiredo,Central Geradora Hidrelétrica Figueiredo S.A.,Rio Figueiredo,0.403,1899-12-30,CGH.PH.CE.031080-8,operation,mini_hydro,,,POINT (-4259812.430833421 -626156.357510175)
744,Córrego São Luiz,Renato Eugênio de Rezende Barbosa,Córrego São Luiz,0.688,2009-08-31,CGH.PH.MS.029618-0,operation,mini_hydro,,,POINT (-6128698.538838934 -2527091.7464407245)
745,Santa Terezinha,SPE Santa Terezinha Geração de Energia Ltda.,Rio Mogi-Guaçu,1.0,2009-10-09,CGH.PH.MG.028242-1,operation,mini_hydro,,,POINT (-5142657.820553498 -2484061.33519943)
746,Rieger Agropecuária,Rieger Agropecuária Ltda.,Rio das Fêmeas,3.0,1987-08-01,CGH.PH.BA.002271-3,operation,mini_hydro,,,POINT (-5030570.2866107905 -1386174.232046482)
747,Jangada II,Reciclagem de Papel Brasil Ltda.,Rio Jangada,1.0,2007-01-01,CGH.PH.PR.029504-3,operation,mini_hydro,,,POINT (-5709814.782821339 -2941997.8858429003)
748,Rio Bonito III,Rio Bonito Embalagens Ltda.,Rio Bonito,1.0,2014-07-01,CGH.PH.PR.038205-1,operation,mini_hydro,,,POINT (-5733191.228231129 -2773456.9722276996)
749,Oliva Brasil,Hugo Cesar Moraes Gonçalves,Ribeirão Sabará,0.45,2017-08-05,CGH.PH.MG.037823-2,operation,mini_hydro,,,POINT (-5051369.271366252 -2487897.853024439)
750,Camarão,PCH Camarão Ltda.,Rio Lambari,0.91,2005-05-05,CGH.PH.MG.029281-8,operation,mini_hydro,,,POINT (-5025985.612418106 -2257120.4637660645)
751,Castaman II,PCH Castaman Ltda.,Rio Enganado,0.95,1996-06-10,CGH.PH.RO.028083-6,operation,mini_hydro,,,POINT (-6750537.784563799 -1461390.673528079)
752,Microgeração Bardini,Juca Acabamento Textil Ltda. ME,Rio do Salto,0.04048,1984-01-10,CGH.PH.SC.044780-3,operation,mini_hydro,,,POINT (-5472651.699919086 -3178975.4362233905)
753,Cedro,Cedro Energia S.A.,Ribeirão Tronqueirinhas,1.0,1899-12-30,CGH.PH.MG.031906-6,operation,mini_hydro,,,POINT (-4717534.487297165 -2099671.128882896)
754,Cachoeirinha,Inácio Camilo Ruaro,Rio Batovi,0.675,1998-05-01,CGH.PH.MT.000581-9,operation,mini_hydro,,,POINT (-5965220.225493821 -1767769.0626810167)
755,Reinhofer,Reinhofer Energia Ltda.,Rio Capão Grande,0.396,2010-12-01,CGH.PH.PR.030069-1,operation,mini_hydro,,,POINT (-5784284.429929228 -2865920.2904728223)
756,Indaiá - Córrego Desbarrancado,Ricci Agropecuária Ltda - EPP,Córrego Desbarrancado,0.02,1992-03-19,CGH.PH.MS.038339-2,operation,mini_hydro,,,POINT (-5875904.861257711 -2400761.123433202)
757,Moinho,CRELUS - Cooperativa de Geração de Energia e Desenvolvimento,Rio Jaboticaba,0.27,2007-05-01,CGH.PH.RS.028690-7,operation,mini_hydro,,,POINT (-5920882.814337512 -3068215.3580426862)
758,Lago Azul,Lago Azul S.A.,Ribeirão Castelhano,3.1936,1988-09-01,CGH.PH.GO.001298-0,operation,mini_hydro,,,POINT (-5290525.228409298 -1923556.5248048163)
759,Ilha Grande,Jovawind Geração de Energia Elétrica Ltda.,Rio Pequeno,0.49,1899-12-30,CGH.PH.SC.027446-1,operation,mini_hydro,,,POINT (-5482768.719255911 -3131656.9075826765)
760,Águas Negras,Águas Negras S.A.,Rio Itajaí do Sul,0.00099,2010-12-21,CGH.PH.SC.030891-9,operation,mini_hydro,,,POINT (-5522343.543962187 -3050370.5297475643)
761,Andorinhas II,Fábricas Unidas Energia Ltda.,Rio Chiqueiro e Rio Andorinhas,0.686,2014-03-01,CGH.PH.RJ.000769-2,operation,mini_hydro,,,POINT (-4791104.195915427 -2508311.025686836)
762,Rio Bonito Força e Luz,Rio Bonito Força e Luz Ltda.,Rio do Peixe,0.5,1948-07-08,CGH.PH.SC.028385-1,operation,mini_hydro,,,POINT (-5703776.93642611 -3017097.8984917123)
763,Parque Hotel Serra Negra,Águas Minerais de Patrocínio S.A.,Córrego Bebedor,0.3,1986-10-12,CGH.PH.MG.030970-2,operation,mini_hydro,,,POINT (-5213532.639701662 -2102299.524994754)
764,São José,Jovawind Geração de Energia Elétrica Ltda.,Rio Braço Esquerdo,0.97,1899-12-30,CGH.PH.SC.029887-5,operation,mini_hydro,,,POINT (-5482175.700736221 -3138105.525570605)
765,Pinho Fleck,Fapolpa Indústria de Polpa Ltda.,Rio do Chopin,1.279,1972-06-01,CGH.PH.PR.029891-3,operation,mini_hydro,,,POINT (-5837372.209624236 -2921559.574790453)
766,Rio das Cinzas,Homero Wagner Fronja,Rio das Cinzas,1.4,2015-03-03,CGH.PH.PR.035366-3,operation,mini_hydro,,,POINT (-5560082.746666754 -2689404.584346976)
767,Ingá,Ingá Energia S.A.,Ribeirão Pouso Alegre,1.26,2015-11-18,CGH.PH.MG.031318-1,operation,mini_hydro,,,POINT (-4648491.755200282 -2237310.1573907835)
768,Parque I,Hidrelétrica Vale do Jordão Ltda,Rio Jordão,4.74,2017-12-04,CGH.PH.PR.038250-7,operation,mini_hydro,,,POINT (-5727954.557450656 -2831996.912524432)
769,Veneza 1,Waldec Jorge David Filho,Rio Baiano,0.28,1996-05-01,CGH.PH.BA.037460-1,operation,mini_hydro,,,POINT (-4351762.711943201 -1574652.003262352)
770,Palmeiras,Central Hidrelétrica Palmeiras do Tocantins S.A.,Ribeirão Bonito,2.75,2018-05-18,CGH.PH.TO.035747-2,operation,mini_hydro,,,POINT (-5157338.24972256 -1328149.2971250117)
771,Usina Backes,Jânio Inácio Backes,Arroio Grande,0.032,1899-12-30,CGH.PH.RS.031067-0,operation,mini_hydro,,,POINT (-5668945.068647452 -3268031.028858011)
