,region,state,grid_mode,agent,type,plant_name,plant_id,ons_name,ons_id,operation,primary,auction_start_time,start_time,end_time,capacity
495,NE,RN,type I,NEW ENERGY,on_wind,ALEGRIA II,EOL.CV.RN.028443-2,UG  6P6 MW ALEGRIA II                9 RN,RNUAD-0UG9,9,Wind,2012-01-27,2012-11-15,,6.6
496,NE,RN,type I,BRASVENTOS MIASSABA,on_wind,MIASSABA 3,EOL.CV.RN.030339-9,UG 13P3 MW EOL MIASSABA3             1 RN,RNUES30UG1,1,Wind,2013-08-23,2014-02-01,,13.36
497,NE,RN,type I,BRASVENTOS MIASSABA,on_wind,MIASSABA 3,EOL.CV.RN.030339-9,UG 11P6 MW EOL MIASSABA3             2 RN,RNUES30UG2,2,Wind,2013-08-23,2014-02-01,,11.69
498,NE,RN,type I,BRASVENTOS MIASSABA,on_wind,MIASSABA 3,EOL.CV.RN.030339-9,UG 15P0 MW EOL MIASSABA3             3 RN,RNUES30UG3,3,Wind,2013-08-23,2014-02-01,,15.03
499,NE,RN,type I,BRASVENTOS MIASSABA,on_wind,MIASSABA 3,EOL.CV.RN.030339-9,UG 13P3 MW EOL MIASSABA3             4 RN,RNUES30UG4,4,Wind,2013-08-23,2014-02-01,,13.36
500,NE,RN,type I,BRASVENTOS MIASSABA,on_wind,MIASSABA 3,EOL.CV.RN.030339-9,UG 15P0 MW EOL MIASSABA3             5 RN,RNUES30UG5,5,Wind,2013-08-23,2014-02-01,,15.03
501,NE,RN,type I,BRASVENTOS EOLO,on_wind,REI DOS VENTOS 1,EOL.CV.RN.030416-6,UG 13P3 MW EOL REI VENTO 1           1 RN,RNUERU0UG1,1,Wind,2013-10-04,2014-02-01,,13.36
502,NE,RN,type I,BRASVENTOS EOLO,on_wind,REI DOS VENTOS 1,EOL.CV.RN.030416-6,UG 11P6 MW EOL REI VENTO 1           2 RN,RNUERU0UG2,2,Wind,2013-10-04,2014-02-01,,11.69
503,NE,RN,type I,BRASVENTOS EOLO,on_wind,REI DOS VENTOS 1,EOL.CV.RN.030416-6,UG 11P6 MW EOL REI VENTO 1           3 RN,RNUERU0UG3,3,Wind,2013-10-04,2014-02-01,,11.69
504,NE,RN,type I,BRASVENTOS EOLO,on_wind,REI DOS VENTOS 1,EOL.CV.RN.030416-6,UG 10P0 MW EOL REI VENTO 1           4 RN,RNUERU0UG4,4,Wind,2013-10-04,2014-02-01,,10.02
505,NE,RN,type I,BRASVENTOS EOLO,on_wind,REI DOS VENTOS 1,EOL.CV.RN.030416-6,UG 11P6 MW EOL REI VENTO 1           5 RN,RNUERU0UG5,5,Wind,2013-10-04,2014-02-01,,11.69
506,NE,RN,type I,REI DOS VENTOS 3,on_wind,REI DOS VENTOS 3,EOL.CV.RN.030417-4,UG 11P6 MW EOL REI VENTO 3           1 RN,RNUERT0UG1,1,Wind,2013-10-04,2014-02-01,,11.69
507,NE,RN,type I,REI DOS VENTOS 3,on_wind,REI DOS VENTOS 3,EOL.CV.RN.030417-4,UG 11P6 MW EOL REI VENTO 3           2 RN,RNUERT0UG2,2,Wind,2013-10-04,2014-02-01,,11.69
508,NE,RN,type I,REI DOS VENTOS 3,on_wind,REI DOS VENTOS 3,EOL.CV.RN.030417-4,UG 15P0 MW EOL REI VENTO 3           3 RN,RNUERT0UG3,3,Wind,2013-10-04,2014-02-01,,15.03
509,NE,RN,type I,REI DOS VENTOS 3,on_wind,REI DOS VENTOS 3,EOL.CV.RN.030417-4,UG 13P3 MW EOL REI VENTO 3           4 RN,RNUERT0UG4,4,Wind,2013-10-04,2014-02-01,,13.36
510,NE,RN,type I,REI DOS VENTOS 3,on_wind,REI DOS VENTOS 3,EOL.CV.RN.030417-4,UG 8P35 MW EOL REI VENTO 3           5 RN,RNUERT0UG5,5,Wind,2013-10-04,2014-02-01,,8.35
511,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             1 RN,RNPEPM0UG1,1,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
512,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            10 RN,RNPEPM0UG10,10,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
513,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            11 RN,RNPEPM0UG11,11,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
514,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            12 RN,RNPEPM0UG12,12,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
515,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            13 RN,RNPEPM0UG13,13,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
516,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            14 RN,RNPEPM0UG14,14,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
517,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            15 RN,RNPEPM0UG15,15,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
518,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            16 RN,RNPEPM0UG16,16,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
519,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            17 RN,RNPEPM0UG17,17,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
520,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            18 RN,RNPEPM0UG18,18,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
521,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            19 RN,RNPEPM0UG19,19,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
522,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             2 RN,RNPEPM0UG2,2,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
523,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            20 RN,RNPEPM0UG20,20,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
524,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            21 RN,RNPEPM0UG21,21,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
525,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            22 RN,RNPEPM0UG22,22,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
526,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            23 RN,RNPEPM0UG23,23,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
527,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            24 RN,RNPEPM0UG24,24,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
528,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            25 RN,RNPEPM0UG25,25,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
529,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            26 RN,RNPEPM0UG26,26,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
530,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            27 RN,RNPEPM0UG27,27,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
531,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            28 RN,RNPEPM0UG28,28,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
532,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            29 RN,RNPEPM0UG29,29,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
533,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             3 RN,RNPEPM0UG3,3,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
534,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            30 RN,RNPEPM0UG30,30,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
535,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            31 RN,RNPEPM0UG31,31,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
536,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            32 RN,RNPEPM0UG32,32,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
537,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            33 RN,RNPEPM0UG33,33,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
538,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            34 RN,RNPEPM0UG34,34,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
539,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            35 RN,RNPEPM0UG35,35,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
540,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            36 RN,RNPEPM0UG36,36,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
541,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            37 RN,RNPEPM0UG37,37,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
542,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            38 RN,RNPEPM0UG38,38,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
543,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            39 RN,RNPEPM0UG39,39,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
544,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             4 RN,RNPEPM0UG4,4,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
545,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            40 RN,RNPEPM0UG40,40,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
546,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            41 RN,RNPEPM0UG41,41,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
547,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            42 RN,RNPEPM0UG42,42,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
548,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            43 RN,RNPEPM0UG43,43,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
549,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            44 RN,RNPEPM0UG44,44,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
550,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            45 RN,RNPEPM0UG45,45,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
551,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            46 RN,RNPEPM0UG46,46,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
552,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            47 RN,RNPEPM0UG47,47,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
553,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            48 RN,RNPEPM0UG48,48,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
554,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            49 RN,RNPEPM0UG49,49,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
555,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             5 RN,RNPEPM0UG5,5,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
556,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            50 RN,RNPEPM0UG50,50,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
557,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            51 RN,RNPEPM0UG51,51,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
558,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            52 RN,RNPEPM0UG52,52,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
559,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            53 RN,RNPEPM0UG53,53,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
560,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            54 RN,RNPEPM0UG54,54,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
561,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            55 RN,RNPEPM0UG55,55,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
562,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            56 RN,RNPEPM0UG56,56,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
563,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            57 RN,RNPEPM0UG57,57,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
564,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            58 RN,RNPEPM0UG58,58,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
565,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            59 RN,RNPEPM0UG59,59,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
566,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             6 RN,RNPEPM0UG6,6,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
567,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM            60 RN,RNPEPM0UG60,60,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
568,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             7 RN,RNPEPM0UG7,7,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
569,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             8 RN,RNPEPM0UG8,8,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
570,NE,RN,type I,PARNAMIRIM,thermal,PARNAMIRIM,UTE.PE.RN.028644-3,UG 1P64 MW UT PARNAMIRIM             9 RN,RNPEPM0UG9,9,Diesel oil,2002-07-05,2002-07-06,2005-01-01,1.64
571,NE,RN,type I,CEP,thermal,POTIGUAR,UTE.PE.RN.028655-9,UG 13P2 MW POTIGUAR                  1 RN,RNUPU-0UG1,1,Diesel oil,2009-02-07,2009-03-03,,13.28
572,NE,RN,type I,CEP,thermal,POTIGUAR,UTE.PE.RN.028655-9,UG 13P2 MW POTIGUAR                  2 RN,RNUPU-0UG2,2,Diesel oil,2009-02-07,2009-03-03,,13.28
573,NE,RN,type I,CEP,thermal,POTIGUAR,UTE.PE.RN.028655-9,UG 13P2 MW POTIGUAR                  3 RN,RNUPU-0UG3,3,Diesel oil,2009-02-07,2009-03-03,,13.28
574,NE,RN,type I,CEP,thermal,POTIGUAR,UTE.PE.RN.028655-9,UG 13P2 MW POTIGUAR                  4 RN,RNUPU-0UG4,4,Diesel oil,2009-02-07,2009-03-03,,13.28
575,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG 11P6 MW POTIGUAR III              5 RN,RNUPT-0UG1,5,Diesel oil,2009-01-27,2009-03-03,,11.62
576,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG   10 MW POTIGUAR III             10 RN,RNUPT-0UG10,10,Diesel oil,2009-01-27,2009-03-03,,10.0
577,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG 11P6 MW POTIGUAR III              6 RN,RNUPT-0UG6,6,Diesel oil,2009-01-27,2009-03-03,,11.62
578,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG 11P6 MW POTIGUAR III              7 RN,RNUPT-0UG7,7,Diesel oil,2009-01-27,2009-03-03,,11.62
579,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG 9P96 MW POTIGUAR III              8 RN,RNUPT-0UG8,8,Diesel oil,2009-01-27,2009-03-03,,9.96
580,NE,RN,type I,CEP,thermal,POTIGUAR III,UTE.PE.RN.029556-6,UG 11P6 MW POTIGUAR III              9 RN,RNUPT-0UG9,9,Diesel oil,2009-01-27,2009-03-03,,11.6
581,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                       1 RN,RNTMCB0UG1,1,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
582,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      10 RN,RNTMCB0UG10,10,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
583,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      11 RN,RNTMCB0UG11,11,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
584,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      12 RN,RNTMCB0UG12,12,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
585,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      13 RN,RNTMCB0UG13,13,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
586,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      14 RN,RNTMCB0UG14,14,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
587,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      15 RN,RNTMCB0UG15,15,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
588,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      16 RN,RNTMCB0UG16,16,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
589,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      17 RN,RNTMCB0UG17,17,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
590,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      18 RN,RNTMCB0UG18,18,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
591,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      19 RN,RNTMCB0UG19,19,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
592,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                       2 RN,RNTMCB0UG2,2,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
593,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      20 RN,RNTMCB0UG20,20,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
594,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      21 RN,RNTMCB0UG21,21,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
595,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      22 RN,RNTMCB0UG22,22,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
596,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      23 RN,RNTMCB0UG23,23,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
597,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      24 RN,RNTMCB0UG24,24,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
598,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      25 RN,RNTMCB0UG25,25,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
599,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      26 RN,RNTMCB0UG26,26,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
600,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      27 RN,RNTMCB0UG27,27,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
601,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      28 RN,RNTMCB0UG28,28,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
602,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      29 RN,RNTMCB0UG29,29,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
603,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                       3 RN,RNTMCB0UG3,3,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
604,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      30 RN,RNTMCB0UG30,30,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
605,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      31 RN,RNTMCB0UG31,31,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
606,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      32 RN,RNTMCB0UG32,32,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
607,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      33 RN,RNTMCB0UG33,33,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
608,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      34 RN,RNTMCB0UG34,34,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
609,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      35 RN,RNTMCB0UG35,35,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
610,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      36 RN,RNTMCB0UG36,36,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
611,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      37 RN,RNTMCB0UG37,37,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
612,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      38 RN,RNTMCB0UG38,38,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
613,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      39 RN,RNTMCB0UG39,39,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
614,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                       4 RN,RNTMCB0UG4,4,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
615,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      40 RN,RNTMCB0UG40,40,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
616,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      41 RN,RNTMCB0UG41,41,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
617,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      42 RN,RNTMCB0UG42,42,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
618,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      43 RN,RNTMCB0UG43,43,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
619,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      44 RN,RNTMCB0UG44,44,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
620,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      45 RN,RNTMCB0UG45,45,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
621,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      46 RN,RNTMCB0UG46,46,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
622,NE,RN,type I,TEP,thermal,TEP,,UG  1P1 MW TEP                      47 RN,RNTMCB0UG47,47,Diesel oil,2002-07-19,2002-07-21,2006-01-01,1.1
