,PA,TO,MA,AP,AM,RR,PI,CE,RN,PB,PE,AL,SE,BA,ES,RJ,MG,SP,GO,DF,MT,AC,RO,MS,RS,SC,PR
2021-01-01 00:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 01:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 02:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 03:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 04:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 05:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 06:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 07:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 08:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 09:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 10:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 11:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 12:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
2021-01-01 13:00:00,4637.818724306999,1166.341717496707,0.028567036653814572,186.87603144370368,108.99514776624169,3.9676439796964686,0.0,0.0,30.412423101433887,22.776963684478144,166.0863838230549,19.763545506108407,3.55890057569971,5128.479908309225,524.117101320185,1025.8120703399848,9139.668640287346,6097.770353967386,5057.117629521373,28.657582929593286,5241.030065656475,0.0,7420.685865058208,6632.3008471694475,562.1959461213731,1410.8802105159095,3919.9677886727163
