,PA,TO,MA,AP,AM,RR,PI,CE,RN,PB,PE,AL,SE,BA,ES,RJ,MG,SP,GO,DF,MT,AC,RO,MS,RS,SC,PR
2019-01-01 00:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 01:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 02:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 03:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 04:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 05:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 06:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 07:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 08:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 09:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 10:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 11:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 12:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 13:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 14:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 15:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 16:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 17:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 18:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 19:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 20:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 21:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 22:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-01 23:00:00,5934.139077051161,1482.6179274894155,0.03655183149666643,242.917380154929,139.4604670895727,5.076643263425893,0.0,0.0,31.496344580641473,23.58875168592723,172.00582661882598,20.467933032479415,3.68574245092613,5425.192413351199,602.6487837637213,1326.665187718512,10330.564903426228,6719.67383633805,5905.371712604928,0.0,6088.936708140088,0.0,8340.024877952112,7417.852271306362,492.6890742723988,1199.9213346653432,3236.1615637222585
2019-01-02 00:00:00,6288.082287586895,1571.0490448662956,0.038731974635023786,257.40624809526224,147.77862155538034,5.379440921531081,0.0,0.0,29.477370606306476,22.07666904982953,160.9799348208669,19.155900647413162,3.4494795390358646,5077.427539866548,606.6656111397674,1335.5077925464745,10399.421088043322,6764.462394037164,5944.732712577043,0.0,6129.521221573467,0.0,8395.613541115825,7467.294388966937,466.74190157829986,1136.7282018850503,3065.7310684166496
