;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
2017-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-01 09:00:00;0.0;0.0237;0.0;0.0;0.0151;0.0105;0.0014;0.0326;0.0009;0.0004;0.0154;0.0;0.0;0.0;0.0257;0.0193;0.0044;0.0022;0.0331;0.0271;0.0;0.0;0.0042;0.0073;0.028;0.0044;0.0002
2017-01-01 10:00:00;0.0;0.1226;0.0001;0.0079;0.1358;0.1333;0.0979;0.1695;0.0855;0.0542;0.1531;0.0349;0.0216;0.0214;0.1642;0.1363;0.0949;0.0756;0.184;0.1846;0.0005;0.0;0.0973;0.1073;0.1555;0.0852;0.053
2017-01-01 11:00:00;0.0176;0.23;0.0209;0.0848;0.3155;0.3179;0.2685;0.338;0.2709;0.2031;0.3418;0.1394;0.1289;0.1173;0.3295;0.289;0.2657;0.2124;0.355;0.3636;0.0392;0.0354;0.2609;0.2761;0.3057;0.2235;0.1796
2017-01-01 12:00:00;0.1079;0.3412;0.104;0.139;0.461;0.4878;0.3941;0.4877;0.4526;0.3168;0.5092;0.2802;0.2716;0.2091;0.4639;0.4348;0.4334;0.3507;0.5023;0.5014;0.1407;0.1723;0.412;0.4304;0.4491;0.3641;0.322
2017-01-01 13:00:00;0.2426;0.4304;0.219;0.2423;0.6004;0.6117;0.4811;0.5954;0.6024;0.4207;0.6374;0.4215;0.422;0.2915;0.5868;0.5435;0.5567;0.4781;0.6219;0.5974;0.2732;0.3296;0.5118;0.5233;0.4901;0.5009;0.4564
2017-01-01 14:00:00;0.4163;0.5131;0.3287;0.2782;0.6911;0.6904;0.5358;0.6486;0.6888;0.5102;0.7098;0.546;0.5589;0.3511;0.6661;0.635;0.6424;0.6051;0.697;0.6766;0.4144;0.4345;0.5811;0.6145;0.5767;0.5799;0.5467
2017-01-01 15:00:00;0.4719;0.5122;0.3561;0.304;0.6687;0.6944;0.5015;0.6413;0.6912;0.4897;0.7109;0.5922;0.6281;0.3916;0.6758;0.6043;0.6269;0.6344;0.7232;0.6778;0.5385;0.4985;0.5579;0.5864;0.4948;0.6013;0.5588
2017-01-01 16:00:00;0.5355;0.5708;0.378;0.4108;0.6547;0.6817;0.4933;0.6434;0.6686;0.4996;0.6903;0.607;0.652;0.4426;0.6267;0.6076;0.6232;0.614;0.7169;0.6288;0.5294;0.5346;0.5678;0.5735;0.5171;0.5897;0.5576
2017-01-01 17:00:00;0.4687;0.5113;0.4282;0.3657;0.5794;0.6084;0.4534;0.5795;0.5969;0.4302;0.6297;0.6051;0.5916;0.4417;0.5733;0.5563;0.5228;0.5954;0.6758;0.5843;0.5607;0.5282;0.531;0.5493;0.4588;0.5429;0.5217
2017-01-01 18:00:00;0.4752;0.4516;0.4432;0.3277;0.5001;0.5044;0.3192;0.5346;0.5321;0.3889;0.5415;0.5822;0.5565;0.4246;0.4465;0.4505;0.4636;0.5162;0.5653;0.4284;0.5355;0.4942;0.4548;0.4722;0.4064;0.4965;0.4649
2017-01-01 19:00:00;0.2956;0.3269;0.3312;0.2859;0.3608;0.3817;0.3079;0.4692;0.4391;0.2638;0.4434;0.4702;0.4471;0.3395;0.3085;0.2997;0.322;0.4156;0.473;0.3329;0.3689;0.3933;0.3738;0.3717;0.3579;0.4189;0.352
2017-01-01 20:00:00;0.2518;0.1812;0.2764;0.193;0.2228;0.2079;0.2578;0.3125;0.3223;0.1476;0.3106;0.3791;0.3357;0.2205;0.1577;0.1795;0.1934;0.3227;0.3293;0.1592;0.3333;0.3217;0.3089;0.2974;0.199;0.3149;0.2492
2017-01-01 21:00:00;0.1805;0.0;0.1919;0.0698;0.0685;0.0;0.2012;0.1221;0.1795;0.0514;0.1521;0.2231;0.1903;0.0959;0.0;0.0043;0.0487;0.1972;0.1521;0.0;0.2463;0.1721;0.2211;0.2031;0.0;0.1895;0.109
2017-01-01 22:00:00;0.1191;0.0;0.0897;0.0;0.0;0.0;0.0;0.0;0.0052;0.0;0.0001;0.0848;0.0513;0.0013;0.0;0.0;0.0;0.0748;0.0;0.0;0.1265;0.0266;0.1348;0.0848;0.0;0.0248;0.0
2017-01-01 23:00:00;0.0054;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-02 09:00:00;0.0;0.0323;0.0;0.0;0.0161;0.0097;0.0013;0.0367;0.0007;0.0002;0.0146;0.0;0.0;0.0;0.0268;0.0241;0.0039;0.002;0.03;0.0262;0.0;0.0;0.0032;0.0064;0.0303;0.004;0.0002
2017-01-02 10:00:00;0.0;0.1794;0.0001;0.0061;0.1448;0.1256;0.0821;0.1966;0.0798;0.034;0.1439;0.0405;0.0227;0.0202;0.1723;0.1694;0.0902;0.0716;0.1718;0.184;0.0004;0.0;0.077;0.0927;0.1727;0.0899;0.0487
2017-01-02 11:00:00;0.0082;0.3484;0.0254;0.0812;0.3342;0.2951;0.2668;0.3828;0.2545;0.1172;0.3268;0.1711;0.134;0.1171;0.3492;0.3524;0.2454;0.2122;0.34;0.3561;0.0516;0.033;0.2071;0.2389;0.342;0.2401;0.1868
2017-01-02 12:00:00;0.0699;0.4708;0.1169;0.1709;0.4992;0.4487;0.3837;0.547;0.4381;0.21;0.5014;0.3102;0.281;0.2388;0.4839;0.5146;0.4012;0.3668;0.4869;0.4976;0.1692;0.1745;0.3561;0.4016;0.4654;0.4215;0.3255
2017-01-02 13:00:00;0.1562;0.5832;0.2316;0.2591;0.6377;0.5762;0.478;0.6604;0.5843;0.3094;0.6342;0.4104;0.3964;0.3592;0.597;0.6472;0.534;0.4762;0.583;0.6;0.2508;0.3093;0.4659;0.5305;0.5619;0.5495;0.446
2017-01-02 14:00:00;0.2837;0.6375;0.3497;0.3186;0.7051;0.6534;0.5294;0.7413;0.6833;0.3676;0.6957;0.5081;0.5133;0.4349;0.6909;0.7218;0.5873;0.5667;0.6521;0.6307;0.3289;0.4313;0.5668;0.6118;0.607;0.6439;0.534
2017-01-02 15:00:00;0.3204;0.6722;0.4367;0.403;0.6922;0.6882;0.4678;0.7517;0.6661;0.4177;0.6849;0.5325;0.5678;0.4981;0.7201;0.7353;0.5988;0.5911;0.6523;0.6424;0.2882;0.5496;0.6001;0.5964;0.6387;0.6724;0.5838
2017-01-02 16:00:00;0.4276;0.6477;0.4759;0.3179;0.6328;0.6444;0.3815;0.7295;0.6358;0.3997;0.6623;0.5907;0.5892;0.495;0.7113;0.7056;0.5436;0.6356;0.6208;0.6236;0.3416;0.5502;0.6431;0.6462;0.619;0.6469;0.5316
2017-01-02 17:00:00;0.3576;0.61;0.4779;0.2836;0.5824;0.5628;0.3435;0.6574;0.5775;0.4201;0.5992;0.5203;0.5847;0.4581;0.6088;0.6209;0.4891;0.5844;0.5632;0.5152;0.4282;0.6134;0.6034;0.5931;0.5559;0.5858;0.5002
2017-01-02 18:00:00;0.5094;0.4743;0.4567;0.184;0.4837;0.4496;0.2798;0.5642;0.4946;0.3656;0.5212;0.4656;0.5523;0.3855;0.471;0.5113;0.4173;0.5296;0.4428;0.4165;0.5143;0.4931;0.5548;0.5488;0.4735;0.4872;0.3931
2017-01-02 19:00:00;0.4197;0.3426;0.4114;0.1952;0.3587;0.3166;0.2579;0.4359;0.4246;0.2498;0.4124;0.4407;0.4873;0.2937;0.3369;0.3481;0.3006;0.4013;0.3;0.3065;0.5153;0.4063;0.4776;0.4433;0.3203;0.4133;0.3173
2017-01-02 20:00:00;0.3327;0.1754;0.3311;0.1049;0.2326;0.1488;0.2547;0.2718;0.3125;0.1567;0.2645;0.2827;0.3497;0.1836;0.1652;0.1824;0.1837;0.2862;0.1911;0.1449;0.3853;0.3018;0.3671;0.2787;0.1802;0.2728;0.2073
2017-01-02 21:00:00;0.3308;0.0;0.2376;0.0497;0.0726;0.0;0.2166;0.106;0.1818;0.0584;0.1332;0.1688;0.1964;0.0901;0.0;0.004;0.054;0.1804;0.0948;0.0;0.2743;0.1696;0.2316;0.1653;0.0;0.1622;0.0919
2017-01-02 22:00:00;0.2075;0.0;0.0966;0.0;0.0;0.0;0.0;0.0;0.0065;0.0;0.0002;0.0662;0.0542;0.001;0.0;0.0;0.0;0.0797;0.0;0.0;0.1287;0.0302;0.138;0.0824;0.0;0.0184;0.0
2017-01-02 23:00:00;0.0089;0.0;0.0007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2017-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
