;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
2012-01-03 19:00:00;0.2248;0.3127;0.3056;0.2438;0.241;0.3538;0.2984;0.0966;0.3493;0.3103;0.2833;0.5089;0.3939;0.3102;0.2861;0.3094;0.2954;0.5321;0.2776;0.2931;0.4514;0.3871;0.5732;0.6157;0.3569;0.4758;0.2041
2012-01-03 20:00:00;0.1531;0.1615;0.2523;0.1929;0.1404;0.1885;0.2267;0.0705;0.2609;0.1922;0.2011;0.3923;0.3086;0.2074;0.1497;0.1686;0.1713;0.4239;0.2137;0.1625;0.327;0.3093;0.4477;0.4786;0.1814;0.3561;0.1364
2012-01-03 21:00:00;0.1168;0.0;0.1667;0.0939;0.0388;0.0;0.2236;0.0317;0.1605;0.0724;0.1073;0.2711;0.2086;0.0963;0.0;0.0052;0.0415;0.2958;0.1179;0.0;0.2037;0.1964;0.3179;0.3245;0.0;0.2325;0.059
2012-01-03 22:00:00;0.0795;0.0;0.0613;0.0;0.0;0.0;0.0;0.0;0.0085;0.0;0.0002;0.1018;0.0604;0.0008;0.0;0.0;0.0;0.1018;0.0;0.0;0.0887;0.0371;0.1681;0.1135;0.0;0.0271;0.0
2012-01-03 23:00:00;0.0045;0.0;0.0004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-04 09:00:00;0.0;0.0303;0.0;0.0;0.0095;0.008;0.0008;0.0128;0.0;0.0;0.007;0.0;0.0;0.0;0.0242;0.0194;0.0024;0.0021;0.0157;0.0235;0.0;0.0;0.0036;0.0058;0.0264;0.0045;0.0
2012-01-04 10:00:00;0.0;0.1808;0.0;0.0113;0.0781;0.107;0.0482;0.0789;0.0539;0.035;0.0827;0.0545;0.016;0.0139;0.1655;0.1411;0.0565;0.0985;0.0996;0.1686;0.0;0.0;0.0988;0.0988;0.1583;0.1102;0.0131
2012-01-04 11:00:00;0.0099;0.3523;0.0206;0.1283;0.1961;0.2597;0.1942;0.1818;0.1849;0.1417;0.216;0.2257;0.1195;0.0889;0.3537;0.3068;0.1714;0.2826;0.2283;0.3419;0.0381;0.0253;0.2726;0.2743;0.3035;0.2838;0.0561
2012-01-04 12:00:00;0.0826;0.4815;0.09;0.2507;0.3022;0.3799;0.2784;0.264;0.3046;0.2445;0.3348;0.407;0.2412;0.1775;0.4998;0.4594;0.2718;0.4608;0.3728;0.4939;0.1416;0.1371;0.4389;0.4287;0.3814;0.4456;0.1147
2012-01-04 13:00:00;0.175;0.5911;0.1783;0.3934;0.3926;0.5018;0.3701;0.3716;0.4122;0.3363;0.4126;0.5527;0.3561;0.2688;0.6251;0.583;0.3329;0.6069;0.434;0.5964;0.2529;0.3047;0.5647;0.5626;0.5068;0.5752;0.1388
2012-01-04 14:00:00;0.3046;0.6563;0.2367;0.4649;0.4371;0.5956;0.4877;0.4515;0.4942;0.4008;0.5035;0.6401;0.4837;0.3411;0.7024;0.6536;0.4134;0.6784;0.5194;0.692;0.3578;0.4403;0.6473;0.653;0.5843;0.6684;0.1903
2012-01-04 15:00:00;0.3599;0.6865;0.3349;0.5391;0.4429;0.6327;0.515;0.4437;0.5336;0.4369;0.5358;0.6146;0.5324;0.3616;0.7041;0.6374;0.4426;0.6736;0.5863;0.6986;0.4174;0.516;0.6824;0.6424;0.6036;0.65;0.1891
2012-01-04 16:00:00;0.4517;0.6631;0.3934;0.4809;0.4495;0.6343;0.4854;0.4449;0.5286;0.4247;0.5473;0.5811;0.5457;0.3857;0.6384;0.5957;0.4539;0.6997;0.5901;0.6405;0.4596;0.5703;0.6987;0.7023;0.5419;0.6466;0.2476
2012-01-04 17:00:00;0.4866;0.5628;0.4138;0.4263;0.4103;0.5412;0.4334;0.4176;0.5249;0.4256;0.5189;0.58;0.5441;0.3382;0.571;0.5007;0.4401;0.6697;0.5342;0.5783;0.4447;0.5476;0.6828;0.6611;0.5305;0.6062;0.235
2012-01-04 18:00:00;0.4552;0.4576;0.4144;0.3764;0.3235;0.4732;0.3343;0.3933;0.5006;0.3508;0.4708;0.5617;0.5207;0.3266;0.464;0.4094;0.3499;0.6103;0.4698;0.4502;0.4464;0.5163;0.6285;0.5675;0.4414;0.553;0.2508
2012-01-04 19:00:00;0.5561;0.3428;0.3738;0.2933;0.2233;0.3106;0.394;0.1772;0.4212;0.2468;0.3753;0.4761;0.4217;0.2254;0.3029;0.2603;0.2218;0.5508;0.3529;0.2666;0.4364;0.4333;0.5625;0.4866;0.3443;0.4878;0.1872
2012-01-04 20:00:00;0.4682;0.1797;0.2989;0.1865;0.1369;0.1773;0.3437;0.077;0.31;0.1602;0.2591;0.3866;0.3174;0.1488;0.1499;0.1379;0.135;0.4313;0.2181;0.1451;0.329;0.3194;0.4641;0.3728;0.188;0.3509;0.1464
2012-01-04 21:00:00;0.3283;0.0;0.19;0.0865;0.043;0.0;0.2564;0.0397;0.171;0.0591;0.132;0.2521;0.1939;0.0683;0.0;0.0025;0.0369;0.2791;0.1042;0.0;0.2105;0.1935;0.3478;0.2391;0.0;0.2122;0.0739
2012-01-04 22:00:00;0.1983;0.0;0.0789;0.0;0.0;0.0;0.0;0.0;0.0078;0.0;0.0003;0.0988;0.0607;0.0005;0.0;0.0;0.0;0.0995;0.0;0.0;0.1116;0.035;0.1776;0.0924;0.0;0.0282;0.0
2012-01-04 23:00:00;0.007;0.0;0.0007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2012-01-05 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
