;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
2016-01-01 10:00:00;0.0;0.1596;0.0001;0.008;0.1344;0.0819;0.0692;0.1771;0.0654;0.033;0.1437;0.0293;0.0215;0.028;0.1498;0.1438;0.0723;0.0481;0.1945;0.1634;0.0005;0.0;0.0602;0.0685;0.139;0.0508;0.0544
2016-01-01 11:00:00;0.0216;0.3418;0.0308;0.091;0.3078;0.2044;0.233;0.347;0.2018;0.1247;0.3143;0.1294;0.1241;0.1518;0.3304;0.317;0.1971;0.1352;0.3694;0.3314;0.0458;0.0302;0.1532;0.1623;0.3399;0.122;0.1758
2016-01-01 12:00:00;0.1327;0.4936;0.1464;0.2218;0.4734;0.3427;0.3718;0.5294;0.3597;0.2019;0.4766;0.2749;0.2805;0.2759;0.4935;0.4803;0.3487;0.2326;0.505;0.4738;0.1338;0.1248;0.2586;0.3073;0.4918;0.2158;0.2618
2016-01-01 13:00:00;0.2549;0.6144;0.2871;0.3536;0.595;0.4626;0.4695;0.6586;0.5067;0.2999;0.6075;0.4206;0.4174;0.3714;0.5875;0.5968;0.4603;0.3062;0.6157;0.5377;0.2585;0.2366;0.3527;0.3663;0.5988;0.3228;0.378
2016-01-01 14:00:00;0.3475;0.6974;0.3963;0.4669;0.6646;0.5377;0.527;0.7308;0.6094;0.373;0.6415;0.5347;0.5249;0.4391;0.6642;0.6865;0.5856;0.3789;0.6875;0.6164;0.3265;0.3144;0.3916;0.4327;0.689;0.3799;0.4536
2016-01-01 15:00:00;0.5099;0.6896;0.4822;0.4647;0.6761;0.5404;0.4178;0.7255;0.658;0.3977;0.6577;0.6257;0.5846;0.4977;0.6575;0.6868;0.5951;0.4591;0.7048;0.6341;0.4457;0.4007;0.4072;0.5055;0.6977;0.4304;0.544
2016-01-01 16:00:00;0.5521;0.6673;0.5;0.361;0.6413;0.5376;0.4441;0.691;0.6376;0.4272;0.6551;0.5459;0.5675;0.5133;0.6421;0.677;0.5972;0.449;0.6761;0.6099;0.4103;0.4355;0.4465;0.4775;0.709;0.4348;0.5618
2016-01-01 17:00:00;0.4924;0.5932;0.4911;0.494;0.6093;0.4848;0.4784;0.6569;0.5976;0.4149;0.6166;0.5387;0.5556;0.4969;0.5586;0.5787;0.5446;0.4731;0.5904;0.5708;0.484;0.4559;0.4267;0.5021;0.6404;0.4445;0.5553
2016-01-01 18:00:00;0.4234;0.4876;0.4553;0.3507;0.5165;0.3732;0.3649;0.5745;0.5129;0.374;0.5326;0.4381;0.4971;0.4129;0.4123;0.4634;0.4375;0.3913;0.4391;0.4223;0.4465;0.4542;0.3895;0.3805;0.5238;0.4366;0.4848
2016-01-01 19:00:00;0.5209;0.3127;0.4098;0.3503;0.4052;0.26;0.2808;0.4298;0.4089;0.3177;0.4272;0.3936;0.4065;0.3514;0.284;0.3322;0.3515;0.3291;0.3352;0.2931;0.3511;0.3526;0.3699;0.2728;0.3705;0.3681;0.3914
2016-01-01 20:00:00;0.4043;0.1795;0.3144;0.2035;0.2498;0.1211;0.2469;0.2818;0.2823;0.1892;0.2933;0.264;0.3028;0.227;0.133;0.1789;0.2029;0.2097;0.2178;0.1297;0.2719;0.289;0.277;0.1645;0.2031;0.2629;0.27
2016-01-01 21:00:00;0.2577;0.0;0.2201;0.1001;0.0746;0.0;0.2224;0.1106;0.17;0.0742;0.1367;0.165;0.1849;0.1128;0.0;0.0027;0.0563;0.1198;0.118;0.0;0.2074;0.1625;0.1967;0.0893;0.0;0.1446;0.1216
2016-01-01 22:00:00;0.1568;0.0;0.0966;0.0;0.0;0.0;0.0;0.0;0.0047;0.0;0.0001;0.0716;0.0506;0.0009;0.0;0.0;0.0;0.0577;0.0;0.0;0.1022;0.0244;0.1268;0.0411;0.0;0.0203;0.0
2016-01-01 23:00:00;0.0054;0.0;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-02 09:00:00;0.0;0.0343;0.0;0.0;0.0177;0.0083;0.0013;0.0388;0.0008;0.0003;0.0132;0.0;0.0;0.0;0.0221;0.0198;0.0043;0.0009;0.0318;0.0228;0.0;0.0;0.0034;0.0027;0.0359;0.002;0.0002
2016-01-02 10:00:00;0.0;0.1917;0.0001;0.0078;0.1544;0.1099;0.068;0.2056;0.0672;0.0518;0.1252;0.0361;0.0172;0.015;0.1454;0.1438;0.1013;0.0386;0.1565;0.1574;0.0005;0.0;0.0769;0.0426;0.207;0.0466;0.0597
2016-01-02 11:00:00;0.013;0.3831;0.0195;0.0701;0.3342;0.2522;0.204;0.3816;0.2033;0.1805;0.2687;0.1586;0.1074;0.0947;0.3003;0.3055;0.2622;0.1153;0.286;0.3166;0.0336;0.0377;0.215;0.1073;0.397;0.1291;0.1898
2016-01-02 12:00:00;0.1094;0.5256;0.1094;0.2226;0.5144;0.3888;0.3654;0.5481;0.3608;0.3309;0.4135;0.3093;0.2323;0.2434;0.4372;0.448;0.4085;0.1931;0.3912;0.4526;0.1174;0.1953;0.3407;0.1875;0.5569;0.2398;0.3606
2016-01-02 13:00:00;0.2359;0.616;0.1994;0.3796;0.6313;0.5354;0.4516;0.6602;0.4612;0.4594;0.5018;0.4565;0.3333;0.3903;0.5271;0.5492;0.5097;0.2836;0.4577;0.5532;0.2057;0.336;0.4302;0.23;0.6724;0.3336;0.4639
2016-01-02 14:00:00;0.3349;0.7013;0.3139;0.4714;0.6978;0.6113;0.5052;0.73;0.5696;0.5271;0.5942;0.5405;0.4337;0.527;0.6476;0.6524;0.5687;0.3495;0.5095;0.6558;0.2364;0.4537;0.4794;0.2804;0.7313;0.381;0.609
2016-01-02 15:00:00;0.4428;0.7029;0.3677;0.5227;0.6723;0.63;0.4895;0.715;0.5652;0.5732;0.5953;0.5465;0.4875;0.5974;0.6826;0.6629;0.5773;0.4104;0.4871;0.673;0.2871;0.4659;0.4903;0.2307;0.7229;0.4451;0.5801
2016-01-02 16:00:00;0.512;0.6637;0.405;0.4984;0.663;0.643;0.3985;0.677;0.5459;0.5989;0.5683;0.496;0.5106;0.6212;0.6715;0.6423;0.5809;0.4596;0.375;0.6494;0.3573;0.4309;0.4646;0.2698;0.6455;0.4112;0.6083
2016-01-02 17:00:00;0.4966;0.6224;0.4376;0.465;0.6078;0.5827;0.4628;0.6044;0.5461;0.5436;0.5467;0.4573;0.5008;0.5818;0.6162;0.5827;0.5315;0.5076;0.3269;0.5698;0.355;0.4036;0.4734;0.2973;0.6204;0.4251;0.59
2016-01-02 18:00:00;0.4609;0.5024;0.4329;0.448;0.5177;0.4713;0.3847;0.5336;0.4761;0.4724;0.474;0.3491;0.4666;0.4987;0.5056;0.4787;0.4498;0.421;0.2178;0.4279;0.3545;0.4027;0.4428;0.2136;0.4975;0.3906;0.5205
2016-01-02 19:00:00;0.3556;0.3589;0.3712;0.3991;0.4083;0.355;0.3943;0.4156;0.4317;0.4025;0.3799;0.3709;0.3841;0.4131;0.3506;0.3526;0.3887;0.3107;0.2567;0.2864;0.4024;0.4072;0.3785;0.174;0.3903;0.3649;0.4297
2016-01-02 20:00:00;0.3185;0.188;0.2764;0.2066;0.2511;0.1846;0.2678;0.2534;0.2934;0.2436;0.2528;0.2773;0.2729;0.2705;0.1683;0.181;0.2273;0.2083;0.1117;0.161;0.3216;0.3383;0.3029;0.1398;0.2138;0.2689;0.2844
2016-01-02 21:00:00;0.2762;0.0;0.1833;0.1056;0.0761;0.0;0.2168;0.0957;0.166;0.0859;0.117;0.1623;0.1638;0.1269;0.0;0.0037;0.0621;0.1138;0.0377;0.0;0.2367;0.2037;0.2307;0.0999;0.0;0.1371;0.1185
2016-01-02 22:00:00;0.1815;0.0;0.0827;0.0;0.0;0.0;0.0;0.0;0.0057;0.0;0.0001;0.065;0.0476;0.0008;0.0;0.0;0.0;0.0582;0.0;0.0;0.111;0.0318;0.1366;0.0619;0.0;0.0182;0.0
2016-01-02 23:00:00;0.0073;0.0;0.0007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-03 09:00:00;0.0;0.0343;0.0;0.0;0.0156;0.0083;0.0006;0.0202;0.0004;0.0003;0.0078;0.0;0.0;0.0;0.0185;0.0216;0.0038;0.0006;0.0076;0.0199;0.0;0.0;0.0036;0.003;0.034;0.0023;0.0002
2016-01-03 10:00:00;0.0;0.1983;0.0001;0.0059;0.146;0.1219;0.0449;0.1066;0.041;0.0638;0.08;0.0237;0.0141;0.0278;0.1295;0.1586;0.1032;0.0334;0.0489;0.1552;0.0002;0.0;0.0894;0.058;0.2024;0.0482;0.0615
2016-01-03 11:00:00;0.0201;0.3854;0.0279;0.0577;0.3057;0.2605;0.1304;0.1853;0.1399;0.2048;0.1676;0.1044;0.0932;0.1488;0.3079;0.3425;0.264;0.103;0.1193;0.3091;0.043;0.0313;0.2466;0.1731;0.3922;0.1373;0.1994
2016-01-03 12:00:00;0.1165;0.5378;0.1334;0.1429;0.4621;0.4183;0.2907;0.2464;0.2545;0.3319;0.2738;0.218;0.2021;0.2986;0.4279;0.4993;0.4109;0.1654;0.1865;0.434;0.1387;0.1602;0.3865;0.2472;0.5497;0.231;0.3476
2016-01-03 13:00:00;0.2408;0.6493;0.2429;0.2748;0.5784;0.5325;0.4289;0.3159;0.3453;0.4997;0.3395;0.3165;0.3138;0.4506;0.5392;0.6193;0.5577;0.227;0.2159;0.5468;0.2101;0.2728;0.4941;0.3375;0.6665;0.2887;0.4908
2016-01-03 14:00:00;0.3011;0.7124;0.3636;0.2799;0.6321;0.6448;0.4763;0.3362;0.4819;0.5621;0.3841;0.4337;0.4305;0.5604;0.6484;0.6847;0.618;0.2819;0.232;0.6195;0.3146;0.3307;0.5452;0.3299;0.7238;0.3679;0.5799
2016-01-03 15:00:00;0.4672;0.6556;0.4436;0.3536;0.6424;0.646;0.3987;0.351;0.5268;0.5733;0.4121;0.4887;0.4573;0.5754;0.6853;0.6447;0.6207;0.292;0.2616;0.6178;0.3761;0.3322;0.5136;0.3566;0.6944;0.344;0.5855
2016-01-03 16:00:00;0.5035;0.6626;0.5017;0.3743;0.6172;0.6271;0.433;0.3322;0.5379;0.5721;0.3842;0.512;0.4794;0.5783;0.6393;0.6218;0.6225;0.3273;0.2182;0.5777;0.4511;0.3635;0.4979;0.3276;0.6743;0.4044;0.5888
2016-01-03 17:00:00;0.5317;0.5678;0.4765;0.418;0.5821;0.5575;0.2928;0.2684;0.541;0.5209;0.3962;0.4892;0.4745;0.5849;0.5503;0.5373;0.5487;0.323;0.2256;0.4843;0.4876;0.394;0.4935;0.3534;0.5921;0.4297;0.5734
2016-01-03 18:00:00;0.4928;0.4319;0.4615;0.4667;0.5002;0.451;0.3526;0.1617;0.4757;0.4771;0.3103;0.431;0.4393;0.5214;0.4396;0.4323;0.4506;0.3014;0.1706;0.4072;0.4821;0.4021;0.4852;0.2744;0.4653;0.3823;0.5041
2016-01-03 19:00:00;0.356;0.2739;0.4141;0.3784;0.3618;0.3237;0.2343;0.1154;0.3714;0.3909;0.2284;0.4161;0.3874;0.4066;0.339;0.3076;0.3517;0.2603;0.1001;0.3093;0.4088;0.3514;0.4033;0.2361;0.2912;0.2427;0.3898
2016-01-03 20:00:00;0.3466;0.172;0.3515;0.2322;0.2356;0.1854;0.1975;0.0769;0.2618;0.2357;0.1356;0.3003;0.3015;0.2859;0.1692;0.1773;0.2228;0.2039;0.084;0.1524;0.3274;0.3032;0.3362;0.1709;0.1721;0.168;0.2639
2016-01-03 21:00:00;0.2735;0.0;0.2414;0.1007;0.0654;0.0;0.0922;0.0329;0.1398;0.0845;0.0651;0.1676;0.1859;0.1261;0.0;0.0046;0.0569;0.1241;0.0627;0.0;0.212;0.1684;0.2588;0.1207;0.0;0.1042;0.1147
2016-01-03 22:00:00;0.1364;0.0;0.0934;0.0;0.0;0.0;0.0;0.0;0.007;0.0;0.0001;0.0667;0.0529;0.001;0.0;0.0;0.0;0.0588;0.0;0.0;0.1041;0.0331;0.1528;0.0596;0.0;0.0176;0.0
2016-01-03 23:00:00;0.0074;0.0;0.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-04 09:00:00;0.0;0.0338;0.0;0.0;0.0105;0.0082;0.0006;0.0115;0.0003;0.0002;0.0048;0.0;0.0;0.0;0.0236;0.0212;0.003;0.001;0.0192;0.0205;0.0;0.0;0.0035;0.0044;0.0305;0.0023;0.0001
2016-01-04 10:00:00;0.0;0.1967;0.0001;0.0071;0.0993;0.1098;0.0492;0.0888;0.0368;0.0554;0.0488;0.0265;0.0165;0.0285;0.1586;0.1587;0.074;0.0467;0.1233;0.1498;0.0006;0.0;0.083;0.0712;0.1802;0.0517;0.0569
2016-01-04 11:00:00;0.0173;0.3808;0.0289;0.0837;0.2324;0.2736;0.1604;0.2218;0.1405;0.1984;0.1163;0.1265;0.1076;0.1611;0.325;0.329;0.1923;0.1441;0.281;0.3204;0.0651;0.0274;0.2331;0.1877;0.3341;0.1385;0.1984
2016-01-04 12:00:00;0.1082;0.5313;0.1262;0.2236;0.3633;0.4393;0.203;0.352;0.2336;0.3343;0.189;0.2727;0.2359;0.3049;0.4898;0.4757;0.3143;0.2525;0.4022;0.4717;0.2167;0.1464;0.38;0.2889;0.4751;0.2422;0.3428
2016-01-04 13:00:00;0.2386;0.6408;0.2429;0.362;0.4668;0.5304;0.2174;0.4418;0.2829;0.4871;0.2381;0.3758;0.3593;0.4301;0.5994;0.5981;0.443;0.3808;0.4062;0.5735;0.3519;0.2724;0.512;0.4069;0.5785;0.3206;0.4531
2016-01-04 14:00:00;0.3211;0.6901;0.3698;0.4063;0.535;0.6192;0.1814;0.4708;0.3388;0.5869;0.2939;0.4772;0.4822;0.5254;0.6741;0.6585;0.5177;0.448;0.4625;0.6325;0.517;0.3719;0.596;0.4608;0.6493;0.3722;0.5348
2016-01-04 15:00:00;0.461;0.7024;0.3844;0.4057;0.5298;0.6413;0.2267;0.5087;0.3528;0.6191;0.3207;0.4773;0.5594;0.5519;0.6963;0.6741;0.5652;0.4626;0.4344;0.6323;0.6322;0.4398;0.6076;0.4252;0.6615;0.3827;0.5874
2016-01-04 16:00:00;0.5121;0.6548;0.4625;0.408;0.5141;0.6141;0.4353;0.4343;0.3973;0.594;0.3337;0.4716;0.5914;0.5509;0.6664;0.6302;0.5608;0.4582;0.4347;0.6078;0.6166;0.3534;0.5739;0.4777;0.6151;0.4056;0.5423
2016-01-04 17:00:00;0.424;0.5641;0.484;0.5116;0.4437;0.5661;0.4013;0.4087;0.4151;0.5417;0.3191;0.4413;0.5629;0.5499;0.59;0.5455;0.5055;0.4142;0.3923;0.57;0.5675;0.3338;0.5282;0.4172;0.5009;0.3797;0.4932
2016-01-04 18:00:00;0.5137;0.3932;0.4959;0.3737;0.3666;0.4319;0.3156;0.3609;0.3758;0.4462;0.2944;0.4215;0.492;0.4977;0.4332;0.4017;0.4147;0.3728;0.3126;0.4342;0.5037;0.3639;0.4516;0.3401;0.3655;0.3423;0.4437
2016-01-04 19:00:00;0.435;0.2503;0.362;0.3297;0.2845;0.3331;0.2891;0.2519;0.3841;0.3415;0.2614;0.3501;0.415;0.3793;0.3211;0.2992;0.2925;0.2884;0.3088;0.2801;0.4888;0.2766;0.2748;0.2624;0.2143;0.2716;0.3395
2016-01-04 20:00:00;0.3456;0.1063;0.2669;0.2247;0.1534;0.1701;0.1908;0.1753;0.2422;0.1943;0.1718;0.2564;0.2944;0.2526;0.1654;0.1477;0.1489;0.2349;0.2178;0.1613;0.3607;0.2176;0.1915;0.1707;0.1086;0.2387;0.2301
2016-01-04 21:00:00;0.2226;0.0;0.1695;0.1124;0.0521;0.0;0.1384;0.0854;0.1409;0.0771;0.093;0.1571;0.1741;0.1246;0.0;0.0045;0.0448;0.1841;0.1264;0.0;0.2277;0.1577;0.1174;0.1212;0.0;0.1702;0.0996
2016-01-04 22:00:00;0.1535;0.0;0.0748;0.0;0.0;0.0;0.0;0.0;0.0052;0.0;0.0003;0.0646;0.0524;0.0009;0.0;0.0;0.0;0.0809;0.0;0.0;0.1147;0.0334;0.0665;0.0689;0.0;0.0277;0.0
2016-01-04 23:00:00;0.0082;0.0;0.0008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2016-01-05 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
