id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
SE;SUDESTE;2023-04-24;57732.53906250;105.39379883;35128.59765625;64.12909698
N;NORTE;2023-04-25;26021.79882813;95.90460205;16073.92480469;59.24119949
NE;NORDESTE;2023-04-25;4213.43212891;36.66460037;4196.27294922;36.51530075
S;SUL;2023-04-25;7155.37500000;109.99749756;4894.94482422;75.24859619
SE;SUDESTE;2023-04-25;56730.22656250;103.56410217;40592.66406250;74.10410309
N;NORTE;2023-04-26;25762.13671875;94.94760132;16992.89648438;62.62810135
NE;NORDESTE;2023-04-26;4240.89306641;36.90359879;4223.01806641;36.74800110
S;SUL;2023-04-26;6868.67578125;105.59020233;4329.31591797;66.55329895
SE;SUDESTE;2023-04-26;55706.00781250;101.69429779;41411.68750000;75.59919739
N;NORTE;2023-04-27;25438.65820313;93.75540161;18162.71875000;66.93959808
NE;NORDESTE;2023-04-27;4313.75292969;37.53760147;4298.02294922;37.40069962
S;SUL;2023-04-27;6549.71386719;100.68689728;6180.85400391;95.01650238
SE;SUDESTE;2023-04-27;54512.75000000;99.51589966;40890.17187500;74.64720154
N;NORTE;2023-04-28;25089.52343750;92.46869659;18745.66015625;69.08799744
NE;NORDESTE;2023-04-28;4403.59423828;38.31940079;4396.44384766;38.25709915
S;SUL;2023-04-28;6047.42089844;92.96530151;5906.29785156;90.79579926
SE;SUDESTE;2023-04-28;53162.35156250;97.05069733;38550.84765625;70.37660217
N;NORTE;2023-04-29;24781.59375000;91.33380127;17834.44140625;65.72969818
NE;NORDESTE;2023-04-29;4430.48779297;38.55339813;4419.76318359;38.46009827
S;SUL;2023-04-29;5491.75976563;84.42320251;5136.31884766;78.95909882
SE;SUDESTE;2023-04-29;51805.30078125;94.57330322;34379.31250000;62.76129913
N;NORTE;2023-04-30;24350.78320313;89.74600220;17036.52539063;62.78889847
NE;NORDESTE;2023-04-30;4421.10888672;38.47180176;4402.51904297;38.31000137
S;SUL;2023-04-30;5006.64990234;76.96579742;4743.04589844;72.91349792
SE;SUDESTE;2023-04-30;50402.19531250;92.01190186;31550.70898438;57.59749985
N;NORTE;2023-05-01;23844.68945313;116.18470001;16079.69531250;78.34929657
NE;NORDESTE;2023-05-01;4487.79980469;64.66369629;4467.06494141;64.36489868
S;SUL;2023-05-01;4663.21679688;54.74810028;4098.87402344;48.12250137
SE;SUDESTE;2023-05-01;48939.84765625;122.55660248;31234.65820313;78.21869659
N;NORTE;2023-05-02;23626.38281250;115.12100220;16108.81445313;78.49120331
NE;NORDESTE;2023-05-02;4547.28613281;65.52079773;4537.99121094;65.38690186
S;SUL;2023-05-02;4619.84814453;54.23899841;4407.87792969;51.75030136
SE;SUDESTE;2023-05-02;47468.34765625;118.87159729;34550.62109375;86.52269745
N;NORTE;2023-05-03;23455.22460938;114.28700256;17010.19531250;82.88320160
NE;NORDESTE;2023-05-03;4538.50000000;65.39420319;4538.50000000;65.39420319
S;SUL;2023-05-03;5152.96777344;60.49800110;5001.12597656;58.71530151
SE;SUDESTE;2023-05-03;46557.69140625;116.59110260;36139.55078125;90.50170135
N;NORTE;2023-05-04;23515.52148438;114.58080292;16771.07812500;81.71810150
NE;NORDESTE;2023-05-04;4560.75683594;65.71489716;4552.17675781;65.59130096
S;SUL;2023-05-04;7212.24511719;84.67479706;6875.58398438;80.72229767
SE;SUDESTE;2023-05-04;45402.62109375;113.69850159;35952.99609375;90.03450012
N;NORTE;2023-05-05;23530.39453125;114.65329742;15367.11621094;74.87719727
NE;NORDESTE;2023-05-05;4505.79492188;64.92299652;4451.55712891;64.14150238
S;SUL;2023-05-05;8856.99804688;103.98490143;7603.57617188;89.26920319
SE;SUDESTE;2023-05-05;43903.61718750;109.94470215;34919.57031250;87.44660187
N;NORTE;2023-05-06;23377.95117188;113.91049957;14438.45898438;70.35230255
NE;NORDESTE;2023-05-06;4417.30517578;63.64789963;4337.91601563;62.50400162
S;SUL;2023-05-06;10905.15234375;128.03109741;7399.77001953;86.87640381
SE;SUDESTE;2023-05-06;42455.29296875;106.31780243;32629.20117188;81.71099854
N;NORTE;2023-05-07;22901.16015625;111.58730316;13723.19726563;66.86710358
NE;NORDESTE;2023-05-07;4262.66406250;61.41979980;4144.72216797;59.72040176
S;SUL;2023-05-07;11392.59179688;133.75379944;6566.21191406;77.09010315
SE;SUDESTE;2023-05-07;41112.86718750;102.95600128;30688.59765625;76.85130310
N;NORTE;2023-05-08;22396.32031250;109.12740326;13105.64355469;63.85800171
NE;NORDESTE;2023-05-08;4149.65380859;59.79140091;4006.19189453;57.72430038
S;SUL;2023-05-08;10923.20800781;128.24310303;7746.58300781;90.94819641
SE;SUDESTE;2023-05-08;40084.07812500;100.37969971;32168.23242188;80.55660248
N;NORTE;2023-05-09;21787.09570313;106.15889740;13724.55664063;66.87370300
NE;NORDESTE;2023-05-09;4078.29589844;58.76319885;3984.65991211;57.41410065
S;SUL;2023-05-09;9810.56445313;115.18019867;8341.88964844;97.93730164
SE;SUDESTE;2023-05-09;39231.05859375;98.24349976;31993.32617188;80.11859894
N;NORTE;2023-05-10;21197.08789063;103.28410339;14836.90722656;72.29370117
NE;NORDESTE;2023-05-10;3976.70507813;57.29940033;3913.04589844;56.38219833
S;SUL;2023-05-10;8377.29296875;98.35299683;7733.80615234;90.79810333
SE;SUDESTE;2023-05-10;38611.31250000;96.69159698;32674.62304688;81.82469940
N;NORTE;2023-05-11;20472.31640625;99.75260162;15409.31542969;75.08280182
NE;NORDESTE;2023-05-11;3958.81396484;57.04169846;3890.14990234;56.05229950
S;SUL;2023-05-11;6996.01513672;82.13619995;6475.96777344;76.03060150
SE;SUDESTE;2023-05-11;38195.02343750;95.64910126;33081.21484375;82.84290314
N;NORTE;2023-05-12;20137.50781250;98.12120056;15105.37402344;73.60179901
NE;NORDESTE;2023-05-12;4027.06591797;58.02510071;3962.69189453;57.09749985
S;SUL;2023-05-12;6026.47119141;70.75330353;5785.47021484;67.92389679
SE;SUDESTE;2023-05-12;37919.89453125;94.96009827;32796.05859375;82.12879944
N;NORTE;2023-05-13;19879.16796875;96.86239624;14631.63964844;71.29350281
NE;NORDESTE;2023-05-13;4207.21484375;60.62080002;4154.99609375;59.86840057
S;SUL;2023-05-13;5307.78808594;62.31570053;5081.07421875;59.65399933
SE;SUDESTE;2023-05-13;37586.23046875;94.12449646;31853.34765625;79.76809692
N;NORTE;2023-05-14;19527.26562500;95.14779663;14037.02636719;68.39630127
NE;NORDESTE;2023-05-14;4451.96777344;64.14739990;4388.68896484;63.23559952
S;SUL;2023-05-14;4749.51318359;55.76129913;4401.84521484;51.67950058
SE;SUDESTE;2023-05-14;37129.83203125;92.98159790;29095.58007813;72.86199951
N;NORTE;2023-05-15;19214.29882813;93.62280273;13946.07617188;67.95310211
NE;NORDESTE;2023-05-15;4614.41210938;66.48799896;4540.87304688;65.42839813
S;SUL;2023-05-15;4359.50000000;51.18239975;4175.65283203;49.02389908
SE;SUDESTE;2023-05-15;36487.03515625;91.37190247;30240.89843750;75.73010254
N;NORTE;2023-05-16;18958.85351563;92.37809753;13284.05371094;64.72730255
NE;NORDESTE;2023-05-16;4574.92285156;65.91899872;4484.77392578;64.62010193
S;SUL;2023-05-16;3997.65209961;46.93410110;3880.89599609;45.56340027
SE;SUDESTE;2023-05-16;35686.23046875;89.36650085;30101.95703125;75.38220215
N;NORTE;2023-05-17;18714.90039063;91.18949890;13133.35546875;63.99309921
NE;NORDESTE;2023-05-17;4347.68701172;62.64479828;4256.44482422;61.33010101
S;SUL;2023-05-17;3721.89599609;43.69660187;3069.39111328;36.03590012
SE;SUDESTE;2023-05-17;34934.75390625;87.48459625;30096.17968750;75.36769867
N;NORTE;2023-05-18;18366.48437500;89.49179840;12883.04296875;62.77339935
NE;NORDESTE;2023-05-18;4053.58105469;58.40710068;3961.62304688;57.08209991
S;SUL;2023-05-18;3576.17089844;41.98580170;3434.19799805;40.31890106
SE;SUDESTE;2023-05-18;34244.71484375;85.75659943;29552.16992188;74.00540161
N;NORTE;2023-05-19;17973.44531250;87.57669830;12404.05175781;60.43949890
NE;NORDESTE;2023-05-19;3764.10498047;54.23609924;3661.67504883;52.76020050
S;SUL;2023-05-19;3362.49194336;39.47710037;3276.52294922;38.46780014
SE;SUDESTE;2023-05-19;33563.54296875;84.05079651;28860.59375000;72.27349854
N;NORTE;2023-05-20;17673.87109375;86.11699677;11771.38085938;57.35680008
NE;NORDESTE;2023-05-20;3529.12207031;50.85029984;3476.90307617;50.09790039
S;SUL;2023-05-20;3210.12792969;37.68830109;3073.13793945;36.07989883
SE;SUDESTE;2023-05-20;32913.16406250;82.42209625;27395.80859375;68.60540009
N;NORTE;2023-05-21;17303.52539063;84.31250000;11398.64160156;55.54059982
NE;NORDESTE;2023-05-21;3311.82397461;47.71929932;3254.60009766;46.89479828
S;SUL;2023-05-21;3110.17407227;36.51480103;2859.56909180;33.57249832
SE;SUDESTE;2023-05-21;32185.21484375;80.59909821;25534.32226563;63.94380188
N;NORTE;2023-05-22;16820.27343750;81.95780182;11226.05664063;54.69960022
NE;NORDESTE;2023-05-22;3108.78393555;44.79380035;3036.54492188;43.75289917
S;SUL;2023-05-22;3075.06201172;36.10250092;2850.70507813;33.46849823
SE;SUDESTE;2023-05-22;31657.62500000;79.27790070;26950.65429688;67.49060059
N;NORTE;2023-05-23;16330.54785156;79.57160187;11741.25976563;57.20999908
NE;NORDESTE;2023-05-23;2985.00292969;43.01020050;2964.98291016;42.72180176
S;SUL;2023-05-23;3016.19604492;35.41139984;2952.14599609;34.65940094
SE;SUDESTE;2023-05-23;31300.62695313;78.38390350;27042.55664063;67.72070313
N;NORTE;2023-05-24;15859.71484375;77.27739716;12628.62109375;61.53369904
NE;NORDESTE;2023-05-24;2919.04296875;42.05979919;2919.04296875;42.05979919
S;SUL;2023-05-24;2980.39306641;34.99110031;2857.29809570;33.54589844
SE;SUDESTE;2023-05-24;31000.88671875;77.63330078;28025.32421875;70.18180084
N;NORTE;2023-05-25;15295.16601563;74.52660370;12871.21484375;62.71580124
NE;NORDESTE;2023-05-25;2870.29003906;41.35739899;2870.29003906;41.35739899
S;SUL;2023-05-25;2894.73291016;33.98540115;2822.32299805;33.13529968
SE;SUDESTE;2023-05-25;30760.36914063;77.03099823;28248.09960938;70.73970032
N;NORTE;2023-05-26;14760.82226563;71.92299652;12661.59179688;61.69440079
NE;NORDESTE;2023-05-26;2820.28198242;40.63679886;2815.27709961;40.56470108
S;SUL;2023-05-26;2978.72900391;34.97150040;2921.37890625;34.29819870
SE;SUDESTE;2023-05-26;30464.05859375;76.28900146;27496.44140625;68.85739899
N;NORTE;2023-05-27;14291.44824219;69.63590240;12083.93164063;58.87969971
NE;NORDESTE;2023-05-27;2767.11791992;39.87080002;2745.66796875;39.56169891
S;SUL;2023-05-27;3295.97192383;38.69609833;3128.91308594;36.73479843
SE;SUDESTE;2023-05-27;30263.52929688;75.78679657;27191.93554688;68.09480286
N;NORTE;2023-05-28;13749.36425781;66.99459839;11131.78320313;54.24029922
NE;NORDESTE;2023-05-28;2730.33789063;39.34080124;2718.18310547;39.16569901
S;SUL;2023-05-28;3662.09594727;42.99459839;3328.39208984;39.07669830
SE;SUDESTE;2023-05-28;30331.20117188;75.95629883;26205.27343750;65.62400055
N;NORTE;2023-05-29;13172.65917969;64.18460083;11488.45410156;55.97819901
NE;NORDESTE;2023-05-29;2684.92797852;38.68650055;2664.19311523;38.38779831
S;SUL;2023-05-29;3814.84008789;44.78779984;3733.81396484;43.83660126
SE;SUDESTE;2023-05-29;30765.70117188;77.04440308;28783.36914063;72.08010101
N;NORTE;2023-05-30;12604.28515625;61.41510010;11919.79394531;58.07989883
NE;NORDESTE;2023-05-30;2647.96093750;38.15390015;2631.51611328;37.91690063
S;SUL;2023-05-30;3807.35888672;44.70000076;3695.35693359;43.38510132
SE;SUDESTE;2023-05-30;30806.40039063;77.14630127;28846.22460938;72.23750305
N;NORTE;2023-05-31;12131.34765625;59.11069870;11548.82617188;56.27230072
NE;NORDESTE;2023-05-31;2644.50708008;38.10409927;2621.62695313;37.77439880
S;SUL;2023-05-31;3603.49096680;42.30649948;3494.92895508;41.03189850
SE;SUDESTE;2023-05-31;31684.19140625;79.34449768;30431.05664063;76.20629883
N;NORTE;2023-06-01;11688.27734375;109.08239746;11255.17382813;105.04039764
NE;NORDESTE;2023-06-01;2621.86401367;57.27439880;2601.12890625;56.82139969
S;SUL;2023-06-01;3400.00390625;32.54990005;3332.53588867;31.90399933
SE;SUDESTE;2023-06-01;31897.60742188;97.93409729;30921.55468750;94.93730164
N;NORTE;2023-06-02;11268.43847656;105.16410065;10875.05371094;101.49279785
NE;NORDESTE;2023-06-02;2583.54101563;56.43719864;2564.23608398;56.01549911
S;SUL;2023-06-02;3182.17089844;30.46450043;3110.51611328;29.77849960
SE;SUDESTE;2023-06-02;32822.99218750;100.77529907;31646.65820313;97.16359711
N;NORTE;2023-06-03;10857.09179688;101.32520294;10500.52148438;97.99749756
NE;NORDESTE;2023-06-03;2571.68505859;56.17819977;2551.66503906;55.74089813
S;SUL;2023-06-03;2988.95288086;28.61470032;2552.21289063;24.43359947
SE;SUDESTE;2023-06-03;33397.33593750;102.53859711;31081.57226563;95.42859650
N;NORTE;2023-06-04;10522.83984375;98.20580292;10154.27636719;94.76609802
NE;NORDESTE;2023-06-04;2593.37890625;56.65209961;2569.78393555;56.13669968
S;SUL;2023-06-04;2841.79394531;27.20590019;2353.22192383;22.52849960
SE;SUDESTE;2023-06-04;33444.57812500;102.68370056;29686.66210938;91.14589691
N;NORTE;2023-06-05;10199.61425781;95.18920135;9872.94921875;92.14060211
NE;NORDESTE;2023-06-05;2581.92993164;56.40200043;2561.19506836;55.94910049
S;SUL;2023-06-05;2739.07910156;26.22249985;2527.59790039;24.19790077
SE;SUDESTE;2023-06-05;33178.23828125;101.86589813;31554.09375000;96.87940216
N;NORTE;2023-06-06;9941.67968750;92.78199768;9614.67675781;89.73020172
NE;NORDESTE;2023-06-06;2538.52197266;55.45380020;2522.07690430;55.09460068
S;SUL;2023-06-06;2660.23095703;25.46769905;2585.72802734;24.75440025
SE;SUDESTE;2023-06-06;32800.10937500;100.70500183;31736.88281250;97.44059753
N;NORTE;2023-06-07;9728.46582031;90.79219818;9400.03710938;87.72709656
NE;NORDESTE;2023-06-07;2495.95703125;54.52399826;2480.22705078;54.18040085
S;SUL;2023-06-07;2597.21289063;24.86440086;2507.04296875;24.00110054
SE;SUDESTE;2023-06-07;32386.86328125;99.43620300;30696.55664063;94.24649811
N;NORTE;2023-06-08;9476.45507813;88.44020081;9058.67187500;84.54119873
NE;NORDESTE;2023-06-08;2463.57104492;53.81650162;2453.56103516;53.59780121
S;SUL;2023-06-08;2522.58593750;24.14990044;2207.34692383;21.13199997
SE;SUDESTE;2023-06-08;31827.00585938;97.71730042;30513.27539063;93.68379974
N;NORTE;2023-06-09;9228.67773438;86.12779999;8933.30664063;83.37120056
NE;NORDESTE;2023-06-09;2434.81909180;53.18840027;2421.94897461;52.90729904
S;SUL;2023-06-09;2421.87695313;23.18580055;2196.49902344;21.02809906
SE;SUDESTE;2023-06-09;31176.94140625;95.72139740;30251.31054688;92.87950134
N;NORTE;2023-06-10;8963.30371094;83.65119934;8701.94238281;81.21199799
NE;NORDESTE;2023-06-10;2409.78588867;52.64160156;2389.05102539;52.18859863
S;SUL;2023-06-10;2444.70288086;23.40430069;2134.86206055;20.43810081
SE;SUDESTE;2023-06-10;30458.75390625;93.51640320;29941.97070313;91.92980194
N;NORTE;2023-06-11;8706.57031250;81.25520325;8397.44140625;78.37020111
NE;NORDESTE;2023-06-11;2384.10498047;52.08060074;2376.95507813;51.92440033
S;SUL;2023-06-11;2824.62597656;27.04150009;2388.44702148;22.86580086
SE;SUDESTE;2023-06-11;29884.18554688;91.75229645;27988.55664063;85.93229675
N;NORTE;2023-06-12;8464.84570313;78.99929810;8240.30175781;76.90370178
NE;NORDESTE;2023-06-12;2358.46411133;51.52040100;2335.58398438;51.02059937
S;SUL;2023-06-12;3639.00610352;34.83800125;3348.26806641;32.05459976
SE;SUDESTE;2023-06-12;29531.80859375;90.67040253;29071.14257813;89.25610352
N;NORTE;2023-06-13;8247.97558594;76.97530365;8050.62695313;75.13349915
NE;NORDESTE;2023-06-13;2415.98706055;52.77700043;2393.10693359;52.27719879
S;SUL;2023-06-13;4737.50000000;45.35440063;4513.52099609;43.21009827
SE;SUDESTE;2023-06-13;29395.91601563;90.25319672;29028.41796875;89.12490082
N;NORTE;2023-06-14;8082.13183594;75.42749786;7884.50292969;73.58309937
NE;NORDESTE;2023-06-14;2407.61108398;52.59410095;2386.87597656;52.14110184
S;SUL;2023-06-14;6060.89794922;58.02389908;5801.33203125;55.53889847
SE;SUDESTE;2023-06-14;29463.16601563;90.45970154;29028.07617188;89.12390137
N;NORTE;2023-06-15;7912.55615234;73.84490204;7715.68408203;72.00759888
NE;NORDESTE;2023-06-15;2329.45190430;50.88669968;2307.28710938;50.40250015
S;SUL;2023-06-15;9175.87011719;87.84500122;8948.50097656;85.66829681
SE;SUDESTE;2023-06-15;29877.29296875;91.73120117;29268.85546875;89.86309814
N;NORTE;2023-06-16;7713.47802734;71.98699951;7488.11181641;69.88379669
NE;NORDESTE;2023-06-16;2292.60302734;50.08169937;2269.72290039;49.58190155
S;SUL;2023-06-16;14898.22851563;142.62789917;12619.10937500;120.80879974
SE;SUDESTE;2023-06-16;30568.13476563;93.85220337;30250.89257813;92.87819672
N;NORTE;2023-06-17;7500.91601563;70.00330353;7305.45507813;68.17910004
NE;NORDESTE;2023-06-17;2273.23510742;49.65859985;2253.21508789;49.22129822
S;SUL;2023-06-17;15497.76855469;148.36759949;13598.70214844;130.18690491
SE;SUDESTE;2023-06-17;31499.15039063;96.71070099;31034.37304688;95.28369904
N;NORTE;2023-06-18;7287.83203125;68.01460266;7117.21191406;66.42230225
NE;NORDESTE;2023-06-18;2253.85791016;49.23529816;2233.12304688;48.78239822
S;SUL;2023-06-18;13723.13574219;131.37820435;10548.04394531;100.98149872
SE;SUDESTE;2023-06-18;32376.25976563;99.40370178;30389.56250000;93.30400085
N;NORTE;2023-06-19;7071.15478516;65.99250031;6930.72705078;64.68190002
NE;NORDESTE;2023-06-19;2240.07397461;48.93420029;2220.05395508;48.49689865
S;SUL;2023-06-19;11749.90917969;112.48750305;8196.67382813;78.47070313
SE;SUDESTE;2023-06-19;32951.08984375;101.16850281;31136.16210938;95.59619904
N;NORTE;2023-06-20;6874.03222656;64.15280151;6617.35888672;61.75740051
NE;NORDESTE;2023-06-20;2231.77197266;48.75289917;2212.46704102;48.33119965
S;SUL;2023-06-20;10204.88574219;97.69629669;8726.62695313;83.54419708
SE;SUDESTE;2023-06-20;33058.38671875;101.49800110;31391.58984375;96.38050079
N;NORTE;2023-06-21;6723.95019531;62.75210190;6549.50195313;61.12409973
NE;NORDESTE;2023-06-21;2219.77197266;48.49069977;2199.75195313;48.05339813
S;SUL;2023-06-21;9165.88281250;87.74939728;7116.65283203;68.13120270
SE;SUDESTE;2023-06-21;32679.30468750;100.33409882;30094.22656250;92.39720154
N;NORTE;2023-06-22;6577.52978516;61.38560104;6418.63476563;59.90269852
NE;NORDESTE;2023-06-22;2201.32788086;48.08779907;2189.88793945;47.83789825
S;SUL;2023-06-22;8642.69335938;82.74069977;7011.84814453;67.12779999
SE;SUDESTE;2023-06-22;31958.11523438;98.11990356;28700.70312500;88.11869812
N;NORTE;2023-06-23;6400.75683594;59.73590088;6260.56787109;58.42760086
NE;NORDESTE;2023-06-23;2184.99194336;47.73099899;2174.98193359;47.51229858
S;SUL;2023-06-23;15160.01562500;145.13409424;8711.51953125;83.39959717
SE;SUDESTE;2023-06-23;31169.73437500;95.69930267;28734.68359375;88.22309875
N;NORTE;2023-06-24;6238.52294922;58.22180176;5972.99121094;55.74369812
NE;NORDESTE;2023-06-24;2169.63989258;47.39559937;2146.04492188;46.88019943
S;SUL;2023-06-24;19887.45312500;190.39219666;9042.91601563;86.57219696
SE;SUDESTE;2023-06-24;30305.09375000;93.04460144;27890.37695313;85.63079834
N;NORTE;2023-06-25;6083.58496094;56.77579880;5808.82421875;54.21160126
NE;NORDESTE;2023-06-25;2154.64990234;47.06809998;2141.78002930;46.78699875
S;SUL;2023-06-25;18922.16406250;181.15100098;8004.47314453;76.63069916
SE;SUDESTE;2023-06-25;29549.66796875;90.72530365;27663.93554688;84.93560028
N;NORTE;2023-06-26;5977.43603516;55.78519821;5762.06298828;53.77519989
NE;NORDESTE;2023-06-26;2136.48706055;46.67139816;2125.04711914;46.42150116
S;SUL;2023-06-26;15653.61132813;149.85960388;8357.06445313;80.00620270
SE;SUDESTE;2023-06-26;28864.87304688;88.62280273;26713.51953125;82.01760101
N;NORTE;2023-06-27;5890.95214844;54.97809982;5675.61083984;52.96839905
NE;NORDESTE;2023-06-27;2114.53002930;46.19169998;2100.22998047;45.87929916
S;SUL;2023-06-27;12606.83105469;120.69129944;8777.63964844;84.03260040
SE;SUDESTE;2023-06-27;28243.63671875;86.71540070;27192.05273438;83.48680115
N;NORTE;2023-06-28;5823.82080078;54.35160065;5610.72021484;52.36280060
NE;NORDESTE;2023-06-28;2088.51708984;45.62350082;2079.22192383;45.42039871
S;SUL;2023-06-28;10477.56347656;100.30680084;7770.74804688;74.39309692
SE;SUDESTE;2023-06-28;27636.50195313;84.85140228;27098.29882813;83.19889832
N;NORTE;2023-06-29;5716.59619141;53.35089874;5514.87207031;51.46829987
NE;NORDESTE;2023-06-29;2067.18505859;45.15750122;2067.18505859;45.15750122
S;SUL;2023-06-29;8898.25878906;85.18730164;8103.08300781;77.57469940
SE;SUDESTE;2023-06-29;27012.50390625;82.93550110;26587.91015625;81.63189697
N;NORTE;2023-06-30;5609.06201172;52.34730148;5432.23779297;50.69710159
NE;NORDESTE;2023-06-30;2056.34790039;44.92079926;2056.34790039;44.92079926
S;SUL;2023-06-30;7624.07177734;72.98889923;7522.56298828;72.01709747
SE;SUDESTE;2023-06-30;26445.90820313;81.19589996;26164.27148438;80.33119965
N;NORTE;2023-07-01;5518.31494141;104.89520264;5303.75488281;100.81670380
NE;NORDESTE;2023-07-01;2058.97802734;54.54209900;2049.68310547;54.29589844
S;SUL;2023-07-01;6743.86718750;61.67879868;6680.24511719;61.09690094
SE;SUDESTE;2023-07-01;25821.01367188;100.68740082;25387.29296875;98.99610138
N;NORTE;2023-07-02;5428.52392578;103.18840027;5173.09716797;98.33309937
NE;NORDESTE;2023-07-02;2067.07202148;54.75650024;2042.76196289;54.11249924
S;SUL;2023-07-02;6163.38720703;56.36980057;5989.55908203;54.77999878
SE;SUDESTE;2023-07-02;25321.10937500;98.73799896;24412.18554688;95.19370270
N;NORTE;2023-07-03;5332.57910156;101.36460114;5107.22412109;97.08100128
NE;NORDESTE;2023-07-03;2072.56494141;54.90200043;2049.68505859;54.29589844
S;SUL;2023-07-03;5648.61523438;51.66170120;5589.23876953;51.11869812
SE;SUDESTE;2023-07-03;24795.52929688;96.68859863;24528.34375000;95.64669800
N;NORTE;2023-07-04;5228.46289063;99.38549805;4981.29199219;94.68720245
NE;NORDESTE;2023-07-04;2075.56689453;54.98149872;2055.54711914;54.45119858
S;SUL;2023-07-04;5297.35107422;48.44910049;5191.15478516;47.47779846
SE;SUDESTE;2023-07-04;24389.82812500;95.10649872;23890.38085938;93.15899658
N;NORTE;2023-07-05;5132.22705078;97.55619812;4886.42187500;92.88379669
NE;NORDESTE;2023-07-05;2083.14306641;55.18220139;2039.87097168;54.03590012
S;SUL;2023-07-05;4886.01611328;44.68709946;4754.25390625;43.48199844
SE;SUDESTE;2023-07-05;24019.44726563;93.66230011;23350.01367188;91.05190277
N;NORTE;2023-07-06;5009.41796875;95.22180176;4756.83300781;90.42050171
NE;NORDESTE;2023-07-06;2089.29809570;55.34529877;2069.27807617;54.81489944
S;SUL;2023-07-06;4773.12207031;43.65449905;4715.16015625;43.12440109
SE;SUDESTE;2023-07-06;23802.52148438;92.81639862;23365.95117188;91.11399841
N;NORTE;2023-07-07;4821.77001953;91.65489960;4579.30419922;87.04599762
NE;NORDESTE;2023-07-07;2123.52099609;56.25180054;2104.21606445;55.74039841
S;SUL;2023-07-07;4935.62109375;45.14070129;4878.82812500;44.62129974
SE;SUDESTE;2023-07-07;23599.43164063;92.02439880;23471.64843750;91.52619934
N;NORTE;2023-07-08;4635.83300781;88.12049866;4368.16406250;83.03250122
NE;NORDESTE;2023-07-08;2190.80810547;58.03419876;2179.36791992;57.73120117
S;SUL;2023-07-08;8606.02832031;78.70989990;7945.25097656;72.66649628
SE;SUDESTE;2023-07-08;23426.21679688;91.34899902;23289.44726563;90.81569672
N;NORTE;2023-07-09;4517.58300781;85.87270355;4275.84277344;81.27760315
NE;NORDESTE;2023-07-09;2225.35205078;58.94929886;2221.77709961;58.85459900
S;SUL;2023-07-09;12243.22363281;111.97540283;9508.06542969;86.95989990
SE;SUDESTE;2023-07-09;23164.93554688;90.33020020;22961.98437500;89.53880310
N;NORTE;2023-07-10;4416.15917969;83.94480133;4172.34716797;79.31030273
NE;NORDESTE;2023-07-10;2296.24291992;60.82720184;2291.23803711;60.69459915
S;SUL;2023-07-10;14515.46875000;132.75709534;10398.68847656;95.10540009
SE;SUDESTE;2023-07-10;23221.78906250;90.55190277;23097.15429688;90.06580353
N;NORTE;2023-07-11;4329.75683594;82.30239868;4102.51708984;77.98290253
NE;NORDESTE;2023-07-11;2377.07104492;62.96829987;2357.05102539;62.43799973
S;SUL;2023-07-11;22486.31250000;205.65769958;9584.33007813;87.65740204
SE;SUDESTE;2023-07-11;23781.86132813;92.73580170;23376.25390625;91.15419769
N;NORTE;2023-07-12;4215.17089844;80.12429810;4072.77197266;77.41750336
NE;NORDESTE;2023-07-12;2427.02905273;64.29170227;2416.30395508;64.00759888
S;SUL;2023-07-12;37817.83203125;345.87838745;7653.21484375;69.99559784
SE;SUDESTE;2023-07-12;24050.80078125;93.78450012;23633.16406250;92.15599823
N;NORTE;2023-07-13;4114.87109375;78.21779633;3995.34912109;75.94580078
NE;NORDESTE;2023-07-13;2474.86206055;65.55879974;2455.55688477;65.04740143
S;SUL;2023-07-13;52493.62890625;480.10189819;10882.18261719;99.52739716
SE;SUDESTE;2023-07-13;24010.42773438;93.62709808;23728.79492188;92.52890015
N;NORTE;2023-07-14;4057.06298828;77.11889648;3877.43603516;73.70449829
NE;NORDESTE;2023-07-14;2486.52807617;65.86779785;2486.52807617;65.86779785
S;SUL;2023-07-14;46455.56640625;424.87829590;21845.22265625;199.79440308
SE;SUDESTE;2023-07-14;23894.79882813;93.17620087;23778.90234375;92.72429657
N;NORTE;2023-07-15;3982.08789063;75.69370270;3822.31103516;72.65660095
NE;NORDESTE;2023-07-15;2472.87500000;65.50620270;2436.22094727;64.53520203
S;SUL;2023-07-15;36820.39453125;336.75588989;15973.14062500;146.08889771
SE;SUDESTE;2023-07-15;23683.49804688;92.35230255;23185.31250000;90.40959930
N;NORTE;2023-07-16;3856.31396484;73.30300140;3743.22705078;71.15329742
NE;NORDESTE;2023-07-16;2427.85888672;64.31369781;2404.97900391;63.70759964
S;SUL;2023-07-16;28892.30859375;264.24639893;9174.42578125;83.90850067
SE;SUDESTE;2023-07-16;23411.92187500;91.29329681;22898.86914063;89.29260254
N;NORTE;2023-07-17;3761.90502930;71.50839996;3663.40209961;69.63600159
NE;NORDESTE;2023-07-17;2390.54492188;63.32519913;2369.09497070;62.75699997
S;SUL;2023-07-17;23763.96484375;217.34300232;12261.02734375;112.13819885
SE;SUDESTE;2023-07-17;23248.00781250;90.65409851;23089.84960938;90.03739929
