id_subsistema;nom_subsistema;ena_data;ena_bruta_regiao_mwmed;ena_bruta_regiao_percentualmlt;ena_armazenavel_regiao_mwmed;ena_armazenavel_regiao_percentualmlt
S;SUL;2023-01-08;5870.68310547;77.24739838;3329.22900391;43.80659866
SE;SUDESTE;2023-01-08;76660.28125000;116.85410309;69583.41406250;106.06680298
N;NORTE;2023-01-09;20067.83203125;129.31440735;19108.85351563;123.13490295
NE;NORDESTE;2023-01-09;14067.85156250;104.74549866;13018.45507813;96.93199921
S;SUL;2023-01-09;5558.09521484;73.13430023;5180.10400391;68.16069794
SE;SUDESTE;2023-01-09;82990.07031250;126.50270081;72929.32812500;111.16699982
N;NORTE;2023-01-10;19982.16015625;128.76229858;19558.50390625;126.03230286
NE;NORDESTE;2023-01-10;14141.05761719;105.29060364;12249.91894531;91.20970154
S;SUL;2023-01-10;5254.85693359;69.14430237;5070.35107422;66.71649933
SE;SUDESTE;2023-01-10;88371.60937500;134.70590210;78017.62500000;118.92320251
N;NORTE;2023-01-11;19956.28125000;128.59559631;19463.06835938;125.41739655
NE;NORDESTE;2023-01-11;13896.55859375;103.47010040;11144.50195313;82.97899628
S;SUL;2023-01-11;5154.62695313;67.82540131;5008.57177734;65.90360260
SE;SUDESTE;2023-01-11;90183.07031250;137.46710205;80106.38281250;122.10710144
N;NORTE;2023-01-12;19875.69921875;128.07629395;19678.28710938;126.80419922
NE;NORDESTE;2023-01-12;13585.29492188;101.15249634;10289.22753906;76.61090088
S;SUL;2023-01-12;5208.01318359;68.52790070;4969.58203125;65.39060211
SE;SUDESTE;2023-01-12;89955.00000000;137.11940002;81463.26562500;124.17539978
N;NORTE;2023-01-13;19782.15820313;127.47360229;19578.84179688;126.16339874
NE;NORDESTE;2023-01-13;13550.48828125;100.89340210;9737.67968750;72.50420380
S;SUL;2023-01-13;5297.68701172;69.70780182;4969.46923828;65.38909912
SE;SUDESTE;2023-01-13;89047.96093750;135.73680115;79937.79687500;121.85009766
N;NORTE;2023-01-14;19782.38281250;127.47499847;19377.81835938;124.86799622
NE;NORDESTE;2023-01-14;13552.55078125;100.90869904;9603.11035156;71.50219727
S;SUL;2023-01-14;5271.65283203;69.36530304;4831.99023438;63.58010101
SE;SUDESTE;2023-01-14;89346.99218750;136.19259644;77259.26562500;117.76719666
N;NORTE;2023-01-15;19890.78515625;128.17349243;18959.36914063;122.17160034
NE;NORDESTE;2023-01-15;13404.27832031;99.80470276;8207.79882813;61.11309814
S;SUL;2023-01-15;5749.06005859;75.64710236;5062.04394531;66.60720062
SE;SUDESTE;2023-01-15;88827.23437500;135.40040588;72812.95312500;110.98960114
N;NORTE;2023-01-16;20150.90234375;129.84970093;19581.64062500;126.18139648
NE;NORDESTE;2023-01-16;13432.10644531;100.01190186;9237.06933594;68.77680206
S;SUL;2023-01-16;6450.64794922;84.87870026;5936.75976563;78.11689758
SE;SUDESTE;2023-01-16;87668.34375000;133.63389587;73290.71093750;111.71790314
N;NORTE;2023-01-17;20424.18554688;131.61070251;19292.11914063;124.31580353
NE;NORDESTE;2023-01-17;13619.99902344;101.41089630;10155.68847656;75.61660004
S;SUL;2023-01-17;7422.91503906;97.67199707;7048.72021484;92.74819946
SE;SUDESTE;2023-01-17;85775.36718750;130.74839783;69998.78906250;106.69999695
N;NORTE;2023-01-18;20808.50195313;134.08720398;18667.78320313;120.29270172
NE;NORDESTE;2023-01-18;13725.06445313;102.19319916;8910.46484375;66.34500122
S;SUL;2023-01-18;8399.66796875;110.52420044;6894.51220703;90.71910095
SE;SUDESTE;2023-01-18;83351.28125000;127.05329895;66228.27343750;100.95249939
N;NORTE;2023-01-19;21082.07617188;135.85000610;18005.10937500;116.02249908
NE;NORDESTE;2023-01-19;13592.53808594;101.20649719;9178.10937500;68.33779907
S;SUL;2023-01-19;9170.06835938;120.66130066;7743.81201172;101.89440155
SE;SUDESTE;2023-01-19;81255.53125000;123.85870361;63819.68750000;97.28109741
N;NORTE;2023-01-20;21206.41992188;136.65130615;18123.69726563;116.78669739
NE;NORDESTE;2023-01-20;13965.52636719;103.98359680;9148.15429688;68.11470032
S;SUL;2023-01-20;9594.01953125;126.23970032;8727.05761719;114.83209991
SE;SUDESTE;2023-01-20;80634.50000000;122.91210175;64501.11328125;98.31980133
N;NORTE;2023-01-21;21380.19921875;137.77110291;18009.97656250;116.05380249
NE;NORDESTE;2023-01-21;14526.03710938;108.15709686;9553.36035156;71.13179779
S;SUL;2023-01-21;9716.12109375;127.84629822;4846.34716797;63.76900101
SE;SUDESTE;2023-01-21;79944.20312500;121.85990143;62989.08203125;96.01499939
N;NORTE;2023-01-22;21405.03515625;137.93110657;17674.96093750;113.89510345
NE;NORDESTE;2023-01-22;15112.56640625;112.52420044;10001.49023438;74.46849823
S;SUL;2023-01-22;9424.49902344;124.00910187;5714.73095703;75.19539642
SE;SUDESTE;2023-01-22;80058.92968750;122.03469849;59374.52343750;90.50530243
N;NORTE;2023-01-23;21376.93945313;137.75010681;17733.32421875;114.27110291
NE;NORDESTE;2023-01-23;15813.61621094;117.74400330;11424.93554688;85.06710052
S;SUL;2023-01-23;9048.84082031;119.06620026;8403.49609375;110.57460022
SE;SUDESTE;2023-01-23;80170.96093750;122.20549774;60668.42578125;92.47760010
N;NORTE;2023-01-24;21342.62304688;137.52900696;18228.63867188;117.46289825
NE;NORDESTE;2023-01-24;16351.32128906;121.74759674;11924.16503906;88.78420258
S;SUL;2023-01-24;8887.90625000;116.94850159;8563.87109375;112.68479919
SE;SUDESTE;2023-01-24;79995.75000000;121.93840027;60344.87890625;91.98439789
N;NORTE;2023-01-25;21293.88085938;137.21490479;18092.81445313;116.58760071
NE;NORDESTE;2023-01-25;16749.60937500;124.71320343;12463.81738281;92.80229950
S;SUL;2023-01-25;8632.80371094;113.59190369;8424.55468750;110.85169983
SE;SUDESTE;2023-01-25;79446.50781250;121.10119629;59656.83203125;90.93560028
N;NORTE;2023-01-26;21082.70312500;135.85409546;18040.99609375;116.25370026
NE;NORDESTE;2023-01-26;16832.92382813;125.33350372;12868.33203125;95.81420135
S;SUL;2023-01-26;8266.64843750;108.77390289;7938.96582031;104.46219635
SE;SUDESTE;2023-01-26;78710.02343750;119.97859955;61016.16406250;93.00759888
N;NORTE;2023-01-27;20991.93554688;135.26919556;17836.05468750;114.93309784
NE;NORDESTE;2023-01-27;16793.31835938;125.03859711;12652.30273438;94.20570374
S;SUL;2023-01-27;7730.85498047;101.72389984;7355.04785156;96.77890015
SE;SUDESTE;2023-01-27;77874.27343750;118.70459747;60376.24218750;92.03220367
N;NORTE;2023-01-28;20896.48046875;134.65409851;17503.00781250;112.78700256
NE;NORDESTE;2023-01-28;16776.75000000;124.91529846;11544.94238281;85.96060181
S;SUL;2023-01-28;7140.98876953;93.96230316;6680.93701172;87.90889740
SE;SUDESTE;2023-01-28;76826.79687500;117.10800171;56752.65234375;86.50869751
N;NORTE;2023-01-29;20748.88085938;133.70300293;17459.09570313;112.50399780
NE;NORDESTE;2023-01-29;16652.94921875;123.99349976;10872.54882813;80.95410156
S;SUL;2023-01-29;6686.45605469;87.98149872;5701.64404297;75.02320099
SE;SUDESTE;2023-01-29;75571.89062500;115.19509888;53883.84375000;82.13580322
N;NORTE;2023-01-30;20732.82031250;133.59950256;17369.02148438;111.92359924
NE;NORDESTE;2023-01-30;16547.49023438;123.20829773;11560.58203125;86.07710266
S;SUL;2023-01-30;6750.37500000;88.82260132;4994.46191406;65.71800232
SE;SUDESTE;2023-01-30;74143.96875000;113.01850128;56998.05468750;86.88279724
N;NORTE;2023-01-31;20806.45507813;134.07400513;17602.03710938;113.42520142
NE;NORDESTE;2023-01-31;16456.33007813;122.52950287;10834.95312500;80.67420197
S;SUL;2023-01-31;6771.96923828;89.10669708;6581.06103516;86.59470367
SE;SUDESTE;2023-01-31;73759.61718750;112.43260193;57672.06250000;87.91020203
N;NORTE;2023-02-01;21025.07421875;93.18280029;17794.11523438;78.86319733
NE;NORDESTE;2023-02-01;16507.33593750;116.53359985;10910.20117188;77.02059937
S;SUL;2023-02-01;6714.85400391;80.58699799;6558.05419922;78.70520020
SE;SUDESTE;2023-02-01;73284.64062500;103.65219879;58387.03125000;82.58139801
N;NORTE;2023-02-02;21302.59765625;94.41269684;17873.26953125;79.21399689
NE;NORDESTE;2023-02-02;16606.87695313;117.23629761;12070.64257813;85.21269989
S;SUL;2023-02-02;6531.08691406;78.38150024;6384.06689453;76.61710358
SE;SUDESTE;2023-02-02;72611.48437500;102.70010376;59248.41015625;83.79969788
N;NORTE;2023-02-03;21733.23242188;96.32129669;17445.48437500;77.31809998
NE;NORDESTE;2023-02-03;16548.16796875;116.82180023;12891.98242188;91.01100159
S;SUL;2023-02-03;6941.81982422;83.31089783;6430.56591797;77.17520142
SE;SUDESTE;2023-02-03;71841.25781250;101.61070251;58015.00390625;82.05519867
N;NORTE;2023-02-04;22043.23632813;97.69519806;17323.19726563;76.77610016
NE;NORDESTE;2023-02-04;16654.39062500;117.57170105;13896.41308594;98.10169983
S;SUL;2023-02-04;6936.36621094;83.24539948;6548.44287109;78.58979797
SE;SUDESTE;2023-02-04;71704.35156250;101.41709900;54598.78515625;77.22329712
N;NORTE;2023-02-05;22315.36914063;98.90129852;17622.80273438;78.10399628
NE;NORDESTE;2023-02-05;16547.63281250;116.81800079;13784.23437500;97.30979919
S;SUL;2023-02-05;7041.57177734;84.50800323;6670.04101563;80.04920197
SE;SUDESTE;2023-02-05;70996.07031250;100.41529846;54198.60937500;76.65740204
N;NORTE;2023-02-06;22365.94140625;99.12550354;17915.29101563;79.40029907
NE;NORDESTE;2023-02-06;16005.35742188;112.98979950;14182.45117188;100.12100220
S;SUL;2023-02-06;7130.86816406;85.57969666;6825.52783203;81.91519928
SE;SUDESTE;2023-02-06;70283.68750000;99.40769958;54970.14062500;77.74859619
N;NORTE;2023-02-07;22365.32617188;99.12270355;17914.12500000;79.39510345
NE;NORDESTE;2023-02-07;15479.51757813;109.27770233;13064.24121094;92.22699738
S;SUL;2023-02-07;6914.45996094;82.98249817;6607.93701172;79.30380249
SE;SUDESTE;2023-02-07;70145.14062500;99.21179962;55293.74218750;78.20629883
N;NORTE;2023-02-08;22284.02734375;98.76239777;17699.39062500;78.44339752
NE;NORDESTE;2023-02-08;15086.14648438;106.50070190;12756.35839844;90.05349731
