,state,time,value,sector
38,GO,2017,401410.0,Public Service
32,GO,2017,4487450.0,Residential
35,GO,2017,1598100.0,Rural
133,GO,2017,15053060.0,Total
42,GO,2018,2421390.0,Commercial
41,GO,2018,5606630.0,Industrial
47,GO,2018,31620.0,Own Use
45,GO,2018,690230.0,Public Lighting
44,GO,2018,460990.0,Public Sector
46,GO,2018,394380.0,Public Service
40,GO,2018,4801890.0,Residential
43,GO,2018,1617050.0,Rural
160,GO,2018,16024160.0,Total
50,GO,2019,2536160.0,Commercial
49,GO,2019,5623590.0,Industrial
55,GO,2019,30540.0,Own Use
53,GO,2019,672140.0,Public Lighting
52,GO,2019,492630.0,Public Sector
54,GO,2019,395210.0,Public Service
48,GO,2019,5115420.0,Residential
51,GO,2019,1637430.0,Rural
187,GO,2019,16503119.999999998,Total
58,GO,2020,2258660.0,Commercial
57,GO,2020,5834660.0,Industrial
63,GO,2020,29720.0,Own Use
61,GO,2020,666390.0,Public Lighting
60,GO,2020,408060.0,Public Sector
62,GO,2020,393340.0,Public Service
56,GO,2020,5434310.0,Residential
59,GO,2020,1678860.0,Rural
214,GO,2020,16704009.999999998,Total
66,GO,2021,2394790.0,Commercial
65,GO,2021,5971760.0,Industrial
71,GO,2021,28710.0,Own Use
69,GO,2021,661630.0,Public Lighting
68,GO,2021,421120.0,Public Sector
70,GO,2021,386590.0,Public Service
64,GO,2021,5670000.0,Residential
67,GO,2021,1789850.0,Rural
241,GO,2021,17324460.0,Total
74,GO,2022,2656740.0,Commercial
73,GO,2022,5972050.0,Industrial
79,GO,2022,41810.0,Own Use
77,GO,2022,641670.0,Public Lighting
76,GO,2022,476260.0,Public Sector
78,GO,2022,409700.0,Public Service
72,GO,2022,5854230.0,Residential
75,GO,2022,1710450.0,Rural
268,GO,2022,17762890.0,Total
2,MA,2013,1062260.0,Commercial
1,MA,2013,6190440.0,Industrial
7,MA,2013,18270.0,Own Use
5,MA,2013,355550.0,Public Lighting
4,MA,2013,327400.0,Public Sector
6,MA,2013,282540.0,Public Service
0,MA,2013,2563500.0,Residential
3,MA,2013,199240.0,Rural
7,MA,2013,10999200.0,Total
10,MA,2014,1183190.0,Commercial
9,MA,2014,3500870.0,Industrial
15,MA,2014,8990.0,Own Use
13,MA,2014,378020.0,Public Lighting
12,MA,2014,345700.0,Public Sector
14,MA,2014,292260.0,Public Service
8,MA,2014,2784970.0,Residential
11,MA,2014,206130.0,Rural
34,MA,2014,8700110.0,Total
18,MA,2015,1236810.0,Commercial
17,MA,2015,1593480.0,Industrial
23,MA,2015,9010.0,Own Use
21,MA,2015,419280.0,Public Lighting
20,MA,2015,364910.0,Public Sector
22,MA,2015,297050.0,Public Service
16,MA,2015,2916640.0,Residential
19,MA,2015,200630.0,Rural
61,MA,2015,7037800.0,Total
26,MA,2016,1248090.0,Commercial
25,MA,2016,1114850.0,Industrial
31,MA,2016,9020.0,Own Use
29,MA,2016,441130.0,Public Lighting
28,MA,2016,383450.0,Public Sector
30,MA,2016,293750.0,Public Service
24,MA,2016,3124600.0,Residential
27,MA,2016,208710.0,Rural
88,MA,2016,6823590.0,Total
34,MA,2017,1242650.0,Commercial
33,MA,2017,1150900.0,Industrial
39,MA,2017,9000.0,Own Use
37,MA,2017,431780.0,Public Lighting
36,MA,2017,400100.0,Public Sector
38,MA,2017,292370.0,Public Service
32,MA,2017,3185840.0,Residential
35,MA,2017,192060.0,Rural
115,MA,2017,6904710.0,Total
42,MA,2018,1232890.0,Commercial
41,MA,2018,1296830.0,Industrial
47,MA,2018,9390.0,Own Use
45,MA,2018,426530.0,Public Lighting
44,MA,2018,409770.0,Public Sector
46,MA,2018,317310.0,Public Service
40,MA,2018,3205070.0,Residential
43,MA,2018,201430.0,Rural
142,MA,2018,7099230.0,Total
50,MA,2019,1250210.0,Commercial
49,MA,2019,1548460.0,Industrial
55,MA,2019,9550.0,Own Use
53,MA,2019,415200.0,Public Lighting
52,MA,2019,427730.0,Public Sector
54,MA,2019,330920.0,Public Service
48,MA,2019,3304460.0,Residential
51,MA,2019,224730.0,Rural
169,MA,2019,7511250.0,Total
58,MA,2020,1184050.0,Commercial
57,MA,2020,1592660.0,Industrial
63,MA,2020,9400.0,Own Use
61,MA,2020,390900.0,Public Lighting
60,MA,2020,360120.0,Public Sector
62,MA,2020,345710.0,Public Service
56,MA,2020,3569640.0,Residential
59,MA,2020,265270.0,Rural
196,MA,2020,7717760.0,Total
66,MA,2021,1276530.0,Commercial
65,MA,2021,1697160.0,Industrial
71,MA,2021,10030.0,Own Use
69,MA,2021,384350.0,Public Lighting
68,MA,2021,403760.0,Public Sector
70,MA,2021,348730.0,Public Service
64,MA,2021,3736760.0,Residential
67,MA,2021,289600.0,Rural
223,MA,2021,8146930.0,Total
74,MA,2022,1167240.0,Commercial
73,MA,2022,2828680.0,Industrial
79,MA,2022,10440.0,Own Use
77,MA,2022,364860.0,Public Lighting
76,MA,2022,489980.0,Public Sector
78,MA,2022,359330.0,Public Service
72,MA,2022,4089970.0,Residential
75,MA,2022,301830.0,Rural
250,MA,2022,9612330.0,Total
2,MG,2013,6494690.0,Commercial
1,MG,2013,30404090.0,Industrial
7,MG,2013,71250.0,Own Use
5,MG,2013,1372470.0,Public Lighting
4,MG,2013,903600.0,Public Sector
6,MG,2013,1302370.0,Public Service
0,MG,2013,10117920.0,Residential
3,MG,2013,3232500.0,Rural
17,MG,2013,53898880.0,Total
10,MG,2014,6852190.0,Commercial
9,MG,2014,29268150.0,Industrial
15,MG,2014,73300.0,Own Use
13,MG,2014,1406550.0,Public Lighting
12,MG,2014,935730.0,Public Sector
14,MG,2014,1334390.0,Public Service
8,MG,2014,10697890.0,Residential
11,MG,2014,3604440.0,Rural
44,MG,2014,54172640.0,Total
18,MG,2015,6841090.0,Commercial
17,MG,2015,28150060.0,Industrial
23,MG,2015,69690.0,Own Use
21,MG,2015,1436030.0,Public Lighting
20,MG,2015,936160.0,Public Sector
22,MG,2015,1264470.0,Public Service
16,MG,2015,10516040.0,Residential
19,MG,2015,3603280.0,Rural
71,MG,2015,52816800.0,Total
26,MG,2016,6622390.0,Commercial
25,MG,2016,29283540.0,Industrial
31,MG,2016,68760.0,Own Use
29,MG,2016,1462720.0,Public Lighting
28,MG,2016,929410.0,Public Sector
30,MG,2016,1312810.0,Public Service
24,MG,2016,10612570.0,Residential
27,MG,2016,3810030.0,Rural
98,MG,2016,54102220.0,Total
34,MG,2017,6555980.0,Commercial
33,MG,2017,29242400.0,Industrial
39,MG,2017,67620.0,Own Use
37,MG,2017,1485590.0,Public Lighting
36,MG,2017,909900.0,Public Sector
38,MG,2017,1362920.0,Public Service
32,MG,2017,10723510.0,Residential
35,MG,2017,3892480.0,Rural
125,MG,2017,54240400.0,Total
42,MG,2018,6728170.0,Commercial
41,MG,2018,30999110.0,Industrial
47,MG,2018,67880.0,Own Use
45,MG,2018,1508300.0,Public Lighting
44,MG,2018,914660.0,Public Sector
46,MG,2018,1378900.0,Public Service
40,MG,2018,11000760.0,Residential
43,MG,2018,3873990.0,Rural
152,MG,2018,56471770.0,Total
50,MG,2019,6820750.0,Commercial
49,MG,2019,29769630.0,Industrial
55,MG,2019,67340.0,Own Use
53,MG,2019,1480480.0,Public Lighting
52,MG,2019,944410.0,Public Sector
54,MG,2019,1440880.0,Public Service
48,MG,2019,11321950.0,Residential
51,MG,2019,4050910.0,Rural
179,MG,2019,55896350.0,Total
58,MG,2020,6125940.0,Commercial
57,MG,2020,30022660.0,Industrial
63,MG,2020,65269.99999999999,Own Use
61,MG,2020,1359400.0,Public Lighting
60,MG,2020,776150.0,Public Sector
62,MG,2020,1484790.0,Public Service
56,MG,2020,11800670.0,Residential
59,MG,2020,4140740.0,Rural
206,MG,2020,55775630.0,Total
66,MG,2021,7006480.0,Commercial
65,MG,2021,32987680.0,Industrial
71,MG,2021,62430.0,Own Use
69,MG,2021,1348500.0,Public Lighting
68,MG,2021,767910.0,Public Sector
70,MG,2021,1490680.0,Public Service
64,MG,2021,12353610.0,Residential
67,MG,2021,4356670.0,Rural
233,MG,2021,60373960.0,Total
74,MG,2022,8112790.0,Commercial
73,MG,2022,33462070.0,Industrial
79,MG,2022,58860.0,Own Use
77,MG,2022,1250700.0,Public Lighting
76,MG,2022,913200.0,Public Sector
78,MG,2022,1481810.0,Public Service
72,MG,2022,12743070.0,Residential
75,MG,2022,3565710.0,Rural
260,MG,2022,61588200.0,Total
2,MS,2013,1077470.0,Commercial
1,MS,2013,1346070.0,Industrial
7,MS,2013,7310.0,Own Use
5,MS,2013,220970.0,Public Lighting
4,MS,2013,239940.0,Public Sector
6,MS,2013,170460.0,Public Service
0,MS,2013,1571160.0,Residential
3,MS,2013,464420.0,Rural
23,MS,2013,5097810.0,Total
10,MS,2014,1193840.0,Commercial
9,MS,2014,1236450.0,Industrial
15,MS,2014,7220.0,Own Use
13,MS,2014,225720.0,Public Lighting
12,MS,2014,256820.0,Public Sector
14,MS,2014,175530.0,Public Service
8,MS,2014,1752890.0,Residential
11,MS,2014,496890.0,Rural
50,MS,2014,5345360.0,Total
18,MS,2015,1219440.0,Commercial
17,MS,2015,1154700.0,Industrial
23,MS,2015,6820.0,Own Use
21,MS,2015,238010.0,Public Lighting
20,MS,2015,257360.0,Public Sector
22,MS,2015,174090.0,Public Service
16,MS,2015,1786430.0,Residential
19,MS,2015,500990.0,Rural
77,MS,2015,5337830.0,Total
26,MS,2016,1174460.0,Commercial
25,MS,2016,1083030.0,Industrial
31,MS,2016,6680.0,Own Use
29,MS,2016,244870.0,Public Lighting
28,MS,2016,232170.0,Public Sector
30,MS,2016,197240.0,Public Service
24,MS,2016,1790730.0,Residential
27,MS,2016,516970.0,Rural
104,MS,2016,5246140.0,Total
34,MS,2017,1250360.0,Commercial
33,MS,2017,1144360.0,Industrial
39,MS,2017,7130.0,Own Use
37,MS,2017,245900.0,Public Lighting
36,MS,2017,259350.00000000003,Public Sector
38,MS,2017,197150.0,Public Service
32,MS,2017,1903030.0,Residential
35,MS,2017,562040.0,Rural
131,MS,2017,5569320.0,Total
42,MS,2018,1245070.0,Commercial
41,MS,2018,1251540.0,Industrial
47,MS,2018,7180.0,Own Use
45,MS,2018,243870.0,Public Lighting
44,MS,2018,257660.00000000003,Public Sector
46,MS,2018,206730.0,Public Service
40,MS,2018,1961920.0,Residential
43,MS,2018,590970.0,Rural
158,MS,2018,5764960.0,Total
50,MS,2019,1282730.0,Commercial
49,MS,2019,1351540.0,Industrial
55,MS,2019,7440.0,Own Use
53,MS,2019,235640.0,Public Lighting
52,MS,2019,274340.0,Public Sector
54,MS,2019,218760.0,Public Service
48,MS,2019,2150290.0,Residential
51,MS,2019,621340.0,Rural
185,MS,2019,6142070.0,Total
58,MS,2020,1225350.0,Commercial
57,MS,2020,1455220.0,Industrial
63,MS,2020,7200.0,Own Use
61,MS,2020,225910.0,Public Lighting
60,MS,2020,221710.0,Public Sector
62,MS,2020,228780.0,Public Service
56,MS,2020,2249660.0,Residential
59,MS,2020,656960.0,Rural
212,MS,2020,6270800.0,Total
66,MS,2021,1167320.0,Commercial
65,MS,2021,1545150.0,Industrial
71,MS,2021,7550.0,Own Use
69,MS,2021,224690.0,Public Lighting
68,MS,2021,227010.0,Public Sector
70,MS,2021,233260.0,Public Service
64,MS,2021,2271110.0,Residential
67,MS,2021,665280.0,Rural
239,MS,2021,6341370.0,Total
74,MS,2022,1247220.0,Commercial
73,MS,2022,1570460.0,Industrial
79,MS,2022,7780.0,Own Use
77,MS,2022,220730.0,Public Lighting
76,MS,2022,248660.0,Public Sector
78,MS,2022,230760.0,Public Service
72,MS,2022,2166210.0,Residential
75,MS,2022,615100.0,Rural
266,MS,2022,6306920.0,Total
2,MT,2013,1503490.0,Commercial
1,MT,2013,2188470.0,Industrial
7,MT,2013,16590.0,Own Use
5,MT,2013,278290.0,Public Lighting
4,MT,2013,309480.0,Public Sector
6,MT,2013,177060.0,Public Service
0,MT,2013,2181740.0,Residential
3,MT,2013,854490.0,Rural
24,MT,2013,7509600.0,Total
10,MT,2014,1614010.0,Commercial
9,MT,2014,2222390.0,Industrial
15,MT,2014,16379.999999999998,Own Use
13,MT,2014,302470.0,Public Lighting
12,MT,2014,346520.0,Public Sector
14,MT,2014,184480.0,Public Service
8,MT,2014,2401150.0,Residential
11,MT,2014,937940.0,Rural
51,MT,2014,8025350.0,Total
18,MT,2015,1670840.0,Commercial
17,MT,2015,2047990.0,Industrial
23,MT,2015,12170.0,Own Use
21,MT,2015,327240.0,Public Lighting
20,MT,2015,364080.0,Public Sector
22,MT,2015,183340.0,Public Service
16,MT,2015,2536580.0,Residential
19,MT,2015,970010.0,Rural
78,MT,2015,8112240.0,Total
26,MT,2016,1620270.0,Commercial
25,MT,2016,1912300.0,Industrial
31,MT,2016,11940.0,Own Use
29,MT,2016,322750.0,Public Lighting
28,MT,2016,361340.0,Public Sector
30,MT,2016,189840.0,Public Service
24,MT,2016,2550380.0,Residential
27,MT,2016,1059190.0,Rural
105,MT,2016,8028010.0,Total
34,MT,2017,1706460.0,Commercial
33,MT,2017,1997670.0,Industrial
39,MT,2017,11880.0,Own Use
37,MT,2017,363280.0,Public Lighting
36,MT,2017,378030.0,Public Sector
38,MT,2017,191580.0,Public Service
32,MT,2017,2733960.0,Residential
35,MT,2017,1192300.0,Rural
132,MT,2017,8575160.0,Total
42,MT,2018,1735400.0,Commercial
41,MT,2018,2086620.0,Industrial
47,MT,2018,11040.0,Own Use
45,MT,2018,379450.0,Public Lighting
44,MT,2018,367830.0,Public Sector
46,MT,2018,199390.0,Public Service
40,MT,2018,2807210.0,Residential
43,MT,2018,1254720.0,Rural
159,MT,2018,8841650.0,Total
50,MT,2019,1846940.0,Commercial
49,MT,2019,2172890.0,Industrial
55,MT,2019,11050.0,Own Use
53,MT,2019,371870.0,Public Lighting
52,MT,2019,405880.0,Public Sector
54,MT,2019,210970.0,Public Service
48,MT,2019,3100170.0,Residential
51,MT,2019,1338290.0,Rural
186,MT,2019,9458050.0,Total
58,MT,2020,1716330.0,Commercial
57,MT,2020,2284520.0,Industrial
63,MT,2020,11080.0,Own Use
61,MT,2020,370270.0,Public Lighting
60,MT,2020,332580.0,Public Sector
62,MT,2020,216240.0,Public Service
56,MT,2020,3366390.0,Residential
59,MT,2020,1502560.0,Rural
213,MT,2020,9799970.0,Total
66,MT,2021,1746690.0,Commercial
65,MT,2021,2286670.0,Industrial
71,MT,2021,10940.0,Own Use
69,MT,2021,414090.0,Public Lighting
68,MT,2021,348550.0,Public Sector
70,MT,2021,217760.0,Public Service
64,MT,2021,3308270.0,Residential
67,MT,2021,1437070.0,Rural
240,MT,2021,9770040.0,Total
74,MT,2022,1792300.0,Commercial
73,MT,2022,2393040.0,Industrial
79,MT,2022,11060.0,Own Use
77,MT,2022,389810.0,Public Lighting
76,MT,2022,416600.0,Public Sector
78,MT,2022,229270.0,Public Service
72,MT,2022,3378410.0,Residential
75,MT,2022,1388350.0,Rural
267,MT,2022,9998840.0,Total
2,PA,2013,1626740.0,Commercial
1,PA,2013,11425190.0,Industrial
7,PA,2013,82930.0,Own Use
5,PA,2013,303960.0,Public Lighting
4,PA,2013,470080.0,Public Sector
6,PA,2013,243680.0,Public Service
0,PA,2013,2632020.0,Residential
3,PA,2013,187420.0,Rural
4,PA,2013,16972010.0,Total
10,PA,2014,1718730.0,Commercial
9,PA,2014,12085280.0,Industrial
15,PA,2014,82960.0,Own Use
13,PA,2014,387420.0,Public Lighting
12,PA,2014,486490.0,Public Sector
14,PA,2014,252300.0,Public Service
8,PA,2014,3200260.0,Residential
11,PA,2014,192720.0,Rural
31,PA,2014,18406150.0,Total
18,PA,2015,1784830.0,Commercial
17,PA,2015,12349180.0,Industrial
23,PA,2015,355140.0,Own Use
21,PA,2015,456530.0,Public Lighting
20,PA,2015,503660.0,Public Sector
22,PA,2015,251570.0,Public Service
16,PA,2015,3432030.0,Residential
19,PA,2015,204150.0,Rural
58,PA,2015,19337090.0,Total
26,PA,2016,1847010.0,Commercial
25,PA,2016,12671930.0,Industrial
31,PA,2016,279750.0,Own Use
29,PA,2016,525760.0,Public Lighting
28,PA,2016,528390.0,Public Sector
30,PA,2016,260110.0,Public Service
24,PA,2016,3746100.0,Residential
27,PA,2016,249690.0,Rural
85,PA,2016,20108740.0,Total
34,PA,2017,1872320.0,Commercial
33,PA,2017,12765880.0,Industrial
39,PA,2017,302850.0,Own Use
37,PA,2017,475830.0,Public Lighting
36,PA,2017,532430.0,Public Sector
38,PA,2017,255230.0,Public Service
32,PA,2017,3809910.0,Residential
35,PA,2017,279020.0,Rural
112,PA,2017,20293460.0,Total
42,PA,2018,1849310.0,Commercial
41,PA,2018,10622280.0,Industrial
47,PA,2018,312010.0,Own Use
45,PA,2018,506930.0,Public Lighting
44,PA,2018,525720.0,Public Sector
46,PA,2018,257550.0,Public Service
40,PA,2018,3671510.0,Residential
43,PA,2018,284780.0,Rural
139,PA,2018,18030110.0,Total
50,PA,2019,1887090.0,Commercial
49,PA,2019,10792270.0,Industrial
55,PA,2019,308460.0,Own Use
53,PA,2019,490420.0,Public Lighting
52,PA,2019,554480.0,Public Sector
54,PA,2019,255960.0,Public Service
48,PA,2019,3611820.0,Residential
51,PA,2019,291180.0,Rural
166,PA,2019,18191680.0,Total
58,PA,2020,1852440.0,Commercial
57,PA,2020,11944000.0,Industrial
63,PA,2020,292170.0,Own Use
61,PA,2020,477390.0,Public Lighting
60,PA,2020,480660.0,Public Sector
62,PA,2020,279740.0,Public Service
56,PA,2020,3928860.0,Residential
59,PA,2020,319060.0,Rural
193,PA,2020,19574320.0,Total
66,PA,2021,2026500.0,Commercial
65,PA,2021,12969280.0,Industrial
71,PA,2021,330040.0,Own Use
69,PA,2021,468050.0,Public Lighting
68,PA,2021,477500.0,Public Sector
70,PA,2021,269180.0,Public Service
64,PA,2021,4258420.0,Residential
67,PA,2021,337270.0,Rural
220,PA,2021,21136220.0,Total
74,PA,2022,2177530.0,Commercial
73,PA,2022,13071570.0,Industrial
79,PA,2022,295240.0,Own Use
77,PA,2022,458920.0,Public Lighting
76,PA,2022,561190.0,Public Sector
78,PA,2022,286690.0,Public Service
72,PA,2022,4538570.0,Residential
75,PA,2022,347770.0,Rural
247,PA,2022,21737490.0,Total
2,PB,2013,825750.0,Commercial
1,PB,2013,1459810.0,Industrial
7,PB,2013,7590.0,Own Use
5,PB,2013,248410.0,Public Lighting
4,PB,2013,257000.0,Public Sector
6,PB,2013,225690.0,Public Service
0,PB,2013,1603430.0,Residential
3,PB,2013,282620.0,Rural
11,PB,2013,4910300.0,Total
10,PB,2014,886370.0,Commercial
9,PB,2014,1474950.0,Industrial
15,PB,2014,7870.0,Own Use
13,PB,2014,252250.0,Public Lighting
12,PB,2014,261630.0,Public Sector
14,PB,2014,223180.0,Public Service
8,PB,2014,1719930.0,Residential
11,PB,2014,277190.0,Rural
38,PB,2014,5103360.0,Total
18,PB,2015,919840.0,Commercial
17,PB,2015,1465170.0,Industrial
23,PB,2015,7530.0,Own Use
21,PB,2015,259130.0,Public Lighting
20,PB,2015,265470.0,Public Sector
22,PB,2015,202500.0,Public Service
16,PB,2015,1771920.0,Residential
19,PB,2015,287980.0,Rural
65,PB,2015,5179540.0,Total
26,PB,2016,910540.0,Commercial
25,PB,2016,1460430.0,Industrial
31,PB,2016,7680.0,Own Use
29,PB,2016,275260.0,Public Lighting
28,PB,2016,259820.0,Public Sector
30,PB,2016,185160.0,Public Service
24,PB,2016,1812130.0,Residential
27,PB,2016,278190.0,Rural
92,PB,2016,5189200.0,Total
34,PB,2017,922060.0,Commercial
33,PB,2017,1446410.0,Industrial
39,PB,2017,7300.0,Own Use
37,PB,2017,292390.0,Public Lighting
36,PB,2017,265470.0,Public Sector
38,PB,2017,194460.0,Public Service
32,PB,2017,1843890.0,Residential
35,PB,2017,278680.0,Rural
119,PB,2017,5250660.0,Total
42,PB,2018,948610.0,Commercial
41,PB,2018,1451310.0,Industrial
47,PB,2018,6880.0,Own Use
45,PB,2018,305090.0,Public Lighting
44,PB,2018,283050.0,Public Sector
46,PB,2018,213740.0,Public Service
40,PB,2018,1885810.0,Residential
43,PB,2018,312280.0,Rural
146,PB,2018,5406780.0,Total
50,PB,2019,975290.0,Commercial
49,PB,2019,1441200.0,Industrial
55,PB,2019,7250.0,Own Use
53,PB,2019,302950.0,Public Lighting
52,PB,2019,298000.0,Public Sector
54,PB,2019,222510.0,Public Service
48,PB,2019,2020830.0,Residential
51,PB,2019,318620.0,Rural
173,PB,2019,5586660.0,Total
58,PB,2020,878680.0,Commercial
57,PB,2020,1392520.0,Industrial
63,PB,2020,7460.0,Own Use
61,PB,2020,307760.0,Public Lighting
60,PB,2020,241320.0,Public Sector
62,PB,2020,230550.0,Public Service
56,PB,2020,2189030.0,Residential
59,PB,2020,350560.0,Rural
200,PB,2020,5597880.0,Total
66,PB,2021,939840.0,Commercial
65,PB,2021,1447420.0,Industrial
71,PB,2021,7510.0,Own Use
69,PB,2021,300970.0,Public Lighting
68,PB,2021,249730.0,Public Sector
70,PB,2021,232210.0,Public Service
64,PB,2021,2335850.0,Residential
67,PB,2021,367860.0,Rural
227,PB,2021,5881380.0,Total
74,PB,2022,961130.0,Commercial
73,PB,2022,1368480.0,Industrial
79,PB,2022,7750.0,Own Use
77,PB,2022,287350.0,Public Lighting
76,PB,2022,281420.0,Public Sector
78,PB,2022,240700.0,Public Service
72,PB,2022,2305980.0,Residential
75,PB,2022,298130.0,Rural
254,PB,2022,5750940.0,Total
2,PE,2013,2547770.0,Commercial
1,PE,2013,3413860.0,Industrial
7,PE,2013,46920.0,Own Use
5,PE,2013,416800.0,Public Lighting
4,PE,2013,664720.0,Public Sector
6,PE,2013,616830.0,Public Service
0,PE,2013,4563340.0,Residential
3,PE,2013,664860.0,Rural
12,PE,2013,12935110.0,Total
10,PE,2014,2716520.0,Commercial
9,PE,2014,3539020.0,Industrial
15,PE,2014,43020.0,Own Use
13,PE,2014,443800.0,Public Lighting
12,PE,2014,679140.0,Public Sector
14,PE,2014,642480.0,Public Service
8,PE,2014,4758840.0,Residential
11,PE,2014,636510.0,Rural
39,PE,2014,13459320.0,Total
18,PE,2015,2877050.0,Commercial
17,PE,2015,3801060.0,Industrial
23,PE,2015,43740.0,Own Use
21,PE,2015,442010.0,Public Lighting
20,PE,2015,664740.0,Public Sector
22,PE,2015,611370.0,Public Service
16,PE,2015,4840540.0,Residential
19,PE,2015,674360.0,Rural
66,PE,2015,13954870.0,Total
26,PE,2016,2901950.0,Commercial
25,PE,2016,3848160.0,Industrial
31,PE,2016,45510.0,Own Use
29,PE,2016,461260.0,Public Lighting
28,PE,2016,640510.0,Public Sector
30,PE,2016,579060.0,Public Service
24,PE,2016,4851630.0,Residential
27,PE,2016,667930.0,Rural
93,PE,2016,13996000.0,Total
34,PE,2017,2893040.0,Commercial
33,PE,2017,3733080.0,Industrial
39,PE,2017,45810.0,Own Use
37,PE,2017,487170.0,Public Lighting
36,PE,2017,828290.0,Public Sector
38,PE,2017,572240.0,Public Service
32,PE,2017,4849520.0,Residential
35,PE,2017,677720.0,Rural
120,PE,2017,14086860.0,Total
42,PE,2018,2946820.0,Commercial
41,PE,2018,3656630.0,Industrial
47,PE,2018,41650.0,Own Use
45,PE,2018,508610.0,Public Lighting
44,PE,2018,710180.0,Public Sector
46,PE,2018,606200.0,Public Service
40,PE,2018,4932710.0,Residential
43,PE,2018,672050.0,Rural
147,PE,2018,14074850.0,Total
50,PE,2019,3052820.0,Commercial
49,PE,2019,3718810.0,Industrial
55,PE,2019,46840.0,Own Use
53,PE,2019,534920.0,Public Lighting
52,PE,2019,709910.0,Public Sector
54,PE,2019,641690.0,Public Service
48,PE,2019,5164200.0,Residential
51,PE,2019,685960.0,Rural
174,PE,2019,14555150.0,Total
58,PE,2020,2630850.0,Commercial
57,PE,2020,3596000.0,Industrial
63,PE,2020,46740.0,Own Use
61,PE,2020,553030.0,Public Lighting
60,PE,2020,670620.0,Public Sector
62,PE,2020,623950.0,Public Service
56,PE,2020,5413290.0,Residential
59,PE,2020,618410.0,Rural
201,PE,2020,14152880.0,Total
66,PE,2021,2882830.0,Commercial
65,PE,2021,3976560.0,Industrial
71,PE,2021,43790.0,Own Use
69,PE,2021,592900.0,Public Lighting
68,PE,2021,891800.0,Public Sector
70,PE,2021,690160.0,Public Service
64,PE,2021,5453530.0,Residential
67,PE,2021,680760.0,Rural
228,PE,2021,15212340.0,Total
74,PE,2022,2997730.0,Commercial
73,PE,2022,3827840.0,Industrial
79,PE,2022,50920.0,Own Use
77,PE,2022,525800.0,Public Lighting
76,PE,2022,1024310.0,Public Sector
78,PE,2022,691030.0,Public Service
72,PE,2022,5393730.0,Residential
75,PE,2022,513770.0,Rural
255,PE,2022,15025140.0,Total
2,PI,2013,618110.0,Commercial
1,PI,2013,268600.0,Industrial
7,PI,2013,10280.0,Own Use
5,PI,2013,174710.0,Public Lighting
4,PI,2013,214940.0,Public Sector
6,PI,2013,147840.0,Public Service
0,PI,2013,1328470.0,Residential
3,PI,2013,128740.00000000001,Rural
8,PI,2013,2891680.0,Total
10,PI,2014,668230.0,Commercial
9,PI,2014,288930.0,Industrial
15,PI,2014,9780.0,Own Use
13,PI,2014,188460.0,Public Lighting
12,PI,2014,221160.0,Public Sector
14,PI,2014,154200.0,Public Service
8,PI,2014,1413580.0,Residential
11,PI,2014,142040.0,Rural
35,PI,2014,3086370.0,Total
18,PI,2015,716510.0,Commercial
17,PI,2015,270800.0,Industrial
23,PI,2015,9840.0,Own Use
21,PI,2015,183500.0,Public Lighting
20,PI,2015,225890.0,Public Sector
22,PI,2015,157290.0,Public Service
16,PI,2015,1578230.0,Residential
19,PI,2015,151040.0,Rural
62,PI,2015,3293090.0,Total
26,PI,2016,752910.0,Commercial
25,PI,2016,237440.0,Industrial
31,PI,2016,9710.0,Own Use
29,PI,2016,183790.0,Public Lighting
28,PI,2016,243830.0,Public Sector
30,PI,2016,161250.0,Public Service
24,PI,2016,1629010.0,Residential
27,PI,2016,162770.0,Rural
89,PI,2016,3380710.0,Total
34,PI,2017,775270.0,Commercial
33,PI,2017,209210.0,Industrial
39,PI,2017,9970.0,Own Use
37,PI,2017,224270.0,Public Lighting
36,PI,2017,246660.0,Public Sector
38,PI,2017,166700.0,Public Service
32,PI,2017,1679630.0,Residential
35,PI,2017,168860.0,Rural
116,PI,2017,3480580.0,Total
42,PI,2018,769900.0,Commercial
41,PI,2018,200140.0,Industrial
47,PI,2018,11550.0,Own Use
45,PI,2018,168030.0,Public Lighting
44,PI,2018,254140.0,Public Sector
46,PI,2018,175010.0,Public Service
40,PI,2018,1655820.0,Residential
43,PI,2018,173530.0,Rural
143,PI,2018,3408110.0,Total
50,PI,2019,811700.0,Commercial
49,PI,2019,207940.0,Industrial
55,PI,2019,10290.0,Own Use
53,PI,2019,228500.0,Public Lighting
52,PI,2019,265270.0,Public Sector
54,PI,2019,186510.0,Public Service
48,PI,2019,1776110.0,Residential
51,PI,2019,177540.0,Rural
170,PI,2019,3663860.0,Total
58,PI,2020,729200.0,Commercial
57,PI,2020,191440.0,Industrial
63,PI,2020,10550.0,Own Use
61,PI,2020,256019.99999999997,Public Lighting
60,PI,2020,204810.0,Public Sector
62,PI,2020,194010.0,Public Service
56,PI,2020,1888060.0,Residential
59,PI,2020,225380.0,Rural
197,PI,2020,3699450.0,Total
66,PI,2021,820960.0,Commercial
65,PI,2021,221630.0,Industrial
71,PI,2021,10940.0,Own Use
69,PI,2021,217080.0,Public Lighting
68,PI,2021,218680.0,Public Sector
70,PI,2021,207840.0,Public Service
64,PI,2021,1991640.0,Residential
67,PI,2021,272750.0,Rural
224,PI,2021,3961520.0,Total
74,PI,2022,853120.0,Commercial
