REGION,TECHNOLOGY,YEAR,VALUE
SUDESTE,coal,2025,2500.0
SUDESTE,coal,2026,2500.0
SUDESTE,coal,2027,2500.0
SUDESTE,coal,2028,2500.0
SUDESTE,coal,2029,2500.0
SUDESTE,coal,2030,2500.0
SUDESTE,oil,2024,1200.0
SUDESTE,oil,2025,1200.0
SUDESTE,oil,2026,1200.0
SUDESTE,oil,2027,1200.0
SUDESTE,oil,2028,1200.0
SUDESTE,oil,2029,1200.0
SUDESTE,oil,2030,1200.0
SUDESTE,gas,2024,1260.0
SUDESTE,gas,2025,1260.0
SUDESTE,gas,2026,1260.0
SUDESTE,gas,2027,1260.0
SUDESTE,gas,2028,1260.0
SUDESTE,gas,2029,1260.0
