REGION,FUEL,TIMESLICE,YEAR,VALUE
NORDESTE,DEM,453,2024,0.00011956191020030136
NORDESTE,DEM,454,2024,0.00012314541830124722
NORDESTE,DEM,455,2024,0.0001227651822496286
NORDESTE,DEM,456,2024,0.00011957453448942844
NORDESTE,DEM,457,2024,0.00011707718630897591
NORDESTE,DEM,458,2024,0.00011411584839754677
NORDESTE,DEM,459,2024,0.00011123308255426674
NORDESTE,DEM,460,2024,0.00010948829274356881
NORDESTE,DEM,461,2024,0.00010867845401717793
NORDESTE,DEM,462,2024,0.00010422641366651153
NORDESTE,DEM,463,2024,9.94659261322477e-05
NORDESTE,DEM,464,2024,0.00010180424595414418
NORDESTE,DEM,465,2024,0.00010656153031056979
NORDESTE,DEM,466,2024,0.00010592993900976423
NORDESTE,DEM,467,2024,0.00010610404114638248
NORDESTE,DEM,468,2024,0.00010479196297718215
NORDESTE,DEM,469,2024,0.00010119055476478745
NORDESTE,DEM,470,2024,0.0001054425849227912
NORDESTE,DEM,471,2024,0.00011163969771749419
NORDESTE,DEM,472,2024,0.00011628063134950233
NORDESTE,DEM,473,2024,0.00011719363124450629
NORDESTE,DEM,474,2024,0.00011377244889106761
NORDESTE,DEM,475,2024,0.0001178554643125491
NORDESTE,DEM,476,2024,0.00011931196811780775
NORDESTE,DEM,477,2024,0.00011741163575973066
NORDESTE,DEM,478,2024,0.00012055442427458336
NORDESTE,DEM,479,2024,0.00012084873979124753
NORDESTE,DEM,480,2024,0.00011868009418366352
NORDESTE,DEM,481,2024,0.00011566411382675895
NORDESTE,DEM,482,2024,0.00011321566121389564
NORDESTE,DEM,483,2024,0.00011122281354296188
NORDESTE,DEM,484,2024,0.00010962084777940315
NORDESTE,DEM,485,2024,0.00010917946871551979
NORDESTE,DEM,486,2024,0.00010365634222242227
NORDESTE,DEM,487,2024,9.780083892305358e-05
NORDESTE,DEM,488,2024,9.63595973180829e-05
NORDESTE,DEM,489,2024,9.651165405428519e-05
NORDESTE,DEM,490,2024,9.354343873161516e-05
NORDESTE,DEM,491,2024,9.347767937481887e-05
NORDESTE,DEM,492,2024,9.357650683223909e-05
NORDESTE,DEM,493,2024,9.19817011132599e-05
NORDESTE,DEM,494,2024,9.295395979827083e-05
NORDESTE,DEM,495,2024,9.63978470299157e-05
NORDESTE,DEM,496,2024,0.0001011784957423377
NORDESTE,DEM,497,2024,0.00010553519444676076
NORDESTE,DEM,498,2024,0.0001107634401565168
NORDESTE,DEM,499,2024,0.00012195214034539949
NORDESTE,DEM,500,2024,0.00012376033423507147
NORDESTE,DEM,501,2024,0.00012198530265713628
NORDESTE,DEM,502,2024,0.00012171576466316183
NORDESTE,DEM,503,2024,0.00012040246174949395
NORDESTE,DEM,504,2024,0.00011889338814324346
NORDESTE,DEM,505,2024,0.00011587354513071044
NORDESTE,DEM,506,2024,0.00011362764641055773
NORDESTE,DEM,507,2024,0.00011114122671920031
NORDESTE,DEM,508,2024,0.00010894525988887859
NORDESTE,DEM,509,2024,0.00010729242012436
NORDESTE,DEM,510,2024,0.00010035188743785262
NORDESTE,DEM,511,2024,9.197953425766344e-05
NORDESTE,DEM,512,2024,8.633817281789067e-05
NORDESTE,DEM,513,2024,8.368612999007496e-05
NORDESTE,DEM,514,2024,8.061635508771096e-05
NORDESTE,DEM,515,2024,7.910162881468714e-05
NORDESTE,DEM,516,2024,7.937644263098335e-05
NORDESTE,DEM,517,2024,8.113461041971147e-05
NORDESTE,DEM,518,2024,8.313179180183811e-05
NORDESTE,DEM,519,2024,8.645358143117927e-05
NORDESTE,DEM,520,2024,9.129659790033357e-05
NORDESTE,DEM,521,2024,9.705760745347495e-05
NORDESTE,DEM,522,2024,0.00010295588259809509
NORDESTE,DEM,523,2024,0.00011628383452734053
NORDESTE,DEM,524,2024,0.00011872974344015585
NORDESTE,DEM,525,2024,0.00011867076728348755
NORDESTE,DEM,526,2024,0.00012054566264108472
NORDESTE,DEM,527,2024,0.0001209086580590447
NORDESTE,DEM,528,2024,0.0001184327900123308
NORDESTE,DEM,529,2024,0.00011536819672117567
NORDESTE,DEM,530,2024,0.00011307679403349775
