REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
SUL,IMPURN,URN,1,2027,1.0
SUL,IMPURN,URN,1,2028,1.0
SUL,IMPURN,URN,1,2029,1.0
SUL,IMPURN,URN,1,2030,1.0
SUL,MINURN,URN,1,2024,1.0
SUL,MINURN,URN,1,2025,1.0
SUL,MINURN,URN,1,2026,1.0
SUL,MINURN,URN,1,2027,1.0
SUL,MINURN,URN,1,2028,1.0
SUL,MINURN,URN,1,2029,1.0
SUL,MINURN,URN,1,2030,1.0
SUL,MINGEO,GEO,1,2024,1.0
SUL,MINGEO,GEO,1,2025,1.0
SUL,MINGEO,GEO,1,2026,1.0
SUL,MINGEO,GEO,1,2027,1.0
SUL,MINGEO,GEO,1,2028,1.0
SUL,MINGEO,GEO,1,2029,1.0
SUL,MINGEO,GEO,1,2030,1.0
SUL,MINHYD,HYD,1,2024,1.0
SUL,MINHYD,HYD,1,2025,1.0
SUL,MINHYD,HYD,1,2026,1.0
SUL,MINHYD,HYD,1,2027,1.0
SUL,MINHYD,HYD,1,2028,1.0
SUL,MINHYD,HYD,1,2029,1.0
SUL,MINHYD,HYD,1,2030,1.0
NORTE,IMPOIL,OIL,1,2024,1.0
NORTE,IMPOIL,OIL,1,2025,1.0
NORTE,IMPOIL,OIL,1,2026,1.0
NORTE,IMPOIL,OIL,1,2027,1.0
NORTE,IMPOIL,OIL,1,2028,1.0
NORTE,IMPOIL,OIL,1,2029,1.0
NORTE,IMPOIL,OIL,1,2030,1.0
NORTE,MINOIL,OIL,1,2024,1.0
NORTE,MINOIL,OIL,1,2025,1.0
NORTE,MINOIL,OIL,1,2026,1.0
NORTE,MINOIL,OIL,1,2027,1.0
NORTE,MINOIL,OIL,1,2028,1.0
NORTE,MINOIL,OIL,1,2029,1.0
NORTE,MINOIL,OIL,1,2030,1.0
NORTE,IMPBIO,BIO,1,2024,1.0
NORTE,IMPBIO,BIO,1,2025,1.0
NORTE,IMPBIO,BIO,1,2026,1.0
NORTE,IMPBIO,BIO,1,2027,1.0
NORTE,IMPBIO,BIO,1,2028,1.0
NORTE,IMPBIO,BIO,1,2029,1.0
NORTE,IMPBIO,BIO,1,2030,1.0
NORTE,MINBIO,BIO,1,2024,1.0
NORTE,MINBIO,BIO,1,2025,1.0
NORTE,MINBIO,BIO,1,2026,1.0
NORTE,MINBIO,BIO,1,2027,1.0
NORTE,MINBIO,BIO,1,2028,1.0
NORTE,MINBIO,BIO,1,2029,1.0
NORTE,MINBIO,BIO,1,2030,1.0
NORTE,IMPCOA,COA,1,2024,1.0
NORTE,IMPCOA,COA,1,2025,1.0
NORTE,IMPCOA,COA,1,2026,1.0
NORTE,IMPCOA,COA,1,2027,1.0
NORTE,IMPCOA,COA,1,2028,1.0
NORTE,IMPCOA,COA,1,2029,1.0
NORTE,IMPCOA,COA,1,2030,1.0
NORTE,MINCOA,COA,1,2024,1.0
NORTE,MINCOA,COA,1,2025,1.0
NORTE,MINCOA,COA,1,2026,1.0
NORTE,MINCOA,COA,1,2027,1.0
NORTE,MINCOA,COA,1,2028,1.0
NORTE,MINCOA,COA,1,2029,1.0
NORTE,MINCOA,COA,1,2030,1.0
NORTE,IMPLFO,LFO,1,2024,1.0
NORTE,IMPLFO,LFO,1,2025,1.0
NORTE,IMPLFO,LFO,1,2026,1.0
NORTE,IMPLFO,LFO,1,2027,1.0
NORTE,IMPLFO,LFO,1,2028,1.0
NORTE,IMPLFO,LFO,1,2029,1.0
NORTE,IMPLFO,LFO,1,2030,1.0
NORTE,IMPHFO,HFO,1,2024,1.0
NORTE,IMPHFO,HFO,1,2025,1.0
NORTE,IMPHFO,HFO,1,2026,1.0
NORTE,IMPHFO,HFO,1,2027,1.0
NORTE,IMPHFO,HFO,1,2028,1.0
NORTE,IMPHFO,HFO,1,2029,1.0
NORTE,IMPHFO,HFO,1,2030,1.0
NORTE,UPSREF001,LFO,1,2024,0.9
NORTE,UPSREF001,LFO,1,2025,0.9
NORTE,UPSREF001,LFO,1,2026,0.9
NORTE,UPSREF001,LFO,1,2027,0.9
NORTE,UPSREF001,LFO,1,2028,0.9
NORTE,UPSREF001,LFO,1,2029,0.9
NORTE,UPSREF001,LFO,1,2030,0.9
NORTE,UPSREF001,HFO,1,2024,0.1
NORTE,UPSREF001,HFO,1,2025,0.1
NORTE,UPSREF001,HFO,1,2026,0.1
NORTE,UPSREF001,HFO,1,2027,0.1
NORTE,UPSREF001,HFO,1,2028,0.1
NORTE,UPSREF001,HFO,1,2029,0.1
NORTE,UPSREF001,HFO,1,2030,0.1
NORTE,UPSREF002,LFO,1,2024,0.8
NORTE,UPSREF002,LFO,1,2025,0.8
NORTE,UPSREF002,LFO,1,2026,0.8
NORTE,UPSREF002,LFO,1,2027,0.8
NORTE,UPSREF002,LFO,1,2028,0.8
NORTE,UPSREF002,LFO,1,2029,0.8
NORTE,UPSREF002,LFO,1,2030,0.8
NORTE,UPSREF002,HFO,1,2024,0.2
NORTE,UPSREF002,HFO,1,2025,0.2
NORTE,UPSREF002,HFO,1,2026,0.2
NORTE,UPSREF002,HFO,1,2027,0.2
NORTE,UPSREF002,HFO,1,2028,0.2
NORTE,UPSREF002,HFO,1,2029,0.2
NORTE,UPSREF002,HFO,1,2030,0.2
NORTE,IMPNGS,NGS,1,2024,1.0
NORTE,IMPNGS,NGS,1,2025,1.0
NORTE,IMPNGS,NGS,1,2026,1.0
NORTE,IMPNGS,NGS,1,2027,1.0
NORTE,IMPNGS,NGS,1,2028,1.0
NORTE,IMPNGS,NGS,1,2029,1.0
NORTE,IMPNGS,NGS,1,2030,1.0
NORTE,MINNGS,NGS,1,2024,1.0
NORTE,MINNGS,NGS,1,2025,1.0
NORTE,MINNGS,NGS,1,2026,1.0
NORTE,MINNGS,NGS,1,2027,1.0
NORTE,MINNGS,NGS,1,2028,1.0
NORTE,MINNGS,NGS,1,2029,1.0
NORTE,MINNGS,NGS,1,2030,1.0
NORTE,MINSOL,SOL,1,2024,1.0
NORTE,MINSOL,SOL,1,2025,1.0
NORTE,MINSOL,SOL,1,2026,1.0
NORTE,MINSOL,SOL,1,2027,1.0
NORTE,MINSOL,SOL,1,2028,1.0
NORTE,MINSOL,SOL,1,2029,1.0
NORTE,MINSOL,SOL,1,2030,1.0
NORTE,MINWND,WND,1,2024,1.0
NORTE,MINWND,WND,1,2025,1.0
NORTE,MINWND,WND,1,2026,1.0
NORTE,MINWND,WND,1,2027,1.0
NORTE,MINWND,WND,1,2028,1.0
NORTE,MINWND,WND,1,2029,1.0
NORTE,MINWND,WND,1,2030,1.0
NORTE,IMPURN,URN,1,2024,1.0
NORTE,IMPURN,URN,1,2025,1.0
NORTE,IMPURN,URN,1,2026,1.0
NORTE,IMPURN,URN,1,2027,1.0
NORTE,IMPURN,URN,1,2028,1.0
NORTE,IMPURN,URN,1,2029,1.0
NORTE,IMPURN,URN,1,2030,1.0
NORTE,MINURN,URN,1,2024,1.0
NORTE,MINURN,URN,1,2025,1.0
NORTE,MINURN,URN,1,2026,1.0
NORTE,MINURN,URN,1,2027,1.0
NORTE,MINURN,URN,1,2028,1.0
NORTE,MINURN,URN,1,2029,1.0
NORTE,MINURN,URN,1,2030,1.0
NORTE,MINGEO,GEO,1,2024,1.0
NORTE,MINGEO,GEO,1,2025,1.0
NORTE,MINGEO,GEO,1,2026,1.0
NORTE,MINGEO,GEO,1,2027,1.0
NORTE,MINGEO,GEO,1,2028,1.0
NORTE,MINGEO,GEO,1,2029,1.0
NORTE,MINGEO,GEO,1,2030,1.0
NORTE,MINHYD,HYD,1,2024,1.0
NORTE,MINHYD,HYD,1,2025,1.0
NORTE,MINHYD,HYD,1,2026,1.0
NORTE,MINHYD,HYD,1,2027,1.0
NORTE,MINHYD,HYD,1,2028,1.0
NORTE,MINHYD,HYD,1,2029,1.0
NORTE,MINHYD,HYD,1,2030,1.0
SUDESTE,IMPOIL,OIL,1,2024,1.0
SUDESTE,IMPOIL,OIL,1,2025,1.0
SUDESTE,IMPOIL,OIL,1,2026,1.0
SUDESTE,IMPOIL,OIL,1,2027,1.0
SUDESTE,IMPOIL,OIL,1,2028,1.0
SUDESTE,IMPOIL,OIL,1,2029,1.0
SUDESTE,IMPOIL,OIL,1,2030,1.0
SUDESTE,MINOIL,OIL,1,2024,1.0
SUDESTE,MINOIL,OIL,1,2025,1.0
SUDESTE,MINOIL,OIL,1,2026,1.0
SUDESTE,MINOIL,OIL,1,2027,1.0
SUDESTE,MINOIL,OIL,1,2028,1.0
SUDESTE,MINOIL,OIL,1,2029,1.0
SUDESTE,MINOIL,OIL,1,2030,1.0
SUDESTE,IMPBIO,BIO,1,2024,1.0
SUDESTE,IMPBIO,BIO,1,2025,1.0
SUDESTE,IMPBIO,BIO,1,2026,1.0
SUDESTE,IMPBIO,BIO,1,2027,1.0
SUDESTE,IMPBIO,BIO,1,2028,1.0
SUDESTE,IMPBIO,BIO,1,2029,1.0
SUDESTE,IMPBIO,BIO,1,2030,1.0
SUDESTE,MINBIO,BIO,1,2024,1.0
SUDESTE,MINBIO,BIO,1,2025,1.0
SUDESTE,MINBIO,BIO,1,2026,1.0
SUDESTE,MINBIO,BIO,1,2027,1.0
SUDESTE,MINBIO,BIO,1,2028,1.0
SUDESTE,MINBIO,BIO,1,2029,1.0
SUDESTE,MINBIO,BIO,1,2030,1.0
SUDESTE,IMPCOA,COA,1,2024,1.0
SUDESTE,IMPCOA,COA,1,2025,1.0
SUDESTE,IMPCOA,COA,1,2026,1.0
SUDESTE,IMPCOA,COA,1,2027,1.0
SUDESTE,IMPCOA,COA,1,2028,1.0
SUDESTE,IMPCOA,COA,1,2029,1.0
SUDESTE,IMPCOA,COA,1,2030,1.0
SUDESTE,MINCOA,COA,1,2024,1.0
SUDESTE,MINCOA,COA,1,2025,1.0
SUDESTE,MINCOA,COA,1,2026,1.0
SUDESTE,MINCOA,COA,1,2027,1.0
SUDESTE,MINCOA,COA,1,2028,1.0
SUDESTE,MINCOA,COA,1,2029,1.0
SUDESTE,MINCOA,COA,1,2030,1.0
SUDESTE,IMPLFO,LFO,1,2024,1.0
SUDESTE,IMPLFO,LFO,1,2025,1.0
SUDESTE,IMPLFO,LFO,1,2026,1.0
SUDESTE,IMPLFO,LFO,1,2027,1.0
SUDESTE,IMPLFO,LFO,1,2028,1.0
SUDESTE,IMPLFO,LFO,1,2029,1.0
SUDESTE,IMPLFO,LFO,1,2030,1.0
SUDESTE,IMPHFO,HFO,1,2024,1.0
SUDESTE,IMPHFO,HFO,1,2025,1.0
SUDESTE,IMPHFO,HFO,1,2026,1.0
SUDESTE,IMPHFO,HFO,1,2027,1.0
SUDESTE,IMPHFO,HFO,1,2028,1.0
SUDESTE,IMPHFO,HFO,1,2029,1.0
SUDESTE,IMPHFO,HFO,1,2030,1.0
SUDESTE,UPSREF001,LFO,1,2024,0.9
SUDESTE,UPSREF001,LFO,1,2025,0.9
SUDESTE,UPSREF001,LFO,1,2026,0.9
SUDESTE,UPSREF001,LFO,1,2027,0.9
SUDESTE,UPSREF001,LFO,1,2028,0.9
SUDESTE,UPSREF001,LFO,1,2029,0.9
SUDESTE,UPSREF001,LFO,1,2030,0.9
SUDESTE,UPSREF001,HFO,1,2024,0.1
SUDESTE,UPSREF001,HFO,1,2025,0.1
SUDESTE,UPSREF001,HFO,1,2026,0.1
SUDESTE,UPSREF001,HFO,1,2027,0.1
SUDESTE,UPSREF001,HFO,1,2028,0.1
SUDESTE,UPSREF001,HFO,1,2029,0.1
SUDESTE,UPSREF001,HFO,1,2030,0.1
SUDESTE,UPSREF002,LFO,1,2024,0.8
SUDESTE,UPSREF002,LFO,1,2025,0.8
SUDESTE,UPSREF002,LFO,1,2026,0.8
SUDESTE,UPSREF002,LFO,1,2027,0.8
SUDESTE,UPSREF002,LFO,1,2028,0.8
SUDESTE,UPSREF002,LFO,1,2029,0.8
SUDESTE,UPSREF002,LFO,1,2030,0.8
SUDESTE,UPSREF002,HFO,1,2024,0.2
SUDESTE,UPSREF002,HFO,1,2025,0.2
SUDESTE,UPSREF002,HFO,1,2026,0.2
SUDESTE,UPSREF002,HFO,1,2027,0.2
SUDESTE,UPSREF002,HFO,1,2028,0.2
SUDESTE,UPSREF002,HFO,1,2029,0.2
SUDESTE,UPSREF002,HFO,1,2030,0.2
SUDESTE,IMPNGS,NGS,1,2024,1.0
SUDESTE,IMPNGS,NGS,1,2025,1.0
SUDESTE,IMPNGS,NGS,1,2026,1.0
SUDESTE,IMPNGS,NGS,1,2027,1.0
SUDESTE,IMPNGS,NGS,1,2028,1.0
SUDESTE,IMPNGS,NGS,1,2029,1.0
SUDESTE,IMPNGS,NGS,1,2030,1.0
SUDESTE,MINNGS,NGS,1,2024,1.0
SUDESTE,MINNGS,NGS,1,2025,1.0
SUDESTE,MINNGS,NGS,1,2026,1.0
SUDESTE,MINNGS,NGS,1,2027,1.0
SUDESTE,MINNGS,NGS,1,2028,1.0
SUDESTE,MINNGS,NGS,1,2029,1.0
SUDESTE,MINNGS,NGS,1,2030,1.0
SUDESTE,MINSOL,SOL,1,2024,1.0
SUDESTE,MINSOL,SOL,1,2025,1.0
SUDESTE,MINSOL,SOL,1,2026,1.0
SUDESTE,MINSOL,SOL,1,2027,1.0
SUDESTE,MINSOL,SOL,1,2028,1.0
SUDESTE,MINSOL,SOL,1,2029,1.0
SUDESTE,MINSOL,SOL,1,2030,1.0
SUDESTE,MINWND,WND,1,2024,1.0
SUDESTE,MINWND,WND,1,2025,1.0
SUDESTE,MINWND,WND,1,2026,1.0
SUDESTE,MINWND,WND,1,2027,1.0
SUDESTE,MINWND,WND,1,2028,1.0
SUDESTE,MINWND,WND,1,2029,1.0
SUDESTE,MINWND,WND,1,2030,1.0
SUDESTE,IMPURN,URN,1,2024,1.0
SUDESTE,IMPURN,URN,1,2025,1.0
SUDESTE,IMPURN,URN,1,2026,1.0
SUDESTE,IMPURN,URN,1,2027,1.0
SUDESTE,IMPURN,URN,1,2028,1.0
SUDESTE,IMPURN,URN,1,2029,1.0
SUDESTE,IMPURN,URN,1,2030,1.0
SUDESTE,MINURN,URN,1,2024,1.0
SUDESTE,MINURN,URN,1,2025,1.0
SUDESTE,MINURN,URN,1,2026,1.0
SUDESTE,MINURN,URN,1,2027,1.0
SUDESTE,MINURN,URN,1,2028,1.0
SUDESTE,MINURN,URN,1,2029,1.0
SUDESTE,MINURN,URN,1,2030,1.0
SUDESTE,MINGEO,GEO,1,2024,1.0
SUDESTE,MINGEO,GEO,1,2025,1.0
SUDESTE,MINGEO,GEO,1,2026,1.0
SUDESTE,MINGEO,GEO,1,2027,1.0
SUDESTE,MINGEO,GEO,1,2028,1.0
SUDESTE,MINGEO,GEO,1,2029,1.0
SUDESTE,MINGEO,GEO,1,2030,1.0
SUDESTE,MINHYD,HYD,1,2024,1.0
SUDESTE,MINHYD,HYD,1,2025,1.0
SUDESTE,MINHYD,HYD,1,2026,1.0
SUDESTE,MINHYD,HYD,1,2027,1.0
