REGION,TECHNOLOGY,YEAR,VALUE
SIN,solar_pv,2022,17.87268217
SIN,solar_pv,2023,16.8995969
SIN,solar_pv,2024,15.92651163
SIN,solar_pv,2025,14.95342636
SIN,solar_pv,2026,13.98034109
SIN,solar_pv,2027,13.00725581
SIN,solar_pv,2028,12.03417054
SIN,solar_pv,2029,11.06108527
SIN,solar_pv,2030,10.088
SIN,solar_pv,2031,10.01455
SIN,solar_pv,2032,9.9411
SIN,solar_pv,2033,9.86765
SIN,solar_pv,2034,9.7942
SIN,solar_pv,2035,9.72075
SIN,solar_pv,2036,9.6473
SIN,solar_pv,2037,9.57385
SIN,solar_pv,2038,9.5004
SIN,solar_pv,2039,9.42695
SIN,solar_pv,2040,9.3535
SIN,solar_pv,2041,9.28005
SIN,solar_pv,2042,9.2066
SIN,solar_pv,2043,9.13315
SIN,solar_pv,2044,9.0597
SIN,solar_pv,2045,8.98625
SIN,solar_pv,2046,8.9128
SIN,solar_pv,2047,8.83935
SIN,solar_pv,2048,8.7659
SIN,solar_pv,2049,8.69245
SIN,solar_pv,2050,8.619
SIN,hydro,2015,88.17
SIN,hydro,2016,88.17
SIN,hydro,2017,88.17
SIN,hydro,2018,88.17
SIN,hydro,2019,88.17
SIN,hydro,2020,88.17
SIN,hydro,2021,88.17
SIN,hydro,2022,88.17
SIN,hydro,2023,88.17
SIN,hydro,2024,88.17
SIN,hydro,2025,88.17
SIN,hydro,2026,88.17
SIN,hydro,2027,88.17
SIN,hydro,2028,88.17
SIN,hydro,2029,88.17
SIN,hydro,2030,88.17
SIN,hydro,2031,88.17
SIN,hydro,2032,88.17
SIN,hydro,2033,88.17
SIN,hydro,2034,88.17
SIN,hydro,2035,88.17
SIN,hydro,2036,88.17
SIN,hydro,2037,88.17
SIN,hydro,2038,88.17
SIN,hydro,2039,88.17
SIN,hydro,2040,88.17
SIN,hydro,2041,88.17
SIN,hydro,2042,88.17
SIN,hydro,2043,88.17
SIN,hydro,2044,88.17
SIN,hydro,2045,88.17
SIN,hydro,2046,88.17
SIN,hydro,2047,88.17
SIN,hydro,2048,88.17
SIN,hydro,2049,88.17
SIN,hydro,2050,88.17
SIN,mini_hydro,2015,104.97
SIN,mini_hydro,2016,104.97
SIN,mini_hydro,2017,104.97
SIN,mini_hydro,2018,104.97
SIN,mini_hydro,2019,104.97
SIN,mini_hydro,2020,104.97
SIN,mini_hydro,2021,104.97
SIN,mini_hydro,2022,104.97
SIN,mini_hydro,2023,104.97
SIN,mini_hydro,2024,104.97
SIN,mini_hydro,2025,104.97
SIN,mini_hydro,2026,104.97
SIN,mini_hydro,2027,104.97
SIN,mini_hydro,2028,104.97
SIN,mini_hydro,2029,104.97
SIN,mini_hydro,2030,104.97
SIN,mini_hydro,2031,104.97
SIN,mini_hydro,2032,104.97
SIN,mini_hydro,2033,104.97
SIN,mini_hydro,2034,104.97
SIN,mini_hydro,2035,104.97
SIN,mini_hydro,2036,104.97
SIN,mini_hydro,2037,104.97
SIN,mini_hydro,2038,104.97
SIN,mini_hydro,2039,104.97
SIN,mini_hydro,2040,104.97
SIN,mini_hydro,2041,104.97
SIN,mini_hydro,2042,104.97
SIN,mini_hydro,2043,104.97
SIN,mini_hydro,2044,104.97
SIN,mini_hydro,2045,104.97
SIN,mini_hydro,2046,104.97
SIN,mini_hydro,2047,104.97
SIN,mini_hydro,2048,104.97
SIN,mini_hydro,2049,104.97
SIN,mini_hydro,2050,104.97
SIN,on_wind,2015,64.8
SIN,on_wind,2016,62.84533333
SIN,on_wind,2017,60.89066667
SIN,on_wind,2018,58.936
SIN,on_wind,2019,56.98133333
SIN,on_wind,2020,55.02666667
SIN,on_wind,2021,53.072
SIN,on_wind,2022,51.11733333
SIN,on_wind,2023,49.16266667
SIN,on_wind,2024,47.208
SIN,on_wind,2025,45.25333333
SIN,on_wind,2026,43.29866667
SIN,on_wind,2027,41.344
SIN,on_wind,2028,39.38933333
SIN,on_wind,2029,37.43466667
SIN,on_wind,2030,35.48
SIN,on_wind,2031,35.23
SIN,on_wind,2032,34.98
SIN,on_wind,2033,34.73
SIN,on_wind,2034,34.48
SIN,on_wind,2035,34.23
SIN,on_wind,2036,33.98
SIN,on_wind,2037,33.73
SIN,on_wind,2038,33.48
SIN,on_wind,2039,33.23
SIN,on_wind,2040,32.98
SIN,on_wind,2041,32.73
SIN,on_wind,2042,32.48
