hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
1307,0.0722,0.0055,0.0345,0.0415,0.0185,0.0707,0,0.0643,0.0074,0.0134,0.0179,0.1025,0.0336,0.0276,0.0672,0.007,0.0172,0.0877,0.0624,0.0792,0.0559,0.227,0.3152,0.2491,0.0124,0.0214,0.015
1308,0.0829,0.0051,0.038,0.0476,0.0312,0.1182,0,0.0642,0.0068,0.0342,0.0206,0.1016,0.0364,0.0391,0.083,0.011,0.0438,0.0798,0.0539,0.0668,0.0619,0.2027,0.3677,0.2459,0.0111,0.0137,0.0295
1309,0.0897,0.011,0.0417,0.0915,0.0355,0.1656,0,0.0645,0.0134,0.0436,0.0485,0.1514,0.0628,0.0637,0.0683,0.0147,0.0589,0.1523,0.0571,0.0432,0.1074,0.3614,0.5011,0.4568,0.015,0.0263,0.0523
1310,0.1356,0.0275,0.0631,0.0972,0.0414,0.2311,0,0.0733,0.0229,0.0329,0.0744,0.232,0.1048,0.0906,0.0645,0.032,0.0617,0.2718,0.0696,0.0273,0.1642,0.4621,0.5625,0.6716,0.0238,0.0464,0.0552
1311,0.1824,0.048,0.0795,0.0855,0.0388,0.2291,0,0.0657,0.0337,0.024,0.0855,0.3122,0.1468,0.1054,0.0648,0.0594,0.082,0.3768,0.0783,0.0257,0.1705,0.4651,0.5402,0.773,0.0344,0.0789,0.0419
1312,0.1766,0.0628,0.0961,0.1119,0.0333,0.2177,0,0.044,0.0409,0.0219,0.0714,0.3611,0.16,0.1052,0.0669,0.0745,0.0951,0.4274,0.0689,0.0213,0.1569,0.4357,0.4976,0.8047,0.0502,0.1099,0.0384
1313,0.17,0.0707,0.0902,0.1086,0.0321,0.2003,0,0.0321,0.0335,0.0214,0.0482,0.3639,0.1478,0.0955,0.0672,0.0743,0.109,0.4488,0.0611,0.0281,0.149,0.3805,0.4766,0.79,0.06,0.1266,0.0413
1314,0.171,0.0828,0.0775,0.1381,0.0323,0.1695,0,0.0371,0.031,0.032,0.0275,0.3671,0.1214,0.0838,0.0834,0.074,0.1183,0.454,0.0533,0.0488,0.1772,0.3334,0.4555,0.7758,0.0773,0.1324,0.0317
1315,0.2018,0.1017,0.0766,0.1864,0.0363,0.1383,0,0.0583,0.0287,0.0457,0.0155,0.358,0.0919,0.0799,0.0879,0.0655,0.1268,0.4481,0.0486,0.0674,0.1747,0.3259,0.4175,0.7017,0.1097,0.1353,0.0202
1316,0.1961,0.1376,0.0772,0.2141,0.0477,0.133,0,0.1036,0.0284,0.0498,0.0102,0.3312,0.0629,0.0801,0.0955,0.0613,0.1208,0.3939,0.0541,0.074,0.1672,0.3264,0.3777,0.5355,0.1589,0.132,0.0166
1317,0.1981,0.1871,0.067,0.2202,0.067,0.0984,0,0.1624,0.0311,0.0627,0.0089,0.2432,0.0444,0.0737,0.1169,0.0703,0.0877,0.2286,0.0605,0.0544,0.1139,0.3292,0.3219,0.3272,0.2639,0.0892,0.0214
1318,0.1248,0.2016,0.0411,0.1761,0.0694,0.0407,0,0.1922,0.0114,0.0649,0.0099,0.1008,0.0224,0.0465,0.083,0.0472,0.0397,0.0614,0.0578,0.0306,0.057,0.3113,0.2074,0.1637,0.3208,0.0267,0.0141
1319,0.0573,0.2093,0.0221,0.1683,0.0843,0.0461,0,0.2127,0.0091,0.1041,0.0175,0.0591,0.0141,0.058,0.0736,0.0547,0.0421,0.0185,0.0583,0.0364,0.0245,0.1837,0.1539,0.0489,0.3473,0.0168,0.0113
1320,0.0549,0.2093,0.0183,0.1953,0.0852,0.0322,0,0.1644,0.0087,0.0955,0.0264,0.0475,0.0125,0.0599,0.0584,0.0574,0.0333,0.019,0.048,0.0224,0.0132,0.193,0.1182,0.0291,0.2829,0.0133,0.0111
1321,0.0549,0.1939,0.021,0.196,0.0706,0.0308,0,0.0998,0.0039,0.0875,0.0279,0.0616,0.0089,0.0639,0.0465,0.055,0.035,0.0197,0.0343,0.0146,0.0125,0.25,0.0929,0.0206,0.205,0.0144,0.013
1322,0.0504,0.1629,0.025,0.1827,0.0548,0.0236,0,0.0558,0.0029,0.0721,0.0259,0.0687,0.0087,0.0603,0.0309,0.0489,0.0325,0.021,0.0283,0.0085,0.0158,0.2754,0.0787,0.0163,0.1624,0.0214,0.0093
1323,0.0559,0.1133,0.0257,0.1914,0.0388,0.0171,0,0.0362,0.0036,0.0593,0.0245,0.0757,0.01,0.0599,0.0226,0.0579,0.0363,0.039,0.026,0.0087,0.0195,0.2697,0.0823,0.0177,0.1145,0.0262,0.0082
1324,0.0642,0.0732,0.0237,0.1916,0.0292,0.0135,0,0.0327,0.0044,0.0461,0.0246,0.0814,0.0128,0.0543,0.0174,0.0668,0.0405,0.0631,0.02,0.0097,0.0236,0.2425,0.0787,0.0264,0.0831,0.0279,0.0081
1325,0.0653,0.0547,0.0232,0.163,0.0242,0.0097,0,0.0298,0.0055,0.0406,0.0195,0.083,0.0139,0.0528,0.0151,0.0707,0.0429,0.0707,0.018,0.0069,0.0233,0.2227,0.0614,0.0361,0.0671,0.0283,0.0113
1326,0.077,0.0415,0.0247,0.1182,0.0206,0.0059,0,0.0278,0.0055,0.0315,0.0167,0.0818,0.0134,0.0466,0.0092,0.0509,0.0369,0.0668,0.0179,0.0028,0.0194,0.2039,0.0516,0.064,0.0541,0.0214,0.0185
1327,0.0764,0.0286,0.0228,0.084,0.0171,0.0039,0,0.0241,0.006,0.0256,0.0137,0.0784,0.011,0.0447,0.0086,0.038,0.0288,0.0639,0.0156,0.001,0.0165,0.1951,0.0518,0.1065,0.0393,0.0164,0.0249
1328,0.0746,0.0158,0.02,0.0732,0.0144,0.0036,0,0.0217,0.0078,0.0155,0.0101,0.0713,0.01,0.0449,0.0057,0.026,0.0191,0.0562,0.0152,0.0001,0.0133,0.1948,0.0605,0.1151,0.0278,0.015,0.0261
1329,0.0651,0.0107,0.0183,0.0724,0.0102,0.0026,0,0.0205,0.0089,0.0101,0.008,0.0662,0.0093,0.0439,0.0046,0.0137,0.0091,0.0575,0.0205,0.0001,0.0127,0.1944,0.0826,0.1192,0.0213,0.018,0.0237
1330,0.0612,0.0121,0.0186,0.0677,0.0093,0.0019,0,0.0236,0.0074,0.0061,0.0072,0.0653,0.0083,0.0425,0.0015,0.007,0.0048,0.0589,0.027,0.0001,0.0122,0.1903,0.0998,0.144,0.0202,0.0201,0.0228
1331,0.0648,0.0156,0.0198,0.0638,0.0153,0.0029,0,0.0276,0.0173,0.0103,0.0068,0.0603,0.015,0.0358,0.0034,0.0166,0.0155,0.068,0.0197,0.0002,0.0166,0.1811,0.1895,0.1169,0.0419,0.0212,0.0166
1332,0.0624,0.0136,0.0213,0.0733,0.0168,0.0066,0,0.0221,0.0151,0.0329,0.0054,0.0632,0.0197,0.0448,0.0054,0.0152,0.0284,0.1024,0.0184,0.0011,0.0228,0.1825,0.1952,0.0942,0.0381,0.0193,0.0513
1333,0.0388,0.0108,0.0205,0.0883,0.0188,0.0315,0,0.0256,0.0255,0.0457,0.0078,0.1276,0.038,0.0568,0.0087,0.0044,0.0252,0.1524,0.0209,0.0073,0.0374,0.317,0.226,0.0684,0.0285,0.0439,0.0811
1334,0.0678,0.0123,0.0286,0.1886,0.0173,0.1003,0,0.0282,0.0251,0.0419,0.0091,0.2404,0.0533,0.0717,0.0161,0.0044,0.0234,0.2389,0.026,0.0167,0.0566,0.4125,0.2123,0.097,0.0242,0.0844,0.072
1335,0.0956,0.0168,0.0472,0.2454,0.0201,0.1593,0,0.0336,0.0266,0.0468,0.0155,0.3642,0.0613,0.0831,0.0244,0.0101,0.025,0.2994,0.0321,0.0243,0.0623,0.419,0.1846,0.1134,0.0306,0.1261,0.0615
1336,0.1408,0.0333,0.0619,0.2753,0.0272,0.1851,0,0.0391,0.0309,0.0386,0.025,0.4343,0.0598,0.0814,0.05,0.0261,0.0235,0.3011,0.0377,0.0463,0.0591,0.3834,0.1512,0.1173,0.0508,0.1463,0.0525
1337,0.1602,0.0627,0.0738,0.3319,0.0355,0.1899,0,0.052,0.0341,0.0272,0.0314,0.467,0.0571,0.077,0.0771,0.044,0.0248,0.289,0.0421,0.1009,0.0398,0.3239,0.1345,0.1489,0.0801,0.1595,0.0446
1338,0.1546,0.1056,0.069,0.3237,0.0463,0.1662,0,0.0796,0.0379,0.0189,0.0343,0.4681,0.0604,0.0627,0.0927,0.0436,0.0237,0.2551,0.0464,0.1521,0.0423,0.2795,0.1268,0.166,0.1198,0.1742,0.0453
1339,0.166,0.1559,0.0638,0.2647,0.0595,0.1733,0,0.1131,0.0355,0.0333,0.0304,0.4629,0.0597,0.0518,0.0912,0.0374,0.0313,0.1925,0.0586,0.1899,0.0574,0.2611,0.1327,0.1472,0.1883,0.1758,0.0454
1340,0.1676,0.2325,0.0579,0.189,0.0778,0.1925,0,0.1495,0.0276,0.0336,0.029,0.4188,0.0551,0.0505,0.1507,0.0519,0.0497,0.1447,0.082,0.2211,0.0538,0.258,0.1603,0.1488,0.3177,0.1307,0.055
1341,0.1289,0.2907,0.0542,0.1598,0.1029,0.1576,0,0.1816,0.0198,0.0291,0.0299,0.3047,0.0507,0.0461,0.1794,0.0723,0.0485,0.0958,0.0802,0.1644,0.0575,0.2666,0.1609,0.1307,0.4425,0.072,0.0448
1342,0.0727,0.3048,0.0428,0.1045,0.1072,0.0629,0,0.1982,0.0131,0.0191,0.0214,0.1442,0.0423,0.0294,0.1321,0.0734,0.0188,0.0619,0.0697,0.0895,0.0434,0.2654,0.1277,0.1179,0.4517,0.0152,0.0241
1343,0.0344,0.3423,0.0346,0.0868,0.1118,0.0338,0,0.2039,0.0101,0.0214,0.0308,0.0641,0.0246,0.0312,0.1272,0.0761,0.0144,0.1648,0.0719,0.0595,0.0113,0.1894,0.1004,0.2034,0.4648,0.0104,0.0184
1344,0.0345,0.2954,0.0446,0.0841,0.1074,0.0362,0,0.1665,0.0047,0.0225,0.0346,0.0651,0.0304,0.0313,0.157,0.0881,0.0205,0.2043,0.052,0.0579,0.0252,0.1841,0.1123,0.1576,0.4028,0.0195,0.0116
1345,0.0445,0.252,0.0533,0.0995,0.1004,0.0615,0,0.1341,0.0046,0.0326,0.0314,0.0683,0.0364,0.0304,0.1396,0.1417,0.0184,0.2084,0.0321,0.0534,0.0381,0.2173,0.1201,0.1131,0.3423,0.0286,0.008
1346,0.0601,0.2036,0.0604,0.1056,0.0819,0.0652,0,0.098,0.0079,0.0451,0.0259,0.0699,0.0428,0.0272,0.0855,0.1258,0.0204,0.1897,0.0211,0.0475,0.0587,0.2173,0.1165,0.1313,0.2316,0.0589,0.0063
1347,0.0736,0.1573,0.0589,0.109,0.0672,0.0639,0,0.0625,0.0127,0.0504,0.022,0.0687,0.0501,0.0203,0.0672,0.0958,0.0215,0.1473,0.0131,0.0313,0.0774,0.2019,0.105,0.1638,0.1678,0.0996,0.005
1348,0.085,0.11,0.0548,0.109,0.0538,0.0468,0,0.0448,0.0211,0.0481,0.0196,0.0629,0.0544,0.0156,0.0347,0.0851,0.0228,0.1078,0.011,0.0279,0.0873,0.1808,0.1002,0.2009,0.1333,0.0728,0.0068
1349,0.0793,0.0624,0.0508,0.1248,0.0383,0.0372,0,0.0348,0.0263,0.0447,0.0147,0.0525,0.051,0.0135,0.0221,0.0737,0.0215,0.1067,0.02,0.0217,0.0789,0.1658,0.0922,0.2185,0.1037,0.0253,0.0049
1350,0.0876,0.0279,0.0445,0.1227,0.031,0.036,0,0.0364,0.0262,0.0361,0.0145,0.05,0.0455,0.0132,0.0181,0.0338,0.0162,0.0938,0.0351,0.0376,0.0791,0.1559,0.0859,0.1472,0.0697,0.0107,0.0057
1351,0.0626,0.0111,0.0385,0.112,0.0274,0.0445,0,0.041,0.0299,0.0361,0.0155,0.0515,0.0372,0.0148,0.0224,0.0136,0.013,0.0832,0.0407,0.066,0.0687,0.15,0.0848,0.0471,0.0369,0.012,0.0052
1352,0.0508,0.0068,0.0361,0.1253,0.0256,0.0494,0,0.038,0.0327,0.0309,0.0177,0.0574,0.0326,0.0155,0.0376,0.0102,0.0091,0.072,0.0337,0.0712,0.0698,0.1454,0.0825,0.0297,0.0169,0.0086,0.0033
1353,0.0401,0.0072,0.0366,0.1226,0.0228,0.0542,0,0.0344,0.0292,0.0207,0.0188,0.069,0.0287,0.0151,0.0647,0.0183,0.0079,0.0681,0.0283,0.067,0.0712,0.1395,0.0776,0.0244,0.0083,0.0078,0.002
1354,0.0324,0.0154,0.0379,0.1255,0.0181,0.054,0,0.034,0.0268,0.012,0.0173,0.0812,0.0251,0.0174,0.0746,0.0395,0.0088,0.0601,0.0248,0.0602,0.0819,0.1292,0.0778,0.0286,0.0129,0.0097,0.0023
1355,0.0535,0.039,0.0416,0.1112,0.0342,0.0557,0,0.0524,0.0508,0.0182,0.0263,0.0869,0.0385,0.0199,0.0692,0.1136,0.0291,0.0296,0.0311,0.0689,0.0995,0.1103,0.1337,0.0556,0.0421,0.0291,0.0077
1356,0.0458,0.083,0.0473,0.1636,0.0612,0.1176,0,0.0706,0.085,0.0409,0.0287,0.1022,0.0639,0.0258,0.0598,0.162,0.0667,0.0333,0.0306,0.0824,0.1045,0.1049,0.1898,0.0648,0.0618,0.0286,0.0273
1357,0.027,0.0777,0.0454,0.2627,0.0756,0.1516,0,0.0495,0.1297,0.0386,0.0565,0.1624,0.1021,0.0333,0.0685,0.1376,0.103,0.0301,0.0418,0.0669,0.1251,0.1921,0.1852,0.0772,0.0714,0.0337,0.0477
1358,0.0221,0.0372,0.0582,0.3813,0.0706,0.1626,0,0.0445,0.1205,0.0338,0.0686,0.1977,0.1386,0.0422,0.0653,0.1031,0.0836,0.0374,0.0555,0.057,0.1025,0.3148,0.1566,0.0819,0.0573,0.0431,0.0374
1359,0.0342,0.0276,0.0874,0.4171,0.0645,0.1417,0,0.0455,0.0898,0.0286,0.0592,0.1938,0.1523,0.0417,0.0524,0.0707,0.0563,0.0449,0.0602,0.0482,0.1141,0.4539,0.1322,0.0867,0.0446,0.0566,0.0314
1360,0.0745,0.0425,0.1162,0.4515,0.0604,0.1124,0,0.0599,0.0806,0.0218,0.0435,0.191,0.1274,0.0448,0.05,0.0434,0.0384,0.042,0.0544,0.0343,0.1191,0.5618,0.1325,0.0952,0.0593,0.0631,0.0326
1361,0.1548,0.0767,0.1386,0.4327,0.0522,0.109,0,0.0662,0.0981,0.0204,0.0384,0.1883,0.0991,0.0526,0.0625,0.0366,0.0289,0.0418,0.048,0.0351,0.0987,0.5732,0.1725,0.1109,0.0807,0.0599,0.0358
1362,0.2084,0.1288,0.1295,0.4334,0.0552,0.1197,0,0.0788,0.1359,0.0171,0.0471,0.1912,0.0856,0.0533,0.1033,0.0505,0.0275,0.0609,0.0563,0.0532,0.0956,0.5463,0.221,0.1373,0.119,0.0718,0.0369
1363,0.2266,0.2068,0.1134,0.4294,0.0684,0.1306,0,0.1105,0.1575,0.0183,0.0458,0.1346,0.0699,0.0556,0.1288,0.0633,0.0332,0.0725,0.0625,0.0756,0.0642,0.5065,0.2573,0.144,0.2044,0.067,0.0378
1364,0.1263,0.3332,0.0914,0.4269,0.0907,0.1509,0,0.1606,0.1317,0.0247,0.0401,0.0821,0.0636,0.0472,0.1598,0.0933,0.035,0.0642,0.0901,0.1188,0.0588,0.454,0.2718,0.1515,0.3733,0.0565,0.0423
1365,0.1057,0.4271,0.0762,0.3183,0.1046,0.1802,0,0.2709,0.081,0.0238,0.0366,0.0445,0.0497,0.0484,0.1753,0.1351,0.0294,0.0461,0.092,0.1709,0.04,0.4103,0.2599,0.1435,0.5274,0.0435,0.0141
1366,0.057,0.4147,0.0374,0.2334,0.0876,0.1361,0,0.2795,0.0259,0.0199,0.0266,0.0222,0.0236,0.0329,0.1301,0.1002,0.0105,0.0322,0.0654,0.1008,0.0149,0.3605,0.1987,0.0964,0.5523,0.0307,0.0068
1367,0.0203,0.3789,0.0182,0.2112,0.0891,0.0888,0,0.2715,0.0069,0.0276,0.0303,0.0119,0.003,0.031,0.0946,0.0691,0.0146,0.0206,0.0282,0.073,0.0028,0.2585,0.0945,0.0572,0.5719,0.0191,0.0028
1368,0.0065,0.3567,0.0213,0.2119,0.0822,0.0659,0,0.1755,0.0077,0.0331,0.0361,0.0083,0.0028,0.0371,0.0919,0.0812,0.0139,0.0229,0.0117,0.0752,0.0011,0.2288,0.1043,0.0474,0.5574,0.0057,0.0042
1369,0.0089,0.2709,0.0281,0.1905,0.0684,0.0452,0,0.0976,0.0073,0.0312,0.0376,0.0086,0.0031,0.0375,0.0917,0.0928,0.0182,0.0343,0.0187,0.0663,0.0027,0.2674,0.1157,0.0481,0.4316,0.0047,0.0037
1370,0.0145,0.1657,0.0329,0.1766,0.0517,0.0327,0,0.0668,0.0067,0.0315,0.0333,0.0103,0.0032,0.0336,0.058,0.0808,0.0196,0.0468,0.0378,0.0408,0.003,0.3198,0.1223,0.054,0.3085,0.012,0.0036
1371,0.0163,0.1031,0.0301,0.1456,0.0395,0.0212,0,0.0473,0.0052,0.0271,0.0261,0.0108,0.0027,0.0316,0.042,0.0549,0.0154,0.0408,0.0609,0.0335,0.0043,0.3392,0.1177,0.0492,0.199,0.0228,0.0038
1372,0.0129,0.0715,0.0269,0.1198,0.0339,0.0172,0,0.031,0.0027,0.0185,0.0162,0.0133,0.0021,0.0279,0.0299,0.0329,0.0113,0.0429,0.0531,0.036,0.0061,0.3414,0.1128,0.0456,0.1226,0.0306,0.0051
1373,0.01,0.0544,0.0231,0.1114,0.0299,0.0164,0,0.0162,0.0017,0.0096,0.0098,0.014,0.0027,0.0257,0.0197,0.0323,0.0105,0.0393,0.0253,0.0359,0.007,0.3063,0.1068,0.0389,0.0704,0.0405,0.0076
1374,0.0109,0.0362,0.0205,0.1004,0.0239,0.0073,0,0.0097,0.0021,0.0072,0.007,0.016,0.0035,0.0241,0.0136,0.0123,0.0087,0.0345,0.0131,0.0279,0.0066,0.2728,0.1041,0.0391,0.0397,0.0424,0.008
1375,0.0134,0.0214,0.0206,0.0778,0.0184,0.0029,0,0.0068,0.0022,0.0084,0.007,0.0171,0.0046,0.0255,0.0095,0.0056,0.015,0.0304,0.007,0.0233,0.006,0.238,0.098,0.0401,0.0247,0.0419,0.0128
1376,0.0115,0.0159,0.0219,0.0741,0.0117,0.0021,0,0.0074,0.0023,0.0067,0.0067,0.0191,0.0059,0.0273,0.0086,0.0035,0.0119,0.027,0.009,0.0233,0.0034,0.2157,0.0971,0.0435,0.0235,0.038,0.0129
1377,0.0064,0.0079,0.0241,0.0721,0.0074,0.0028,0,0.009,0.0026,0.0056,0.0069,0.0184,0.0067,0.0289,0.0129,0.0023,0.0063,0.0233,0.0231,0.017,0.004,0.1947,0.0871,0.0425,0.0213,0.0311,0.0145
1378,0.0051,0.0081,0.0255,0.0804,0.0073,0.0041,0,0.0092,0.0033,0.0043,0.0077,0.0188,0.0071,0.029,0.0204,0.002,0.0036,0.0224,0.0375,0.019,0.0032,0.1763,0.0868,0.0416,0.0146,0.0284,0.0165
1379,0.0163,0.0062,0.0336,0.122,0.0116,0.0086,0,0.0111,0.0021,0.0161,0.0114,0.0162,0.0071,0.0327,0.0605,0.0046,0.0242,0.0234,0.0228,0.0848,0.0053,0.1615,0.1094,0.0439,0.0165,0.0215,0.0501
1380,0.0197,0.0141,0.0362,0.1554,0.0162,0.0225,0,0.0045,0.0087,0.0133,0.0136,0.0308,0.0115,0.043,0.0953,0.0116,0.0127,0.0309,0.0165,0.1692,0.0055,0.1475,0.1272,0.0612,0.0116,0.0391,0.0458
1381,0.021,0.0283,0.0355,0.3833,0.0137,0.0518,0,0.0022,0.0162,0.0072,0.0153,0.0473,0.018,0.081,0.1254,0.025,0.0054,0.0313,0.0155,0.2326,0.0021,0.4154,0.118,0.0564,0.015,0.059,0.0537
1382,0.0273,0.0514,0.0624,0.5234,0.0119,0.0983,0,0.0101,0.04,0.0033,0.0211,0.0578,0.0263,0.109,0.1865,0.0516,0.007,0.0236,0.0175,0.3034,0.0088,0.5905,0.0795,0.0506,0.0287,0.098,0.0408
1383,0.0207,0.0861,0.0889,0.6021,0.0139,0.1423,0,0.022,0.0692,0.0045,0.0278,0.0566,0.0366,0.1232,0.2467,0.087,0.0087,0.0203,0.0173,0.3323,0.0193,0.6257,0.0369,0.0548,0.0434,0.1347,0.0213
1384,0.012,0.1231,0.0987,0.6754,0.0193,0.1481,0,0.0423,0.0806,0.0064,0.033,0.0512,0.04,0.1258,0.2967,0.1225,0.0094,0.0213,0.024,0.3548,0.0287,0.6109,0.0191,0.0709,0.074,0.1687,0.016
1385,0.0093,0.1728,0.0943,0.6564,0.0214,0.1218,0,0.0692,0.0877,0.0108,0.032,0.0519,0.0484,0.1166,0.3271,0.1407,0.0106,0.0236,0.0408,0.3773,0.0311,0.547,0.0221,0.0899,0.137,0.1627,0.0232
1386,0.0141,0.2494,0.0835,0.6005,0.0281,0.125,0,0.1011,0.0866,0.0138,0.0332,0.0495,0.0505,0.1063,0.3596,0.1627,0.0178,0.0303,0.0603,0.4071,0.0277,0.519,0.0281,0.1096,0.2358,0.1372,0.0126
1387,0.0212,0.3342,0.0709,0.5613,0.0435,0.1653,0,0.1498,0.0694,0.0149,0.0346,0.0453,0.0573,0.0865,0.3737,0.1809,0.0258,0.0349,0.0787,0.4206,0.027,0.4882,0.0375,0.1107,0.3314,0.1076,0.0109
1388,0.0174,0.4715,0.0686,0.5382,0.0667,0.2526,0,0.2413,0.0508,0.0199,0.0325,0.041,0.0494,0.0735,0.4274,0.1997,0.0406,0.0565,0.0877,0.4749,0.0244,0.4805,0.0531,0.1211,0.5237,0.0785,0.0051
1389,0.0098,0.5441,0.0605,0.43,0.0938,0.2518,0,0.275,0.0451,0.0257,0.0296,0.0381,0.0444,0.0512,0.3664,0.1979,0.0367,0.0713,0.0908,0.3773,0.0187,0.4753,0.0802,0.1138,0.6276,0.0475,0.0067
1390,0.0048,0.5047,0.039,0.3077,0.0983,0.125,0,0.24,0.0257,0.0178,0.0192,0.0294,0.0252,0.0362,0.252,0.1501,0.0123,0.0643,0.0868,0.2561,0.0077,0.4467,0.0888,0.0772,0.6161,0.0258,0.0056
1391,0.0054,0.3812,0.0257,0.4202,0.082,0.09,0,0.1519,0.0071,0.016,0.0165,0.0108,0.0081,0.041,0.1704,0.1074,0.0146,0.0549,0.0612,0.1714,0.0025,0.3183,0.0563,0.0581,0.5299,0.0222,0.0077
1392,0.0044,0.3515,0.0246,0.3654,0.0861,0.0725,0,0.1456,0.008,0.0162,0.0184,0.0062,0.0065,0.0367,0.1784,0.1025,0.0126,0.0604,0.0489,0.16,0.0033,0.2347,0.0756,0.0639,0.4706,0.0183,0.0094
1393,0.0124,0.304,0.0277,0.3185,0.0843,0.0582,0,0.1129,0.0079,0.0193,0.017,0.0063,0.0063,0.0346,0.1624,0.0902,0.0078,0.0635,0.0328,0.1449,0.0058,0.2293,0.0784,0.057,0.4004,0.0191,0.0078
1394,0.0214,0.248,0.0319,0.2672,0.076,0.0407,0,0.0919,0.0077,0.0152,0.0147,0.0076,0.0058,0.0305,0.1627,0.0908,0.0067,0.0624,0.0276,0.1354,0.0116,0.2251,0.0763,0.0525,0.3099,0.0164,0.0071
1395,0.0243,0.1788,0.0358,0.2174,0.0615,0.0307,0,0.0837,0.0081,0.0117,0.0142,0.0095,0.0055,0.0308,0.1406,0.0742,0.006,0.0622,0.0267,0.113,0.0145,0.2236,0.0677,0.0545,0.2405,0.0159,0.0097
1396,0.0292,0.1304,0.0334,0.1756,0.0465,0.0218,0,0.0735,0.0098,0.008,0.012,0.0122,0.0058,0.029,0.1044,0.0557,0.0055,0.0577,0.0296,0.0926,0.0147,0.2068,0.0583,0.0592,0.1805,0.0163,0.0079
1397,0.036,0.0909,0.0297,0.1438,0.0337,0.0171,0,0.0691,0.0098,0.0067,0.0124,0.0158,0.0068,0.0291,0.0841,0.041,0.0038,0.0476,0.0337,0.0936,0.0113,0.2025,0.0458,0.0551,0.1341,0.0166,0.0067
1398,0.0338,0.0616,0.0263,0.1259,0.025,0.0141,0,0.0662,0.008,0.0051,0.013,0.0162,0.0075,0.0271,0.0799,0.0312,0.0033,0.0387,0.0328,0.1018,0.0087,0.2169,0.0393,0.0454,0.0983,0.0165,0.0061
1399,0.0318,0.044,0.0236,0.1177,0.0183,0.0109,0,0.0616,0.0085,0.0046,0.013,0.0173,0.008,0.0282,0.068,0.0273,0.0028,0.0295,0.029,0.0986,0.006,0.2486,0.034,0.035,0.0567,0.0163,0.0057
1400,0.0289,0.034,0.024,0.1164,0.0177,0.0114,0,0.0493,0.0101,0.0039,0.0128,0.0245,0.0092,0.0302,0.074,0.0267,0.0029,0.025,0.0276,0.107,0.0032,0.2615,0.0292,0.0248,0.0316,0.0156,0.0046
1401,0.0274,0.0277,0.0261,0.1009,0.0166,0.0104,0,0.0401,0.0092,0.0025,0.0156,0.0305,0.0087,0.0325,0.0767,0.0235,0.004,0.0215,0.0269,0.1152,0.0026,0.266,0.0254,0.02,0.0147,0.0169,0.0044
1402,0.0256,0.0305,0.0286,0.0927,0.0186,0.0105,0,0.0381,0.0082,0.0016,0.0163,0.0341,0.0086,0.0338,0.0924,0.0275,0.0065,0.0195,0.0271,0.1613,0.0021,0.2627,0.0219,0.0154,0.0189,0.017,0.0052
1403,0.0578,0.0652,0.0343,0.1037,0.0359,0.0118,0,0.0396,0.0052,0.0042,0.0236,0.0395,0.011,0.0366,0.1624,0.0565,0.0123,0.0405,0.0317,0.2877,0.0025,0.2782,0.0243,0.0275,0.0853,0.0385,0.0076
1404,0.0488,0.0833,0.0393,0.1364,0.0465,0.0391,0,0.0671,0.0017,0.0067,0.0268,0.0563,0.0127,0.0406,0.2352,0.0916,0.01,0.0563,0.0324,0.3685,0.0021,0.2305,0.0289,0.039,0.1138,0.0626,0.0076
1405,0.0248,0.1176,0.032,0.5288,0.0519,0.1135,0,0.0708,0.0039,0.0066,0.0398,0.0668,0.0236,0.0745,0.2959,0.1029,0.0121,0.0369,0.0488,0.3836,0.0012,0.4233,0.0343,0.0447,0.1462,0.0975,0.0094
1406,0.012,0.1481,0.0638,0.5388,0.0481,0.1834,0,0.0987,0.0058,0.0063,0.0559,0.0726,0.0246,0.0941,0.3253,0.107,0.0298,0.0209,0.0974,0.3985,0.0017,0.5565,0.0495,0.0709,0.1502,0.1206,0.0052
1407,0.0055,0.1675,0.1051,0.5007,0.0463,0.2136,0,0.1053,0.0114,0.0093,0.0644,0.07,0.0248,0.0952,0.3532,0.119,0.0401,0.012,0.1254,0.4212,0.0018,0.6454,0.0623,0.086,0.1391,0.1236,0.0062
1408,0.0026,0.1837,0.1195,0.4213,0.0507,0.2409,0,0.0762,0.0226,0.014,0.0681,0.073,0.0245,0.0862,0.3844,0.14,0.0525,0.0104,0.1419,0.4547,0.0019,0.6591,0.063,0.0852,0.1377,0.0976,0.0108
1409,0.0011,0.2123,0.1177,0.3724,0.057,0.2754,0,0.0695,0.0405,0.0124,0.0612,0.0842,0.0281,0.0856,0.4103,0.163,0.0626,0.0164,0.104,0.4806,0.0019,0.6305,0.059,0.0883,0.1577,0.0724,0.0121
1410,0.0005,0.2719,0.1034,0.2732,0.0659,0.2965,0,0.0737,0.0592,0.0136,0.0528,0.0918,0.0329,0.0814,0.4271,0.1996,0.0674,0.0304,0.0875,0.4793,0.0037,0.5412,0.0566,0.0891,0.2198,0.0459,0.0136
1411,0.0004,0.358,0.0916,0.2424,0.0841,0.3296,0,0.1108,0.0694,0.0242,0.0363,0.1035,0.0341,0.0794,0.4533,0.2417,0.0776,0.0488,0.0621,0.4832,0.0064,0.4882,0.0586,0.0956,0.3189,0.0341,0.0139
