hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0.0296,0,0,0.0131,0.0103,0.0006,0.0269,0.0006,0.0003,0.0104,0,0,0,0.0263,0.0218,0.004,0.0026,0.0337,0.0271,0,0,0.0032,0.0065,0.0238,0.0052,0.0002
11,0,0.1572,0.0001,0.0058,0.1211,0.1244,0.0646,0.1437,0.0482,0.0476,0.1027,0.0424,0.0109,0.0209,0.1712,0.1654,0.0943,0.0929,0.1873,0.1798,0.0002,0,0.0626,0.1035,0.1248,0.1093,0.0398
12,0.0087,0.3282,0.036,0.0609,0.2878,0.3137,0.2495,0.3029,0.1777,0.1703,0.2517,0.1779,0.0763,0.1199,0.3694,0.3517,0.243,0.2688,0.3658,0.3659,0.0277,0.0389,0.1895,0.2803,0.2949,0.2792,0.132
13,0.0691,0.4567,0.1607,0.1677,0.445,0.4545,0.379,0.4316,0.2997,0.3018,0.387,0.3198,0.1634,0.2509,0.5292,0.5167,0.3899,0.4241,0.4947,0.5231,0.093,0.1977,0.3279,0.4565,0.4615,0.4045,0.256
14,0.1439,0.5597,0.3037,0.3221,0.5785,0.5783,0.4454,0.585,0.4318,0.4046,0.5341,0.4497,0.2438,0.3542,0.6661,0.6251,0.4701,0.5539,0.5986,0.6415,0.169,0.3777,0.4488,0.5838,0.5984,0.5062,0.3842
15,0.2312,0.6745,0.4153,0.4217,0.6609,0.6874,0.4953,0.6248,0.4853,0.4943,0.6177,0.5444,0.2889,0.4244,0.7271,0.6941,0.5414,0.6455,0.6767,0.6899,0.214,0.498,0.5329,0.6636,0.6942,0.5961,0.461
16,0.3492,0.6836,0.4997,0.562,0.6684,0.6711,0.443,0.6545,0.5247,0.5309,0.6454,0.5368,0.3426,0.4715,0.7298,0.6761,0.5898,0.6857,0.6859,0.6767,0.3033,0.5745,0.5817,0.7072,0.7152,0.599,0.5175
17,0.4031,0.6439,0.5149,0.5523,0.637,0.6636,0.3834,0.6647,0.497,0.4582,0.6041,0.4871,0.3643,0.4441,0.6663,0.6621,0.5419,0.7006,0.658,0.6477,0.3139,0.5898,0.6078,0.713,0.6657,0.6048,0.5289
18,0.4509,0.5526,0.5349,0.4947,0.6156,0.6037,0.4414,0.6166,0.4863,0.4895,0.5858,0.4959,0.3629,0.4271,0.5848,0.5956,0.5241,0.6663,0.5971,0.5404,0.3631,0.5524,0.5967,0.6757,0.5788,0.5832,0.4897
19,0.4854,0.4276,0.4614,0.4447,0.5303,0.499,0.3275,0.5238,0.441,0.4366,0.5006,0.4616,0.3671,0.416,0.4755,0.4606,0.4377,0.5788,0.5156,0.4469,0.3153,0.5247,0.5344,0.5935,0.4573,0.5286,0.4783
20,0.3226,0.2925,0.4079,0.3848,0.3955,0.3569,0.2332,0.4328,0.3787,0.3241,0.4129,0.4498,0.3621,0.3574,0.278,0.3042,0.3436,0.517,0.3591,0.3047,0.3115,0.3443,0.4488,0.5215,0.338,0.4404,0.3758
21,0.294,0.1542,0.3128,0.2463,0.2505,0.1989,0.3005,0.2735,0.281,0.2008,0.2864,0.3276,0.2745,0.247,0.1461,0.1606,0.2006,0.3777,0.2491,0.1592,0.2432,0.2767,0.2921,0.414,0.1623,0.3029,0.2442
22,0.2261,0,0.208,0.1094,0.0788,0,0.2523,0.1118,0.1517,0.0762,0.1377,0.2237,0.1711,0.1257,0,0.0027,0.059,0.2614,0.1146,0,0.1333,0.1846,0.1963,0.2782,0,0.1759,0.1203
23,0.1534,0,0.081,0,0,0,0,0,0.0063,0,0.0001,0.0887,0.0488,0.0012,0,0,0,0.0926,0,0,0.0603,0.0298,0.1065,0.1002,0,0.0236,0
24,0.0054,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0.0232,0,0,0.0138,0.0105,0.0013,0.0301,0.0007,0.0004,0.0144,0,0,0,0.0216,0.0199,0.0045,0.002,0.0273,0.023,0,0,0.0032,0.0056,0.0226,0.0042,0.0002
35,0,0.1384,0.0001,0.0075,0.1327,0.1409,0.0909,0.1628,0.0735,0.0689,0.1408,0.0503,0.0228,0.0245,0.1553,0.1543,0.1154,0.0753,0.1549,0.1631,0.0004,0,0.0692,0.0854,0.1402,0.0955,0.0632
36,0.0175,0.3168,0.0243,0.0918,0.3117,0.3209,0.2356,0.3325,0.2406,0.2307,0.3134,0.2007,0.139,0.1482,0.3275,0.3177,0.2998,0.2109,0.3019,0.326,0.0346,0.0367,0.2087,0.2291,0.3003,0.2486,0.2292
37,0.1201,0.4435,0.1081,0.2534,0.4661,0.464,0.3799,0.4754,0.4273,0.4061,0.4783,0.3619,0.3074,0.295,0.4534,0.4714,0.4725,0.3121,0.4663,0.4642,0.1138,0.1795,0.344,0.3813,0.4288,0.4057,0.4157
38,0.2617,0.5673,0.2199,0.3899,0.6046,0.5971,0.4505,0.5994,0.5805,0.5311,0.6156,0.5078,0.4652,0.4339,0.598,0.6044,0.6049,0.4193,0.5781,0.6108,0.2091,0.3192,0.4683,0.5166,0.5317,0.5479,0.5514
39,0.387,0.6453,0.3224,0.4875,0.6796,0.6422,0.4882,0.6653,0.6767,0.5612,0.6997,0.6175,0.5851,0.5167,0.7006,0.6916,0.6533,0.5426,0.6597,0.6781,0.262,0.4231,0.5617,0.5947,0.6494,0.6272,0.6331
40,0.4228,0.6855,0.3788,0.519,0.7042,0.6709,0.455,0.7097,0.7053,0.5823,0.7063,0.6212,0.6561,0.532,0.6428,0.6735,0.6565,0.5666,0.6751,0.6636,0.3066,0.5215,0.5684,0.5925,0.6672,0.6439,0.6513
41,0.4334,0.6548,0.4419,0.6042,0.676,0.6237,0.4701,0.7132,0.687,0.6056,0.6606,0.638,0.6782,0.5351,0.608,0.6283,0.6421,0.5762,0.674,0.5898,0.3356,0.5074,0.5789,0.6082,0.6413,0.6152,0.6405
42,0.5353,0.5652,0.4471,0.5274,0.6008,0.5949,0.4769,0.6711,0.6566,0.5517,0.628,0.6346,0.6574,0.484,0.5549,0.5527,0.5767,0.5758,0.6191,0.5451,0.3197,0.4932,0.5735,0.6364,0.5327,0.6013,0.5785
43,0.4253,0.4398,0.4699,0.4604,0.5247,0.4973,0.4339,0.6091,0.5804,0.4955,0.5407,0.5783,0.5957,0.4568,0.457,0.4404,0.5089,0.5334,0.5296,0.4331,0.3489,0.4663,0.4993,0.5786,0.4086,0.5223,0.5174
44,0.5269,0.3425,0.4355,0.3058,0.3934,0.3344,0.3911,0.4836,0.4918,0.3681,0.4422,0.49,0.512,0.361,0.2903,0.3273,0.3725,0.4676,0.4274,0.2967,0.347,0.2666,0.4566,0.4912,0.3509,0.4528,0.3948
45,0.4194,0.1984,0.3605,0.2297,0.2535,0.1934,0.2693,0.3291,0.3569,0.2395,0.2992,0.3709,0.3911,0.2505,0.1445,0.166,0.2306,0.3589,0.2959,0.1481,0.2635,0.2375,0.357,0.3829,0.2105,0.3288,0.2763
46,0.3149,0,0.231,0.0891,0.0814,0,0.25,0.1261,0.1878,0.0883,0.1405,0.2208,0.2245,0.1175,0,0.0043,0.0683,0.2325,0.1438,0,0.1716,0.1445,0.2308,0.2586,0,0.182,0.1243
47,0.1779,0,0.0916,0,0,0,0,0,0.0082,0,0.0002,0.0908,0.0627,0.0012,0,0,0,0.089,0,0,0.1039,0.0316,0.1326,0.0972,0,0.0261,0
48,0.0076,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,0,0.0268,0,0,0.0145,0.0104,0.0013,0.0272,0.0007,0.0003,0.0138,0,0,0,0.0268,0.0225,0.0043,0.0021,0.0301,0.0262,0,0,0.0026,0.0067,0.0257,0.0042,0.0002
59,0,0.1649,0.0001,0.0081,0.1452,0.1402,0.0978,0.1512,0.0804,0.0748,0.1424,0.0517,0.0236,0.0293,0.1747,0.1632,0.1126,0.0903,0.1715,0.1752,0.0005,0,0.0589,0.1087,0.1587,0.0993,0.0681
60,0.0186,0.2875,0.0277,0.0901,0.3295,0.3232,0.2712,0.3258,0.2624,0.2569,0.3261,0.2134,0.1564,0.173,0.3628,0.3445,0.3044,0.2538,0.3419,0.3462,0.0516,0.0234,0.1517,0.2546,0.2922,0.2659,0.2481
61,0.1359,0.4497,0.1199,0.2505,0.4982,0.4913,0.3947,0.4568,0.4434,0.4195,0.4936,0.3699,0.3317,0.3255,0.5249,0.513,0.4836,0.4123,0.4966,0.5089,0.1809,0.0956,0.2306,0.4054,0.4401,0.4196,0.4214
62,0.3032,0.5963,0.2535,0.2965,0.632,0.6023,0.479,0.5829,0.5912,0.5429,0.6325,0.5192,0.5014,0.4749,0.641,0.6401,0.6212,0.5371,0.625,0.6081,0.3514,0.1995,0.2882,0.5371,0.5629,0.5632,0.5774
63,0.4221,0.6962,0.3496,0.3631,0.7244,0.685,0.527,0.6672,0.6661,0.6352,0.7091,0.6269,0.6215,0.5722,0.7211,0.7259,0.6974,0.6242,0.6904,0.6762,0.5074,0.3076,0.3212,0.6012,0.6518,0.6558,0.6619
64,0.496,0.6789,0.4162,0.3818,0.7325,0.6919,0.5175,0.7397,0.6507,0.5865,0.7192,0.6703,0.665,0.5812,0.7127,0.7234,0.6245,0.6517,0.7215,0.6304,0.5606,0.3883,0.3278,0.6254,0.6571,0.6726,0.6441
65,0.516,0.6511,0.4797,0.5144,0.7263,0.6544,0.5096,0.7518,0.6743,0.607,0.6985,0.6946,0.6511,0.6159,0.6148,0.6918,0.6366,0.6525,0.7107,0.5837,0.5922,0.4711,0.3423,0.6015,0.656,0.6594,0.6321
66,0.5451,0.5387,0.4944,0.4967,0.677,0.5544,0.4562,0.6989,0.6458,0.5505,0.6562,0.6765,0.605,0.574,0.5148,0.6007,0.5733,0.6383,0.6597,0.4751,0.5366,0.526,0.327,0.5639,0.5552,0.5628,0.5829
67,0.5785,0.4961,0.4298,0.4685,0.5797,0.478,0.4209,0.6044,0.5726,0.4891,0.578,0.6223,0.5513,0.5028,0.4412,0.48,0.5026,0.5759,0.5831,0.4117,0.469,0.4885,0.3125,0.5259,0.5121,0.5009,0.5158
68,0.4089,0.3133,0.3936,0.3578,0.4401,0.3407,0.3488,0.4692,0.4568,0.3919,0.4349,0.5162,0.4602,0.4011,0.296,0.3378,0.3674,0.5071,0.4447,0.3154,0.4486,0.3655,0.207,0.484,0.376,0.3673,0.4152
69,0.3325,0.1704,0.3147,0.2359,0.2747,0.1922,0.3398,0.3137,0.3356,0.2492,0.3085,0.3918,0.3533,0.2731,0.1558,0.1812,0.2296,0.3588,0.3049,0.1437,0.3488,0.3,0.1474,0.3362,0.2045,0.2469,0.2992
70,0.2405,0,0.2145,0.0809,0.0878,0,0.2791,0.1182,0.1831,0.0949,0.1436,0.2471,0.2104,0.1249,0,0.0063,0.0704,0.2386,0.1343,0,0.2204,0.1456,0.0911,0.187,0,0.1344,0.13
71,0.1692,0,0.089,0,0,0,0,0,0.0071,0,0.0001,0.0982,0.0592,0.001,0,0,0,0.0865,0,0,0.1097,0.03,0.0634,0.0817,0,0.0209,0
72,0.0079,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,0.026,0,0,0.0139,0.0078,0.001,0.0337,0.0006,0.0003,0.0124,0,0,0,0.0234,0.0198,0.0036,0.0016,0.0295,0.0218,0,0,0.0024,0.0028,0.0224,0.0028,0.0001
83,0,0.1594,0.0001,0.0066,0.1385,0.1164,0.0824,0.1831,0.0653,0.0728,0.1208,0.0482,0.0204,0.0287,0.1627,0.1583,0.1046,0.0763,0.1711,0.1565,0.0005,0,0.0742,0.0529,0.1591,0.0617,0.0633
84,0.0109,0.3253,0.0262,0.0683,0.314,0.2879,0.2485,0.3512,0.2238,0.2494,0.2767,0.2011,0.1462,0.169,0.3507,0.3525,0.2899,0.2224,0.324,0.3291,0.0477,0.0202,0.2199,0.1503,0.2936,0.1876,0.241
85,0.0955,0.4541,0.1184,0.1726,0.4846,0.4475,0.3671,0.4998,0.3913,0.3921,0.4295,0.3673,0.3085,0.3237,0.5108,0.5119,0.4646,0.3828,0.4864,0.4639,0.1359,0.1083,0.3595,0.276,0.4226,0.321,0.4183
86,0.1998,0.5878,0.2248,0.3587,0.6202,0.5741,0.4638,0.6335,0.5422,0.5075,0.5579,0.4915,0.4533,0.4433,0.6253,0.6296,0.5961,0.4858,0.6078,0.5608,0.2173,0.2167,0.4804,0.3487,0.5819,0.4047,0.5629
87,0.3187,0.6848,0.3024,0.5152,0.7096,0.6628,0.4962,0.7238,0.6457,0.6226,0.6269,0.5675,0.5592,0.5473,0.6942,0.7026,0.6697,0.5694,0.6815,0.6311,0.2423,0.2477,0.5699,0.428,0.6962,0.4105,0.6576
88,0.4304,0.6772,0.3786,0.5209,0.687,0.6962,0.4973,0.749,0.664,0.6475,0.6237,0.6567,0.6643,0.5767,0.6922,0.6857,0.6753,0.6079,0.7014,0.6519,0.3415,0.1956,0.589,0.4528,0.7204,0.446,0.667
89,0.5223,0.6786,0.4294,0.5115,0.6887,0.6672,0.4944,0.7498,0.6503,0.6289,0.605,0.6055,0.6272,0.5806,0.6508,0.671,0.6608,0.5722,0.6781,0.6036,0.3181,0.2299,0.6043,0.504,0.7021,0.4105,0.6388
90,0.4432,0.6225,0.4393,0.5559,0.6495,0.6095,0.4629,0.666,0.5857,0.611,0.5413,0.5315,0.5852,0.5512,0.596,0.6058,0.6235,0.5049,0.5978,0.565,0.3042,0.269,0.5762,0.4033,0.6599,0.3693,0.6042
91,0.3969,0.5113,0.4565,0.4431,0.5445,0.5055,0.4503,0.5676,0.5445,0.5071,0.4918,0.5444,0.5431,0.5049,0.485,0.4785,0.5007,0.4712,0.496,0.4798,0.3579,0.3244,0.5384,0.3231,0.5362,0.3151,0.5492
92,0.3239,0.3724,0.3838,0.2961,0.3996,0.3697,0.3663,0.4767,0.401,0.428,0.3549,0.428,0.4351,0.4426,0.3031,0.3518,0.4112,0.3604,0.3632,0.2923,0.3286,0.3076,0.4672,0.243,0.3645,0.27,0.4272
93,0.273,0.1953,0.3072,0.1948,0.2458,0.2068,0.3439,0.3026,0.2713,0.2712,0.2546,0.3269,0.3238,0.2993,0.1763,0.196,0.2456,0.257,0.2417,0.1527,0.3119,0.2716,0.369,0.1745,0.1685,0.1816,0.2977
94,0.1775,0,0.1686,0.0929,0.077,0,0.2571,0.1226,0.1278,0.0971,0.1153,0.2022,0.1714,0.1421,0,0.0065,0.0743,0.1599,0.12,0,0.2059,0.1857,0.2513,0.109,0,0.0923,0.1366
95,0.1064,0,0.0703,0,0,0,0,0,0.0041,0,0.0001,0.0869,0.0502,0.0012,0,0,0,0.0691,0,0,0.1077,0.0408,0.1432,0.0508,0,0.0152,0
96,0.0061,0,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,0,0.023,0,0,0.0135,0.0088,0.0007,0.0371,0.0003,0.0002,0.0116,0,0,0,0.0205,0.0179,0.0034,0.0007,0.0263,0.0224,0,0,0.0027,0.0019,0.0268,0.0014,0.0001
107,0,0.1311,0.0001,0.0042,0.1328,0.1315,0.061,0.2027,0.0399,0.0611,0.1108,0.018,0.0155,0.0219,0.1497,0.1479,0.1004,0.0293,0.1496,0.1616,0.0003,0,0.0762,0.0398,0.1604,0.0345,0.0615
108,0.0143,0.2847,0.028,0.0382,0.3104,0.2936,0.2565,0.3531,0.1489,0.2106,0.2511,0.0797,0.1116,0.1319,0.3236,0.3141,0.2676,0.1002,0.2832,0.3388,0.0403,0.0318,0.2251,0.1402,0.3213,0.0887,0.2244
109,0.1074,0.4063,0.1276,0.0673,0.4756,0.4615,0.3828,0.5161,0.2786,0.3293,0.397,0.1536,0.2555,0.2606,0.4586,0.4717,0.4254,0.1529,0.4284,0.4888,0.1331,0.1666,0.375,0.1669,0.4559,0.1375,0.3973
110,0.2514,0.5504,0.239,0.1043,0.6199,0.5861,0.449,0.6559,0.3656,0.4291,0.5146,0.2515,0.3847,0.3837,0.5874,0.5833,0.5544,0.2299,0.52,0.5938,0.2114,0.32,0.4979,0.2466,0.585,0.1779,0.5521
111,0.4016,0.6233,0.3239,0.2177,0.7081,0.6432,0.4705,0.7471,0.4293,0.5099,0.6044,0.3673,0.5151,0.4843,0.6111,0.6469,0.6577,0.2853,0.6028,0.6342,0.2954,0.4457,0.5664,0.2672,0.6507,0.2238,0.6558
112,0.5433,0.6091,0.3931,0.3027,0.7164,0.6072,0.4835,0.7662,0.4669,0.5589,0.6297,0.4551,0.6132,0.4763,0.583,0.6301,0.6859,0.348,0.6402,0.6085,0.3337,0.4311,0.6112,0.3821,0.6928,0.2965,0.6459
113,0.5285,0.5938,0.4571,0.3097,0.6911,0.5787,0.4649,0.7536,0.4331,0.5604,0.6088,0.4835,0.6221,0.5186,0.5508,0.6203,0.627,0.3703,0.6442,0.5884,0.432,0.4753,0.6065,0.3673,0.646,0.3134,0.6124
114,0.6351,0.4962,0.4241,0.3914,0.6205,0.481,0.4205,0.682,0.445,0.5529,0.5531,0.4712,0.5704,0.5248,0.4373,0.5322,0.556,0.3311,0.5652,0.4873,0.4783,0.4921,0.6172,0.3857,0.6318,0.2657,0.561
115,0.6118,0.4117,0.4295,0.2997,0.5107,0.4372,0.3031,0.587,0.3962,0.4417,0.4748,0.4386,0.5237,0.4664,0.3944,0.4489,0.4432,0.2532,0.4643,0.3756,0.5454,0.4541,0.558,0.3064,0.5237,0.2389,0.4988
116,0.4355,0.2686,0.3954,0.2761,0.3726,0.3108,0.1638,0.4748,0.2785,0.3597,0.356,0.3462,0.4431,0.3875,0.2295,0.2802,0.3309,0.2621,0.3804,0.2294,0.4217,0.393,0.4704,0.2644,0.3492,0.2034,0.3614
117,0.4076,0.1429,0.3154,0.1963,0.2223,0.1598,0.0968,0.3076,0.2144,0.2277,0.2421,0.2814,0.3269,0.257,0.0977,0.1492,0.2058,0.1671,0.2262,0.1193,0.3825,0.2834,0.3762,0.1492,0.1762,0.1307,0.2195
118,0.2917,0,0.2086,0.1007,0.0682,0,0.0981,0.1236,0.135,0.0875,0.1138,0.1937,0.1853,0.1275,0,0.0074,0.0634,0.0999,0.1124,0,0.2565,0.1681,0.2806,0.115,0,0.0827,0.1003
119,0.1782,0,0.0871,0,0,0,0,0,0.0054,0,0.0001,0.0822,0.0547,0.0009,0,0,0,0.0521,0,0,0.1232,0.0441,0.1568,0.0509,0,0.013,0
120,0.0097,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,0,0.0219,0,0,0.0118,0.0057,0.0005,0.0363,0.0003,0.0002,0.0129,0,0,0,0.0135,0.0133,0.0026,0.0005,0.0299,0.0145,0,0,0.0028,0.0034,0.0217,0.0021,0.0001
131,0,0.1191,0.0001,0.0033,0.1208,0.0866,0.036,0.2029,0.0416,0.0397,0.1372,0.0326,0.0147,0.0178,0.0952,0.1037,0.0738,0.0351,0.185,0.1116,0.0004,0,0.0828,0.055,0.1241,0.0463,0.0335
132,0.0224,0.2346,0.0243,0.039,0.2773,0.2208,0.1221,0.3456,0.14,0.139,0.3118,0.143,0.1078,0.1103,0.2269,0.2399,0.2092,0.1084,0.3652,0.2473,0.0571,0.0253,0.2377,0.1629,0.2342,0.1132,0.1377
133,0.1751,0.3359,0.108,0.1178,0.4175,0.3779,0.2997,0.4789,0.2509,0.2364,0.4755,0.3007,0.249,0.2101,0.3758,0.3766,0.3579,0.2235,0.5243,0.3785,0.2268,0.1491,0.3878,0.2983,0.3324,0.1907,0.2622
134,0.366,0.4603,0.2167,0.2235,0.5375,0.4413,0.3987,0.595,0.3432,0.3466,0.6084,0.3963,0.3748,0.316,0.4411,0.4574,0.4873,0.3125,0.6447,0.4678,0.3703,0.2824,0.5049,0.3712,0.4371,0.2361,0.3656
135,0.5311,0.4488,0.3128,0.3168,0.6139,0.5027,0.3087,0.6868,0.4165,0.426,0.6827,0.499,0.4888,0.3746,0.499,0.49,0.5216,0.3991,0.7215,0.5648,0.4938,0.4137,0.5626,0.4002,0.4662,0.3191,0.4678
136,0.6203,0.455,0.39,0.3545,0.6333,0.5338,0.4978,0.7255,0.4662,0.4687,0.6922,0.5361,0.5511,0.4335,0.4939,0.4808,0.5248,0.4166,0.0007,0.5824,0.5203,0.4798,0.5785,0.4183,0.4588,0.3947,0.569
137,0.6808,0.4783,0.4467,0.3578,0.6268,0.5474,0.4026,0.7308,0.5362,0.4649,0.6888,0.4858,0.5645,0.4337,0.4814,0.483,0.5239,0.4262,0.7319,0.5704,0.4973,0.5114,0.5566,0.448,0.4866,0.4378,0.5824
138,0.6901,0.4058,0.4846,0.4351,0.5607,0.4603,0.4982,0.6885,0.5397,0.4162,0.636,0.4922,0.5492,0.4535,0.4258,0.4182,0.476,0.3964,0.6682,0.4598,0.4936,0.486,0.4993,0.4428,0.4676,0.4691,0.575
139,0.4672,0.3135,0.4532,0.4022,0.479,0.3391,0.3778,0.6094,0.4879,0.3481,0.5692,0.4338,0.5026,0.4311,0.3304,0.3226,0.3815,0.3817,0.5717,0.367,0.4975,0.3975,0.439,0.4057,0.4194,0.4359,0.506
140,0.4621,0.2546,0.3928,0.3226,0.3629,0.2279,0.3426,0.4549,0.4397,0.2671,0.466,0.4065,0.4213,0.3133,0.2414,0.2042,0.2471,0.3399,0.4358,0.273,0.4047,0.2875,0.4134,0.3912,0.2931,0.3435,0.3808
141,0.3964,0.1498,0.3234,0.2029,0.2249,0.1195,0.208,0.3221,0.328,0.1565,0.3313,0.3537,0.3285,0.204,0.1247,0.1147,0.1491,0.2524,0.3231,0.1376,0.3737,0.2184,0.2842,0.2987,0.1434,0.3034,0.2619
