hours,AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2746,0,0.0065,0,0,0.0008,0.0017,0,0,0,0,0,0,0,0,0.0069,0.0048,0.0004,0,0,0.0069,0,0,0,0,0.006,0,0
2747,0,0.088,0,0.0072,0.0701,0.049,0.0172,0.0431,0.0134,0.0498,0.0313,0.0007,0.0021,0.0152,0.1069,0.0927,0.0729,0.0012,0.0303,0.0718,0,0.0001,0.0001,0.0008,0.1095,0.0074,0.0279
2748,0.0045,0.2612,0.0295,0.0521,0.2383,0.1389,0.1324,0.1668,0.1467,0.209,0.1721,0.0763,0.0856,0.1161,0.2588,0.2698,0.252,0.0772,0.1352,0.166,0.024,0.043,0.0243,0.0449,0.2979,0.1133,0.1834
2749,0.1125,0.377,0.1394,0.1061,0.3975,0.2144,0.2316,0.299,0.3235,0.3732,0.333,0.2346,0.2564,0.2631,0.3354,0.3959,0.4062,0.222,0.3055,0.1951,0.1594,0.1561,0.0801,0.1517,0.4274,0.2691,0.3648
2750,0.2494,0.4584,0.2693,0.1515,0.5204,0.3368,0.2772,0.4264,0.4712,0.4689,0.4554,0.3778,0.4125,0.368,0.412,0.4764,0.5252,0.352,0.4133,0.2898,0.3248,0.2714,0.1295,0.2618,0.5352,0.4033,0.509
2751,0.3648,0.4584,0.3606,0.1994,0.6055,0.3474,0.3092,0.4655,0.576,0.5447,0.5352,0.4806,0.5296,0.4839,0.4561,0.5037,0.5856,0.449,0.5099,0.4215,0.4734,0.4272,0.1787,0.3218,0.5713,0.4963,0.5924
2752,0.5109,0.4927,0.4501,0.2437,0.6121,0.3574,0.2979,0.4859,0.6022,0.5402,0.5381,0.5256,0.5705,0.5219,0.484,0.4776,0.5872,0.5002,0.5219,0.4149,0.5545,0.4639,0.1979,0.4076,0.5843,0.5224,0.6088
2753,0.5472,0.5663,0.4331,0.3297,0.5898,0.3576,0.2785,0.4598,0.5979,0.5651,0.497,0.5388,0.5703,0.5139,0.4427,0.5227,0.5801,0.4897,0.5036,0.3492,0.5924,0.4076,0.2163,0.4138,0.6194,0.5007,0.5855
2754,0.5583,0.4493,0.4679,0.2498,0.5297,0.2719,0.2634,0.4054,0.5518,0.472,0.4376,0.51,0.5595,0.4834,0.3781,0.4076,0.5329,0.4512,0.4375,0.3137,0.5137,0.4857,0.193,0.3772,0.5502,0.4613,0.5402
2755,0.4216,0.3792,0.4148,0.2597,0.4375,0.2196,0.2407,0.3061,0.4614,0.419,0.3481,0.4395,0.4886,0.4458,0.2885,0.3224,0.4397,0.3776,0.3493,0.2471,0.5371,0.4276,0.177,0.3274,0.4588,0.3977,0.4724
2756,0.4584,0.1847,0.3897,0.2668,0.263,0.1591,0.16,0.2117,0.3122,0.2739,0.226,0.3383,0.3925,0.3553,0.0924,0.1662,0.2592,0.2731,0.2106,0.0759,0.4689,0.4571,0.1178,0.1844,0.2746,0.2705,0.349
2757,0.3455,0.0736,0.3248,0.1992,0.1254,0.0682,0.147,0.0965,0.1857,0.1642,0.1153,0.1834,0.2642,0.2262,0.0493,0.072,0.1455,0.1395,0.1047,0.0286,0.3513,0.3334,0.0641,0.086,0.1203,0.139,0.2019
2758,0.2465,0,0.1642,0.091,0,0,0,0,0.0331,0.0061,0.0001,0.0738,0.1054,0.0865,0,0,0,0.0281,0,0,0.172,0.2109,0.0153,0.0021,0,0.0073,0.0333
2759,0.106,0,0.0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0.0486,0,0,0,0,0
2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2770,0,0.0073,0,0,0.0007,0.002,0,0,0,0,0,0,0,0,0.0096,0.0063,0.0004,0,0,0.0116,0,0,0,0,0.006,0,0
2771,0,0.1,0,0.0124,0.0569,0.0455,0.0171,0.0499,0.0134,0.0369,0.0337,0.0007,0.0022,0.013,0.1076,0.1026,0.0685,0.0012,0.0393,0.1169,0,0.0001,0,0.0008,0.1162,0.0072,0.029
2772,0.0034,0.2434,0.0146,0.0947,0.2139,0.1242,0.1329,0.1852,0.1489,0.1682,0.1804,0.0735,0.0863,0.115,0.2575,0.2619,0.2344,0.0732,0.1711,0.2843,0.0248,0.0301,0.017,0.0418,0.2826,0.1109,0.1899
2773,0.0783,0.3666,0.0734,0.2136,0.375,0.2175,0.2302,0.3216,0.3262,0.3132,0.3378,0.2315,0.2564,0.2477,0.3802,0.414,0.4031,0.2073,0.3271,0.3931,0.1598,0.1185,0.0634,0.1276,0.4292,0.2619,0.3689
2774,0.2371,0.4409,0.1694,0.3018,0.4886,0.282,0.2742,0.4288,0.4741,0.4465,0.4565,0.3728,0.4188,0.3783,0.4243,0.491,0.5388,0.3407,0.4553,0.4611,0.3237,0.2213,0.116,0.2188,0.53,0.3979,0.5153
2775,0.4433,0.4792,0.2414,0.2995,0.5483,0.3628,0.2925,0.5171,0.58,0.512,0.5349,0.4814,0.5347,0.4676,0.4814,0.5464,0.6058,0.4326,0.5174,0.5007,0.4554,0.3278,0.1673,0.2946,0.6052,0.4857,0.6088
2776,0.5212,0.4864,0.3003,0.2844,0.5432,0.3473,0.307,0.5159,0.6207,0.5425,0.5368,0.5336,0.561,0.5051,0.5025,0.5495,0.6062,0.4526,0.5251,0.4748,0.5552,0.4567,0.1827,0.3026,0.5542,0.5006,0.6361
2777,0.592,0.45,0.3244,0.4749,0.5349,0.3268,0.308,0.4767,0.6202,0.5379,0.5167,0.5319,0.5784,0.5303,0.5189,0.543,0.5799,0.4659,0.5201,0.468,0.5612,0.5259,0.2091,0.324,0.5306,0.5066,0.6389
2778,0.5584,0.4447,0.3257,0.487,0.4763,0.2712,0.2798,0.4159,0.5512,0.5047,0.4488,0.5,0.5546,0.5033,0.4529,0.4842,0.5298,0.4348,0.4419,0.4125,0.5508,0.4584,0.1786,0.2902,0.4573,0.4498,0.5881
2779,0.5619,0.3297,0.2906,0.3018,0.3718,0.2373,0.237,0.3229,0.442,0.4032,0.3541,0.4307,0.4986,0.4318,0.3585,0.3628,0.4038,0.3675,0.3527,0.3594,0.5378,0.4219,0.1373,0.2337,0.318,0.39,0.4927
2780,0.5056,0.2063,0.2836,0.2796,0.2483,0.2027,0.1707,0.1916,0.2773,0.3139,0.2182,0.3249,0.3582,0.3562,0.2427,0.2495,0.2882,0.239,0.2202,0.2266,0.4387,0.2692,0.1162,0.154,0.2156,0.2631,0.3348
2781,0.3879,0.0767,0.2033,0.157,0.1128,0.0974,0.1255,0.0751,0.1637,0.1611,0.111,0.1828,0.2492,0.2201,0.0881,0.1002,0.1441,0.1234,0.1007,0.0886,0.3213,0.2247,0.0637,0.077,0.0803,0.1346,0.1882
2782,0.224,0,0.1121,0.068,0,0,0,0,0.027,0.0059,0.0001,0.0734,0.1045,0.0805,0,0,0,0.021,0,0,0.1619,0.109,0.0131,0.004,0,0.0046,0.0327
2783,0.095,0,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0.0329,0,0,0,0,0
2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,0,0.0093,0,0,0.0007,0.0034,0,0,0,0,0,0,0,0,0.0115,0.0073,0.0005,0,0,0.0118,0,0,0,0,0.0061,0,0
2795,0,0.1133,0,0.0106,0.0616,0.0833,0.0144,0.0422,0.0113,0.0407,0.0272,0.0006,0.0021,0.0152,0.1303,0.1139,0.0753,0.001,0.0358,0.1366,0,0.0001,0,0.0007,0.1054,0.0071,0.0261
2796,0.0031,0.2563,0.0144,0.0803,0.2136,0.1842,0.1241,0.1654,0.1354,0.1642,0.1623,0.071,0.085,0.1205,0.2959,0.2743,0.2538,0.0625,0.1683,0.2797,0.0176,0.055,0.0082,0.0322,0.2716,0.1118,0.1734
2797,0.0648,0.3951,0.0744,0.2057,0.3623,0.3529,0.2242,0.302,0.3102,0.298,0.3111,0.2233,0.2492,0.2511,0.4492,0.4146,0.4244,0.1797,0.3075,0.4584,0.1002,0.1666,0.0399,0.0916,0.3786,0.2689,0.3404
2798,0.1932,0.4506,0.1757,0.3237,0.4881,0.4429,0.2785,0.434,0.4588,0.4015,0.4426,0.3621,0.3962,0.365,0.5602,0.5247,0.5382,0.2985,0.4084,0.572,0.1745,0.3129,0.0692,0.1458,0.474,0.4016,0.4892
2799,0.3502,0.5074,0.2736,0.4814,0.5574,0.5229,0.3144,0.4879,0.5457,0.5075,0.5114,0.4689,0.5245,0.4722,0.6244,0.5791,0.632,0.3988,0.4879,0.6274,0.3297,0.454,0.0925,0.1992,0.5206,0.4991,0.5887
2800,0.435,0.4865,0.3396,0.4757,0.5667,0.5483,0.3173,0.4978,0.5628,0.5459,0.5223,0.4797,0.5591,0.4964,0.6278,0.497,0.6199,0.4212,0.5029,0.6355,0.371,0.5405,0.118,0.2245,0.5126,0.4929,0.5768
2801,0.5362,0.4979,0.396,0.5663,0.5286,0.5147,0.3047,0.4944,0.5737,0.5456,0.4977,0.485,0.5477,0.5148,0.5507,0.4347,0.6082,0.4305,0.4915,0.6013,0.4577,0.5646,0.1305,0.2743,0.5256,0.4975,0.5526
2802,0.5542,0.4574,0.4033,0.4986,0.4716,0.4499,0.262,0.4276,0.5267,0.5146,0.4574,0.4471,0.5085,0.5042,0.483,0.3859,0.5684,0.4087,0.4462,0.5394,0.4247,0.6136,0.1412,0.257,0.446,0.4482,0.5464
2803,0.4453,0.3103,0.3695,0.4538,0.388,0.3047,0.2196,0.332,0.4462,0.4137,0.3677,0.3647,0.4335,0.4523,0.386,0.3026,0.4481,0.3226,0.3586,0.4108,0.3923,0.5638,0.1252,0.2057,0.3277,0.3747,0.4601
2804,0.5176,0.2327,0.364,0.2961,0.2664,0.2109,0.1857,0.1946,0.3046,0.3239,0.2525,0.2869,0.3374,0.3544,0.2452,0.2255,0.2939,0.1998,0.2274,0.2486,0.3903,0.482,0.0895,0.1101,0.2019,0.2656,0.3483
2805,0.382,0.0791,0.2665,0.1962,0.1283,0.0946,0.1636,0.0844,0.1753,0.1839,0.1208,0.1661,0.2183,0.2264,0.1032,0.0953,0.1526,0.0954,0.1076,0.1028,0.2862,0.3622,0.0477,0.0548,0.0866,0.1507,0.2052
2806,0.2195,0,0.1568,0.0651,0,0,0,0,0.0246,0.0054,0,0.0643,0.094,0.0844,0,0,0,0.009,0,0,0.1632,0.2115,0.0058,0.0002,0,0.0041,0.0288
2807,0.0841,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,0.0533,0,0,0,0,0
2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2818,0,0.0059,0,0,0.0007,0.0039,0,0,0,0,0,0,0,0,0.0103,0.0056,0.0005,0,0,0.0113,0,0,0,0,0.0049,0,0
2819,0,0.0798,0,0.0179,0.065,0.0888,0.0154,0.0492,0.0118,0.0352,0.0329,0.0005,0.0021,0.0126,0.122,0.0976,0.0731,0.0008,0.0433,0.1433,0,0.0002,0,0.0006,0.0817,0.0072,0.0272
2820,0.0051,0.2373,0.0306,0.1366,0.2269,0.242,0.1267,0.1846,0.1356,0.1573,0.1698,0.053,0.0771,0.1037,0.2955,0.2521,0.2458,0.0318,0.1918,0.3212,0.0191,0.074,0.0193,0.0255,0.2157,0.1112,0.1721
2821,0.1131,0.3878,0.1537,0.261,0.3931,0.3959,0.2253,0.3105,0.3103,0.2784,0.3352,0.1546,0.2338,0.2197,0.4518,0.412,0.4127,0.078,0.3394,0.4762,0.1384,0.2482,0.0805,0.0632,0.3589,0.2549,0.3414
2822,0.2908,0.4783,0.2939,0.3644,0.5116,0.4655,0.2768,0.4508,0.459,0.3723,0.4703,0.2764,0.3846,0.3198,0.5719,0.5079,0.5322,0.1529,0.4511,0.5696,0.3024,0.4239,0.1675,0.1024,0.4743,0.3782,0.482
2823,0.4437,0.4795,0.43,0.4672,0.5726,0.5395,0.3163,0.5164,0.5432,0.4453,0.5336,0.3638,0.504,0.4159,0.6427,0.5618,0.616,0.2024,0.5244,0.6382,0.4247,0.5579,0.237,0.16,0.516,0.4514,0.5569
2824,0.4968,0.4524,0.5012,0.4976,0.5889,0.4956,0.314,0.5451,0.5326,0.5122,0.5206,0.3792,0.5253,0.447,0.6149,0.5223,0.6236,0.2566,0.5418,0.6282,0.4209,0.6233,0.2887,0.1872,0.4898,0.4588,0.5101
2825,0.5458,0.4736,0.5325,0.3737,0.5636,0.5103,0.3014,0.5352,0.5389,0.5181,0.5121,0.4089,0.5254,0.4511,0.5758,0.5076,0.59,0.28,0.5035,0.5869,0.4688,0.5964,0.3035,0.2214,0.4854,0.4392,0.548
2826,0.5789,0.4398,0.4957,0.442,0.506,0.4226,0.2759,0.4875,0.5101,0.4898,0.4754,0.4008,0.4889,0.4586,0.5261,0.4519,0.5346,0.2985,0.4383,0.5138,0.4554,0.5878,0.2902,0.2378,0.4302,0.4256,0.5358
2827,0.5439,0.3283,0.4796,0.3424,0.4019,0.3296,0.2467,0.3619,0.4305,0.3811,0.3797,0.3576,0.4341,0.3877,0.3794,0.3266,0.406,0.2705,0.3427,0.3995,0.4727,0.5316,0.2542,0.2199,0.3051,0.3323,0.4398
2828,0.4321,0.2319,0.4308,0.22,0.2634,0.189,0.1803,0.2277,0.2992,0.3089,0.265,0.2631,0.3522,0.3315,0.2663,0.2386,0.2693,0.178,0.221,0.27,0.3686,0.4841,0.1896,0.1268,0.1899,0.2091,0.3354
2829,0.304,0.0751,0.3086,0.1293,0.1256,0.0764,0.1419,0.0929,0.1761,0.1695,0.1282,0.1568,0.222,0.2061,0.1064,0.0914,0.136,0.1088,0.1101,0.1074,0.2533,0.3725,0.1089,0.0775,0.0776,0.0919,0.1975
2830,0.2019,0,0.1928,0.0608,0,0,0,0,0.0237,0.0047,0,0.0706,0.0979,0.0747,0,0,0,0.0152,0,0,0.1475,0.2219,0.0174,0.0014,0,0.002,0.0257
2831,0.0806,0,0.0463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0093,0.0636,0,0,0,0,0
2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,0,0.0077,0,0,0.0009,0.0039,0,0,0,0,0,0,0,0,0.0097,0.0061,0.0005,0,0,0.0089,0,0,0,0,0.0069,0,0
2843,0,0.1164,0,0.017,0.078,0.0864,0.016,0.0581,0.0103,0.0309,0.0286,0.0005,0.0019,0.0116,0.1128,0.1064,0.0656,0.0008,0.0238,0.0957,0,0.0002,0,0.0009,0.1269,0.0046,0.0265
2844,0.0036,0.2906,0.0298,0.1245,0.254,0.2499,0.1273,0.2044,0.1136,0.1367,0.1397,0.067,0.078,0.1003,0.2644,0.2731,0.2213,0.063,0.0919,0.2069,0.0179,0.0787,0.0413,0.0571,0.3042,0.0773,0.1769
2845,0.0645,0.4332,0.14,0.2486,0.4249,0.3845,0.2233,0.3455,0.2648,0.2485,0.2656,0.2106,0.2311,0.2258,0.3885,0.43,0.383,0.1827,0.1498,0.3338,0.1142,0.2639,0.1558,0.1717,0.4458,0.2094,0.3393
2846,0.2044,0.4836,0.2872,0.286,0.557,0.4354,0.2674,0.4352,0.4109,0.3574,0.3731,0.3483,0.3917,0.335,0.488,0.5105,0.4774,0.3036,0.1863,0.4853,0.2796,0.4399,0.2791,0.2987,0.5627,0.3112,0.4714
2847,0.3439,0.5601,0.4051,0.2798,0.6342,0.5,0.2997,0.4966,0.5208,0.4314,0.4616,0.4343,0.5174,0.407,0.5733,0.5719,0.551,0.3844,0.2421,0.5955,0.4187,0.5595,0.3768,0.4104,0.6455,0.4187,0.5244
2848,0.4303,0.5296,0.484,0.2559,0.6309,0.5345,0.3267,0.4955,0.5351,0.4508,0.4792,0.452,0.5646,0.465,0.5869,0.537,0.5373,0.4007,0.2944,0.5839,0.5325,0.6336,0.4304,0.4645,0.6297,0.4207,0.5379
2849,0.5299,0.5428,0.5215,0.3557,0.5994,0.5611,0.3151,0.4791,0.5406,0.4497,0.4883,0.4594,0.5695,0.5072,0.5302,0.5184,0.5521,0.4137,0.3067,0.5452,0.5759,0.6668,0.4374,0.4796,0.5784,0.4297,0.5396
2850,0.4603,0.4149,0.5239,0.3347,0.5181,0.4589,0.2824,0.4286,0.5146,0.4618,0.445,0.4374,0.5253,0.4747,0.3847,0.4144,0.5115,0.4093,0.3294,0.4007,0.5684,0.6558,0.4113,0.4467,0.446,0.4114,0.4918
2851,0.3786,0.2498,0.4541,0.3365,0.4134,0.3436,0.2293,0.308,0.4315,0.3732,0.3677,0.3793,0.4526,0.3953,0.311,0.3128,0.3954,0.3467,0.3129,0.2946,0.5122,0.6177,0.3501,0.3763,0.2831,0.3656,0.4163
2852,0.3648,0.1431,0.4275,0.2471,0.2765,0.202,0.1854,0.1851,0.3102,0.3202,0.2661,0.3052,0.3633,0.3481,0.2169,0.2099,0.2815,0.2396,0.2205,0.1764,0.4125,0.4952,0.2551,0.2742,0.1845,0.2598,0.3314
2853,0.2346,0.0571,0.3125,0.1758,0.1335,0.0756,0.1654,0.0729,0.1819,0.1784,0.1275,0.1868,0.2268,0.2133,0.0715,0.0861,0.1417,0.1359,0.1064,0.0613,0.2873,0.372,0.1716,0.1714,0.0701,0.1409,0.198
2854,0.1378,0,0.1831,0.065,0,0,0,0,0.0206,0.0043,0,0.0739,0.0908,0.0818,0,0,0,0.0154,0,0,0.1608,0.228,0.0216,0.0006,0,0.0013,0.0242
2855,0.0494,0,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0.0609,0,0,0,0,0
2856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2866,0,0.0077,0,0,0.0007,0.0019,0,0,0,0,0,0,0,0,0.0053,0.0037,0.0003,0,0,0.0079,0,0,0,0,0.0051,0,0
2867,0,0.1088,0,0.0144,0.0655,0.05,0.0123,0.0411,0.0102,0.0277,0.0257,0.0005,0.0017,0.0133,0.083,0.0709,0.0418,0.0009,0.0329,0.1036,0,0.0002,0,0.0007,0.0927,0.0067,0.0251
2868,0.0036,0.2717,0.028,0.1162,0.2247,0.1318,0.1094,0.1707,0.1235,0.1368,0.1446,0.0694,0.0683,0.1061,0.2041,0.2085,0.167,0.0734,0.1495,0.2167,0.018,0.0762,0.04,0.065,0.2676,0.1116,0.1634
2869,0.0776,0.3977,0.1489,0.2175,0.3751,0.2094,0.2213,0.2851,0.2866,0.2256,0.2857,0.2178,0.2175,0.2311,0.3023,0.3311,0.2593,0.2093,0.2888,0.3102,0.1182,0.2603,0.1396,0.1887,0.4067,0.2663,0.3261
2870,0.1743,0.5011,0.26,0.3419,0.5198,0.3212,0.2782,0.3862,0.4101,0.3646,0.4036,0.3537,0.3572,0.3629,0.3956,0.482,0.4019,0.3352,0.3903,0.4334,0.2442,0.4291,0.2439,0.3223,0.5328,0.3981,0.4817
2871,0.2743,0.5851,0.4007,0.4368,0.5715,0.4318,0.2967,0.4277,0.5127,0.408,0.4953,0.4487,0.471,0.4114,0.5079,0.5661,0.4593,0.4263,0.421,0.4971,0.3514,0.5291,0.3263,0.4129,0.5957,0.4977,0.5615
2872,0.3822,0.5846,0.4769,0.4406,0.5641,0.4655,0.3127,0.4575,0.5484,0.3956,0.5255,0.501,0.5243,0.4155,0.5666,0.5549,0.4482,0.4654,0.4412,0.5737,0.4317,0.5817,0.3806,0.454,0.6219,0.5399,0.52
2873,0.4225,0.574,0.524,0.2908,0.547,0.4528,0.3152,0.4304,0.5364,0.4172,0.5068,0.4723,0.5233,0.4046,0.5285,0.5203,0.4493,0.4602,0.4442,0.537,0.467,0.5536,0.3742,0.4418,0.5549,0.5379,0.5335
2874,0.457,0.4886,0.5479,0.286,0.5006,0.3956,0.2935,0.4009,0.4934,0.4075,0.4584,0.4298,0.4917,0.415,0.4938,0.4638,0.4464,0.4188,0.3753,0.4686,0.4643,0.5523,0.3296,0.4001,0.506,0.4933,0.4948
2875,0.5118,0.3346,0.5017,0.1983,0.4023,0.3253,0.2334,0.2822,0.4199,0.3202,0.3759,0.3658,0.4194,0.3678,0.3758,0.3479,0.3698,0.3314,0.3137,0.3296,0.4227,0.5215,0.2574,0.3207,0.3578,0.3907,0.4274
2876,0.4762,0.2157,0.3851,0.175,0.2624,0.2054,0.1838,0.1527,0.2991,0.293,0.2583,0.2345,0.3274,0.3219,0.1935,0.2118,0.2721,0.214,0.1875,0.1726,0.3563,0.438,0.1681,0.2112,0.2181,0.2758,0.3043
2877,0.312,0.0733,0.3023,0.1549,0.1222,0.0928,0.1373,0.0652,0.1686,0.1514,0.1302,0.1244,0.2108,0.188,0.0764,0.0884,0.1268,0.1094,0.0913,0.0649,0.2262,0.3626,0.0855,0.1133,0.0722,0.1529,0.1616
2878,0.2154,0,0.1853,0.0727,0,0,0,0,0.0168,0.0036,0,0.0404,0.0869,0.0739,0,0,0,0.008,0,0,0.1395,0.2271,0.0069,0,0,0.0005,0.0171
2879,0.0951,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0.0587,0,0,0,0,0
2880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
