state,type,phase,value,reference_year
AC,on_wind,operation,0.0,2016
AL,on_wind,operation,0.0,2016
AM,on_wind,operation,0.0,2016
AP,on_wind,operation,0.0,2016
BA,on_wind,operation,4176.55564,2016
CE,on_wind,operation,2178.84,2016
DF,on_wind,operation,0.0,2016
ES,on_wind,operation,0.0,2016
GO,on_wind,operation,0.0,2016
MA,on_wind,operation,220.82250000000002,2016
MG,on_wind,operation,0.156,2016
MS,on_wind,operation,0.0,2016
MT,on_wind,operation,0.0,2016
PA,on_wind,operation,0.0,2016
PB,on_wind,operation,157.2,2016
PE,on_wind,operation,845.515,2016
PI,on_wind,operation,1480.9,2016
PR,on_wind,operation,2.5,2016
RJ,on_wind,operation,28.05,2016
RN,on_wind,operation,4043.521,2016
RO,on_wind,operation,0.0,2016
RR,on_wind,operation,0.0,2016
RS,on_wind,operation,1820.89198,2016
SC,on_wind,operation,250.5995,2016
SE,on_wind,operation,34.5,2016
SP,on_wind,operation,0.00224,2016
TO,on_wind,operation,0.0,2016
AC,on_wind,planning,0.0,2016
AL,on_wind,planning,0.0,2016
AM,on_wind,planning,0.0,2016
AP,on_wind,planning,0.0,2016
BA,on_wind,planning,10556.5,2016
CE,on_wind,planning,2875.8,2016
DF,on_wind,planning,0.0,2016
ES,on_wind,planning,0.0,2016
GO,on_wind,planning,0.0,2016
MA,on_wind,planning,130.2,2016
MG,on_wind,planning,384.448,2016
MS,on_wind,planning,0.0,2016
MT,on_wind,planning,0.0,2016
PA,on_wind,planning,0.0,2016
PB,on_wind,planning,2331.3,2016
PE,on_wind,planning,529.5,2016
PI,on_wind,planning,2882.8,2016
PR,on_wind,planning,0.0,2016
RJ,on_wind,planning,0.0,2016
RN,on_wind,planning,3401.8,2016
RO,on_wind,planning,0.0,2016
RR,on_wind,planning,0.0,2016
RS,on_wind,planning,2137.32,2016
SC,on_wind,planning,0.0,2016
SE,on_wind,planning,0.0,2016
SP,on_wind,planning,0.0,2016
TO,on_wind,planning,0.0,2016
AC,small_hydro,operation,0.0,2016
AL,small_hydro,operation,0.0,2016
AM,small_hydro,operation,0.0,2016
AP,small_hydro,operation,0.0,2016
BA,small_hydro,operation,78.77,2016
CE,small_hydro,operation,0.0,2016
DF,small_hydro,operation,0.0,2016
ES,small_hydro,operation,231.96,2016
GO,small_hydro,operation,459.332,2016
MA,small_hydro,operation,0.0,2016
MG,small_hydro,operation,749.74717,2016
MS,small_hydro,operation,266.968,2016
MT,small_hydro,operation,961.104,2016
PA,small_hydro,operation,60.0,2016
PB,small_hydro,operation,3.52,2016
PE,small_hydro,operation,13.475000000000001,2016
PI,small_hydro,operation,0.0,2016
PR,small_hydro,operation,360.537,2016
RJ,small_hydro,operation,257.98199999999997,2016
RN,small_hydro,operation,0.0,2016
RO,small_hydro,operation,119.55,2016
RR,small_hydro,operation,0.0,2016
RS,small_hydro,operation,647.2983,2016
SC,small_hydro,operation,452.82099999999997,2016
SE,small_hydro,operation,0.0,2016
SP,small_hydro,operation,295.358,2016
TO,small_hydro,operation,127.66,2016
AC,small_hydro,planning,0.0,2016
AL,small_hydro,planning,0.0,2016
AM,small_hydro,planning,0.0,2016
AP,small_hydro,planning,7.5,2016
BA,small_hydro,planning,17.001,2016
CE,small_hydro,planning,0.0,2016
DF,small_hydro,planning,0.0,2016
ES,small_hydro,planning,8.0,2016
GO,small_hydro,planning,159.29,2016
MA,small_hydro,planning,0.0,2016
MG,small_hydro,planning,110.392,2016
MS,small_hydro,planning,32.0,2016
MT,small_hydro,planning,116.17,2016
PA,small_hydro,planning,0.0,2016
PB,small_hydro,planning,0.0,2016
PE,small_hydro,planning,0.0,2016
PI,small_hydro,planning,0.0,2016
PR,small_hydro,planning,210.89,2016
RJ,small_hydro,planning,23.594,2016
RN,small_hydro,planning,0.0,2016
RO,small_hydro,planning,73.8,2016
RR,small_hydro,planning,0.0,2016
RS,small_hydro,planning,203.91795,2016
SC,small_hydro,planning,293.7207,2016
SE,small_hydro,planning,0.0,2016
SP,small_hydro,planning,22.095,2016
TO,small_hydro,planning,5.5,2016
AC,solar_pv,operation,0.7152000000000001,2016
AL,solar_pv,operation,3.74,2016
AM,solar_pv,operation,1.21604,2016
AP,solar_pv,operation,4.0652,2016
BA,solar_pv,operation,692.9488,2016
CE,solar_pv,operation,229.769,2016
DF,solar_pv,operation,0.0,2016
ES,solar_pv,operation,14.88178,2016
GO,solar_pv,operation,10.4366,2016
MA,solar_pv,operation,2.43253,2016
MG,solar_pv,operation,646.73768,2016
MS,solar_pv,operation,11.88798,2016
MT,solar_pv,operation,21.305780000000002,2016
PA,solar_pv,operation,16.76672,2016
PB,solar_pv,operation,141.8502,2016
PE,solar_pv,operation,61.22645,2016
PI,solar_pv,operation,490.114,2016
PR,solar_pv,operation,16.82131,2016
RJ,solar_pv,operation,5.3193,2016
RN,solar_pv,operation,130.21734,2016
RO,solar_pv,operation,3.27048,2016
RR,solar_pv,operation,0.36,2016
RS,solar_pv,operation,30.38046,2016
SC,solar_pv,operation,16.06833,2016
SE,solar_pv,operation,0.8,2016
SP,solar_pv,operation,294.91762,2016
TO,solar_pv,operation,6.125,2016
AC,solar_pv,planning,0.0,2016
AL,solar_pv,planning,0.0,2016
AM,solar_pv,planning,0.0,2016
AP,solar_pv,planning,0.0,2016
BA,solar_pv,planning,350.0,2016
CE,solar_pv,planning,567.014,2016
DF,solar_pv,planning,0.0,2016
ES,solar_pv,planning,0.0,2016
GO,solar_pv,planning,0.0,2016
MA,solar_pv,planning,0.0,2016
MG,solar_pv,planning,3013.051,2016
MS,solar_pv,planning,0.0,2016
MT,solar_pv,planning,0.0,2016
PA,solar_pv,planning,0.0,2016
PB,solar_pv,planning,450.0,2016
PE,solar_pv,planning,173.915,2016
PI,solar_pv,planning,1540.4379999999999,2016
PR,solar_pv,planning,0.0,2016
RJ,solar_pv,planning,0.0,2016
RN,solar_pv,planning,647.63339,2016
RO,solar_pv,planning,0.0,2016
RR,solar_pv,planning,0.0,2016
RS,solar_pv,planning,0.0,2016
SC,solar_pv,planning,0.0,2016
SE,solar_pv,planning,0.0,2016
SP,solar_pv,planning,287.71542,2016
TO,solar_pv,planning,0.0,2016
