state,type,phase,value,reference_year
AC,biomass,operation,1.5,2012
AL,biomass,operation,254.962,2012
AM,biomass,operation,17.027,2012
AP,biomass,operation,1.7,2012
BA,biomass,operation,531.8,2012
CE,biomass,operation,0.0,2012
DF,biomass,operation,2.85,2012
ES,biomass,operation,277.7,2012
GO,biomass,operation,1097.368,2012
MA,biomass,operation,26.955,2012
MG,biomass,operation,1459.13885,2012
MS,biomass,operation,1430.462,2012
MT,biomass,operation,236.467,2012
PA,biomass,operation,71.2514,2012
PB,biomass,operation,71.0,2012
PE,biomass,operation,265.855,2012
PI,biomass,operation,23.5,2012
PR,biomass,operation,545.9916,2012
RJ,biomass,operation,58.998,2012
RN,biomass,operation,61.0,2012
RO,biomass,operation,26.288,2012
RR,biomass,operation,4.8,2012
RS,biomass,operation,332.7214,2012
SC,biomass,operation,264.4656,2012
SE,biomass,operation,59.7,2012
SP,biomass,operation,5501.3572,2012
TO,biomass,operation,80.0,2012
AC,biomass,planning,0.0,2012
AL,biomass,planning,0.0,2012
AM,biomass,planning,27.6,2012
AP,biomass,planning,2.835,2012
BA,biomass,planning,132.5,2012
CE,biomass,planning,0.0,2012
DF,biomass,planning,0.0,2012
ES,biomass,planning,0.0,2012
GO,biomass,planning,138.45,2012
MA,biomass,planning,10.75,2012
MG,biomass,planning,213.0,2012
MS,biomass,planning,782.565,2012
MT,biomass,planning,333.573,2012
PA,biomass,planning,30.869999999999997,2012
PB,biomass,planning,0.0,2012
PE,biomass,planning,0.0,2012
PI,biomass,planning,0.0,2012
PR,biomass,planning,0.0,2012
RJ,biomass,planning,8.466,2012
RN,biomass,planning,0.0,2012
RO,biomass,planning,0.0,2012
RR,biomass,planning,56.952,2012
RS,biomass,planning,62.09,2012
SC,biomass,planning,0.0,2012
SE,biomass,planning,0.0,2012
SP,biomass,planning,654.168,2012
TO,biomass,planning,0.0,2012
AC,coal,operation,0.0,2012
AL,coal,operation,0.0,2012
AM,coal,operation,0.0,2012
AP,coal,operation,0.0,2012
BA,coal,operation,0.0,2012
CE,coal,operation,1085.274,2012
DF,coal,operation,0.0,2012
ES,coal,operation,0.0,2012
GO,coal,operation,0.0,2012
MA,coal,operation,435.337,2012
MG,coal,operation,113.065,2012
MS,coal,operation,0.0,2012
MT,coal,operation,0.0,2012
PA,coal,operation,103.854,2012
PB,coal,operation,0.0,2012
PE,coal,operation,0.0,2012
PI,coal,operation,0.0,2012
PR,coal,operation,20.0,2012
RJ,coal,operation,21.0,2012
RN,coal,operation,0.0,2012
RO,coal,operation,0.0,2012
RR,coal,operation,0.0,2012
RS,coal,operation,350.0,2012
SC,coal,operation,745.0,2012
SE,coal,operation,0.0,2012
SP,coal,operation,24.4,2012
TO,coal,operation,0.0,2012
AC,gas,operation,0.0,2012
AL,gas,operation,6.8774999999999995,2012
AM,gas,operation,244.54700000000003,2012
AP,gas,operation,0.0,2012
BA,gas,operation,338.27,2012
CE,gas,operation,238.374,2012
DF,gas,operation,0.0,2012
ES,gas,operation,583.346,2012
GO,gas,operation,0.0,2012
MA,gas,operation,789.2669999999999,2012
MG,gas,operation,390.69820000000004,2012
MS,gas,operation,391.774,2012
MT,gas,operation,529.2,2012
PA,gas,operation,0.0,2012
PB,gas,operation,0.0,2012
PE,gas,operation,608.325,2012
PI,gas,operation,0.0,2012
PR,gas,operation,504.68899999999996,2012
RJ,gas,operation,4926.04594,2012
RN,gas,operation,328.66715,2012
RO,gas,operation,349.0,2012
RR,gas,operation,0.0,2012
RS,gas,operation,903.259,2012
SC,gas,operation,340.6052,2012
SE,gas,operation,8.4,2012
SP,gas,operation,967.7664,2012
TO,gas,operation,0.0,2012
AC,gas,planning,0.0,2012
AL,gas,planning,0.0,2012
AM,gas,planning,1059.012,2012
AP,gas,planning,0.0,2012
BA,gas,planning,0.0,2012
CE,gas,planning,0.0,2012
DF,gas,planning,0.0,2012
ES,gas,planning,0.0,2012
GO,gas,planning,0.0,2012
MA,gas,planning,0.0,2012
MG,gas,planning,0.0,2012
MS,gas,planning,0.0,2012
MT,gas,planning,354.57,2012
PA,gas,planning,2176.408,2012
PB,gas,planning,0.0,2012
PE,gas,planning,0.0,2012
PI,gas,planning,0.0,2012
PR,gas,planning,0.0,2012
RJ,gas,planning,1929.6999999999998,2012
RN,gas,planning,0.0,2012
RO,gas,planning,0.0,2012
RR,gas,planning,0.0,2012
RS,gas,planning,0.0,2012
SC,gas,planning,128.223,2012
SE,gas,planning,0.0,2012
SP,gas,planning,0.0,2012
TO,gas,planning,0.0,2012
AC,hydro,operation,0.0,2012
AL,hydro,operation,0.0,2012
AM,hydro,operation,274.71,2012
AP,hydro,operation,252.0,2012
BA,hydro,operation,692.6610000000001,2012
CE,hydro,operation,0.0,2012
DF,hydro,operation,0.0,2012
ES,hydro,operation,313.337,2012
GO,hydro,operation,3067.127,2012
MA,hydro,operation,0.0,2012
MG,hydro,operation,7547.647,2012
MS,hydro,operation,1617.5,2012
MT,hydro,operation,3166.5699999999997,2012
PA,hydro,operation,11626.050000000001,2012
PB,hydro,operation,0.0,2012
PE,hydro,operation,0.0,2012
PI,hydro,operation,0.0,2012
PR,hydro,operation,13829.903,2012
RJ,hydro,operation,799.087,2012
RN,hydro,operation,0.0,2012
RO,hydro,operation,7608.25,2012
RR,hydro,operation,0.0,2012
RS,hydro,operation,1609.2,2012
SC,hydro,operation,5000.6900000000005,2012
SE,hydro,operation,0.0,2012
SP,hydro,operation,4663.486,2012
TO,hydro,operation,2731.45,2012
AC,hydro,planning,0.0,2012
AL,hydro,planning,0.0,2012
AM,hydro,planning,0.0,2012
AP,hydro,planning,0.0,2012
BA,hydro,planning,0.0,2012
CE,hydro,planning,0.0,2012
DF,hydro,planning,0.0,2012
ES,hydro,planning,0.0,2012
GO,hydro,planning,99.5,2012
MA,hydro,planning,0.0,2012
MG,hydro,planning,0.0,2012
MS,hydro,planning,0.0,2012
MT,hydro,planning,92.99799999999999,2012
PA,hydro,planning,0.0,2012
PB,hydro,planning,0.0,2012
PE,hydro,planning,0.0,2012
PI,hydro,planning,0.0,2012
PR,hydro,planning,62.0,2012
RJ,hydro,planning,150.0,2012
RN,hydro,planning,0.0,2012
RO,hydro,planning,0.0,2012
RR,hydro,planning,0.0,2012
RS,hydro,planning,0.0,2012
SC,hydro,planning,0.0,2012
