state,type,phase,value,reference_year
MA,gas,operation,1210.864,2019
MG,gas,operation,390.69820000000004,2019
MS,gas,operation,391.774,2019
MT,gas,operation,529.2,2019
PA,gas,operation,0.0,2019
PB,gas,operation,0.0,2019
PE,gas,operation,608.325,2019
PI,gas,operation,0.0,2019
PR,gas,operation,504.68899999999996,2019
RJ,gas,operation,6905.17594,2019
RN,gas,operation,328.66715,2019
RO,gas,operation,349.0,2019
RR,gas,operation,140.834,2019
RS,gas,operation,903.259,2019
SC,gas,operation,340.6052,2019
SE,gas,operation,1601.5990000000002,2019
SP,gas,operation,1097.7764,2019
TO,gas,operation,0.0,2019
AC,gas,planning,0.0,2019
AL,gas,planning,0.0,2019
AM,gas,planning,1059.012,2019
AP,gas,planning,0.0,2019
BA,gas,planning,0.0,2019
CE,gas,planning,0.0,2019
DF,gas,planning,0.0,2019
ES,gas,planning,0.0,2019
GO,gas,planning,0.0,2019
MA,gas,planning,0.0,2019
MG,gas,planning,0.0,2019
MS,gas,planning,0.0,2019
MT,gas,planning,354.57,2019
PA,gas,planning,2176.408,2019
PB,gas,planning,0.0,2019
PE,gas,planning,0.0,2019
PI,gas,planning,0.0,2019
PR,gas,planning,0.0,2019
RJ,gas,planning,1929.6999999999998,2019
RN,gas,planning,0.0,2019
RO,gas,planning,0.0,2019
RR,gas,planning,0.0,2019
RS,gas,planning,0.0,2019
SC,gas,planning,128.223,2019
SE,gas,planning,0.0,2019
SP,gas,planning,0.0,2019
TO,gas,planning,0.0,2019
AC,hydro,operation,0.0,2019
AL,hydro,operation,0.0,2019
AM,hydro,operation,274.71,2019
AP,hydro,operation,471.0,2019
BA,hydro,operation,692.6610000000001,2019
CE,hydro,operation,0.0,2019
DF,hydro,operation,0.0,2019
ES,hydro,operation,313.337,2019
GO,hydro,operation,4781.127,2019
MA,hydro,operation,0.0,2019
MG,hydro,operation,8655.241,2019
MS,hydro,operation,6612.7,2019
MT,hydro,operation,4313.45,2019
PA,hydro,operation,11626.050000000001,2019
PB,hydro,operation,0.0,2019
PE,hydro,operation,0.0,2019
PI,hydro,operation,0.0,2019
PR,hydro,operation,15930.271,2019
RJ,hydro,operation,799.087,2019
RN,hydro,operation,0.0,2019
RO,hydro,operation,7608.25,2019
RR,hydro,operation,10.0,2019
RS,hydro,operation,1609.2,2019
SC,hydro,operation,5063.892,2019
SE,hydro,operation,0.0,2019
SP,hydro,operation,5928.849,2019
TO,hydro,operation,2731.45,2019
AC,hydro,planning,0.0,2019
AL,hydro,planning,0.0,2019
AM,hydro,planning,0.0,2019
AP,hydro,planning,0.0,2019
BA,hydro,planning,0.0,2019
CE,hydro,planning,0.0,2019
DF,hydro,planning,0.0,2019
ES,hydro,planning,0.0,2019
GO,hydro,planning,99.5,2019
MA,hydro,planning,0.0,2019
MG,hydro,planning,0.0,2019
MS,hydro,planning,0.0,2019
MT,hydro,planning,92.99799999999999,2019
PA,hydro,planning,0.0,2019
PB,hydro,planning,0.0,2019
PE,hydro,planning,0.0,2019
PI,hydro,planning,0.0,2019
PR,hydro,planning,62.0,2019
RJ,hydro,planning,150.0,2019
RN,hydro,planning,0.0,2019
RO,hydro,planning,0.0,2019
RR,hydro,planning,0.0,2019
RS,hydro,planning,0.0,2019
SC,hydro,planning,0.0,2019
SE,hydro,planning,0.0,2019
SP,hydro,planning,0.0,2019
TO,hydro,planning,0.0,2019
AC,mini_hydro,operation,0.0,2019
AL,mini_hydro,operation,3.0543,2019
AM,mini_hydro,operation,0.0,2019
AP,mini_hydro,operation,0.0,2019
BA,mini_hydro,operation,10.155100000000001,2019
CE,mini_hydro,operation,0.0,2019
DF,mini_hydro,operation,0.0,2019
ES,mini_hydro,operation,3.3715,2019
GO,mini_hydro,operation,11.75094,2019
MA,mini_hydro,operation,0.072,2019
MG,mini_hydro,operation,154.42913,2019
MS,mini_hydro,operation,17.31201,2019
MT,mini_hydro,operation,74.2362,2019
PA,mini_hydro,operation,3.05,2019
PB,mini_hydro,operation,0.0,2019
PE,mini_hydro,operation,12.19234,2019
PI,mini_hydro,operation,0.0,2019
PR,mini_hydro,operation,97.70447,2019
RJ,mini_hydro,operation,16.79554,2019
RN,mini_hydro,operation,0.0,2019
RO,mini_hydro,operation,30.09462,2019
RR,mini_hydro,operation,0.0,2019
RS,mini_hydro,operation,69.22195,2019
SC,mini_hydro,operation,249.66589,2019
SE,mini_hydro,operation,0.55,2019
SP,mini_hydro,operation,72.18332,2019
TO,mini_hydro,operation,19.419,2019
AC,mini_hydro,planning,0.0,2019
AL,mini_hydro,planning,0.0,2019
AM,mini_hydro,planning,0.0,2019
AP,mini_hydro,planning,0.0,2019
BA,mini_hydro,planning,0.0,2019
CE,mini_hydro,planning,0.0,2019
DF,mini_hydro,planning,0.0,2019
ES,mini_hydro,planning,0.0,2019
GO,mini_hydro,planning,0.0,2019
MA,mini_hydro,planning,0.0,2019
MG,mini_hydro,planning,4.6,2019
MS,mini_hydro,planning,0.0,2019
MT,mini_hydro,planning,0.0,2019
PA,mini_hydro,planning,0.0,2019
PB,mini_hydro,planning,0.0,2019
PE,mini_hydro,planning,0.0,2019
PI,mini_hydro,planning,0.0,2019
PR,mini_hydro,planning,0.0,2019
RJ,mini_hydro,planning,0.0,2019
RN,mini_hydro,planning,0.0,2019
RO,mini_hydro,planning,0.0,2019
RR,mini_hydro,planning,0.0,2019
RS,mini_hydro,planning,0.0,2019
SC,mini_hydro,planning,6.696,2019
SE,mini_hydro,planning,0.0,2019
SP,mini_hydro,planning,0.0,2019
TO,mini_hydro,planning,4.4,2019
AC,nuclear,operation,0.0,2019
AL,nuclear,operation,0.0,2019
AM,nuclear,operation,0.0,2019
AP,nuclear,operation,0.0,2019
BA,nuclear,operation,0.0,2019
CE,nuclear,operation,0.0,2019
DF,nuclear,operation,0.0,2019
ES,nuclear,operation,0.0,2019
GO,nuclear,operation,0.0,2019
MA,nuclear,operation,0.0,2019
MG,nuclear,operation,0.0,2019
MS,nuclear,operation,0.0,2019
MT,nuclear,operation,0.0,2019
PA,nuclear,operation,0.0,2019
PB,nuclear,operation,0.0,2019
PE,nuclear,operation,0.0,2019
PI,nuclear,operation,0.0,2019
PR,nuclear,operation,0.0,2019
RJ,nuclear,operation,1990.0,2019
RN,nuclear,operation,0.0,2019
RO,nuclear,operation,0.0,2019
RR,nuclear,operation,0.0,2019
RS,nuclear,operation,0.0,2019
SC,nuclear,operation,0.0,2019
SE,nuclear,operation,0.0,2019
SP,nuclear,operation,0.0,2019
TO,nuclear,operation,0.0,2019
AC,nuclear,planning,0.0,2019
AL,nuclear,planning,0.0,2019
AM,nuclear,planning,0.0,2019
AP,nuclear,planning,0.0,2019
BA,nuclear,planning,0.0,2019
CE,nuclear,planning,0.0,2019
DF,nuclear,planning,0.0,2019
ES,nuclear,planning,0.0,2019
GO,nuclear,planning,0.0,2019
MA,nuclear,planning,0.0,2019
MG,nuclear,planning,0.0,2019
MS,nuclear,planning,0.0,2019
MT,nuclear,planning,0.0,2019
PA,nuclear,planning,0.0,2019
PB,nuclear,planning,0.0,2019
PE,nuclear,planning,0.0,2019
PI,nuclear,planning,0.0,2019
PR,nuclear,planning,0.0,2019
RJ,nuclear,planning,1350.0,2019
RN,nuclear,planning,0.0,2019
RO,nuclear,planning,0.0,2019
RR,nuclear,planning,0.0,2019
RS,nuclear,planning,0.0,2019
SC,nuclear,planning,0.0,2019
SE,nuclear,planning,0.0,2019
SP,nuclear,planning,0.0,2019
TO,nuclear,planning,0.0,2019
AC,oil,operation,71.2036,2019
AL,oil,operation,10.2636,2019
AM,oil,operation,715.7958,2019
AP,oil,operation,26.016,2019
BA,oil,operation,455.19190000000003,2019
CE,oil,operation,195.43910000000002,2019
DF,oil,operation,16.3584,2019
ES,oil,operation,569.5663999999999,2019
GO,oil,operation,395.88759,2019
MA,oil,operation,339.8066,2019
MG,oil,operation,323.43908,2019
MS,oil,operation,7.926,2019
MT,oil,operation,44.229,2019
PA,oil,operation,233.58675,2019
PB,oil,operation,521.4428,2019
PE,oil,operation,870.948,2019
PI,oil,operation,17.006,2019
PR,oil,operation,123.85475,2019
RJ,oil,operation,632.8854,2019
RN,oil,operation,134.89180000000002,2019
RO,oil,operation,69.322,2019
RR,oil,operation,375.29560000000004,2019
RS,oil,operation,233.37120000000002,2019
SC,oil,operation,68.44456,2019
SE,oil,operation,32.4274,2019
SP,oil,operation,1558.57774,2019
TO,oil,operation,18.529,2019
AC,oil,planning,0.0,2019
AL,oil,planning,0.0,2019
AM,oil,planning,15.151,2019
AP,oil,planning,0.0,2019
BA,oil,planning,0.0,2019
CE,oil,planning,0.0,2019
DF,oil,planning,0.0,2019
ES,oil,planning,0.0,2019
GO,oil,planning,0.0,2019
MA,oil,planning,0.0,2019
MG,oil,planning,30.0,2019
MS,oil,planning,0.0,2019
MT,oil,planning,0.0,2019
PA,oil,planning,0.0,2019
PB,oil,planning,0.0,2019
PE,oil,planning,288.9,2019
PI,oil,planning,0.0,2019
PR,oil,planning,0.0,2019
RJ,oil,planning,0.0,2019
RN,oil,planning,0.0,2019
RO,oil,planning,0.0,2019
RR,oil,planning,0.0,2019
RS,oil,planning,0.0,2019
SC,oil,planning,0.0,2019
SE,oil,planning,0.0,2019
SP,oil,planning,0.0,2019
TO,oil,planning,0.0,2019
AC,on_wind,operation,0.0,2019
AL,on_wind,operation,0.0,2019
AM,on_wind,operation,0.0,2019
AP,on_wind,operation,0.0,2019
BA,on_wind,operation,6368.5106399999995,2019
CE,on_wind,operation,2506.44,2019
DF,on_wind,operation,0.0,2019
ES,on_wind,operation,0.0,2019
GO,on_wind,operation,0.0,2019
MA,on_wind,operation,426.02250000000004,2019
MG,on_wind,operation,0.156,2019
MS,on_wind,operation,0.0,2019
MT,on_wind,operation,0.0,2019
PA,on_wind,operation,0.0,2019
PB,on_wind,operation,628.4399999999999,2019
PE,on_wind,operation,845.515,2019
PI,on_wind,operation,2848.65,2019
PR,on_wind,operation,2.5,2019
RJ,on_wind,operation,28.05,2019
RN,on_wind,operation,6835.251,2019
RO,on_wind,operation,0.0,2019
RR,on_wind,operation,0.0,2019
RS,on_wind,operation,1835.89198,2019
SC,on_wind,operation,250.5995,2019
SE,on_wind,operation,34.5,2019
SP,on_wind,operation,0.00224,2019
TO,on_wind,operation,0.0,2019
AC,on_wind,planning,0.0,2019
AL,on_wind,planning,0.0,2019
AM,on_wind,planning,0.0,2019
AP,on_wind,planning,0.0,2019
BA,on_wind,planning,10556.5,2019
CE,on_wind,planning,2875.8,2019
DF,on_wind,planning,0.0,2019
ES,on_wind,planning,0.0,2019
GO,on_wind,planning,0.0,2019
MA,on_wind,planning,130.2,2019
MG,on_wind,planning,384.448,2019
MS,on_wind,planning,0.0,2019
MT,on_wind,planning,0.0,2019
PA,on_wind,planning,0.0,2019
PB,on_wind,planning,2331.3,2019
PE,on_wind,planning,529.5,2019
PI,on_wind,planning,2882.8,2019
PR,on_wind,planning,0.0,2019
RJ,on_wind,planning,0.0,2019
RN,on_wind,planning,3401.8,2019
RO,on_wind,planning,0.0,2019
RR,on_wind,planning,0.0,2019
RS,on_wind,planning,2137.32,2019
SC,on_wind,planning,0.0,2019
SE,on_wind,planning,0.0,2019
SP,on_wind,planning,0.0,2019
TO,on_wind,planning,0.0,2019
AC,small_hydro,operation,0.0,2019
AL,small_hydro,operation,0.0,2019
AM,small_hydro,operation,0.0,2019
AP,small_hydro,operation,0.0,2019
BA,small_hydro,operation,89.75,2019
CE,small_hydro,operation,0.0,2019
DF,small_hydro,operation,0.0,2019
ES,small_hydro,operation,231.96,2019
GO,small_hydro,operation,501.132,2019
MA,small_hydro,operation,0.0,2019
MG,small_hydro,operation,749.74717,2019
MS,small_hydro,operation,312.968,2019
MT,small_hydro,operation,1098.456,2019
PA,small_hydro,operation,60.0,2019
PB,small_hydro,operation,3.52,2019
PE,small_hydro,operation,13.475000000000001,2019
PI,small_hydro,operation,0.0,2019
PR,small_hydro,operation,467.6991,2019
RJ,small_hydro,operation,257.98199999999997,2019
RN,small_hydro,operation,4.7,2019
RO,small_hydro,operation,129.351,2019
RR,small_hydro,operation,0.0,2019
RS,small_hydro,operation,677.1983,2019
SC,small_hydro,operation,625.059,2019
SE,small_hydro,operation,0.0,2019
SP,small_hydro,operation,295.358,2019
TO,small_hydro,operation,159.7,2019
AC,small_hydro,planning,0.0,2019
AL,small_hydro,planning,0.0,2019
AM,small_hydro,planning,0.0,2019
AP,small_hydro,planning,7.5,2019
BA,small_hydro,planning,17.001,2019
CE,small_hydro,planning,0.0,2019
DF,small_hydro,planning,0.0,2019
ES,small_hydro,planning,8.0,2019
GO,small_hydro,planning,159.29,2019
MA,small_hydro,planning,0.0,2019
MG,small_hydro,planning,110.392,2019
MS,small_hydro,planning,32.0,2019
MT,small_hydro,planning,116.17,2019
PA,small_hydro,planning,0.0,2019
PB,small_hydro,planning,0.0,2019
PE,small_hydro,planning,0.0,2019
PI,small_hydro,planning,0.0,2019
PR,small_hydro,planning,210.89,2019
RJ,small_hydro,planning,23.594,2019
RN,small_hydro,planning,0.0,2019
RO,small_hydro,planning,73.8,2019
RR,small_hydro,planning,0.0,2019
RS,small_hydro,planning,203.91795,2019
SC,small_hydro,planning,293.7207,2019
SE,small_hydro,planning,0.0,2019
SP,small_hydro,planning,22.095,2019
TO,small_hydro,planning,5.5,2019
AC,solar_pv,operation,0.7152000000000001,2019
AL,solar_pv,operation,3.74,2019
AM,solar_pv,operation,1.21604,2019
AP,solar_pv,operation,4.0652,2019
BA,solar_pv,operation,1359.6657500000001,2019
CE,solar_pv,operation,806.866,2019
DF,solar_pv,operation,0.0,2019
ES,solar_pv,operation,14.88178,2019
GO,solar_pv,operation,10.4366,2019
MA,solar_pv,operation,2.43253,2019
MG,solar_pv,operation,3134.54368,2019
MS,solar_pv,operation,11.88798,2019
MT,solar_pv,operation,21.305780000000002,2019
PA,solar_pv,operation,16.76672,2019
PB,solar_pv,operation,210.65019999999998,2019
PE,solar_pv,operation,398.22745,2019
PI,solar_pv,operation,1466.532,2019
PR,solar_pv,operation,16.82131,2019
RJ,solar_pv,operation,5.3193,2019
RN,solar_pv,operation,215.1596,2019
RO,solar_pv,operation,3.27048,2019
RR,solar_pv,operation,0.36,2019
RS,solar_pv,operation,30.38046,2019
SC,solar_pv,operation,16.06833,2019
SE,solar_pv,operation,0.8,2019
SP,solar_pv,operation,869.40482,2019
TO,solar_pv,operation,6.125,2019
AC,solar_pv,planning,0.0,2019
AL,solar_pv,planning,0.0,2019
AM,solar_pv,planning,0.0,2019
AP,solar_pv,planning,0.0,2019
BA,solar_pv,planning,350.0,2019
CE,solar_pv,planning,567.014,2019
DF,solar_pv,planning,0.0,2019
ES,solar_pv,planning,0.0,2019
GO,solar_pv,planning,0.0,2019
MA,solar_pv,planning,0.0,2019
MG,solar_pv,planning,3013.051,2019
MS,solar_pv,planning,0.0,2019
MT,solar_pv,planning,0.0,2019
PA,solar_pv,planning,0.0,2019
PB,solar_pv,planning,450.0,2019
PE,solar_pv,planning,173.915,2019
PI,solar_pv,planning,1540.4379999999999,2019
PR,solar_pv,planning,0.0,2019
RJ,solar_pv,planning,0.0,2019
RN,solar_pv,planning,647.63339,2019
RO,solar_pv,planning,0.0,2019
RR,solar_pv,planning,0.0,2019
RS,solar_pv,planning,0.0,2019
SC,solar_pv,planning,0.0,2019
SE,solar_pv,planning,0.0,2019
SP,solar_pv,planning,287.71542,2019
TO,solar_pv,planning,0.0,2019
