state,type,phase,value,reference_year
MA,gas,operation,1210.864,2020
MG,gas,operation,390.69820000000004,2020
MS,gas,operation,391.774,2020
MT,gas,operation,529.2,2020
PA,gas,operation,0.0,2020
PB,gas,operation,0.0,2020
PE,gas,operation,608.325,2020
PI,gas,operation,0.0,2020
PR,gas,operation,504.68899999999996,2020
RJ,gas,operation,6905.17594,2020
RN,gas,operation,328.66715,2020
RO,gas,operation,349.0,2020
RR,gas,operation,140.834,2020
RS,gas,operation,903.259,2020
SC,gas,operation,340.6052,2020
SE,gas,operation,1601.5990000000002,2020
SP,gas,operation,1097.7764,2020
TO,gas,operation,0.0,2020
AC,gas,planning,0.0,2020
AL,gas,planning,0.0,2020
AM,gas,planning,1059.012,2020
AP,gas,planning,0.0,2020
BA,gas,planning,0.0,2020
CE,gas,planning,0.0,2020
DF,gas,planning,0.0,2020
ES,gas,planning,0.0,2020
GO,gas,planning,0.0,2020
MA,gas,planning,0.0,2020
MG,gas,planning,0.0,2020
MS,gas,planning,0.0,2020
MT,gas,planning,354.57,2020
PA,gas,planning,2176.408,2020
PB,gas,planning,0.0,2020
PE,gas,planning,0.0,2020
PI,gas,planning,0.0,2020
PR,gas,planning,0.0,2020
RJ,gas,planning,1929.6999999999998,2020
RN,gas,planning,0.0,2020
RO,gas,planning,0.0,2020
RR,gas,planning,0.0,2020
RS,gas,planning,0.0,2020
SC,gas,planning,128.223,2020
SE,gas,planning,0.0,2020
SP,gas,planning,0.0,2020
TO,gas,planning,0.0,2020
AC,hydro,operation,0.0,2020
AL,hydro,operation,0.0,2020
AM,hydro,operation,274.71,2020
AP,hydro,operation,471.0,2020
BA,hydro,operation,692.6610000000001,2020
CE,hydro,operation,0.0,2020
DF,hydro,operation,30.0,2020
ES,hydro,operation,313.337,2020
GO,hydro,operation,4781.127,2020
MA,hydro,operation,0.0,2020
MG,hydro,operation,8655.241,2020
MS,hydro,operation,6612.7,2020
MT,hydro,operation,4313.45,2020
PA,hydro,operation,11626.050000000001,2020
PB,hydro,operation,0.0,2020
PE,hydro,operation,0.0,2020
PI,hydro,operation,0.0,2020
PR,hydro,operation,15930.271,2020
RJ,hydro,operation,799.087,2020
RN,hydro,operation,0.0,2020
RO,hydro,operation,7608.25,2020
RR,hydro,operation,10.0,2020
RS,hydro,operation,1609.2,2020
SC,hydro,operation,5063.892,2020
SE,hydro,operation,0.0,2020
SP,hydro,operation,5928.849,2020
TO,hydro,operation,2731.45,2020
AC,hydro,planning,0.0,2020
AL,hydro,planning,0.0,2020
AM,hydro,planning,0.0,2020
AP,hydro,planning,0.0,2020
BA,hydro,planning,0.0,2020
CE,hydro,planning,0.0,2020
DF,hydro,planning,0.0,2020
ES,hydro,planning,0.0,2020
GO,hydro,planning,99.5,2020
MA,hydro,planning,0.0,2020
MG,hydro,planning,0.0,2020
MS,hydro,planning,0.0,2020
MT,hydro,planning,92.99799999999999,2020
PA,hydro,planning,0.0,2020
PB,hydro,planning,0.0,2020
PE,hydro,planning,0.0,2020
PI,hydro,planning,0.0,2020
PR,hydro,planning,62.0,2020
RJ,hydro,planning,150.0,2020
RN,hydro,planning,0.0,2020
RO,hydro,planning,0.0,2020
RR,hydro,planning,0.0,2020
RS,hydro,planning,0.0,2020
SC,hydro,planning,0.0,2020
SE,hydro,planning,0.0,2020
SP,hydro,planning,0.0,2020
TO,hydro,planning,0.0,2020
AC,mini_hydro,operation,0.0,2020
AL,mini_hydro,operation,3.0543,2020
AM,mini_hydro,operation,0.0,2020
AP,mini_hydro,operation,0.0,2020
BA,mini_hydro,operation,10.155100000000001,2020
CE,mini_hydro,operation,0.0,2020
DF,mini_hydro,operation,0.0,2020
ES,mini_hydro,operation,3.3715,2020
GO,mini_hydro,operation,11.75094,2020
MA,mini_hydro,operation,0.072,2020
MG,mini_hydro,operation,162.42913,2020
MS,mini_hydro,operation,17.31201,2020
MT,mini_hydro,operation,74.2362,2020
PA,mini_hydro,operation,3.05,2020
PB,mini_hydro,operation,0.0,2020
PE,mini_hydro,operation,12.19234,2020
PI,mini_hydro,operation,0.0,2020
PR,mini_hydro,operation,97.70447,2020
RJ,mini_hydro,operation,16.79554,2020
RN,mini_hydro,operation,0.0,2020
RO,mini_hydro,operation,30.09462,2020
RR,mini_hydro,operation,0.0,2020
RS,mini_hydro,operation,69.22195,2020
SC,mini_hydro,operation,255.09689,2020
SE,mini_hydro,operation,0.55,2020
SP,mini_hydro,operation,72.18332,2020
TO,mini_hydro,operation,19.419,2020
AC,mini_hydro,planning,0.0,2020
AL,mini_hydro,planning,0.0,2020
AM,mini_hydro,planning,0.0,2020
AP,mini_hydro,planning,0.0,2020
BA,mini_hydro,planning,0.0,2020
CE,mini_hydro,planning,0.0,2020
DF,mini_hydro,planning,0.0,2020
ES,mini_hydro,planning,0.0,2020
GO,mini_hydro,planning,0.0,2020
MA,mini_hydro,planning,0.0,2020
MG,mini_hydro,planning,4.6,2020
MS,mini_hydro,planning,0.0,2020
MT,mini_hydro,planning,0.0,2020
PA,mini_hydro,planning,0.0,2020
PB,mini_hydro,planning,0.0,2020
PE,mini_hydro,planning,0.0,2020
PI,mini_hydro,planning,0.0,2020
PR,mini_hydro,planning,0.0,2020
RJ,mini_hydro,planning,0.0,2020
RN,mini_hydro,planning,0.0,2020
RO,mini_hydro,planning,0.0,2020
RR,mini_hydro,planning,0.0,2020
RS,mini_hydro,planning,0.0,2020
SC,mini_hydro,planning,6.696,2020
SE,mini_hydro,planning,0.0,2020
SP,mini_hydro,planning,0.0,2020
TO,mini_hydro,planning,4.4,2020
AC,nuclear,operation,0.0,2020
AL,nuclear,operation,0.0,2020
AM,nuclear,operation,0.0,2020
AP,nuclear,operation,0.0,2020
BA,nuclear,operation,0.0,2020
CE,nuclear,operation,0.0,2020
DF,nuclear,operation,0.0,2020
ES,nuclear,operation,0.0,2020
GO,nuclear,operation,0.0,2020
MA,nuclear,operation,0.0,2020
MG,nuclear,operation,0.0,2020
MS,nuclear,operation,0.0,2020
MT,nuclear,operation,0.0,2020
PA,nuclear,operation,0.0,2020
PB,nuclear,operation,0.0,2020
PE,nuclear,operation,0.0,2020
PI,nuclear,operation,0.0,2020
PR,nuclear,operation,0.0,2020
RJ,nuclear,operation,1990.0,2020
RN,nuclear,operation,0.0,2020
RO,nuclear,operation,0.0,2020
RR,nuclear,operation,0.0,2020
RS,nuclear,operation,0.0,2020
SC,nuclear,operation,0.0,2020
SE,nuclear,operation,0.0,2020
SP,nuclear,operation,0.0,2020
TO,nuclear,operation,0.0,2020
AC,nuclear,planning,0.0,2020
AL,nuclear,planning,0.0,2020
AM,nuclear,planning,0.0,2020
AP,nuclear,planning,0.0,2020
BA,nuclear,planning,0.0,2020
CE,nuclear,planning,0.0,2020
DF,nuclear,planning,0.0,2020
ES,nuclear,planning,0.0,2020
GO,nuclear,planning,0.0,2020
MA,nuclear,planning,0.0,2020
MG,nuclear,planning,0.0,2020
MS,nuclear,planning,0.0,2020
MT,nuclear,planning,0.0,2020
PA,nuclear,planning,0.0,2020
PB,nuclear,planning,0.0,2020
PE,nuclear,planning,0.0,2020
PI,nuclear,planning,0.0,2020
PR,nuclear,planning,0.0,2020
RJ,nuclear,planning,1350.0,2020
RN,nuclear,planning,0.0,2020
RO,nuclear,planning,0.0,2020
RR,nuclear,planning,0.0,2020
RS,nuclear,planning,0.0,2020
SC,nuclear,planning,0.0,2020
SE,nuclear,planning,0.0,2020
SP,nuclear,planning,0.0,2020
TO,nuclear,planning,0.0,2020
AC,oil,operation,71.2036,2020
AL,oil,operation,10.2636,2020
AM,oil,operation,715.7958,2020
AP,oil,operation,26.016,2020
BA,oil,operation,455.19190000000003,2020
CE,oil,operation,195.43910000000002,2020
DF,oil,operation,16.3584,2020
ES,oil,operation,569.5663999999999,2020
GO,oil,operation,395.88759,2020
MA,oil,operation,339.8066,2020
MG,oil,operation,323.43908,2020
MS,oil,operation,7.926,2020
MT,oil,operation,44.229,2020
PA,oil,operation,233.58675,2020
PB,oil,operation,521.4428,2020
PE,oil,operation,870.948,2020
PI,oil,operation,17.006,2020
PR,oil,operation,123.85475,2020
RJ,oil,operation,632.8854,2020
RN,oil,operation,134.89180000000002,2020
RO,oil,operation,69.322,2020
RR,oil,operation,375.29560000000004,2020
RS,oil,operation,233.37120000000002,2020
SC,oil,operation,68.44456,2020
SE,oil,operation,32.4274,2020
SP,oil,operation,1558.57774,2020
TO,oil,operation,18.529,2020
AC,oil,planning,0.0,2020
AL,oil,planning,0.0,2020
AM,oil,planning,15.151,2020
AP,oil,planning,0.0,2020
BA,oil,planning,0.0,2020
CE,oil,planning,0.0,2020
DF,oil,planning,0.0,2020
ES,oil,planning,0.0,2020
GO,oil,planning,0.0,2020
MA,oil,planning,0.0,2020
MG,oil,planning,30.0,2020
MS,oil,planning,0.0,2020
MT,oil,planning,0.0,2020
PA,oil,planning,0.0,2020
PB,oil,planning,0.0,2020
PE,oil,planning,288.9,2020
PI,oil,planning,0.0,2020
PR,oil,planning,0.0,2020
RJ,oil,planning,0.0,2020
RN,oil,planning,0.0,2020
RO,oil,planning,0.0,2020
RR,oil,planning,0.0,2020
RS,oil,planning,0.0,2020
SC,oil,planning,0.0,2020
SE,oil,planning,0.0,2020
SP,oil,planning,0.0,2020
TO,oil,planning,0.0,2020
AC,on_wind,operation,0.0,2020
AL,on_wind,operation,0.0,2020
AM,on_wind,operation,0.0,2020
AP,on_wind,operation,0.0,2020
BA,on_wind,operation,8283.57064,2020
CE,on_wind,operation,2577.84,2020
DF,on_wind,operation,0.0,2020
ES,on_wind,operation,0.0,2020
GO,on_wind,operation,0.0,2020
MA,on_wind,operation,426.02250000000004,2020
MG,on_wind,operation,0.156,2020
MS,on_wind,operation,0.0,2020
MT,on_wind,operation,0.0,2020
PA,on_wind,operation,0.0,2020
PB,on_wind,operation,992.24,2020
PE,on_wind,operation,1039.015,2020
PI,on_wind,operation,3651.45,2020
PR,on_wind,operation,2.5,2020
RJ,on_wind,operation,28.05,2020
RN,on_wind,operation,8668.436,2020
RO,on_wind,operation,0.0,2020
RR,on_wind,operation,0.0,2020
RS,on_wind,operation,1835.89198,2020
SC,on_wind,operation,250.5995,2020
SE,on_wind,operation,34.5,2020
SP,on_wind,operation,0.00224,2020
TO,on_wind,operation,0.0,2020
AC,on_wind,planning,0.0,2020
AL,on_wind,planning,0.0,2020
AM,on_wind,planning,0.0,2020
AP,on_wind,planning,0.0,2020
BA,on_wind,planning,10556.5,2020
CE,on_wind,planning,2875.8,2020
DF,on_wind,planning,0.0,2020
ES,on_wind,planning,0.0,2020
GO,on_wind,planning,0.0,2020
MA,on_wind,planning,130.2,2020
MG,on_wind,planning,384.448,2020
MS,on_wind,planning,0.0,2020
MT,on_wind,planning,0.0,2020
PA,on_wind,planning,0.0,2020
PB,on_wind,planning,2331.3,2020
PE,on_wind,planning,529.5,2020
PI,on_wind,planning,2882.8,2020
PR,on_wind,planning,0.0,2020
RJ,on_wind,planning,0.0,2020
RN,on_wind,planning,3401.8,2020
RO,on_wind,planning,0.0,2020
RR,on_wind,planning,0.0,2020
RS,on_wind,planning,2137.32,2020
SC,on_wind,planning,0.0,2020
SE,on_wind,planning,0.0,2020
SP,on_wind,planning,0.0,2020
TO,on_wind,planning,0.0,2020
AC,small_hydro,operation,0.0,2020
AL,small_hydro,operation,0.0,2020
AM,small_hydro,operation,0.0,2020
AP,small_hydro,operation,0.0,2020
BA,small_hydro,operation,89.75,2020
CE,small_hydro,operation,0.0,2020
DF,small_hydro,operation,0.0,2020
ES,small_hydro,operation,231.96,2020
GO,small_hydro,operation,501.132,2020
MA,small_hydro,operation,0.0,2020
MG,small_hydro,operation,749.74717,2020
MS,small_hydro,operation,312.968,2020
MT,small_hydro,operation,1098.456,2020
PA,small_hydro,operation,60.0,2020
PB,small_hydro,operation,3.52,2020
PE,small_hydro,operation,13.475000000000001,2020
PI,small_hydro,operation,0.0,2020
PR,small_hydro,operation,496.7991,2020
RJ,small_hydro,operation,257.98199999999997,2020
RN,small_hydro,operation,4.7,2020
RO,small_hydro,operation,129.351,2020
RR,small_hydro,operation,0.0,2020
RS,small_hydro,operation,699.1233,2020
SC,small_hydro,operation,625.059,2020
SE,small_hydro,operation,0.0,2020
SP,small_hydro,operation,295.358,2020
TO,small_hydro,operation,188.764,2020
AC,small_hydro,planning,0.0,2020
AL,small_hydro,planning,0.0,2020
AM,small_hydro,planning,0.0,2020
AP,small_hydro,planning,7.5,2020
BA,small_hydro,planning,17.001,2020
CE,small_hydro,planning,0.0,2020
DF,small_hydro,planning,0.0,2020
ES,small_hydro,planning,8.0,2020
GO,small_hydro,planning,159.29,2020
MA,small_hydro,planning,0.0,2020
MG,small_hydro,planning,110.392,2020
MS,small_hydro,planning,32.0,2020
MT,small_hydro,planning,116.17,2020
PA,small_hydro,planning,0.0,2020
PB,small_hydro,planning,0.0,2020
PE,small_hydro,planning,0.0,2020
PI,small_hydro,planning,0.0,2020
PR,small_hydro,planning,210.89,2020
RJ,small_hydro,planning,23.594,2020
RN,small_hydro,planning,0.0,2020
RO,small_hydro,planning,73.8,2020
RR,small_hydro,planning,0.0,2020
RS,small_hydro,planning,203.91795,2020
SC,small_hydro,planning,293.7207,2020
SE,small_hydro,planning,0.0,2020
SP,small_hydro,planning,22.095,2020
TO,small_hydro,planning,5.5,2020
AC,solar_pv,operation,0.7152000000000001,2020
AL,solar_pv,operation,3.74,2020
AM,solar_pv,operation,1.21604,2020
AP,solar_pv,operation,4.0652,2020
BA,solar_pv,operation,2052.11135,2020
CE,solar_pv,operation,1021.606,2020
DF,solar_pv,operation,0.0,2020
ES,solar_pv,operation,14.88178,2020
GO,solar_pv,operation,10.4366,2020
MA,solar_pv,operation,2.43253,2020
MG,solar_pv,operation,3924.54368,2020
MS,solar_pv,operation,11.88798,2020
MT,solar_pv,operation,21.305780000000002,2020
PA,solar_pv,operation,16.76672,2020
PB,solar_pv,operation,463.5142,2020
PE,solar_pv,operation,1042.72763,2020
PI,solar_pv,operation,1466.532,2020
PR,solar_pv,operation,16.82131,2020
RJ,solar_pv,operation,5.3193,2020
RN,solar_pv,operation,908.3396,2020
RO,solar_pv,operation,3.27048,2020
RR,solar_pv,operation,0.36,2020
RS,solar_pv,operation,30.38046,2020
SC,solar_pv,operation,16.06833,2020
SE,solar_pv,operation,0.8,2020
SP,solar_pv,operation,869.40482,2020
TO,solar_pv,operation,6.125,2020
AC,solar_pv,planning,0.0,2020
AL,solar_pv,planning,0.0,2020
AM,solar_pv,planning,0.0,2020
AP,solar_pv,planning,0.0,2020
BA,solar_pv,planning,350.0,2020
CE,solar_pv,planning,567.014,2020
DF,solar_pv,planning,0.0,2020
ES,solar_pv,planning,0.0,2020
GO,solar_pv,planning,0.0,2020
MA,solar_pv,planning,0.0,2020
MG,solar_pv,planning,3013.051,2020
MS,solar_pv,planning,0.0,2020
MT,solar_pv,planning,0.0,2020
PA,solar_pv,planning,0.0,2020
PB,solar_pv,planning,450.0,2020
PE,solar_pv,planning,173.915,2020
PI,solar_pv,planning,1540.4379999999999,2020
PR,solar_pv,planning,0.0,2020
RJ,solar_pv,planning,0.0,2020
RN,solar_pv,planning,647.63339,2020
RO,solar_pv,planning,0.0,2020
RR,solar_pv,planning,0.0,2020
RS,solar_pv,planning,0.0,2020
SC,solar_pv,planning,0.0,2020
SE,solar_pv,planning,0.0,2020
SP,solar_pv,planning,287.71542,2020
TO,solar_pv,planning,0.0,2020
