state,type,phase,value,reference_year
AC,biomass,operation,1.5,2013
AL,biomass,operation,254.962,2013
AM,biomass,operation,17.027,2013
AP,biomass,operation,1.7,2013
BA,biomass,operation,531.8,2013
CE,biomass,operation,0.0,2013
DF,biomass,operation,2.85,2013
ES,biomass,operation,277.7,2013
GO,biomass,operation,1160.368,2013
MA,biomass,operation,26.955,2013
MG,biomass,operation,1550.53885,2013
MS,biomass,operation,1430.462,2013
MT,biomass,operation,236.467,2013
PA,biomass,operation,71.2514,2013
PB,biomass,operation,71.0,2013
PE,biomass,operation,265.855,2013
PI,biomass,operation,23.5,2013
PR,biomass,operation,978.0176,2013
RJ,biomass,operation,58.998,2013
RN,biomass,operation,61.0,2013
RO,biomass,operation,26.288,2013
RR,biomass,operation,4.8,2013
RS,biomass,operation,338.5214,2013
SC,biomass,operation,264.4656,2013
SE,biomass,operation,59.7,2013
SP,biomass,operation,5618.3572,2013
TO,biomass,operation,80.0,2013
AC,biomass,planning,0.0,2013
AL,biomass,planning,0.0,2013
AM,biomass,planning,27.6,2013
AP,biomass,planning,2.835,2013
BA,biomass,planning,132.5,2013
CE,biomass,planning,0.0,2013
DF,biomass,planning,0.0,2013
ES,biomass,planning,0.0,2013
GO,biomass,planning,138.45,2013
MA,biomass,planning,10.75,2013
MG,biomass,planning,213.0,2013
MS,biomass,planning,782.565,2013
MT,biomass,planning,333.573,2013
PA,biomass,planning,30.869999999999997,2013
PB,biomass,planning,0.0,2013
PE,biomass,planning,0.0,2013
PI,biomass,planning,0.0,2013
PR,biomass,planning,0.0,2013
RJ,biomass,planning,8.466,2013
RN,biomass,planning,0.0,2013
RO,biomass,planning,0.0,2013
RR,biomass,planning,56.952,2013
RS,biomass,planning,62.09,2013
SC,biomass,planning,0.0,2013
SE,biomass,planning,0.0,2013
SP,biomass,planning,654.168,2013
TO,biomass,planning,0.0,2013
AC,coal,operation,0.0,2013
AL,coal,operation,0.0,2013
AM,coal,operation,0.0,2013
AP,coal,operation,0.0,2013
BA,coal,operation,0.0,2013
CE,coal,operation,1303.274,2013
DF,coal,operation,0.0,2013
ES,coal,operation,0.0,2013
GO,coal,operation,0.0,2013
MA,coal,operation,435.337,2013
MG,coal,operation,113.065,2013
MS,coal,operation,0.0,2013
MT,coal,operation,0.0,2013
PA,coal,operation,103.854,2013
PB,coal,operation,0.0,2013
PE,coal,operation,0.0,2013
PI,coal,operation,0.0,2013
PR,coal,operation,20.0,2013
RJ,coal,operation,21.0,2013
RN,coal,operation,0.0,2013
RO,coal,operation,0.0,2013
RR,coal,operation,0.0,2013
RS,coal,operation,350.0,2013
SC,coal,operation,745.0,2013
SE,coal,operation,0.0,2013
SP,coal,operation,24.4,2013
TO,coal,operation,0.0,2013
AC,gas,operation,0.0,2013
AL,gas,operation,6.8774999999999995,2013
AM,gas,operation,244.54700000000003,2013
AP,gas,operation,0.0,2013
BA,gas,operation,338.27,2013
CE,gas,operation,238.374,2013
DF,gas,operation,0.0,2013
ES,gas,operation,583.346,2013
GO,gas,operation,0.0,2013
MA,gas,operation,845.544,2013
MG,gas,operation,390.69820000000004,2013
MS,gas,operation,391.774,2013
MT,gas,operation,529.2,2013
PA,gas,operation,0.0,2013
PB,gas,operation,0.0,2013
PE,gas,operation,608.325,2013
PI,gas,operation,0.0,2013
PR,gas,operation,504.68899999999996,2013
RJ,gas,operation,5001.37594,2013
RN,gas,operation,328.66715,2013
RO,gas,operation,349.0,2013
RR,gas,operation,0.0,2013
RS,gas,operation,903.259,2013
SC,gas,operation,340.6052,2013
SE,gas,operation,8.4,2013
SP,gas,operation,976.5264,2013
TO,gas,operation,0.0,2013
AC,gas,planning,0.0,2013
AL,gas,planning,0.0,2013
AM,gas,planning,1059.012,2013
AP,gas,planning,0.0,2013
BA,gas,planning,0.0,2013
CE,gas,planning,0.0,2013
DF,gas,planning,0.0,2013
ES,gas,planning,0.0,2013
GO,gas,planning,0.0,2013
MA,gas,planning,0.0,2013
MG,gas,planning,0.0,2013
MS,gas,planning,0.0,2013
MT,gas,planning,354.57,2013
PA,gas,planning,2176.408,2013
PB,gas,planning,0.0,2013
PE,gas,planning,0.0,2013
PI,gas,planning,0.0,2013
PR,gas,planning,0.0,2013
RJ,gas,planning,1929.6999999999998,2013
RN,gas,planning,0.0,2013
RO,gas,planning,0.0,2013
RR,gas,planning,0.0,2013
RS,gas,planning,0.0,2013
SC,gas,planning,128.223,2013
SE,gas,planning,0.0,2013
SP,gas,planning,0.0,2013
TO,gas,planning,0.0,2013
AC,hydro,operation,0.0,2013
AL,hydro,operation,0.0,2013
AM,hydro,operation,274.71,2013
AP,hydro,operation,471.0,2013
BA,hydro,operation,692.6610000000001,2013
CE,hydro,operation,0.0,2013
DF,hydro,operation,0.0,2013
ES,hydro,operation,313.337,2013
GO,hydro,operation,3067.127,2013
MA,hydro,operation,0.0,2013
MG,hydro,operation,7547.647,2013
MS,hydro,operation,1617.5,2013
MT,hydro,operation,3166.5699999999997,2013
PA,hydro,operation,11626.050000000001,2013
PB,hydro,operation,0.0,2013
PE,hydro,operation,0.0,2013
PI,hydro,operation,0.0,2013
PR,hydro,operation,13829.903,2013
RJ,hydro,operation,799.087,2013
RN,hydro,operation,0.0,2013
RO,hydro,operation,7608.25,2013
RR,hydro,operation,0.0,2013
RS,hydro,operation,1609.2,2013
SC,hydro,operation,5000.6900000000005,2013
SE,hydro,operation,0.0,2013
SP,hydro,operation,4665.849,2013
TO,hydro,operation,2731.45,2013
AC,hydro,planning,0.0,2013
AL,hydro,planning,0.0,2013
AM,hydro,planning,0.0,2013
AP,hydro,planning,0.0,2013
BA,hydro,planning,0.0,2013
CE,hydro,planning,0.0,2013
DF,hydro,planning,0.0,2013
ES,hydro,planning,0.0,2013
GO,hydro,planning,99.5,2013
MA,hydro,planning,0.0,2013
MG,hydro,planning,0.0,2013
MS,hydro,planning,0.0,2013
MT,hydro,planning,92.99799999999999,2013
PA,hydro,planning,0.0,2013
PB,hydro,planning,0.0,2013
PE,hydro,planning,0.0,2013
PI,hydro,planning,0.0,2013
PR,hydro,planning,62.0,2013
RJ,hydro,planning,150.0,2013
RN,hydro,planning,0.0,2013
RO,hydro,planning,0.0,2013
RR,hydro,planning,0.0,2013
RS,hydro,planning,0.0,2013
SC,hydro,planning,0.0,2013
SE,hydro,planning,0.0,2013
SP,hydro,planning,0.0,2013
TO,hydro,planning,0.0,2013
AC,mini_hydro,operation,0.0,2013
AL,mini_hydro,operation,3.0543,2013
AM,mini_hydro,operation,0.0,2013
AP,mini_hydro,operation,0.0,2013
BA,mini_hydro,operation,10.155100000000001,2013
CE,mini_hydro,operation,0.0,2013
DF,mini_hydro,operation,0.0,2013
ES,mini_hydro,operation,1.8595,2013
GO,mini_hydro,operation,8.75094,2013
MA,mini_hydro,operation,0.072,2013
MG,mini_hydro,operation,144.72913,2013
MS,mini_hydro,operation,17.31201,2013
MT,mini_hydro,operation,69.2362,2013
PA,mini_hydro,operation,3.05,2013
PB,mini_hydro,operation,0.0,2013
PE,mini_hydro,operation,12.19234,2013
PI,mini_hydro,operation,0.0,2013
PR,mini_hydro,operation,92.70447,2013
RJ,mini_hydro,operation,16.79554,2013
RN,mini_hydro,operation,0.0,2013
RO,mini_hydro,operation,30.09462,2013
RR,mini_hydro,operation,0.0,2013
RS,mini_hydro,operation,69.22195,2013
SC,mini_hydro,operation,245.66589,2013
SE,mini_hydro,operation,0.55,2013
SP,mini_hydro,operation,72.18332,2013
TO,mini_hydro,operation,12.119,2013
AC,mini_hydro,planning,0.0,2013
AL,mini_hydro,planning,0.0,2013
AM,mini_hydro,planning,0.0,2013
AP,mini_hydro,planning,0.0,2013
BA,mini_hydro,planning,0.0,2013
CE,mini_hydro,planning,0.0,2013
DF,mini_hydro,planning,0.0,2013
ES,mini_hydro,planning,0.0,2013
GO,mini_hydro,planning,0.0,2013
MA,mini_hydro,planning,0.0,2013
MG,mini_hydro,planning,4.6,2013
MS,mini_hydro,planning,0.0,2013
MT,mini_hydro,planning,0.0,2013
PA,mini_hydro,planning,0.0,2013
PB,mini_hydro,planning,0.0,2013
PE,mini_hydro,planning,0.0,2013
PI,mini_hydro,planning,0.0,2013
PR,mini_hydro,planning,0.0,2013
RJ,mini_hydro,planning,0.0,2013
RN,mini_hydro,planning,0.0,2013
RO,mini_hydro,planning,0.0,2013
RR,mini_hydro,planning,0.0,2013
RS,mini_hydro,planning,0.0,2013
SC,mini_hydro,planning,6.696,2013
SE,mini_hydro,planning,0.0,2013
SP,mini_hydro,planning,0.0,2013
TO,mini_hydro,planning,4.4,2013
AC,nuclear,operation,0.0,2013
AL,nuclear,operation,0.0,2013
AM,nuclear,operation,0.0,2013
AP,nuclear,operation,0.0,2013
BA,nuclear,operation,0.0,2013
CE,nuclear,operation,0.0,2013
DF,nuclear,operation,0.0,2013
ES,nuclear,operation,0.0,2013
GO,nuclear,operation,0.0,2013
MA,nuclear,operation,0.0,2013
MG,nuclear,operation,0.0,2013
MS,nuclear,operation,0.0,2013
MT,nuclear,operation,0.0,2013
PA,nuclear,operation,0.0,2013
PB,nuclear,operation,0.0,2013
PE,nuclear,operation,0.0,2013
PI,nuclear,operation,0.0,2013
PR,nuclear,operation,0.0,2013
RJ,nuclear,operation,1990.0,2013
RN,nuclear,operation,0.0,2013
RO,nuclear,operation,0.0,2013
RR,nuclear,operation,0.0,2013
RS,nuclear,operation,0.0,2013
SC,nuclear,operation,0.0,2013
SE,nuclear,operation,0.0,2013
SP,nuclear,operation,0.0,2013
TO,nuclear,operation,0.0,2013
AC,nuclear,planning,0.0,2013
AL,nuclear,planning,0.0,2013
AM,nuclear,planning,0.0,2013
AP,nuclear,planning,0.0,2013
BA,nuclear,planning,0.0,2013
CE,nuclear,planning,0.0,2013
DF,nuclear,planning,0.0,2013
ES,nuclear,planning,0.0,2013
GO,nuclear,planning,0.0,2013
MA,nuclear,planning,0.0,2013
MG,nuclear,planning,0.0,2013
MS,nuclear,planning,0.0,2013
MT,nuclear,planning,0.0,2013
PA,nuclear,planning,0.0,2013
PB,nuclear,planning,0.0,2013
PE,nuclear,planning,0.0,2013
PI,nuclear,planning,0.0,2013
PR,nuclear,planning,0.0,2013
RJ,nuclear,planning,1350.0,2013
RN,nuclear,planning,0.0,2013
RO,nuclear,planning,0.0,2013
RR,nuclear,planning,0.0,2013
RS,nuclear,planning,0.0,2013
SC,nuclear,planning,0.0,2013
SE,nuclear,planning,0.0,2013
SP,nuclear,planning,0.0,2013
TO,nuclear,planning,0.0,2013
AC,oil,operation,7.777200000000001,2013
AL,oil,operation,10.2636,2013
AM,oil,operation,211.0168,2013
AP,oil,operation,13.506,2013
BA,oil,operation,455.19190000000003,2013
CE,oil,operation,189.78910000000002,2013
DF,oil,operation,16.3584,2013
ES,oil,operation,569.5663999999999,2013
GO,oil,operation,386.62759,2013
MA,oil,operation,339.8066,2013
MG,oil,operation,323.43908,2013
MS,oil,operation,7.926,2013
MT,oil,operation,44.229,2013
PA,oil,operation,135.42875,2013
PB,oil,operation,521.4428,2013
PE,oil,operation,870.948,2013
PI,oil,operation,17.006,2013
PR,oil,operation,118.41475,2013
RJ,oil,operation,632.8854,2013
RN,oil,operation,134.89180000000002,2013
RO,oil,operation,62.932,2013
RR,oil,operation,143.26160000000002,2013
RS,oil,operation,233.37120000000002,2013
SC,oil,operation,68.44456,2013
SE,oil,operation,32.4274,2013
SP,oil,operation,1414.85774,2013
TO,oil,operation,18.529,2013
AC,oil,planning,0.0,2013
AL,oil,planning,0.0,2013
AM,oil,planning,15.151,2013
AP,oil,planning,0.0,2013
BA,oil,planning,0.0,2013
CE,oil,planning,0.0,2013
DF,oil,planning,0.0,2013
ES,oil,planning,0.0,2013
GO,oil,planning,0.0,2013
MA,oil,planning,0.0,2013
MG,oil,planning,30.0,2013
MS,oil,planning,0.0,2013
MT,oil,planning,0.0,2013
PA,oil,planning,0.0,2013
PB,oil,planning,0.0,2013
PE,oil,planning,288.9,2013
PI,oil,planning,0.0,2013
PR,oil,planning,0.0,2013
RJ,oil,planning,0.0,2013
RN,oil,planning,0.0,2013
RO,oil,planning,0.0,2013
RR,oil,planning,0.0,2013
RS,oil,planning,0.0,2013
SC,oil,planning,0.0,2013
SE,oil,planning,0.0,2013
SP,oil,planning,0.0,2013
TO,oil,planning,0.0,2013
AC,on_wind,operation,0.0,2013
AL,on_wind,operation,0.0,2013
AM,on_wind,operation,0.0,2013
AP,on_wind,operation,0.0,2013
BA,on_wind,operation,1520.35564,2013
CE,on_wind,operation,1537.94,2013
DF,on_wind,operation,0.0,2013
ES,on_wind,operation,0.0,2013
GO,on_wind,operation,0.0,2013
MA,on_wind,operation,0.0225,2013
MG,on_wind,operation,0.156,2013
MS,on_wind,operation,0.0,2013
MT,on_wind,operation,0.0,2013
PA,on_wind,operation,0.0,2013
PB,on_wind,operation,62.699999999999996,2013
PE,on_wind,operation,57.3,2013
PI,on_wind,operation,88.0,2013
PR,on_wind,operation,2.5,2013
RJ,on_wind,operation,28.05,2013
RN,on_wind,operation,2732.921,2013
RO,on_wind,operation,0.0,2013
RR,on_wind,operation,0.0,2013
RS,on_wind,operation,1346.80198,2013
SC,on_wind,operation,250.5995,2013
SE,on_wind,operation,34.5,2013
SP,on_wind,operation,0.00224,2013
TO,on_wind,operation,0.0,2013
AC,on_wind,planning,0.0,2013
AL,on_wind,planning,0.0,2013
AM,on_wind,planning,0.0,2013
AP,on_wind,planning,0.0,2013
BA,on_wind,planning,10556.5,2013
CE,on_wind,planning,2875.8,2013
DF,on_wind,planning,0.0,2013
ES,on_wind,planning,0.0,2013
GO,on_wind,planning,0.0,2013
MA,on_wind,planning,130.2,2013
MG,on_wind,planning,384.448,2013
MS,on_wind,planning,0.0,2013
MT,on_wind,planning,0.0,2013
PA,on_wind,planning,0.0,2013
PB,on_wind,planning,2331.3,2013
PE,on_wind,planning,529.5,2013
PI,on_wind,planning,2882.8,2013
PR,on_wind,planning,0.0,2013
RJ,on_wind,planning,0.0,2013
RN,on_wind,planning,3401.8,2013
RO,on_wind,planning,0.0,2013
RR,on_wind,planning,0.0,2013
RS,on_wind,planning,2137.32,2013
SC,on_wind,planning,0.0,2013
SE,on_wind,planning,0.0,2013
SP,on_wind,planning,0.0,2013
TO,on_wind,planning,0.0,2013
AC,small_hydro,operation,0.0,2013
AL,small_hydro,operation,0.0,2013
AM,small_hydro,operation,0.0,2013
AP,small_hydro,operation,0.0,2013
BA,small_hydro,operation,78.77,2013
CE,small_hydro,operation,0.0,2013
DF,small_hydro,operation,0.0,2013
ES,small_hydro,operation,194.12,2013
GO,small_hydro,operation,412.832,2013
MA,small_hydro,operation,0.0,2013
MG,small_hydro,operation,714.24717,2013
MS,small_hydro,operation,258.13,2013
MT,small_hydro,operation,903.114,2013
PA,small_hydro,operation,60.0,2013
PB,small_hydro,operation,3.52,2013
PE,small_hydro,operation,13.475000000000001,2013
PI,small_hydro,operation,0.0,2013
PR,small_hydro,operation,244.018,2013
RJ,small_hydro,operation,255.302,2013
RN,small_hydro,operation,0.0,2013
RO,small_hydro,operation,119.55,2013
RR,small_hydro,operation,0.0,2013
RS,small_hydro,operation,612.2983,2013
SC,small_hydro,operation,411.231,2013
SE,small_hydro,operation,0.0,2013
SP,small_hydro,operation,295.358,2013
TO,small_hydro,operation,107.66,2013
AC,small_hydro,planning,0.0,2013
AL,small_hydro,planning,0.0,2013
AM,small_hydro,planning,0.0,2013
AP,small_hydro,planning,7.5,2013
BA,small_hydro,planning,17.001,2013
CE,small_hydro,planning,0.0,2013
DF,small_hydro,planning,0.0,2013
ES,small_hydro,planning,8.0,2013
GO,small_hydro,planning,159.29,2013
MA,small_hydro,planning,0.0,2013
MG,small_hydro,planning,110.392,2013
MS,small_hydro,planning,32.0,2013
MT,small_hydro,planning,116.17,2013
PA,small_hydro,planning,0.0,2013
PB,small_hydro,planning,0.0,2013
PE,small_hydro,planning,0.0,2013
PI,small_hydro,planning,0.0,2013
PR,small_hydro,planning,210.89,2013
RJ,small_hydro,planning,23.594,2013
