state,type,phase,value,reference_year
RN,small_hydro,planning,0.0,2013
RO,small_hydro,planning,73.8,2013
RR,small_hydro,planning,0.0,2013
RS,small_hydro,planning,203.91795,2013
SC,small_hydro,planning,293.7207,2013
SE,small_hydro,planning,0.0,2013
SP,small_hydro,planning,22.095,2013
TO,small_hydro,planning,5.5,2013
AC,solar_pv,operation,0.7152000000000001,2013
AL,solar_pv,operation,3.74,2013
AM,solar_pv,operation,1.21604,2013
AP,solar_pv,operation,4.0652,2013
BA,solar_pv,operation,8.3288,2013
CE,solar_pv,operation,16.769,2013
DF,solar_pv,operation,0.0,2013
ES,solar_pv,operation,14.88178,2013
GO,solar_pv,operation,10.4366,2013
MA,solar_pv,operation,2.43253,2013
MG,solar_pv,operation,17.47268,2013
MS,solar_pv,operation,11.88798,2013
MT,solar_pv,operation,21.305780000000002,2013
PA,solar_pv,operation,16.76672,2013
PB,solar_pv,operation,6.4502,2013
PE,solar_pv,operation,61.22645,2013
PI,solar_pv,operation,7.0200000000000005,2013
PR,solar_pv,operation,16.82131,2013
RJ,solar_pv,operation,5.3193,2013
RN,solar_pv,operation,10.21734,2013
RO,solar_pv,operation,3.27048,2013
RR,solar_pv,operation,0.36,2013
RS,solar_pv,operation,30.38046,2013
SC,solar_pv,operation,16.06833,2013
SE,solar_pv,operation,0.8,2013
SP,solar_pv,operation,17.83762,2013
TO,solar_pv,operation,1.125,2013
AC,solar_pv,planning,0.0,2013
AL,solar_pv,planning,0.0,2013
AM,solar_pv,planning,0.0,2013
AP,solar_pv,planning,0.0,2013
BA,solar_pv,planning,350.0,2013
CE,solar_pv,planning,567.014,2013
DF,solar_pv,planning,0.0,2013
ES,solar_pv,planning,0.0,2013
GO,solar_pv,planning,0.0,2013
MA,solar_pv,planning,0.0,2013
MG,solar_pv,planning,3013.051,2013
MS,solar_pv,planning,0.0,2013
MT,solar_pv,planning,0.0,2013
PA,solar_pv,planning,0.0,2013
PB,solar_pv,planning,450.0,2013
PE,solar_pv,planning,173.915,2013
PI,solar_pv,planning,1540.4379999999999,2013
PR,solar_pv,planning,0.0,2013
RJ,solar_pv,planning,0.0,2013
RN,solar_pv,planning,647.63339,2013
RO,solar_pv,planning,0.0,2013
RR,solar_pv,planning,0.0,2013
RS,solar_pv,planning,0.0,2013
SC,solar_pv,planning,0.0,2013
SE,solar_pv,planning,0.0,2013
SP,solar_pv,planning,287.71542,2013
TO,solar_pv,planning,0.0,2013
