state,type,phase,value,reference_year
AC,biomass,operation,1.5,2018
AL,biomass,operation,317.462,2018
AM,biomass,operation,17.027,2018
AP,biomass,operation,1.7,2018
BA,biomass,operation,531.8,2018
CE,biomass,operation,0.0,2018
DF,biomass,operation,2.85,2018
ES,biomass,operation,310.7,2018
GO,biomass,operation,1260.868,2018
MA,biomass,operation,281.795,2018
MG,biomass,operation,1756.21885,2018
MS,biomass,operation,1820.042,2018
MT,biomass,operation,276.163,2018
PA,biomass,operation,111.2514,2018
PB,biomass,operation,101.5,2018
PE,biomass,operation,305.575,2018
PI,biomass,operation,23.5,2018
PR,biomass,operation,1051.9995999999999,2018
RJ,biomass,operation,75.92999999999999,2018
RN,biomass,operation,61.0,2018
RO,biomass,operation,26.288,2018
RR,biomass,operation,4.8,2018
RS,biomass,operation,353.5214,2018
SC,biomass,operation,278.7656,2018
SE,biomass,operation,59.7,2018
SP,biomass,operation,6328.0302,2018
TO,biomass,operation,91.5,2018
AC,biomass,planning,0.0,2018
AL,biomass,planning,0.0,2018
AM,biomass,planning,27.6,2018
AP,biomass,planning,2.835,2018
BA,biomass,planning,132.5,2018
CE,biomass,planning,0.0,2018
DF,biomass,planning,0.0,2018
ES,biomass,planning,0.0,2018
GO,biomass,planning,138.45,2018
MA,biomass,planning,10.75,2018
MG,biomass,planning,213.0,2018
MS,biomass,planning,782.565,2018
MT,biomass,planning,333.573,2018
PA,biomass,planning,30.869999999999997,2018
PB,biomass,planning,0.0,2018
PE,biomass,planning,0.0,2018
PI,biomass,planning,0.0,2018
PR,biomass,planning,0.0,2018
RJ,biomass,planning,8.466,2018
RN,biomass,planning,0.0,2018
RO,biomass,planning,0.0,2018
RR,biomass,planning,56.952,2018
RS,biomass,planning,62.09,2018
SC,biomass,planning,0.0,2018
SE,biomass,planning,0.0,2018
SP,biomass,planning,654.168,2018
TO,biomass,planning,0.0,2018
AC,coal,operation,0.0,2018
AL,coal,operation,0.0,2018
AM,coal,operation,0.0,2018
AP,coal,operation,0.0,2018
BA,coal,operation,0.0,2018
CE,coal,operation,1303.274,2018
DF,coal,operation,0.0,2018
ES,coal,operation,0.0,2018
GO,coal,operation,0.0,2018
MA,coal,operation,435.337,2018
MG,coal,operation,113.065,2018
MS,coal,operation,0.0,2018
MT,coal,operation,0.0,2018
PA,coal,operation,103.854,2018
PB,coal,operation,0.0,2018
PE,coal,operation,0.0,2018
PI,coal,operation,0.0,2018
PR,coal,operation,20.0,2018
RJ,coal,operation,21.0,2018
RN,coal,operation,0.0,2018
RO,coal,operation,0.0,2018
RR,coal,operation,0.0,2018
RS,coal,operation,695.0,2018
SC,coal,operation,745.0,2018
SE,coal,operation,0.0,2018
SP,coal,operation,24.4,2018
TO,coal,operation,0.0,2018
AC,gas,operation,0.0,2018
AL,gas,operation,6.8774999999999995,2018
AM,gas,operation,874.069,2018
AP,gas,operation,0.0,2018
BA,gas,operation,422.278,2018
CE,gas,operation,238.374,2018
DF,gas,operation,0.0,2018
ES,gas,operation,593.566,2018
GO,gas,operation,0.0,2018
MA,gas,operation,845.544,2018
MG,gas,operation,390.69820000000004,2018
MS,gas,operation,391.774,2018
MT,gas,operation,529.2,2018
PA,gas,operation,0.0,2018
PB,gas,operation,0.0,2018
PE,gas,operation,608.325,2018
PI,gas,operation,0.0,2018
PR,gas,operation,504.68899999999996,2018
RJ,gas,operation,6905.17594,2018
RN,gas,operation,328.66715,2018
RO,gas,operation,349.0,2018
RR,gas,operation,0.0,2018
RS,gas,operation,903.259,2018
SC,gas,operation,340.6052,2018
SE,gas,operation,1601.5990000000002,2018
SP,gas,operation,1002.5764,2018
TO,gas,operation,0.0,2018
AC,gas,planning,0.0,2018
AL,gas,planning,0.0,2018
AM,gas,planning,1059.012,2018
AP,gas,planning,0.0,2018
BA,gas,planning,0.0,2018
CE,gas,planning,0.0,2018
DF,gas,planning,0.0,2018
ES,gas,planning,0.0,2018
GO,gas,planning,0.0,2018
MA,gas,planning,0.0,2018
MG,gas,planning,0.0,2018
MS,gas,planning,0.0,2018
MT,gas,planning,354.57,2018
PA,gas,planning,2176.408,2018
PB,gas,planning,0.0,2018
PE,gas,planning,0.0,2018
PI,gas,planning,0.0,2018
PR,gas,planning,0.0,2018
RJ,gas,planning,1929.6999999999998,2018
RN,gas,planning,0.0,2018
RO,gas,planning,0.0,2018
RR,gas,planning,0.0,2018
RS,gas,planning,0.0,2018
SC,gas,planning,128.223,2018
SE,gas,planning,0.0,2018
SP,gas,planning,0.0,2018
TO,gas,planning,0.0,2018
AC,hydro,operation,0.0,2018
AL,hydro,operation,0.0,2018
AM,hydro,operation,274.71,2018
AP,hydro,operation,471.0,2018
BA,hydro,operation,692.6610000000001,2018
CE,hydro,operation,0.0,2018
DF,hydro,operation,0.0,2018
ES,hydro,operation,313.337,2018
GO,hydro,operation,4781.127,2018
MA,hydro,operation,0.0,2018
MG,hydro,operation,8655.241,2018
MS,hydro,operation,6612.7,2018
MT,hydro,operation,4313.45,2018
PA,hydro,operation,11626.050000000001,2018
PB,hydro,operation,0.0,2018
PE,hydro,operation,0.0,2018
PI,hydro,operation,0.0,2018
PR,hydro,operation,15930.271,2018
RJ,hydro,operation,799.087,2018
RN,hydro,operation,0.0,2018
RO,hydro,operation,7608.25,2018
RR,hydro,operation,10.0,2018
RS,hydro,operation,1609.2,2018
SC,hydro,operation,5063.892,2018
SE,hydro,operation,0.0,2018
SP,hydro,operation,5928.849,2018
TO,hydro,operation,2731.45,2018
AC,hydro,planning,0.0,2018
AL,hydro,planning,0.0,2018
AM,hydro,planning,0.0,2018
AP,hydro,planning,0.0,2018
BA,hydro,planning,0.0,2018
CE,hydro,planning,0.0,2018
DF,hydro,planning,0.0,2018
ES,hydro,planning,0.0,2018
GO,hydro,planning,99.5,2018
MA,hydro,planning,0.0,2018
MG,hydro,planning,0.0,2018
MS,hydro,planning,0.0,2018
MT,hydro,planning,92.99799999999999,2018
PA,hydro,planning,0.0,2018
PB,hydro,planning,0.0,2018
PE,hydro,planning,0.0,2018
PI,hydro,planning,0.0,2018
PR,hydro,planning,62.0,2018
RJ,hydro,planning,150.0,2018
RN,hydro,planning,0.0,2018
RO,hydro,planning,0.0,2018
RR,hydro,planning,0.0,2018
RS,hydro,planning,0.0,2018
SC,hydro,planning,0.0,2018
SE,hydro,planning,0.0,2018
SP,hydro,planning,0.0,2018
TO,hydro,planning,0.0,2018
AC,mini_hydro,operation,0.0,2018
AL,mini_hydro,operation,3.0543,2018
AM,mini_hydro,operation,0.0,2018
AP,mini_hydro,operation,0.0,2018
BA,mini_hydro,operation,10.155100000000001,2018
CE,mini_hydro,operation,0.0,2018
DF,mini_hydro,operation,0.0,2018
ES,mini_hydro,operation,3.3715,2018
GO,mini_hydro,operation,11.75094,2018
MA,mini_hydro,operation,0.072,2018
MG,mini_hydro,operation,153.42913,2018
MS,mini_hydro,operation,17.31201,2018
MT,mini_hydro,operation,74.2362,2018
PA,mini_hydro,operation,3.05,2018
PB,mini_hydro,operation,0.0,2018
PE,mini_hydro,operation,12.19234,2018
PI,mini_hydro,operation,0.0,2018
PR,mini_hydro,operation,93.70447,2018
RJ,mini_hydro,operation,16.79554,2018
RN,mini_hydro,operation,0.0,2018
RO,mini_hydro,operation,30.09462,2018
RR,mini_hydro,operation,0.0,2018
RS,mini_hydro,operation,69.22195,2018
SC,mini_hydro,operation,249.66589,2018
SE,mini_hydro,operation,0.55,2018
SP,mini_hydro,operation,72.18332,2018
TO,mini_hydro,operation,19.419,2018
AC,mini_hydro,planning,0.0,2018
AL,mini_hydro,planning,0.0,2018
AM,mini_hydro,planning,0.0,2018
AP,mini_hydro,planning,0.0,2018
BA,mini_hydro,planning,0.0,2018
CE,mini_hydro,planning,0.0,2018
DF,mini_hydro,planning,0.0,2018
ES,mini_hydro,planning,0.0,2018
GO,mini_hydro,planning,0.0,2018
MA,mini_hydro,planning,0.0,2018
MG,mini_hydro,planning,4.6,2018
MS,mini_hydro,planning,0.0,2018
MT,mini_hydro,planning,0.0,2018
PA,mini_hydro,planning,0.0,2018
PB,mini_hydro,planning,0.0,2018
PE,mini_hydro,planning,0.0,2018
PI,mini_hydro,planning,0.0,2018
PR,mini_hydro,planning,0.0,2018
RJ,mini_hydro,planning,0.0,2018
RN,mini_hydro,planning,0.0,2018
RO,mini_hydro,planning,0.0,2018
RR,mini_hydro,planning,0.0,2018
RS,mini_hydro,planning,0.0,2018
SC,mini_hydro,planning,6.696,2018
