state,type,phase,value,reference_year
MS,gas,operation,568.89,2022
MT,gas,operation,529.2,2022
PA,gas,operation,0.0,2022
PB,gas,operation,0.0,2022
PE,gas,operation,608.325,2022
PI,gas,operation,0.0,2022
PR,gas,operation,515.0079999999999,2022
RJ,gas,operation,7358.05594,2022
RN,gas,operation,328.66715,2022
RO,gas,operation,349.0,2022
RR,gas,operation,140.834,2022
RS,gas,operation,903.259,2022
SC,gas,operation,340.6052,2022
SE,gas,operation,1601.5990000000002,2022
SP,gas,operation,1113.7264,2022
TO,gas,operation,0.0,2022
AC,gas,planning,0.0,2022
AL,gas,planning,0.0,2022
AM,gas,planning,1059.012,2022
AP,gas,planning,0.0,2022
BA,gas,planning,0.0,2022
CE,gas,planning,0.0,2022
DF,gas,planning,0.0,2022
ES,gas,planning,0.0,2022
GO,gas,planning,0.0,2022
MA,gas,planning,0.0,2022
MG,gas,planning,0.0,2022
MS,gas,planning,0.0,2022
MT,gas,planning,354.57,2022
PA,gas,planning,2176.408,2022
PB,gas,planning,0.0,2022
PE,gas,planning,0.0,2022
PI,gas,planning,0.0,2022
PR,gas,planning,0.0,2022
RJ,gas,planning,1929.6999999999998,2022
RN,gas,planning,0.0,2022
RO,gas,planning,0.0,2022
RR,gas,planning,0.0,2022
RS,gas,planning,0.0,2022
SC,gas,planning,128.223,2022
SE,gas,planning,0.0,2022
SP,gas,planning,0.0,2022
TO,gas,planning,0.0,2022
AC,hydro,operation,0.0,2022
AL,hydro,operation,3562.0,2022
AM,hydro,operation,274.71,2022
AP,hydro,operation,549.0,2022
BA,hydro,operation,5672.569,2022
CE,hydro,operation,0.0,2022
DF,hydro,operation,30.0,2022
ES,hydro,operation,313.337,2022
GO,hydro,operation,4781.127,2022
MA,hydro,operation,0.0,2022
MG,hydro,operation,14177.041,2022
MS,hydro,operation,6612.7,2022
MT,hydro,operation,4397.45,2022
PA,hydro,operation,20203.85,2022
PB,hydro,operation,0.0,2022
PE,hydro,operation,1479.6,2022
PI,hydro,operation,237.3,2022
PR,hydro,operation,15930.271,2022
RJ,hydro,operation,1015.087,2022
RN,hydro,operation,0.0,2022
RO,hydro,operation,7608.25,2022
RR,hydro,operation,10.0,2022
RS,hydro,operation,2510.02,2022
SC,hydro,operation,5063.892,2022
SE,hydro,operation,0.0,2022
SP,hydro,operation,6015.869,2022
TO,hydro,operation,2731.45,2022
AC,hydro,planning,0.0,2022
AL,hydro,planning,0.0,2022
AM,hydro,planning,0.0,2022
AP,hydro,planning,0.0,2022
BA,hydro,planning,0.0,2022
CE,hydro,planning,0.0,2022
DF,hydro,planning,0.0,2022
ES,hydro,planning,0.0,2022
GO,hydro,planning,99.5,2022
MA,hydro,planning,0.0,2022
MG,hydro,planning,0.0,2022
MS,hydro,planning,0.0,2022
MT,hydro,planning,92.99799999999999,2022
PA,hydro,planning,0.0,2022
PB,hydro,planning,0.0,2022
PE,hydro,planning,0.0,2022
PI,hydro,planning,0.0,2022
PR,hydro,planning,62.0,2022
RJ,hydro,planning,150.0,2022
RN,hydro,planning,0.0,2022
RO,hydro,planning,0.0,2022
RR,hydro,planning,0.0,2022
RS,hydro,planning,0.0,2022
SC,hydro,planning,0.0,2022
SE,hydro,planning,0.0,2022
SP,hydro,planning,0.0,2022
TO,hydro,planning,0.0,2022
AC,mini_hydro,operation,0.0,2022
AL,mini_hydro,operation,3.0543,2022
AM,mini_hydro,operation,0.0,2022
AP,mini_hydro,operation,0.0,2022
BA,mini_hydro,operation,10.155100000000001,2022
CE,mini_hydro,operation,0.0,2022
DF,mini_hydro,operation,0.0,2022
ES,mini_hydro,operation,3.3715,2022
GO,mini_hydro,operation,11.75094,2022
MA,mini_hydro,operation,0.072,2022
MG,mini_hydro,operation,162.42913,2022
MS,mini_hydro,operation,17.31201,2022
MT,mini_hydro,operation,74.2362,2022
PA,mini_hydro,operation,3.05,2022
PB,mini_hydro,operation,0.0,2022
PE,mini_hydro,operation,12.19234,2022
PI,mini_hydro,operation,0.0,2022
PR,mini_hydro,operation,97.70447,2022
RJ,mini_hydro,operation,16.79554,2022
RN,mini_hydro,operation,0.0,2022
RO,mini_hydro,operation,30.09462,2022
RR,mini_hydro,operation,0.0,2022
RS,mini_hydro,operation,69.22195,2022
SC,mini_hydro,operation,255.09689,2022
SE,mini_hydro,operation,0.55,2022
SP,mini_hydro,operation,72.18332,2022
TO,mini_hydro,operation,19.419,2022
AC,mini_hydro,planning,0.0,2022
AL,mini_hydro,planning,0.0,2022
AM,mini_hydro,planning,0.0,2022
AP,mini_hydro,planning,0.0,2022
BA,mini_hydro,planning,0.0,2022
CE,mini_hydro,planning,0.0,2022
DF,mini_hydro,planning,0.0,2022
ES,mini_hydro,planning,0.0,2022
GO,mini_hydro,planning,0.0,2022
MA,mini_hydro,planning,0.0,2022
MG,mini_hydro,planning,4.6,2022
MS,mini_hydro,planning,0.0,2022
MT,mini_hydro,planning,0.0,2022
PA,mini_hydro,planning,0.0,2022
PB,mini_hydro,planning,0.0,2022
PE,mini_hydro,planning,0.0,2022
PI,mini_hydro,planning,0.0,2022
PR,mini_hydro,planning,0.0,2022
RJ,mini_hydro,planning,0.0,2022
RN,mini_hydro,planning,0.0,2022
RO,mini_hydro,planning,0.0,2022
RR,mini_hydro,planning,0.0,2022
RS,mini_hydro,planning,0.0,2022
SC,mini_hydro,planning,6.696,2022
SE,mini_hydro,planning,0.0,2022
SP,mini_hydro,planning,0.0,2022
TO,mini_hydro,planning,4.4,2022
AC,nuclear,operation,0.0,2022
AL,nuclear,operation,0.0,2022
AM,nuclear,operation,0.0,2022
AP,nuclear,operation,0.0,2022
BA,nuclear,operation,0.0,2022
CE,nuclear,operation,0.0,2022
DF,nuclear,operation,0.0,2022
ES,nuclear,operation,0.0,2022
GO,nuclear,operation,0.0,2022
MA,nuclear,operation,0.0,2022
MG,nuclear,operation,0.0,2022
MS,nuclear,operation,0.0,2022
MT,nuclear,operation,0.0,2022
PA,nuclear,operation,0.0,2022
PB,nuclear,operation,0.0,2022
PE,nuclear,operation,0.0,2022
PI,nuclear,operation,0.0,2022
PR,nuclear,operation,0.0,2022
RJ,nuclear,operation,1990.0,2022
RN,nuclear,operation,0.0,2022
RO,nuclear,operation,0.0,2022
RR,nuclear,operation,0.0,2022
RS,nuclear,operation,0.0,2022
SC,nuclear,operation,0.0,2022
SE,nuclear,operation,0.0,2022
SP,nuclear,operation,0.0,2022
TO,nuclear,operation,0.0,2022
AC,nuclear,planning,0.0,2022
AL,nuclear,planning,0.0,2022
AM,nuclear,planning,0.0,2022
AP,nuclear,planning,0.0,2022
BA,nuclear,planning,0.0,2022
CE,nuclear,planning,0.0,2022
DF,nuclear,planning,0.0,2022
ES,nuclear,planning,0.0,2022
GO,nuclear,planning,0.0,2022
MA,nuclear,planning,0.0,2022
MG,nuclear,planning,0.0,2022
MS,nuclear,planning,0.0,2022
MT,nuclear,planning,0.0,2022
PA,nuclear,planning,0.0,2022
PB,nuclear,planning,0.0,2022
PE,nuclear,planning,0.0,2022
PI,nuclear,planning,0.0,2022
PR,nuclear,planning,0.0,2022
RJ,nuclear,planning,1350.0,2022
RN,nuclear,planning,0.0,2022
RO,nuclear,planning,0.0,2022
RR,nuclear,planning,0.0,2022
RS,nuclear,planning,0.0,2022
SC,nuclear,planning,0.0,2022
SE,nuclear,planning,0.0,2022
SP,nuclear,planning,0.0,2022
TO,nuclear,planning,0.0,2022
AC,oil,operation,140.67,2022
AL,oil,operation,10.2636,2022
AM,oil,operation,715.7958,2022
AP,oil,operation,26.016,2022
BA,oil,operation,455.19190000000003,2022
CE,oil,operation,195.43910000000002,2022
DF,oil,operation,16.3584,2022
ES,oil,operation,569.5663999999999,2022
GO,oil,operation,395.88759,2022
MA,oil,operation,339.8066,2022
MG,oil,operation,323.43908,2022
MS,oil,operation,7.926,2022
MT,oil,operation,44.229,2022
PA,oil,operation,239.58675,2022
PB,oil,operation,521.4428,2022
PE,oil,operation,870.948,2022
PI,oil,operation,17.006,2022
PR,oil,operation,123.85475,2022
RJ,oil,operation,632.8854,2022
RN,oil,operation,134.89180000000002,2022
RO,oil,operation,69.322,2022
RR,oil,operation,381.9106,2022
RS,oil,operation,233.37120000000002,2022
SC,oil,operation,68.44456,2022
SE,oil,operation,32.4274,2022
SP,oil,operation,1558.57774,2022
TO,oil,operation,18.529,2022
AC,oil,planning,0.0,2022
AL,oil,planning,0.0,2022
AM,oil,planning,15.151,2022
AP,oil,planning,0.0,2022
BA,oil,planning,0.0,2022
CE,oil,planning,0.0,2022
DF,oil,planning,0.0,2022
ES,oil,planning,0.0,2022
GO,oil,planning,0.0,2022
MA,oil,planning,0.0,2022
MG,oil,planning,30.0,2022
MS,oil,planning,0.0,2022
MT,oil,planning,0.0,2022
PA,oil,planning,0.0,2022
PB,oil,planning,0.0,2022
PE,oil,planning,288.9,2022
PI,oil,planning,0.0,2022
PR,oil,planning,0.0,2022
RJ,oil,planning,0.0,2022
RN,oil,planning,0.0,2022
RO,oil,planning,0.0,2022
RR,oil,planning,0.0,2022
RS,oil,planning,0.0,2022
SC,oil,planning,0.0,2022
SE,oil,planning,0.0,2022
SP,oil,planning,0.0,2022
TO,oil,planning,0.0,2022
AC,on_wind,operation,0.0,2022
AL,on_wind,operation,0.0,2022
AM,on_wind,operation,0.0,2022
AP,on_wind,operation,0.0,2022
BA,on_wind,operation,9347.67064,2022
CE,on_wind,operation,2577.84,2022
DF,on_wind,operation,0.0,2022
ES,on_wind,operation,0.0,2022
GO,on_wind,operation,0.0,2022
MA,on_wind,operation,426.02250000000004,2022
MG,on_wind,operation,0.156,2022
MS,on_wind,operation,0.0,2022
MT,on_wind,operation,0.0,2022
PA,on_wind,operation,0.0,2022
PB,on_wind,operation,992.24,2022
PE,on_wind,operation,1088.365,2022
PI,on_wind,operation,4016.25,2022
PR,on_wind,operation,2.5,2022
RJ,on_wind,operation,28.05,2022
RN,on_wind,operation,9599.936,2022
RO,on_wind,operation,0.0,2022
RR,on_wind,operation,0.0,2022
RS,on_wind,operation,1835.89198,2022
SC,on_wind,operation,250.5995,2022
SE,on_wind,operation,34.5,2022
SP,on_wind,operation,0.00224,2022
TO,on_wind,operation,0.0,2022
AC,on_wind,planning,0.0,2022
AL,on_wind,planning,0.0,2022
AM,on_wind,planning,0.0,2022
AP,on_wind,planning,0.0,2022
BA,on_wind,planning,10556.5,2022
CE,on_wind,planning,2875.8,2022
DF,on_wind,planning,0.0,2022
ES,on_wind,planning,0.0,2022
GO,on_wind,planning,0.0,2022
MA,on_wind,planning,130.2,2022
MG,on_wind,planning,384.448,2022
MS,on_wind,planning,0.0,2022
MT,on_wind,planning,0.0,2022
PA,on_wind,planning,0.0,2022
PB,on_wind,planning,2331.3,2022
PE,on_wind,planning,529.5,2022
PI,on_wind,planning,2882.8,2022
PR,on_wind,planning,0.0,2022
RJ,on_wind,planning,0.0,2022
RN,on_wind,planning,3401.8,2022
RO,on_wind,planning,0.0,2022
RR,on_wind,planning,0.0,2022
RS,on_wind,planning,2137.32,2022
SC,on_wind,planning,0.0,2022
SE,on_wind,planning,0.0,2022
SP,on_wind,planning,0.0,2022
TO,on_wind,planning,0.0,2022
AC,small_hydro,operation,0.0,2022
AL,small_hydro,operation,0.0,2022
AM,small_hydro,operation,0.0,2022
AP,small_hydro,operation,0.0,2022
BA,small_hydro,operation,89.75,2022
CE,small_hydro,operation,0.0,2022
DF,small_hydro,operation,0.0,2022
ES,small_hydro,operation,231.96,2022
GO,small_hydro,operation,501.132,2022
MA,small_hydro,operation,0.0,2022
MG,small_hydro,operation,778.97917,2022
MS,small_hydro,operation,312.968,2022
MT,small_hydro,operation,1098.456,2022
PA,small_hydro,operation,60.0,2022
PB,small_hydro,operation,3.52,2022
PE,small_hydro,operation,13.475000000000001,2022
PI,small_hydro,operation,0.0,2022
PR,small_hydro,operation,504.7991,2022
RJ,small_hydro,operation,257.98199999999997,2022
RN,small_hydro,operation,4.7,2022
RO,small_hydro,operation,129.351,2022
RR,small_hydro,operation,0.0,2022
RS,small_hydro,operation,717.1393,2022
SC,small_hydro,operation,625.059,2022
SE,small_hydro,operation,0.0,2022
SP,small_hydro,operation,295.358,2022
TO,small_hydro,operation,188.764,2022
AC,small_hydro,planning,0.0,2022
AL,small_hydro,planning,0.0,2022
AM,small_hydro,planning,0.0,2022
AP,small_hydro,planning,7.5,2022
BA,small_hydro,planning,17.001,2022
CE,small_hydro,planning,0.0,2022
DF,small_hydro,planning,0.0,2022
ES,small_hydro,planning,8.0,2022
GO,small_hydro,planning,159.29,2022
MA,small_hydro,planning,0.0,2022
MG,small_hydro,planning,110.392,2022
MS,small_hydro,planning,32.0,2022
MT,small_hydro,planning,116.17,2022
PA,small_hydro,planning,0.0,2022
PB,small_hydro,planning,0.0,2022
PE,small_hydro,planning,0.0,2022
PI,small_hydro,planning,0.0,2022
PR,small_hydro,planning,210.89,2022
RJ,small_hydro,planning,23.594,2022
RN,small_hydro,planning,0.0,2022
RO,small_hydro,planning,73.8,2022
RR,small_hydro,planning,0.0,2022
RS,small_hydro,planning,203.91795,2022
SC,small_hydro,planning,293.7207,2022
SE,small_hydro,planning,0.0,2022
SP,small_hydro,planning,22.095,2022
TO,small_hydro,planning,5.5,2022
AC,solar_pv,operation,0.7152000000000001,2022
AL,solar_pv,operation,3.74,2022
AM,solar_pv,operation,1.21604,2022
AP,solar_pv,operation,4.0652,2022
BA,solar_pv,operation,2052.11135,2022
CE,solar_pv,operation,1251.606,2022
DF,solar_pv,operation,0.0,2022
ES,solar_pv,operation,14.88178,2022
GO,solar_pv,operation,10.4366,2022
MA,solar_pv,operation,2.43253,2022
MG,solar_pv,operation,4277.34368,2022
MS,solar_pv,operation,11.88798,2022
MT,solar_pv,operation,21.305780000000002,2022
PA,solar_pv,operation,16.76672,2022
PB,solar_pv,operation,463.5142,2022
PE,solar_pv,operation,1096.72763,2022
PI,solar_pv,operation,1514.65,2022
PR,solar_pv,operation,16.82131,2022
RJ,solar_pv,operation,5.3193,2022
RN,solar_pv,operation,1100.8116,2022
RO,solar_pv,operation,13.77048,2022
RR,solar_pv,operation,2.46,2022
RS,solar_pv,operation,30.38046,2022
SC,solar_pv,operation,16.06833,2022
SE,solar_pv,operation,0.8,2022
SP,solar_pv,operation,869.40482,2022
TO,solar_pv,operation,6.125,2022
AC,solar_pv,planning,0.0,2022
AL,solar_pv,planning,0.0,2022
AM,solar_pv,planning,0.0,2022
AP,solar_pv,planning,0.0,2022
BA,solar_pv,planning,350.0,2022
CE,solar_pv,planning,567.014,2022
DF,solar_pv,planning,0.0,2022
ES,solar_pv,planning,0.0,2022
GO,solar_pv,planning,0.0,2022
MA,solar_pv,planning,0.0,2022
MG,solar_pv,planning,3013.051,2022
MS,solar_pv,planning,0.0,2022
MT,solar_pv,planning,0.0,2022
PA,solar_pv,planning,0.0,2022
PB,solar_pv,planning,450.0,2022
PE,solar_pv,planning,173.915,2022
PI,solar_pv,planning,1540.4379999999999,2022
PR,solar_pv,planning,0.0,2022
RJ,solar_pv,planning,0.0,2022
RN,solar_pv,planning,647.63339,2022
RO,solar_pv,planning,0.0,2022
RR,solar_pv,planning,0.0,2022
RS,solar_pv,planning,0.0,2022
SC,solar_pv,planning,0.0,2022
SE,solar_pv,planning,0.0,2022
SP,solar_pv,planning,287.71542,2022
TO,solar_pv,planning,0.0,2022
