state,type,phase,value,reference_year
RS,hydro,operation,1609.2,2014
SC,hydro,operation,5000.6900000000005,2014
SE,hydro,operation,0.0,2014
SP,hydro,operation,5473.349,2014
TO,hydro,operation,2731.45,2014
AC,hydro,planning,0.0,2014
AL,hydro,planning,0.0,2014
AM,hydro,planning,0.0,2014
AP,hydro,planning,0.0,2014
BA,hydro,planning,0.0,2014
CE,hydro,planning,0.0,2014
DF,hydro,planning,0.0,2014
ES,hydro,planning,0.0,2014
GO,hydro,planning,99.5,2014
MA,hydro,planning,0.0,2014
MG,hydro,planning,0.0,2014
MS,hydro,planning,0.0,2014
MT,hydro,planning,92.99799999999999,2014
PA,hydro,planning,0.0,2014
PB,hydro,planning,0.0,2014
PE,hydro,planning,0.0,2014
PI,hydro,planning,0.0,2014
PR,hydro,planning,62.0,2014
RJ,hydro,planning,150.0,2014
RN,hydro,planning,0.0,2014
RO,hydro,planning,0.0,2014
RR,hydro,planning,0.0,2014
RS,hydro,planning,0.0,2014
SC,hydro,planning,0.0,2014
SE,hydro,planning,0.0,2014
SP,hydro,planning,0.0,2014
TO,hydro,planning,0.0,2014
AC,mini_hydro,operation,0.0,2014
AL,mini_hydro,operation,3.0543,2014
AM,mini_hydro,operation,0.0,2014
AP,mini_hydro,operation,0.0,2014
BA,mini_hydro,operation,10.155100000000001,2014
CE,mini_hydro,operation,0.0,2014
DF,mini_hydro,operation,0.0,2014
ES,mini_hydro,operation,1.8595,2014
GO,mini_hydro,operation,8.75094,2014
MA,mini_hydro,operation,0.072,2014
MG,mini_hydro,operation,144.72913,2014
MS,mini_hydro,operation,17.31201,2014
MT,mini_hydro,operation,69.2362,2014
PA,mini_hydro,operation,3.05,2014
PB,mini_hydro,operation,0.0,2014
PE,mini_hydro,operation,12.19234,2014
PI,mini_hydro,operation,0.0,2014
PR,mini_hydro,operation,92.70447,2014
RJ,mini_hydro,operation,16.79554,2014
RN,mini_hydro,operation,0.0,2014
RO,mini_hydro,operation,30.09462,2014
RR,mini_hydro,operation,0.0,2014
RS,mini_hydro,operation,69.22195,2014
SC,mini_hydro,operation,245.66589,2014
SE,mini_hydro,operation,0.55,2014
SP,mini_hydro,operation,72.18332,2014
TO,mini_hydro,operation,12.119,2014
AC,mini_hydro,planning,0.0,2014
AL,mini_hydro,planning,0.0,2014
AM,mini_hydro,planning,0.0,2014
AP,mini_hydro,planning,0.0,2014
BA,mini_hydro,planning,0.0,2014
CE,mini_hydro,planning,0.0,2014
DF,mini_hydro,planning,0.0,2014
ES,mini_hydro,planning,0.0,2014
GO,mini_hydro,planning,0.0,2014
MA,mini_hydro,planning,0.0,2014
MG,mini_hydro,planning,4.6,2014
MS,mini_hydro,planning,0.0,2014
MT,mini_hydro,planning,0.0,2014
PA,mini_hydro,planning,0.0,2014
PB,mini_hydro,planning,0.0,2014
PE,mini_hydro,planning,0.0,2014
PI,mini_hydro,planning,0.0,2014
PR,mini_hydro,planning,0.0,2014
RJ,mini_hydro,planning,0.0,2014
RN,mini_hydro,planning,0.0,2014
RO,mini_hydro,planning,0.0,2014
RR,mini_hydro,planning,0.0,2014
RS,mini_hydro,planning,0.0,2014
SC,mini_hydro,planning,6.696,2014
SE,mini_hydro,planning,0.0,2014
SP,mini_hydro,planning,0.0,2014
TO,mini_hydro,planning,4.4,2014
AC,nuclear,operation,0.0,2014
AL,nuclear,operation,0.0,2014
AM,nuclear,operation,0.0,2014
AP,nuclear,operation,0.0,2014
BA,nuclear,operation,0.0,2014
CE,nuclear,operation,0.0,2014
DF,nuclear,operation,0.0,2014
ES,nuclear,operation,0.0,2014
GO,nuclear,operation,0.0,2014
MA,nuclear,operation,0.0,2014
MG,nuclear,operation,0.0,2014
MS,nuclear,operation,0.0,2014
MT,nuclear,operation,0.0,2014
PA,nuclear,operation,0.0,2014
PB,nuclear,operation,0.0,2014
PE,nuclear,operation,0.0,2014
PI,nuclear,operation,0.0,2014
PR,nuclear,operation,0.0,2014
RJ,nuclear,operation,1990.0,2014
RN,nuclear,operation,0.0,2014
RO,nuclear,operation,0.0,2014
RR,nuclear,operation,0.0,2014
RS,nuclear,operation,0.0,2014
SC,nuclear,operation,0.0,2014
SE,nuclear,operation,0.0,2014
SP,nuclear,operation,0.0,2014
TO,nuclear,operation,0.0,2014
AC,nuclear,planning,0.0,2014
AL,nuclear,planning,0.0,2014
AM,nuclear,planning,0.0,2014
AP,nuclear,planning,0.0,2014
BA,nuclear,planning,0.0,2014
CE,nuclear,planning,0.0,2014
DF,nuclear,planning,0.0,2014
ES,nuclear,planning,0.0,2014
GO,nuclear,planning,0.0,2014
MA,nuclear,planning,0.0,2014
MG,nuclear,planning,0.0,2014
MS,nuclear,planning,0.0,2014
MT,nuclear,planning,0.0,2014
PA,nuclear,planning,0.0,2014
PB,nuclear,planning,0.0,2014
PE,nuclear,planning,0.0,2014
PI,nuclear,planning,0.0,2014
PR,nuclear,planning,0.0,2014
RJ,nuclear,planning,1350.0,2014
RN,nuclear,planning,0.0,2014
RO,nuclear,planning,0.0,2014
RR,nuclear,planning,0.0,2014
RS,nuclear,planning,0.0,2014
SC,nuclear,planning,0.0,2014
SE,nuclear,planning,0.0,2014
SP,nuclear,planning,0.0,2014
TO,nuclear,planning,0.0,2014
AC,oil,operation,7.777200000000001,2014
AL,oil,operation,10.2636,2014
AM,oil,operation,211.0168,2014
AP,oil,operation,13.506,2014
BA,oil,operation,455.19190000000003,2014
CE,oil,operation,189.78910000000002,2014
DF,oil,operation,16.3584,2014
ES,oil,operation,569.5663999999999,2014
GO,oil,operation,386.62759,2014
MA,oil,operation,339.8066,2014
MG,oil,operation,323.43908,2014
MS,oil,operation,7.926,2014
MT,oil,operation,44.229,2014
PA,oil,operation,135.42875,2014
PB,oil,operation,521.4428,2014
PE,oil,operation,870.948,2014
PI,oil,operation,17.006,2014
PR,oil,operation,118.41475,2014
RJ,oil,operation,632.8854,2014
RN,oil,operation,134.89180000000002,2014
RO,oil,operation,62.932,2014
RR,oil,operation,143.26160000000002,2014
RS,oil,operation,233.37120000000002,2014
SC,oil,operation,68.44456,2014
SE,oil,operation,32.4274,2014
SP,oil,operation,1424.85774,2014
TO,oil,operation,18.529,2014
AC,oil,planning,0.0,2014
AL,oil,planning,0.0,2014
AM,oil,planning,15.151,2014
AP,oil,planning,0.0,2014
BA,oil,planning,0.0,2014
CE,oil,planning,0.0,2014
DF,oil,planning,0.0,2014
ES,oil,planning,0.0,2014
GO,oil,planning,0.0,2014
MA,oil,planning,0.0,2014
MG,oil,planning,30.0,2014
MS,oil,planning,0.0,2014
MT,oil,planning,0.0,2014
PA,oil,planning,0.0,2014
PB,oil,planning,0.0,2014
PE,oil,planning,288.9,2014
PI,oil,planning,0.0,2014
PR,oil,planning,0.0,2014
RJ,oil,planning,0.0,2014
RN,oil,planning,0.0,2014
RO,oil,planning,0.0,2014
RR,oil,planning,0.0,2014
RS,oil,planning,0.0,2014
SC,oil,planning,0.0,2014
SE,oil,planning,0.0,2014
SP,oil,planning,0.0,2014
TO,oil,planning,0.0,2014
AC,on_wind,operation,0.0,2014
AL,on_wind,operation,0.0,2014
AM,on_wind,operation,0.0,2014
AP,on_wind,operation,0.0,2014
BA,on_wind,operation,2571.80564,2014
CE,on_wind,operation,1912.94,2014
DF,on_wind,operation,0.0,2014
ES,on_wind,operation,0.0,2014
GO,on_wind,operation,0.0,2014
MA,on_wind,operation,0.0225,2014
MG,on_wind,operation,0.156,2014
MS,on_wind,operation,0.0,2014
MT,on_wind,operation,0.0,2014
PA,on_wind,operation,0.0,2014
PB,on_wind,operation,62.699999999999996,2014
PE,on_wind,operation,765.015,2014
PI,on_wind,operation,870.4,2014
PR,on_wind,operation,2.5,2014
RJ,on_wind,operation,28.05,2014
RN,on_wind,operation,3354.421,2014
RO,on_wind,operation,0.0,2014
RR,on_wind,operation,0.0,2014
RS,on_wind,operation,1766.89198,2014
SC,on_wind,operation,250.5995,2014
SE,on_wind,operation,34.5,2014
SP,on_wind,operation,0.00224,2014
TO,on_wind,operation,0.0,2014
AC,on_wind,planning,0.0,2014
AL,on_wind,planning,0.0,2014
AM,on_wind,planning,0.0,2014
AP,on_wind,planning,0.0,2014
BA,on_wind,planning,10556.5,2014
CE,on_wind,planning,2875.8,2014
DF,on_wind,planning,0.0,2014
ES,on_wind,planning,0.0,2014
GO,on_wind,planning,0.0,2014
MA,on_wind,planning,130.2,2014
MG,on_wind,planning,384.448,2014
MS,on_wind,planning,0.0,2014
MT,on_wind,planning,0.0,2014
PA,on_wind,planning,0.0,2014
PB,on_wind,planning,2331.3,2014
PE,on_wind,planning,529.5,2014
PI,on_wind,planning,2882.8,2014
PR,on_wind,planning,0.0,2014
RJ,on_wind,planning,0.0,2014
RN,on_wind,planning,3401.8,2014
RO,on_wind,planning,0.0,2014
RR,on_wind,planning,0.0,2014
RS,on_wind,planning,2137.32,2014
SC,on_wind,planning,0.0,2014
SE,on_wind,planning,0.0,2014
SP,on_wind,planning,0.0,2014
TO,on_wind,planning,0.0,2014
AC,small_hydro,operation,0.0,2014
AL,small_hydro,operation,0.0,2014
AM,small_hydro,operation,0.0,2014
AP,small_hydro,operation,0.0,2014
BA,small_hydro,operation,78.77,2014
CE,small_hydro,operation,0.0,2014
DF,small_hydro,operation,0.0,2014
ES,small_hydro,operation,221.46,2014
GO,small_hydro,operation,459.332,2014
MA,small_hydro,operation,0.0,2014
MG,small_hydro,operation,714.24717,2014
MS,small_hydro,operation,258.13,2014
MT,small_hydro,operation,917.114,2014
PA,small_hydro,operation,60.0,2014
PB,small_hydro,operation,3.52,2014
PE,small_hydro,operation,13.475000000000001,2014
PI,small_hydro,operation,0.0,2014
PR,small_hydro,operation,244.018,2014
RJ,small_hydro,operation,255.302,2014
RN,small_hydro,operation,0.0,2014
RO,small_hydro,operation,119.55,2014
RR,small_hydro,operation,0.0,2014
RS,small_hydro,operation,637.2983,2014
SC,small_hydro,operation,439.331,2014
SE,small_hydro,operation,0.0,2014
SP,small_hydro,operation,295.358,2014
TO,small_hydro,operation,107.66,2014
AC,small_hydro,planning,0.0,2014
AL,small_hydro,planning,0.0,2014
AM,small_hydro,planning,0.0,2014
AP,small_hydro,planning,7.5,2014
BA,small_hydro,planning,17.001,2014
CE,small_hydro,planning,0.0,2014
DF,small_hydro,planning,0.0,2014
ES,small_hydro,planning,8.0,2014
GO,small_hydro,planning,159.29,2014
MA,small_hydro,planning,0.0,2014
MG,small_hydro,planning,110.392,2014
MS,small_hydro,planning,32.0,2014
MT,small_hydro,planning,116.17,2014
PA,small_hydro,planning,0.0,2014
PB,small_hydro,planning,0.0,2014
PE,small_hydro,planning,0.0,2014
PI,small_hydro,planning,0.0,2014
PR,small_hydro,planning,210.89,2014
RJ,small_hydro,planning,23.594,2014
RN,small_hydro,planning,0.0,2014
RO,small_hydro,planning,73.8,2014
RR,small_hydro,planning,0.0,2014
RS,small_hydro,planning,203.91795,2014
SC,small_hydro,planning,293.7207,2014
SE,small_hydro,planning,0.0,2014
SP,small_hydro,planning,22.095,2014
TO,small_hydro,planning,5.5,2014
AC,solar_pv,operation,0.7152000000000001,2014
AL,solar_pv,operation,3.74,2014
AM,solar_pv,operation,1.21604,2014
AP,solar_pv,operation,4.0652,2014
BA,solar_pv,operation,8.3288,2014
CE,solar_pv,operation,16.769,2014
DF,solar_pv,operation,0.0,2014
ES,solar_pv,operation,14.88178,2014
GO,solar_pv,operation,10.4366,2014
MA,solar_pv,operation,2.43253,2014
MG,solar_pv,operation,17.47268,2014
MS,solar_pv,operation,11.88798,2014
MT,solar_pv,operation,21.305780000000002,2014
PA,solar_pv,operation,16.76672,2014
PB,solar_pv,operation,6.4502,2014
PE,solar_pv,operation,61.22645,2014
PI,solar_pv,operation,220.114,2014
PR,solar_pv,operation,16.82131,2014
RJ,solar_pv,operation,5.3193,2014
RN,solar_pv,operation,10.21734,2014
RO,solar_pv,operation,3.27048,2014
RR,solar_pv,operation,0.36,2014
RS,solar_pv,operation,30.38046,2014
SC,solar_pv,operation,16.06833,2014
SE,solar_pv,operation,0.8,2014
SP,solar_pv,operation,17.83762,2014
TO,solar_pv,operation,1.125,2014
AC,solar_pv,planning,0.0,2014
AL,solar_pv,planning,0.0,2014
AM,solar_pv,planning,0.0,2014
AP,solar_pv,planning,0.0,2014
BA,solar_pv,planning,350.0,2014
CE,solar_pv,planning,567.014,2014
DF,solar_pv,planning,0.0,2014
ES,solar_pv,planning,0.0,2014
GO,solar_pv,planning,0.0,2014
MA,solar_pv,planning,0.0,2014
MG,solar_pv,planning,3013.051,2014
MS,solar_pv,planning,0.0,2014
MT,solar_pv,planning,0.0,2014
PA,solar_pv,planning,0.0,2014
PB,solar_pv,planning,450.0,2014
PE,solar_pv,planning,173.915,2014
PI,solar_pv,planning,1540.4379999999999,2014
PR,solar_pv,planning,0.0,2014
RJ,solar_pv,planning,0.0,2014
RN,solar_pv,planning,647.63339,2014
RO,solar_pv,planning,0.0,2014
RR,solar_pv,planning,0.0,2014
RS,solar_pv,planning,0.0,2014
SC,solar_pv,planning,0.0,2014
SE,solar_pv,planning,0.0,2014
SP,solar_pv,planning,287.71542,2014
TO,solar_pv,planning,0.0,2014
