state,type,phase,value,reference_year
PE,gas,operation,608.325,2015
PI,gas,operation,0.0,2015
PR,gas,operation,504.68899999999996,2015
RJ,gas,operation,6339.67594,2015
RN,gas,operation,328.66715,2015
RO,gas,operation,349.0,2015
RR,gas,operation,0.0,2015
RS,gas,operation,903.259,2015
SC,gas,operation,340.6052,2015
SE,gas,operation,1601.5990000000002,2015
SP,gas,operation,987.5264,2015
TO,gas,operation,0.0,2015
AC,gas,planning,0.0,2015
AL,gas,planning,0.0,2015
AM,gas,planning,1059.012,2015
AP,gas,planning,0.0,2015
BA,gas,planning,0.0,2015
CE,gas,planning,0.0,2015
DF,gas,planning,0.0,2015
ES,gas,planning,0.0,2015
GO,gas,planning,0.0,2015
MA,gas,planning,0.0,2015
MG,gas,planning,0.0,2015
MS,gas,planning,0.0,2015
MT,gas,planning,354.57,2015
PA,gas,planning,2176.408,2015
PB,gas,planning,0.0,2015
PE,gas,planning,0.0,2015
PI,gas,planning,0.0,2015
PR,gas,planning,0.0,2015
RJ,gas,planning,1929.6999999999998,2015
RN,gas,planning,0.0,2015
RO,gas,planning,0.0,2015
RR,gas,planning,0.0,2015
RS,gas,planning,0.0,2015
SC,gas,planning,128.223,2015
SE,gas,planning,0.0,2015
SP,gas,planning,0.0,2015
TO,gas,planning,0.0,2015
AC,hydro,operation,0.0,2015
AL,hydro,operation,0.0,2015
AM,hydro,operation,274.71,2015
AP,hydro,operation,471.0,2015
BA,hydro,operation,692.6610000000001,2015
CE,hydro,operation,0.0,2015
DF,hydro,operation,0.0,2015
ES,hydro,operation,313.337,2015
GO,hydro,operation,3067.127,2015
MA,hydro,operation,0.0,2015
MG,hydro,operation,7547.647,2015
MS,hydro,operation,1617.5,2015
MT,hydro,operation,4313.45,2015
PA,hydro,operation,11626.050000000001,2015
PB,hydro,operation,0.0,2015
PE,hydro,operation,0.0,2015
PI,hydro,operation,0.0,2015
PR,hydro,operation,13865.903,2015
RJ,hydro,operation,799.087,2015
RN,hydro,operation,0.0,2015
RO,hydro,operation,7608.25,2015
RR,hydro,operation,0.0,2015
RS,hydro,operation,1609.2,2015
SC,hydro,operation,5000.6900000000005,2015
SE,hydro,operation,0.0,2015
SP,hydro,operation,5473.349,2015
TO,hydro,operation,2731.45,2015
AC,hydro,planning,0.0,2015
AL,hydro,planning,0.0,2015
AM,hydro,planning,0.0,2015
AP,hydro,planning,0.0,2015
BA,hydro,planning,0.0,2015
CE,hydro,planning,0.0,2015
DF,hydro,planning,0.0,2015
ES,hydro,planning,0.0,2015
GO,hydro,planning,99.5,2015
MA,hydro,planning,0.0,2015
MG,hydro,planning,0.0,2015
MS,hydro,planning,0.0,2015
MT,hydro,planning,92.99799999999999,2015
PA,hydro,planning,0.0,2015
PB,hydro,planning,0.0,2015
PE,hydro,planning,0.0,2015
PI,hydro,planning,0.0,2015
PR,hydro,planning,62.0,2015
RJ,hydro,planning,150.0,2015
RN,hydro,planning,0.0,2015
RO,hydro,planning,0.0,2015
RR,hydro,planning,0.0,2015
RS,hydro,planning,0.0,2015
SC,hydro,planning,0.0,2015
SE,hydro,planning,0.0,2015
SP,hydro,planning,0.0,2015
TO,hydro,planning,0.0,2015
AC,mini_hydro,operation,0.0,2015
AL,mini_hydro,operation,3.0543,2015
AM,mini_hydro,operation,0.0,2015
AP,mini_hydro,operation,0.0,2015
BA,mini_hydro,operation,10.155100000000001,2015
CE,mini_hydro,operation,0.0,2015
DF,mini_hydro,operation,0.0,2015
ES,mini_hydro,operation,1.8595,2015
GO,mini_hydro,operation,8.75094,2015
MA,mini_hydro,operation,0.072,2015
MG,mini_hydro,operation,144.72913,2015
MS,mini_hydro,operation,17.31201,2015
MT,mini_hydro,operation,69.2362,2015
PA,mini_hydro,operation,3.05,2015
PB,mini_hydro,operation,0.0,2015
PE,mini_hydro,operation,12.19234,2015
PI,mini_hydro,operation,0.0,2015
PR,mini_hydro,operation,92.70447,2015
RJ,mini_hydro,operation,16.79554,2015
RN,mini_hydro,operation,0.0,2015
RO,mini_hydro,operation,30.09462,2015
RR,mini_hydro,operation,0.0,2015
RS,mini_hydro,operation,69.22195,2015
SC,mini_hydro,operation,245.66589,2015
SE,mini_hydro,operation,0.55,2015
SP,mini_hydro,operation,72.18332,2015
TO,mini_hydro,operation,12.119,2015
AC,mini_hydro,planning,0.0,2015
AL,mini_hydro,planning,0.0,2015
AM,mini_hydro,planning,0.0,2015
AP,mini_hydro,planning,0.0,2015
BA,mini_hydro,planning,0.0,2015
CE,mini_hydro,planning,0.0,2015
DF,mini_hydro,planning,0.0,2015
ES,mini_hydro,planning,0.0,2015
GO,mini_hydro,planning,0.0,2015
MA,mini_hydro,planning,0.0,2015
MG,mini_hydro,planning,4.6,2015
MS,mini_hydro,planning,0.0,2015
MT,mini_hydro,planning,0.0,2015
PA,mini_hydro,planning,0.0,2015
PB,mini_hydro,planning,0.0,2015
PE,mini_hydro,planning,0.0,2015
PI,mini_hydro,planning,0.0,2015
PR,mini_hydro,planning,0.0,2015
RJ,mini_hydro,planning,0.0,2015
RN,mini_hydro,planning,0.0,2015
RO,mini_hydro,planning,0.0,2015
RR,mini_hydro,planning,0.0,2015
RS,mini_hydro,planning,0.0,2015
SC,mini_hydro,planning,6.696,2015
SE,mini_hydro,planning,0.0,2015
SP,mini_hydro,planning,0.0,2015
TO,mini_hydro,planning,4.4,2015
AC,nuclear,operation,0.0,2015
AL,nuclear,operation,0.0,2015
AM,nuclear,operation,0.0,2015
AP,nuclear,operation,0.0,2015
BA,nuclear,operation,0.0,2015
CE,nuclear,operation,0.0,2015
DF,nuclear,operation,0.0,2015
ES,nuclear,operation,0.0,2015
GO,nuclear,operation,0.0,2015
MA,nuclear,operation,0.0,2015
MG,nuclear,operation,0.0,2015
MS,nuclear,operation,0.0,2015
MT,nuclear,operation,0.0,2015
PA,nuclear,operation,0.0,2015
PB,nuclear,operation,0.0,2015
PE,nuclear,operation,0.0,2015
PI,nuclear,operation,0.0,2015
PR,nuclear,operation,0.0,2015
RJ,nuclear,operation,1990.0,2015
RN,nuclear,operation,0.0,2015
RO,nuclear,operation,0.0,2015
RR,nuclear,operation,0.0,2015
RS,nuclear,operation,0.0,2015
SC,nuclear,operation,0.0,2015
SE,nuclear,operation,0.0,2015
SP,nuclear,operation,0.0,2015
TO,nuclear,operation,0.0,2015
AC,nuclear,planning,0.0,2015
AL,nuclear,planning,0.0,2015
AM,nuclear,planning,0.0,2015
AP,nuclear,planning,0.0,2015
BA,nuclear,planning,0.0,2015
CE,nuclear,planning,0.0,2015
DF,nuclear,planning,0.0,2015
ES,nuclear,planning,0.0,2015
GO,nuclear,planning,0.0,2015
MA,nuclear,planning,0.0,2015
MG,nuclear,planning,0.0,2015
MS,nuclear,planning,0.0,2015
MT,nuclear,planning,0.0,2015
PA,nuclear,planning,0.0,2015
PB,nuclear,planning,0.0,2015
PE,nuclear,planning,0.0,2015
PI,nuclear,planning,0.0,2015
PR,nuclear,planning,0.0,2015
RJ,nuclear,planning,1350.0,2015
RN,nuclear,planning,0.0,2015
RO,nuclear,planning,0.0,2015
RR,nuclear,planning,0.0,2015
RS,nuclear,planning,0.0,2015
SC,nuclear,planning,0.0,2015
SE,nuclear,planning,0.0,2015
SP,nuclear,planning,0.0,2015
TO,nuclear,planning,0.0,2015
AC,oil,operation,71.2036,2015
AL,oil,operation,10.2636,2015
AM,oil,operation,211.0938,2015
AP,oil,operation,26.016,2015
BA,oil,operation,455.19190000000003,2015
CE,oil,operation,189.78910000000002,2015
DF,oil,operation,16.3584,2015
ES,oil,operation,569.5663999999999,2015
GO,oil,operation,395.88759,2015
MA,oil,operation,339.8066,2015
MG,oil,operation,323.43908,2015
MS,oil,operation,7.926,2015
MT,oil,operation,44.229,2015
PA,oil,operation,135.42875,2015
PB,oil,operation,521.4428,2015
PE,oil,operation,870.948,2015
PI,oil,operation,17.006,2015
PR,oil,operation,118.41475,2015
RJ,oil,operation,632.8854,2015
RN,oil,operation,134.89180000000002,2015
RO,oil,operation,69.322,2015
RR,oil,operation,333.04560000000004,2015
RS,oil,operation,233.37120000000002,2015
SC,oil,operation,68.44456,2015
SE,oil,operation,32.4274,2015
SP,oil,operation,1424.85774,2015
TO,oil,operation,18.529,2015
AC,oil,planning,0.0,2015
AL,oil,planning,0.0,2015
AM,oil,planning,15.151,2015
AP,oil,planning,0.0,2015
BA,oil,planning,0.0,2015
CE,oil,planning,0.0,2015
DF,oil,planning,0.0,2015
ES,oil,planning,0.0,2015
GO,oil,planning,0.0,2015
MA,oil,planning,0.0,2015
MG,oil,planning,30.0,2015
MS,oil,planning,0.0,2015
MT,oil,planning,0.0,2015
PA,oil,planning,0.0,2015
PB,oil,planning,0.0,2015
PE,oil,planning,288.9,2015
PI,oil,planning,0.0,2015
PR,oil,planning,0.0,2015
RJ,oil,planning,0.0,2015
RN,oil,planning,0.0,2015
RO,oil,planning,0.0,2015
RR,oil,planning,0.0,2015
RS,oil,planning,0.0,2015
SC,oil,planning,0.0,2015
SE,oil,planning,0.0,2015
SP,oil,planning,0.0,2015
TO,oil,planning,0.0,2015
AC,on_wind,operation,0.0,2015
AL,on_wind,operation,0.0,2015
AM,on_wind,operation,0.0,2015
AP,on_wind,operation,0.0,2015
BA,on_wind,operation,3664.00564,2015
CE,on_wind,operation,2052.14,2015
DF,on_wind,operation,0.0,2015
ES,on_wind,operation,0.0,2015
GO,on_wind,operation,0.0,2015
MA,on_wind,operation,0.0225,2015
MG,on_wind,operation,0.156,2015
MS,on_wind,operation,0.0,2015
MT,on_wind,operation,0.0,2015
PA,on_wind,operation,0.0,2015
PB,on_wind,operation,157.2,2015
PE,on_wind,operation,845.515,2015
PI,on_wind,operation,1190.6,2015
PR,on_wind,operation,2.5,2015
RJ,on_wind,operation,28.05,2015
RN,on_wind,operation,3785.221,2015
RO,on_wind,operation,0.0,2015
RR,on_wind,operation,0.0,2015
RS,on_wind,operation,1820.89198,2015
SC,on_wind,operation,250.5995,2015
SE,on_wind,operation,34.5,2015
SP,on_wind,operation,0.00224,2015
TO,on_wind,operation,0.0,2015
AC,on_wind,planning,0.0,2015
AL,on_wind,planning,0.0,2015
AM,on_wind,planning,0.0,2015
AP,on_wind,planning,0.0,2015
BA,on_wind,planning,10556.5,2015
CE,on_wind,planning,2875.8,2015
DF,on_wind,planning,0.0,2015
ES,on_wind,planning,0.0,2015
GO,on_wind,planning,0.0,2015
MA,on_wind,planning,130.2,2015
MG,on_wind,planning,384.448,2015
MS,on_wind,planning,0.0,2015
MT,on_wind,planning,0.0,2015
PA,on_wind,planning,0.0,2015
PB,on_wind,planning,2331.3,2015
PE,on_wind,planning,529.5,2015
PI,on_wind,planning,2882.8,2015
PR,on_wind,planning,0.0,2015
RJ,on_wind,planning,0.0,2015
RN,on_wind,planning,3401.8,2015
RO,on_wind,planning,0.0,2015
RR,on_wind,planning,0.0,2015
RS,on_wind,planning,2137.32,2015
SC,on_wind,planning,0.0,2015
SE,on_wind,planning,0.0,2015
SP,on_wind,planning,0.0,2015
TO,on_wind,planning,0.0,2015
AC,small_hydro,operation,0.0,2015
AL,small_hydro,operation,0.0,2015
AM,small_hydro,operation,0.0,2015
AP,small_hydro,operation,0.0,2015
BA,small_hydro,operation,78.77,2015
CE,small_hydro,operation,0.0,2015
DF,small_hydro,operation,0.0,2015
ES,small_hydro,operation,221.46,2015
GO,small_hydro,operation,459.332,2015
MA,small_hydro,operation,0.0,2015
MG,small_hydro,operation,744.14717,2015
MS,small_hydro,operation,258.13,2015
MT,small_hydro,operation,937.994,2015
PA,small_hydro,operation,60.0,2015
PB,small_hydro,operation,3.52,2015
PE,small_hydro,operation,13.475000000000001,2015
PI,small_hydro,operation,0.0,2015
PR,small_hydro,operation,297.318,2015
RJ,small_hydro,operation,257.98199999999997,2015
RN,small_hydro,operation,0.0,2015
RO,small_hydro,operation,119.55,2015
RR,small_hydro,operation,0.0,2015
RS,small_hydro,operation,647.2983,2015
SC,small_hydro,operation,447.221,2015
SE,small_hydro,operation,0.0,2015
SP,small_hydro,operation,295.358,2015
TO,small_hydro,operation,113.66,2015
AC,small_hydro,planning,0.0,2015
AL,small_hydro,planning,0.0,2015
AM,small_hydro,planning,0.0,2015
AP,small_hydro,planning,7.5,2015
BA,small_hydro,planning,17.001,2015
CE,small_hydro,planning,0.0,2015
DF,small_hydro,planning,0.0,2015
ES,small_hydro,planning,8.0,2015
GO,small_hydro,planning,159.29,2015
MA,small_hydro,planning,0.0,2015
MG,small_hydro,planning,110.392,2015
MS,small_hydro,planning,32.0,2015
MT,small_hydro,planning,116.17,2015
PA,small_hydro,planning,0.0,2015
PB,small_hydro,planning,0.0,2015
PE,small_hydro,planning,0.0,2015
PI,small_hydro,planning,0.0,2015
PR,small_hydro,planning,210.89,2015
RJ,small_hydro,planning,23.594,2015
RN,small_hydro,planning,0.0,2015
RO,small_hydro,planning,73.8,2015
RR,small_hydro,planning,0.0,2015
RS,small_hydro,planning,203.91795,2015
SC,small_hydro,planning,293.7207,2015
SE,small_hydro,planning,0.0,2015
SP,small_hydro,planning,22.095,2015
TO,small_hydro,planning,5.5,2015
AC,solar_pv,operation,0.7152000000000001,2015
AL,solar_pv,operation,3.74,2015
AM,solar_pv,operation,1.21604,2015
AP,solar_pv,operation,4.0652,2015
BA,solar_pv,operation,176.3288,2015
CE,solar_pv,operation,16.769,2015
DF,solar_pv,operation,0.0,2015
ES,solar_pv,operation,14.88178,2015
GO,solar_pv,operation,10.4366,2015
MA,solar_pv,operation,2.43253,2015
MG,solar_pv,operation,173.59768,2015
MS,solar_pv,operation,11.88798,2015
MT,solar_pv,operation,21.305780000000002,2015
PA,solar_pv,operation,16.76672,2015
PB,solar_pv,operation,33.4502,2015
PE,solar_pv,operation,61.22645,2015
PI,solar_pv,operation,220.114,2015
PR,solar_pv,operation,16.82131,2015
RJ,solar_pv,operation,5.3193,2015
RN,solar_pv,operation,10.21734,2015
RO,solar_pv,operation,3.27048,2015
RR,solar_pv,operation,0.36,2015
RS,solar_pv,operation,30.38046,2015
SC,solar_pv,operation,16.06833,2015
SE,solar_pv,operation,0.8,2015
SP,solar_pv,operation,248.83762,2015
TO,solar_pv,operation,1.125,2015
AC,solar_pv,planning,0.0,2015
AL,solar_pv,planning,0.0,2015
AM,solar_pv,planning,0.0,2015
AP,solar_pv,planning,0.0,2015
BA,solar_pv,planning,350.0,2015
CE,solar_pv,planning,567.014,2015
DF,solar_pv,planning,0.0,2015
ES,solar_pv,planning,0.0,2015
GO,solar_pv,planning,0.0,2015
MA,solar_pv,planning,0.0,2015
MG,solar_pv,planning,3013.051,2015
MS,solar_pv,planning,0.0,2015
MT,solar_pv,planning,0.0,2015
PA,solar_pv,planning,0.0,2015
PB,solar_pv,planning,450.0,2015
PE,solar_pv,planning,173.915,2015
PI,solar_pv,planning,1540.4379999999999,2015
PR,solar_pv,planning,0.0,2015
RJ,solar_pv,planning,0.0,2015
RN,solar_pv,planning,647.63339,2015
RO,solar_pv,planning,0.0,2015
RR,solar_pv,planning,0.0,2015
RS,solar_pv,planning,0.0,2015
SC,solar_pv,planning,0.0,2015
SE,solar_pv,planning,0.0,2015
SP,solar_pv,planning,287.71542,2015
TO,solar_pv,planning,0.0,2015
